"Status","Year","Disability","Ethnicity","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Black","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","West Central Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","West Midlands","Outside London","135","125","28210","27570"
"In post","2021","Declared disabled","Black","West Wales and The Valleys","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","West Yorkshire","Outside London","35","30","26480","25900"
"In post","2021","Declared disabled","Chinese","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Inner London - East","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Inner London - West","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Merseyside","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Chinese","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Northumberland and Tyne and Wear","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Outer London - South","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Outer London - West and North West","London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","West Midlands","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Chinese","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","West Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Bedfordshire and Hertfordshire","Outside London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Berkshire, Buckinghamshire and Oxfordshire","Outside London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Cheshire","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Derbyshire and Nottinghamshire","Outside London","30","30","32450","27570"
"In post","2021","Declared disabled","Mixed","Devon","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Dorset and Somerset","Outside London","10","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","East Anglia","Outside London","30","30","26990","27190"
"In post","2021","Declared disabled","Mixed","East Wales","Outside London","45","45","30390","28050"
"In post","2021","Declared disabled","Mixed","East Yorkshire and Northern Lincolnshire","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Eastern Scotland","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Essex","Outside London","20","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","65","60","34660","28650"
"In post","2021","Declared disabled","Mixed","Greater Manchester","Outside London","55","50","28520","26810"
"In post","2021","Declared disabled","Mixed","Hampshire and Isle of Wight","Outside London","25","20","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Herefordshire, Worcestershire and Warwickshire","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Inner London - East","London","80","75","34670","31060"
"In post","2021","Declared disabled","Mixed","Inner London - West","London","235","230","43080","39000"
"In post","2021","Declared disabled","Mixed","Kent","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Lancashire","Outside London","25","20","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Leicestershire, Rutland and Northamptonshire","Outside London","25","20","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Merseyside","Outside London","60","50","27320","25560"
"In post","2021","Declared disabled","Mixed","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","North Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Northumberland and Tyne and Wear","Outside London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Outer London - East and North East","London","20","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Outer London - South","London","50","50","36470","31060"
"In post","2021","Declared disabled","Mixed","Outer London - West and North West","London","35","35","30970","31060"
"In post","2021","Declared disabled","Mixed","Overseas","Overseas","15","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Shropshire and Staffordshire","Outside London","20","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","South Yorkshire","Outside London","30","25","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Surrey, East and West Sussex","Outside London","35","35","32250","28400"
"In post","2021","Declared disabled","Mixed","Tees Valley and Durham","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","West Central Scotland","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","West Midlands","Outside London","50","45","26100","26370"
"In post","2021","Declared disabled","Mixed","West Wales and The Valleys","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","West Yorkshire","Outside London","50","45","30000","27570"
"In post","2021","Declared disabled","Other ethnicity","Bedfordshire and Hertfordshire","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Derbyshire and Nottinghamshire","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Devon","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","East Anglia","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","East Wales","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Eastern Scotland","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Essex","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Greater Manchester","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Inner London - East","London","30","30","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Inner London - West","London","95","90","43800","38960"
"In post","2021","Declared disabled","Other ethnicity","Kent","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Lancashire","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Merseyside","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Northumberland and Tyne and Wear","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Outer London - East and North East","London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Outer London - South","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Outer London - West and North West","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Shropshire and Staffordshire","Outside London","10","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Surrey, East and West Sussex","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","West Central Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","West Midlands","Outside London","20","15","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","West Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Bedfordshire and Hertfordshire","Outside London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Outside London","45","45","30790","28670"
"In post","2021","Declared disabled","Undeclared","Cheshire","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Cornwall and Isles of Scilly","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Cumbria","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Derbyshire and Nottinghamshire","Outside London","65","60","28380","27470"
"In post","2021","Declared disabled","Undeclared","Devon","Outside London","50","45","26420","25450"
"In post","2021","Declared disabled","Undeclared","Dorset and Somerset","Outside London","35","35","28600","27570"
"In post","2021","Declared disabled","Undeclared","East Anglia","Outside London","35","35","31210","28130"
"In post","2021","Declared disabled","Undeclared","East Wales","Outside London","55","50","30970","27570"
"In post","2021","Declared disabled","Undeclared","East Yorkshire and Northern Lincolnshire","Outside London","20","15","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Eastern Scotland","Outside London","70","65","33830","33650"
"In post","2021","Declared disabled","Undeclared","Essex","Outside London","35","35","29480","29170"
"In post","2021","Declared disabled","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","170","160","37070","33670"
"In post","2021","Declared disabled","Undeclared","Greater Manchester","Outside London","85","75","28030","26910"
"In post","2021","Declared disabled","Undeclared","Hampshire and Isle of Wight","Outside London","70","60","29460","27570"
"In post","2021","Declared disabled","Undeclared","Herefordshire, Worcestershire and Warwickshire","Outside London","20","15","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Highlands and Islands","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Inner London - East","London","100","90","35990","31060"
"In post","2021","Declared disabled","Undeclared","Inner London - West","London","165","165","43390","39440"
"In post","2021","Declared disabled","Undeclared","Kent","Outside London","55","55","29370","27370"
"In post","2021","Declared disabled","Undeclared","Lancashire","Outside London","65","60","27720","27570"
"In post","2021","Declared disabled","Undeclared","Leicestershire, Rutland and Northamptonshire","Outside London","30","25","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Lincolnshire","Outside London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Merseyside","Outside London","80","70","27080","26160"
"In post","2021","Declared disabled","Undeclared","North Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","North Yorkshire","Outside London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Northern Ireland","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Northumberland and Tyne and Wear","Outside London","75","65","28060","25560"
"In post","2021","Declared disabled","Undeclared","Outer London - East and North East","London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Outer London - South","London","60","55","33930","30820"
"In post","2021","Declared disabled","Undeclared","Outer London - West and North West","London","55","50","32720","30780"
"In post","2021","Declared disabled","Undeclared","Overseas","Overseas","15","15","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Shropshire and Staffordshire","Outside London","30","25","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","South Yorkshire","Outside London","50","45","29720","27570"
"In post","2021","Declared disabled","Undeclared","Southern Scotland","Outside London","20","15","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Surrey, East and West Sussex","Outside London","45","35","28510","27570"
"In post","2021","Declared disabled","Undeclared","Tees Valley and Durham","Outside London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Unknown","10","5","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","West Central Scotland","Outside London","50","45","27640","27570"
"In post","2021","Declared disabled","Undeclared","West Midlands","Outside London","90","80","29090","26670"
"In post","2021","Declared disabled","Undeclared","West Wales and The Valleys","Outside London","55","50","27400","26780"
"In post","2021","Declared disabled","Undeclared","West Yorkshire","Outside London","65","55","29110","27380"
"In post","2021","Declared disabled","Unknown","Bedfordshire and Hertfordshire","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Outside London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Cheshire","Outside London","10","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Cumbria","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Derbyshire and Nottinghamshire","Outside London","40","40","30310","27570"
"In post","2021","Declared disabled","Unknown","Devon","Outside London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Dorset and Somerset","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","East Anglia","Outside London","20","15","[c]","[c]"
"In post","2021","Declared disabled","Unknown","East Wales","Outside London","40","35","30400","27920"
"In post","2021","Declared disabled","Unknown","East Yorkshire and Northern Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Eastern Scotland","Outside London","120","105","30720","30930"
"In post","2021","Declared disabled","Unknown","Essex","Outside London","20","15","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","60","50","36350","30750"
"In post","2021","Declared disabled","Unknown","Greater Manchester","Outside London","40","40","30310","27570"
"In post","2021","Declared disabled","Unknown","Hampshire and Isle of Wight","Outside London","50","45","27050","23280"
"In post","2021","Declared disabled","Unknown","Herefordshire, Worcestershire and Warwickshire","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Highlands and Islands","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Inner London - East","London","40","40","36270","34020"
"In post","2021","Declared disabled","Unknown","Inner London - West","London","155","145","42540","38600"
"In post","2021","Declared disabled","Unknown","Kent","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Lancashire","Outside London","30","25","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Leicestershire, Rutland and Northamptonshire","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Merseyside","Outside London","55","45","25280","21440"
"In post","2021","Declared disabled","Unknown","North Eastern Scotland","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Unknown","North Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Northumberland and Tyne and Wear","Outside London","70","60","24650","21440"
"In post","2021","Declared disabled","Unknown","Outer London - East and North East","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Outer London - South","London","30","30","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Outer London - West and North West","London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Overseas","Overseas","10","10","[c]","[c]"
