"Status","Year","Age","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","HM Land Registry","G6/G7","G6","20","20","75610","77020"
"In post","2021","50-59","HM Land Registry","G6/G7","G7","85","85","60260","60250"
"In post","2021","50-59","HM Land Registry","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","HM Land Registry","SEO/HEO","HEO","670","610","34420","33840"
"In post","2021","50-59","HM Land Registry","SEO/HEO","SEO","340","325","42040","40860"
"In post","2021","50-59","HM Prison and Probation Service","AA/AO","AA","1765","1685","21510","21180"
"In post","2021","50-59","HM Prison and Probation Service","AA/AO","AO","5045","4740","29140","31650"
"In post","2021","50-59","HM Prison and Probation Service","EO","EO","1965","1900","31610","33520"
"In post","2021","50-59","HM Prison and Probation Service","G6/G7","G6","160","160","84720","84390"
"In post","2021","50-59","HM Prison and Probation Service","G6/G7","G7","160","160","68770","69130"
"In post","2021","50-59","HM Prison and Probation Service","SCS level","SCS level","45","45","103100","103000"
"In post","2021","50-59","HM Prison and Probation Service","SEO/HEO","HEO","1315","1255","36780","38160"
"In post","2021","50-59","HM Prison and Probation Service","SEO/HEO","SEO","890","875","52540","51330"
"In post","2021","50-59","HM Prison and Probation Service","Unknown","Unknown","2825","2645","31560","30210"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","AA/AO","AA","350","275","20120","20070"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","AA/AO","AO","5700","4830","21170","21440"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","EO","EO","3850","3535","27220","27230"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","G6/G7","G6","835","820","67020","64670"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","G6/G7","G7","1770","1725","53630","52580"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","SCS level","SCS level","225","225","86690","79870"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","SEO/HEO","HEO","3655","3480","33300","31810"
"In post","2021","50-59","HM Revenue and Customs (excl. agencies)","SEO/HEO","SEO","2480","2405","39480","38630"
"In post","2021","50-59","HM Treasury (excl. agencies)","AA/AO","AO","10","10","23060","23630"
"In post","2021","50-59","HM Treasury (excl. agencies)","EO","EO","35","30","28600","29360"
"In post","2021","50-59","HM Treasury (excl. agencies)","G6/G7","G6","15","15","70040","70000"
"In post","2021","50-59","HM Treasury (excl. agencies)","G6/G7","G7","25","25","57350","56980"
"In post","2021","50-59","HM Treasury (excl. agencies)","SCS level","SCS level","15","15","106510","96750"
"In post","2021","50-59","HM Treasury (excl. agencies)","SEO/HEO","HEO","40","40","40100","39180"
"In post","2021","50-59","Home Office (incl. agencies)","AA/AO","AA","250","220","19600","17990"
"In post","2021","50-59","Home Office (incl. agencies)","AA/AO","AO","1680","1505","22480","21430"
"In post","2021","50-59","Home Office (incl. agencies)","EO","EO","4065","3670","27610","27370"
"In post","2021","50-59","Home Office (incl. agencies)","G6/G7","G6","285","280","71010","69580"
"In post","2021","50-59","Home Office (incl. agencies)","G6/G7","G7","665","655","57560","57460"
"In post","2021","50-59","Home Office (incl. agencies)","SCS level","SCS level","95","95","96740","87220"
"In post","2021","50-59","Home Office (incl. agencies)","SEO/HEO","HEO","1385","1345","33770","33900"
"In post","2021","50-59","Home Office (incl. agencies)","SEO/HEO","SEO","965","950","41610","41970"
"In post","2021","50-59","Home Office (incl. agencies)","Unknown","Unknown","50","50","[c]","[c]"
"In post","2021","50-59","Insolvency Service","AA/AO","AA","15","15","19440","18900"
"In post","2021","50-59","Insolvency Service","AA/AO","AO","135","125","21630","20880"
"In post","2021","50-59","Insolvency Service","EO","EO","65","65","26500","26290"
"In post","2021","50-59","Insolvency Service","G6/G7","G6","20","20","73440","73100"
"In post","2021","50-59","Insolvency Service","G6/G7","G7","40","40","55540","55070"
"In post","2021","50-59","Insolvency Service","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Insolvency Service","SEO/HEO","HEO","145","140","34840","34390"
"In post","2021","50-59","Insolvency Service","SEO/HEO","SEO","105","100","45350","46880"
"In post","2021","50-59","Institute for Apprenticeships and Technical Education","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Institute for Apprenticeships and Technical Education","G6/G7","G6","10","10","67240","66660"
"In post","2021","50-59","Institute for Apprenticeships and Technical Education","G6/G7","G7","20","20","53280","52160"
"In post","2021","50-59","Institute for Apprenticeships and Technical Education","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Institute for Apprenticeships and Technical Education","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Institute for Apprenticeships and Technical Education","SEO/HEO","SEO","15","15","38750","39960"
"In post","2021","50-59","Legal Aid Agency","AA/AO","AA","10","10","[c]","[c]"
"In post","2021","50-59","Legal Aid Agency","AA/AO","AO","80","75","20160","19930"
"In post","2021","50-59","Legal Aid Agency","EO","EO","70","65","24980","23170"
"In post","2021","50-59","Legal Aid Agency","G6/G7","G7","40","40","60580","58650"
"In post","2021","50-59","Legal Aid Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal Aid Agency","SEO/HEO","HEO","35","30","31370","31160"
"In post","2021","50-59","Legal Aid Agency","SEO/HEO","SEO","55","50","40430","40720"
"In post","2021","50-59","Maritime and Coastguard Agency","AA/AO","AO","55","55","23560","21590"
"In post","2021","50-59","Maritime and Coastguard Agency","EO","EO","50","45","28720","26780"
"In post","2021","50-59","Maritime and Coastguard Agency","G6/G7","G6","10","10","75020","70630"
"In post","2021","50-59","Maritime and Coastguard Agency","G6/G7","G7","40","40","58170","55480"
"In post","2021","50-59","Maritime and Coastguard Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Maritime and Coastguard Agency","SEO/HEO","HEO","50","50","35010","35280"
"In post","2021","50-59","Maritime and Coastguard Agency","SEO/HEO","SEO","80","80","47050","43480"
"In post","2021","50-59","Medicines and Healthcare Products Regulatory Agency","AA/AO","AO","10","10","23640","23550"
"In post","2021","50-59","Medicines and Healthcare Products Regulatory Agency","EO","EO","55","50","28370","27590"
"In post","2021","50-59","Medicines and Healthcare Products Regulatory Agency","G6/G7","G6","50","50","69100","67390"
"In post","2021","50-59","Medicines and Healthcare Products Regulatory Agency","G6/G7","G7","50","50","53980","53830"
"In post","2021","50-59","Medicines and Healthcare Products Regulatory Agency","SCS level","SCS level","50","50","88500","87140"
"In post","2021","50-59","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","HEO","35","30","34300","33100"
"In post","2021","50-59","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","SEO","60","60","42340","41130"
"In post","2021","50-59","Met Office","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","50-59","Met Office","EO","EO","35","35","26360","25690"
"In post","2021","50-59","Met Office","G6/G7","G6","65","65","62450","60640"
"In post","2021","50-59","Met Office","G6/G7","G7","125","125","49020","47960"
"In post","2021","50-59","Met Office","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Met Office","SEO/HEO","HEO","110","110","34530","33860"
"In post","2021","50-59","Met Office","SEO/HEO","SEO","170","165","41130","40470"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","AA/AO","AA","2050","2010","19460","19560"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","AA/AO","AO","3970","3850","24490","21580"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","EO","EO","2695","2650","29060","26930"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","G6/G7","G6","275","265","69910","66800"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","G6/G7","G7","740","715","60750","55550"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","SCS level","SCS level","125","125","90130","83780"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","SEO/HEO","HEO","2440","2400","35710","33300"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","SEO/HEO","SEO","1560","1540","43260","40980"
"In post","2021","50-59","Ministry of Defence (excl. agencies)","Unknown","Unknown","175","170","41960","37960"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","AO","15","15","26110","26870"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","EO","65","65","30490","32530"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","G6","55","55","67970","68440"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","G7","145","145","55210","53650"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","SCS level","30","30","88110","81090"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","HEO","105","100","34420","34690"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","SEO","80","80","41390","41980"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","AA/AO","AO","75","70","21580","21300"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","EO","EO","160","155","26870","26410"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","G6/G7","G7","360","360","60620","60000"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","SCS level","SCS level","45","45","89690","86800"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","SEO/HEO","HEO","240","235","32700","31970"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","SEO/HEO","SEO","335","330","42380","42000"
"In post","2021","50-59","Ministry of Justice (excl. agencies)","Unknown","Unknown","15","10","46920","41020"
"In post","2021","50-59","National Crime Agency","AA/AO","AO","65","60","24670","24220"
"In post","2021","50-59","National Crime Agency","EO","EO","530","520","35160","35940"
"In post","2021","50-59","National Crime Agency","G6/G7","G6","45","45","74890","74010"
"In post","2021","50-59","National Crime Agency","G6/G7","G7","120","115","62810","60990"
"In post","2021","50-59","National Crime Agency","SCS level","SCS level","15","15","111980","95300"
"In post","2021","50-59","National Crime Agency","SEO/HEO","HEO","505","495","42910","43450"
"In post","2021","50-59","National Crime Agency","SEO/HEO","SEO","270","270","51640","48900"
"In post","2021","50-59","National Infrastructure Commission","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Infrastructure Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Infrastructure Commission","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Infrastructure Commission","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Records of Scotland","AA/AO","AA","40","35","22180","22230"
"In post","2021","50-59","National Records of Scotland","AA/AO","AO","15","15","24810","24910"
"In post","2021","50-59","National Records of Scotland","EO","EO","10","10","29440","29190"
"In post","2021","50-59","National Records of Scotland","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","50-59","National Records of Scotland","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","50-59","National Records of Scotland","SEO/HEO","HEO","25","25","36710","35110"
"In post","2021","50-59","National Records of Scotland","SEO/HEO","SEO","25","20","44630","46600"
"In post","2021","50-59","National Savings and Investments","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","National Savings and Investments","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","50-59","National Savings and Investments","G6/G7","G7","15","15","53360","51750"
"In post","2021","50-59","National Savings and Investments","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","National Savings and Investments","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","50-59","National Savings and Investments","SEO/HEO","SEO","15","15","42950","41400"
"In post","2021","50-59","Northern Ireland Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","EO","EO","5","5","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","G6/G7","G7","15","15","51840","49960"
"In post","2021","50-59","Northern Ireland Office","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","50-59","Office for Budget Responsibility","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","50","50","21220","21160"
"In post","2021","50-59","Office for Standards in Education, Children's Services and Skills","EO","EO","30","30","26230","25880"
"In post","2021","50-59","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","50","50","82640","85550"
"In post","2021","50-59","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","185","185","72220","75500"
"In post","2021","50-59","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","15","15","119230","123640"
"In post","2021","50-59","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","35","30","32890","32010"
