"Status","Year","Function_of_post","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Internal Audit","Ministry of Justice","Internal Audit","London","20","20","50600","39260"
"In post","2021","Internal Audit","Ministry of Justice","Internal Audit","Outside London","45","45","46880","49520"
"In post","2021","Internal Audit","Scottish Government","Internal Audit","Outside London","10","5","[c]","[c]"
"In post","2021","Internal Audit","UK Export Finance","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","United Kingdom Statistics Authority","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Attorney General's Departments","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Attorney General's Departments","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2021","Legal","Attorney General's Departments","Legal","London","2725","2540","60130","61000"
"In post","2021","Legal","Attorney General's Departments","Legal","Outside London","2530","2335","53640","55000"
"In post","2021","Legal","Attorney General's Departments","Legal","Overseas","5","5","[c]","[c]"
"In post","2021","Legal","Attorney General's Departments","Operational Delivery","London","785","740","29400","27440"
"In post","2021","Legal","Attorney General's Departments","Operational Delivery","Outside London","2265","2085","26560","25480"
"In post","2021","Legal","Attorney General's Departments","Other","London","345","330","30780","27580"
"In post","2021","Legal","Attorney General's Departments","Other","Outside London","15","15","35540","32450"
"In post","2021","Legal","Attorney General's Departments","Policy","London","30","30","38240","35000"
"In post","2021","Legal","Cabinet Office","Unknown","London","55","55","79760","79760"
"In post","2021","Legal","Charity Commission","Legal","London","10","10","53100","52600"
"In post","2021","Legal","Charity Commission","Legal","Outside London","10","10","52240","52590"
"In post","2021","Legal","Charity Commission","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Charity Commission","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","Legal","London","120","115","70510","72430"
"In post","2021","Legal","Competition and Markets Authority","Legal","Outside London","10","10","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","Policy","London","25","25","66900","63370"
"In post","2021","Legal","Competition and Markets Authority","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Business, Energy and Industrial Strategy","Legal","London","25","25","58810","55260"
"In post","2021","Legal","Department for Business, Energy and Industrial Strategy","Legal","Outside London","65","60","49380","49100"
"In post","2021","Legal","Department for Education","Legal","London","20","20","56860","61750"
"In post","2021","Legal","Department for Education","Legal","Outside London","45","40","53570","50630"
"In post","2021","Legal","Department for Education","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for International Trade","Legal","Outside London","10","10","60350","53920"
"In post","2021","Legal","Department for Transport","Legal","Outside London","5","5","[c]","[c]"
"In post","2021","Legal","Department for Work and Pensions","Legal","Outside London","20","20","51110","55700"
"In post","2021","Legal","Department for Work and Pensions","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department of Health and Social Care","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department of Health and Social Care","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Food Standards Agency","Legal","London","15","15","50370","56130"
"In post","2021","Legal","Food Standards Agency","Legal","Outside London","5","5","[c]","[c]"
"In post","2021","Legal","Foreign, Commonwealth and Development Office","Legal","London","80","75","62980","65370"
"In post","2021","Legal","Foreign, Commonwealth and Development Office","Legal","Outside London","45","30","49790","53630"
"In post","2021","Legal","HM Land Registry","Legal","London","35","35","58070","64940"
"In post","2021","Legal","HM Land Registry","Legal","Outside London","225","205","49380","57000"
"In post","2021","Legal","HM Revenue and Customs","Legal","London","235","225","57360","59160"
"In post","2021","Legal","HM Revenue and Customs","Legal","Outside London","155","145","40490","34760"
"In post","2021","Legal","HM Revenue and Customs","Operational Delivery","London","90","90","29880","29570"
"In post","2021","Legal","HM Revenue and Customs","Operational Delivery","Outside London","300","270","27270","25560"
"In post","2021","Legal","HM Revenue and Customs","Tax","London","35","35","47230","41760"
"In post","2021","Legal","HM Revenue and Customs","Tax","Outside London","315","300","37930","33720"
"In post","2021","Legal","HM Revenue and Customs","Unknown","London","85","80","57460","59160"
"In post","2021","Legal","HM Revenue and Customs","Unknown","Outside London","60","60","36740","31810"
"In post","2021","Legal","HM Treasury","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","HM Treasury","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","HM Treasury","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Defence","Legal","London","10","10","[c]","[c]"
"In post","2021","Legal","Ministry of Defence","Legal","Outside London","25","25","46860","40580"
"In post","2021","Legal","Ministry of Defence","Legal","Overseas","5","5","[c]","[c]"
"In post","2021","Legal","Ministry of Housing, Communities and Local Government","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Justice","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Justice","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Justice","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Justice","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Justice","Legal","London","380","350","49590","51560"
"In post","2021","Legal","Ministry of Justice","Legal","Outside London","940","845","40630","41900"
"In post","2021","Legal","Ministry of Justice","Operational Delivery","London","50","45","35830","26410"
"In post","2021","Legal","Ministry of Justice","Operational Delivery","Outside London","65","60","30230","22570"
"In post","2021","Legal","Ministry of Justice","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Justice","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Justice","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","National Crime Agency","Legal","London","45","45","56250","59160"
"In post","2021","Legal","National Crime Agency","Legal","Outside London","5","5","[c]","[c]"
"In post","2021","Legal","Office for Standards in Education","Legal","London","15","15","59150","62810"
"In post","2021","Legal","Office of Gas and Electricity Markets","Legal","London","60","60","64280","64980"
"In post","2021","Legal","Office of Gas and Electricity Markets","Legal","Outside London","20","20","62430","60000"
"In post","2021","Legal","Office of Qualifications and Examinations Regulation","Legal","Outside London","10","10","56880","57350"
"In post","2021","Legal","Office of Rail and Road","Legal","London","10","10","67340","64400"
"In post","2021","Legal","Office of Rail and Road","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Scottish Government","Legal","Outside London","655","615","53650","52490"
"In post","2021","Legal","Scottish Government","Operational Delivery","Outside London","1595","1440","26670","22820"
"In post","2021","Legal","Scottish Government","Policy","Outside London","15","15","36940","35230"
"In post","2021","Legal","UK Export Finance","Legal","London","20","20","70930","76270"
"In post","2021","Legal","UK Supreme Court","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","Legal","London","15","15","42510","37230"
"In post","2021","Legal","UK Supreme Court","Operational Delivery","London","20","20","37830","30400"
"In post","2021","Legal","United Kingdom Statistics Authority","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Water Services Regulation Authority","Legal","London","10","10","[c]","[c]"
"In post","2021","Legal","Water Services Regulation Authority","Legal","Outside London","5","5","[c]","[c]"
"In post","2021","Legal","Welsh Government","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Attorney General's Departments","Counter Fraud","London","35","35","42770","40630"
"In post","2021","No function","Attorney General's Departments","Knowledge and Information Management","London","10","5","[c]","[c]"
"In post","2021","No function","Attorney General's Departments","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Attorney General's Departments","Other","London","30","30","37310","30150"
"In post","2021","No function","Attorney General's Departments","Policy","London","15","10","50840","51520"
"In post","2021","No function","Cabinet Office","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office","Operational Delivery","London","5","5","[c]","[c]"
"In post","2021","No function","Cabinet Office","Other","London","25","25","44480","36530"
"In post","2021","No function","Cabinet Office","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office","Policy","London","15","15","53000","42240"
"In post","2021","No function","Cabinet Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office","Unknown","London","3265","3235","42520","34550"
"In post","2021","No function","Cabinet Office","Unknown","Outside London","380","380","31780","29250"
"In post","2021","No function","Cabinet Office","Unknown","Unknown","470","465","34770","32000"
"In post","2021","No function","Chancellor's other departments","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Chancellor's other departments","Communications","London","5","5","[c]","[c]"
"In post","2021","No function","Chancellor's other departments","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Chancellor's other departments","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2021","No function","Chancellor's other departments","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Chancellor's other departments","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Chancellor's other departments","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Chancellor's other departments","Other","London","60","60","56160","45230"
"In post","2021","No function","Chancellor's other departments","Other","Outside London","20","20","46320","42290"
"In post","2021","No function","Chancellor's other departments","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Chancellor's other departments","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Chancellor's other departments","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Charity Commission","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Charity Commission","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Charity Commission","Operational Delivery","London","5","5","[c]","[c]"
"In post","2021","No function","Charity Commission","Operational Delivery","Outside London","15","15","31860","29350"
"In post","2021","No function","Charity Commission","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Charity Commission","Other","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Charity Commission","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Commercial","London","10","10","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Communications","London","25","25","42200","40050"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","10","10","42190","32980"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Economics","London","100","100","57750","57850"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Finance","London","30","25","50770","53490"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Human Resources","London","15","15","54690","60350"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Outside London","10","5","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Outside London","10","10","36680","36240"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","650","635","42440","38670"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","3080","2865","27510","24250"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Operational Research","London","5","5","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Other","Outside London","10","10","32090","27460"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Policy","London","3410","3335","49890","53380"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Policy","Outside London","350","335","44990","39820"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Policy","Unknown","5","5","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Project Delivery","London","25","25","54500","53380"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","20","20","48750","49200"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Science and Engineering","London","35","35","42350","41730"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Science and Engineering","Outside London","740","710","42750","40720"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Science and Engineering","Overseas","25","25","39890","42140"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Security","London","15","15","47470","42630"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Security","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy","Statistics","London","5","5","[c]","[c]"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","International Trade","London","10","10","[c]","[c]"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Other","London","90","85","40850","34330"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Policy","London","1065","1045","48640","51730"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Policy","Outside London","15","15","38490","34020"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Education","Commercial","London","20","20","54490","53680"
"In post","2021","No function","Department for Education","Commercial","Outside London","165","160","39680","36780"
"In post","2021","No function","Department for Education","Digital, Data and Technology","London","15","15","47470","40430"
"In post","2021","No function","Department for Education","Digital, Data and Technology","Outside London","80","75","33410","29730"
"In post","2021","No function","Department for Education","Finance","London","60","60","45170","40940"
"In post","2021","No function","Department for Education","Finance","Outside London","175","165","39410","36960"
"In post","2021","No function","Department for Education","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Education","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Education","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Education","Operational Delivery","London","390","380","47520","41820"
"In post","2021","No function","Department for Education","Operational Delivery","Outside London","1135","1100","39990","36780"
"In post","2021","No function","Department for Education","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Education","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Education","Policy","London","1000","960","49490","53420"
"In post","2021","No function","Department for Education","Policy","Outside London","1100","1050","40240","36780"
"In post","2021","No function","Department for Education","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Education","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Education","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Economics","London","135","130","45510","49280"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Economics","Outside London","30","30","41080","47550"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Operational Delivery","London","155","145","37300","32560"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","1460","1380","26770","25100"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Operational Research","London","10","10","39720","38010"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Operational Research","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Other","Outside London","30","30","39480","32840"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Policy","London","1620","1575","44820","39420"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Policy","Outside London","855","820","39560","36160"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Science and Engineering","London","100","95","47260","41670"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","700","660","32230","28710"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Social Research","London","20","20","50910","53870"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Social Research","Outside London","15","15","40620","37810"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Unknown","Outside London","30","25","25280","21050"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Veterinarian","London","25","25","57420","55100"
"In post","2021","No function","Department for Environment, Food and Rural Affairs","Veterinarian","Outside London","340","320","44180","38380"
"In post","2021","No function","Department for International Trade","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","Communications","London","45","45","43950","41520"
"In post","2021","No function","Department for International Trade","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","International Trade","London","1005","990","47650","44030"
"In post","2021","No function","Department for International Trade","International Trade","Outside London","130","130","43940","38680"
"In post","2021","No function","Department for International Trade","International Trade","Overseas","155","155","56610","54470"
"In post","2021","No function","Department for International Trade","Knowledge and Information Management","London","20","20","37320","33380"
"In post","2021","No function","Department for International Trade","Operational Delivery","London","100","100","37130","32120"
"In post","2021","No function","Department for International Trade","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Department for International Trade","Other","London","145","145","40490","33490"
"In post","2021","No function","Department for International Trade","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","Planning","London","5","5","[c]","[c]"
"In post","2021","No function","Department for International Trade","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","Policy","London","195","195","45290","38540"
"In post","2021","No function","Department for International Trade","Policy","Outside London","10","10","[c]","[c]"
"In post","2021","No function","Department for International Trade","Project Delivery","London","25","25","42020","38540"
"In post","2021","No function","Department for International Trade","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Department for International Trade","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for International Trade","Security","London","5","5","[c]","[c]"
"In post","2021","No function","Department for International Trade","Statistics","London","5","5","[c]","[c]"
"In post","2021","No function","Department for Transport","Commercial","London","75","75","52330","54110"
"In post","2021","No function","Department for Transport","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Transport","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Transport","Corporate Finance","London","20","20","57150","54380"
"In post","2021","No function","Department for Transport","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Transport","Digital, Data and Technology","London","10","10","46040","54110"
"In post","2021","No function","Department for Transport","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Transport","Finance","London","60","60","50140","53630"
"In post","2021","No function","Department for Transport","Finance","Outside London","10","10","37440","26780"
"In post","2021","No function","Department for Transport","Human Resources","London","10","10","55400","54760"
"In post","2021","No function","Department for Transport","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Transport","Intelligence Analysis","London","5","5","[c]","[c]"
"In post","2021","No function","Department for Transport","International Trade","London","30","30","46630","42470"
"In post","2021","No function","Department for Transport","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Transport","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2021","No function","Department for Transport","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Transport","Medicine","Outside London","55","50","75420","86070"
"In post","2021","No function","Department for Transport","Operational Delivery","London","415","395","33210","30780"
"In post","2021","No function","Department for Transport","Operational Delivery","Outside London","8885","7975","25670","25910"
"In post","2021","No function","Department for Transport","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Transport","Other","London","270","250","37140","32740"
"In post","2021","No function","Department for Transport","Other","Outside London","230","220","49010","33350"
"In post","2021","No function","Department for Transport","Policy","London","895","875","48930","45990"
"In post","2021","No function","Department for Transport","Policy","Outside London","465","445","35910","32830"
"In post","2021","No function","Department for Transport","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Transport","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Transport","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department for Transport","Science and Engineering","London","50","50","48510","44480"
"In post","2021","No function","Department for Transport","Science and Engineering","Outside London","85","85","39780","38150"
"In post","2021","No function","Department for Transport","Science and Engineering","Overseas","10","10","[c]","[c]"
"In post","2021","No function","Department for Transport","Security","London","165","160","45220","43360"
"In post","2021","No function","Department for Transport","Unknown","London","190","185","53660","45680"
"In post","2021","No function","Department for Transport","Unknown","Outside London","10","10","49670","39470"
"In post","2021","No function","Department for Work and Pensions","Knowledge and Information Management","Outside London","20","20","31810","29750"
"In post","2021","No function","Department for Work and Pensions","Operational Delivery","London","130","125","46600","44610"
"In post","2021","No function","Department for Work and Pensions","Operational Delivery","Outside London","1515","1430","44360","42140"
"In post","2021","No function","Department for Work and Pensions","Policy","London","20","20","58720","57810"
"In post","2021","No function","Department for Work and Pensions","Policy","Outside London","60","55","44130","39390"
"In post","2021","No function","Department for Work and Pensions","Science and Engineering","Outside London","460","425","39990","39330"
"In post","2021","No function","Department of Health and Social Care","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2021","No function","Department of Health and Social Care","Digital, Data and Technology","Outside London","15","15","40180","38940"
"In post","2021","No function","Department of Health and Social Care","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department of Health and Social Care","Knowledge and Information Management","London","180","160","44310","41310"
"In post","2021","No function","Department of Health and Social Care","Knowledge and Information Management","Outside London","365","330","36930","36330"
"In post","2021","No function","Department of Health and Social Care","Medicine","London","170","145","102700","99580"
"In post","2021","No function","Department of Health and Social Care","Medicine","Outside London","225","195","105280","104520"
"In post","2021","No function","Department of Health and Social Care","Operational Delivery","London","1625","1495","44000","40070"
"In post","2021","No function","Department of Health and Social Care","Operational Delivery","Outside London","1635","1465","35890","30460"
"In post","2021","No function","Department of Health and Social Care","Operational Research","London","5","5","[c]","[c]"
"In post","2021","No function","Department of Health and Social Care","Operational Research","Outside London","10","10","61370","55510"
"In post","2021","No function","Department of Health and Social Care","Other","London","5","5","[c]","[c]"
"In post","2021","No function","Department of Health and Social Care","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department of Health and Social Care","Policy","London","1300","1275","48890","46000"
"In post","2021","No function","Department of Health and Social Care","Policy","Outside London","520","500","43160","38140"
"In post","2021","No function","Department of Health and Social Care","Science and Engineering","London","775","715","44580","40470"
"In post","2021","No function","Department of Health and Social Care","Science and Engineering","Outside London","1540","1420","38960","36340"
"In post","2021","No function","Department of Health and Social Care","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department of Health and Social Care","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Department of Health and Social Care","Statistics","London","10","10","53160","53120"
"In post","2021","No function","Department of Health and Social Care","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","ESTYN","Inspector of Education and Training","Outside London","65","60","74480","74730"
"In post","2021","No function","ESTYN","Operational Delivery","Outside London","20","20","29990","28850"
"In post","2021","No function","ESTYN","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Operational Delivery","London","125","125","37420","32830"
"In post","2021","No function","Food Standards Agency","Operational Delivery","Outside London","490","470","29780","26750"
"In post","2021","No function","Food Standards Agency","Policy","London","110","110","44510","40960"
"In post","2021","No function","Food Standards Agency","Policy","Outside London","75","75","39700","37910"
"In post","2021","No function","Food Standards Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Food Standards Agency","Science and Engineering","London","65","65","42310","40960"
"In post","2021","No function","Food Standards Agency","Science and Engineering","Outside London","20","20","40700","37910"
"In post","2021","No function","Food Standards Agency","Veterinarian","London","20","20","46380","48620"
"In post","2021","No function","Food Standards Agency","Veterinarian","Outside London","45","45","43840","37910"
"In post","2021","No function","Foreign, Commonwealth and Development Office","Economics","London","65","65","45660","44450"
"In post","2021","No function","Foreign, Commonwealth and Development Office","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","No function","Foreign, Commonwealth and Development Office","Knowledge and Information Management","London","85","85","47740","39510"
"In post","2021","No function","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Outside London","30","30","37450","31000"
"In post","2021","No function","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","No function","Foreign, Commonwealth and Development Office","Operational Delivery","London","100","95","36730","33150"
"In post","2021","No function","Foreign, Commonwealth and Development Office","Operational Delivery","Outside London","195","190","28600","24750"
"In post","2021","No function","Foreign, Commonwealth and Development Office","Operational Delivery","Overseas","5","5","[c]","[c]"
"In post","2021","No function","Foreign, Commonwealth and Development Office","Policy","London","1725","1700","47800","39600"
"In post","2021","No function","Foreign, Commonwealth and Development Office","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","Foreign, Commonwealth and Development Office","Policy","Overseas","1465","1460","51800","53220"
"In post","2021","No function","HM Land Registry","Operational Delivery","London","200","190","33880","30600"
"In post","2021","No function","HM Land Registry","Operational Delivery","Outside London","4800","4300","27970","27130"
"In post","2021","No function","HM Land Registry","Other","London","25","20","44390","37290"
"In post","2021","No function","HM Land Registry","Other","Outside London","5","5","[c]","[c]"
"In post","2021","No function","HM Revenue and Customs","Economics","London","10","10","[c]","[c]"
"In post","2021","No function","HM Revenue and Customs","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","No function","HM Revenue and Customs","International Trade","London","30","25","36210","36160"
"In post","2021","No function","HM Revenue and Customs","International Trade","Outside London","105","105","32220","31810"
