"Status","Year","Function_of_post","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Finance","Food Standards Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Foreign, Commonwealth and Development Office","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Foreign, Commonwealth and Development Office","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","HM Land Registry","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","HM Revenue and Customs","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","HM Treasury","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","HM Treasury","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Defence","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Defence","Finance","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Defence","Finance","Outside London","75","[c]","34940","33300"
"Leaver CS","2021","Finance","Ministry of Defence","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Defence","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Defence","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Defence","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Defence","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Defence","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Housing, Communities and Local Government","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Housing, Communities and Local Government","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Justice","Finance","London","15","[c]","59650","65840"
"Leaver CS","2021","Finance","Ministry of Justice","Finance","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Justice","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Justice","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","National Crime Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Northern Ireland Office","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Office for Standards in Education","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Office for Standards in Education","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Office of Gas and Electricity Markets","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Office of Gas and Electricity Markets","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Office of Gas and Electricity Markets","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Office of Rail and Road","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Other Cabinet Office Agencies","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Scottish Government","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Scottish Government","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","The National Archives","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","United Kingdom Statistics Authority","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Water Services Regulation Authority","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Water Services Regulation Authority","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","85","[c]","24610","21050"
"Leaver CS","2021","Grants Management","Department for Environment, Food and Rural Affairs","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Attorney General's Departments","Human Resources","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Attorney General's Departments","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Cabinet Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Cabinet Office","Unknown","London","15","[c]","54790","57120"
"Leaver CS","2021","Human Resources","Cabinet Office","Unknown","Outside London","15","[c]","24520","20800"
"Leaver CS","2021","Human Resources","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Chancellor's other departments","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Competition and Markets Authority","Human Resources","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for International Trade","Human Resources","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for International Trade","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Transport","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Transport","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Work and Pensions","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Work and Pensions","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department of Health and Social Care","Human Resources","London","10","[c]","39980","36250"
"Leaver CS","2021","Human Resources","Department of Health and Social Care","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","ESTYN","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Foreign, Commonwealth and Development Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Land Registry","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Revenue and Customs","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Revenue and Customs","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Treasury","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Treasury","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Treasury","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Defence","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Defence","Human Resources","London","15","[c]","63320","48980"
"Leaver CS","2021","Human Resources","Ministry of Defence","Human Resources","Outside London","80","[c]","29420","22080"
"Leaver CS","2021","Human Resources","Ministry of Defence","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Defence","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Defence","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Housing, Communities and Local Government","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Housing, Communities and Local Government","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Justice","Human Resources","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Justice","Human Resources","Outside London","25","[c]","35020","31660"
"Leaver CS","2021","Human Resources","Ministry of Justice","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Justice","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","National Crime Agency","Human Resources","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","National Crime Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Northern Ireland Office","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office for Standards in Education","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Gas and Electricity Markets","Human Resources","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Gas and Electricity Markets","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Rail and Road","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Other Cabinet Office Agencies","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Government","Human Resources","Outside London","10","[c]","36090","33650"
"Leaver CS","2021","Human Resources","Scottish Government","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Government","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","UK Export Finance","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","United Kingdom Statistics Authority","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","United Kingdom Statistics Authority","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Water Services Regulation Authority","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Water Services Regulation Authority","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Water Services Regulation Authority","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Department for Transport","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Foreign, Commonwealth and Development Office","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","HM Treasury","Internal Audit","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","HM Treasury","Internal Audit","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Ministry of Defence","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Ministry of Defence","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Ministry of Justice","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Scottish Government","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","UK Export Finance","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","United Kingdom Statistics Authority","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","Legal","London","115","[c]","62510","57500"
"Leaver CS","2021","Legal","Attorney General's Departments","Legal","Outside London","115","[c]","56020","55610"
"Leaver CS","2021","Legal","Attorney General's Departments","Operational Delivery","London","25","[c]","33800","24590"
"Leaver CS","2021","Legal","Attorney General's Departments","Operational Delivery","Outside London","80","[c]","24890","21950"
"Leaver CS","2021","Legal","Attorney General's Departments","Other","London","20","[c]","28100","26680"
"Leaver CS","2021","Legal","Attorney General's Departments","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Cabinet Office","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Competition and Markets Authority","Legal","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Competition and Markets Authority","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Foreign, Commonwealth and Development Office","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Foreign, Commonwealth and Development Office","Legal","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Land Registry","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Land Registry","Legal","Outside London","20","[c]","48430","48730"
"Leaver CS","2021","Legal","Ministry of Defence","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","Legal","London","25","[c]","42970","47210"
"Leaver CS","2021","Legal","Ministry of Justice","Legal","Outside London","75","[c]","41190","43460"
"Leaver CS","2021","Legal","Ministry of Justice","Operational Delivery","London","15","[c]","27380","26410"
"Leaver CS","2021","Legal","Ministry of Justice","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","National Crime Agency","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office for Standards in Education","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office of Gas and Electricity Markets","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Scottish Government","Legal","Outside London","20","[c]","53760","52490"
"Leaver CS","2021","Legal","Scottish Government","Operational Delivery","Outside London","100","[c]","27690","22820"
"Leaver CS","2021","Legal","UK Export Finance","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Supreme Court","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Supreme Court","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Supreme Court","Legal","London","10","[c]","36500","36500"
"Leaver CS","2021","Legal","UK Supreme Court","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Water Services Regulation Authority","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Welsh Government","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Attorney General's Departments","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Attorney General's Departments","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office","Unknown","London","65","[c]","49320","35590"
"Leaver CS","2021","No function","Cabinet Office","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office","Unknown","Unknown","45","[c]","32760","28210"
"Leaver CS","2021","No function","Chancellor's other departments","Other","London","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Chancellor's other departments","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Charity Commission","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","30","[c]","46620","36530"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","115","[c]","26690","24250"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","Other","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","Policy","London","120","[c]","52930","52300"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","Policy","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","Other","London","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","Policy","London","55","[c]","46150","34280"
"Leaver CS","2021","No function","Department for Education","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Education","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","80","[c]","25350","24010"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","Other","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","Policy","London","110","[c]","37350","30990"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","Policy","Outside London","30","[c]","37940","35900"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","40","[c]","26030","24370"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","Veterinarian","Outside London","15","[c]","48430","51760"
"Leaver CS","2021","No function","Department for International Trade","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for International Trade","International Trade","London","40","[c]","41260","32120"
"Leaver CS","2021","No function","Department for International Trade","International Trade","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for International Trade","Operational Delivery","London","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for International Trade","Other","London","15","[c]","26150","18200"
"Leaver CS","2021","No function","Department for International Trade","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for International Trade","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for International Trade","Policy","London","10","[c]","27910","18200"
"Leaver CS","2021","No function","Department for International Trade","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for International Trade","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Transport","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Transport","Operational Delivery","London","20","[c]","31660","30540"
"Leaver CS","2021","No function","Department for Transport","Operational Delivery","Outside London","480","[c]","25160","21590"
"Leaver CS","2021","No function","Department for Transport","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Transport","Policy","Outside London","20","[c]","37910","35180"
"Leaver CS","2021","No function","Department for Transport","Science and Engineering","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Transport","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Work and Pensions","Operational Delivery","London","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Work and Pensions","Operational Delivery","Outside London","85","[c]","42810","43960"
"Leaver CS","2021","No function","Department for Work and Pensions","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Work and Pensions","Policy","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Work and Pensions","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Work and Pensions","Science and Engineering","Outside London","10","[c]","36970","30820"
"Leaver CS","2021","No function","Department of Health and Social Care","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department of Health and Social Care","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department of Health and Social Care","Knowledge and Information Management","London","30","[c]","39970","34170"
"Leaver CS","2021","No function","Department of Health and Social Care","Knowledge and Information Management","Outside London","20","[c]","33480","31470"
"Leaver CS","2021","No function","Department of Health and Social Care","Medicine","London","20","[c]","88190","89810"
"Leaver CS","2021","No function","Department of Health and Social Care","Medicine","Outside London","40","[c]","82680","101530"
"Leaver CS","2021","No function","Department of Health and Social Care","Operational Delivery","London","140","[c]","41080","32650"
"Leaver CS","2021","No function","Department of Health and Social Care","Operational Delivery","Outside London","135","[c]","37140","30960"
"Leaver CS","2021","No function","Department of Health and Social Care","Science and Engineering","London","80","[c]","38300","39370"
"Leaver CS","2021","No function","Department of Health and Social Care","Science and Engineering","Outside London","225","[c]","31280","28870"
"Leaver CS","2021","No function","ESTYN","Inspector of Education and Training","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","Operational Delivery","Outside London","15","[c]","32540","26750"
"Leaver CS","2021","No function","Food Standards Agency","Policy","London","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Foreign, Commonwealth and Development Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Foreign, Commonwealth and Development Office","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Land Registry","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Land Registry","Operational Delivery","Outside London","190","[c]","27440","27130"
"Leaver CS","2021","No function","HM Land Registry","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Treasury","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Treasury","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Treasury","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Treasury","Policy","London","45","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Defence","Operational Delivery","Outside London","30","[c]","35060","33290"
"Leaver CS","2021","No function","Ministry of Defence","Operational Research","Outside London","20","[c]","25910","17180"
"Leaver CS","2021","No function","Ministry of Defence","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Defence","Science and Engineering","Outside London","120","[c]","28190","26480"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","Operational Delivery","Outside London","25","[c]","42500","42880"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","Planning","London","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","Planning Inspectors","Outside London","25","[c]","42680","41020"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","Policy","London","35","[c]","48610","51580"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","Intelligence Analysis","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","Operational Delivery","London","685","[c]","25470","22680"
"Leaver CS","2021","No function","Ministry of Justice","Operational Delivery","Outside London","4315","[c]","21120","19930"
"Leaver CS","2021","No function","Ministry of Justice","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","Policy","London","35","[c]","49420","36800"
"Leaver CS","2021","No function","Ministry of Justice","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","Psychology","London","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","Psychology","Outside London","95","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","Unknown","London","35","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","Unknown","Outside London","305","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","Operational Delivery","London","55","[c]","47910","41970"
"Leaver CS","2021","No function","National Crime Agency","Operational Delivery","Outside London","85","[c]","38990","37750"
"Leaver CS","2021","No function","National Crime Agency","Operational Delivery","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
