"Status","Year","Organisation","Region_ITL2","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","East Anglia","SEO/HEO","Male","30","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Wales","AA/AO","Female","35","35","21050","21050"
"In post","2021","Animal and Plant Health Agency","East Wales","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Wales","EO","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Wales","EO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Wales","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Wales","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Wales","SEO/HEO","Female","20","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Wales","SEO/HEO","Male","20","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Eastern Scotland","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Eastern Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Eastern Scotland","EO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Eastern Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Eastern Scotland","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Eastern Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Eastern Scotland","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Eastern Scotland","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Essex","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Essex","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Essex","EO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Essex","EO","Male","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Essex","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Essex","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Essex","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Essex","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Female","25","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Male","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Female","20","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Male","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Greater Manchester","EO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Greater Manchester","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Greater Manchester","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Greater Manchester","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hampshire and Isle of Wight","EO","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hampshire and Isle of Wight","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hampshire and Isle of Wight","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hampshire and Isle of Wight","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hampshire and Isle of Wight","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hampshire and Isle of Wight","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","AA/AO","Female","30","30","21010","21050"
"In post","2021","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","EO","Female","30","25","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","EO","Male","20","20","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Female","35","30","32540","30980"
"In post","2021","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Male","35","35","36760","35900"
"In post","2021","Animal and Plant Health Agency","Highlands and Islands","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Highlands and Islands","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Highlands and Islands","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Highlands and Islands","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Highlands and Islands","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Highlands and Islands","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Highlands and Islands","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Highlands and Islands","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inner London - West","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inner London - West","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inner London - West","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inner London - West","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inner London - West","G6/G7","Female","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inner London - West","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inner London - West","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inner London - West","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Kent","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Kent","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Kent","EO","Female","20","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Kent","EO","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Kent","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Kent","SEO/HEO","Male","5","5","[c]","[c]"
