"Status","Year","Organisation","Region_ITL1","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","London","EO","Heterosexual / straight","1970","[c]","31060","31060"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","London","EO","LGBO","165","[c]","31060","31060"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","London","EO","Undeclared","130","[c]","31030","31060"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","London","EO","Unknown","320","[c]","31050","31060"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","London","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","London","G6/G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","London","G6/G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","London","SEO/HEO","Heterosexual / straight","70","[c]","36930","36650"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","London","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","London","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North East (England)","AA/AO","Heterosexual / straight","755","[c]","21010","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North East (England)","AA/AO","LGBO","70","[c]","21010","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North East (England)","AA/AO","Undeclared","40","[c]","21010","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North East (England)","AA/AO","Unknown","90","[c]","21010","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North East (England)","EO","Heterosexual / straight","270","[c]","27520","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North East (England)","EO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North East (England)","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North East (England)","EO","Unknown","50","[c]","27570","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North East (England)","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North East (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North East (England)","G6/G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North East (England)","G6/G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North East (England)","SEO/HEO","Heterosexual / straight","50","[c]","34690","33510"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North East (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North East (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North East (England)","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North West (England)","AA/AO","Heterosexual / straight","930","[c]","21020","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North West (England)","AA/AO","LGBO","100","[c]","21010","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North West (England)","AA/AO","Undeclared","50","[c]","21090","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North West (England)","AA/AO","Unknown","140","[c]","21000","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North West (England)","EO","Heterosexual / straight","820","[c]","27570","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North West (England)","EO","LGBO","110","[c]","27570","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North West (England)","EO","Undeclared","50","[c]","27570","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North West (England)","EO","Unknown","140","[c]","27580","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North West (England)","G6/G7","Heterosexual / straight","55","[c]","57290","56140"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North West (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North West (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North West (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North West (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North West (England)","SEO/HEO","Heterosexual / straight","55","[c]","34660","34290"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North West (England)","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","North West (England)","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Scotland","AA/AO","Heterosexual / straight","345","[c]","21030","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Scotland","AA/AO","LGBO","35","[c]","21010","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Scotland","AA/AO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Scotland","AA/AO","Unknown","35","[c]","20970","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Scotland","EO","Heterosexual / straight","420","[c]","27570","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Scotland","EO","LGBO","55","[c]","27570","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Scotland","EO","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Scotland","EO","Unknown","65","[c]","27570","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South East (England)","AA/AO","Heterosexual / straight","375","[c]","22210","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South East (England)","AA/AO","LGBO","35","[c]","22310","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South East (England)","AA/AO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South East (England)","AA/AO","Unknown","35","[c]","21550","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South East (England)","EO","Heterosexual / straight","1190","[c]","28360","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South East (England)","EO","LGBO","155","[c]","28290","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South East (England)","EO","Undeclared","70","[c]","28410","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South East (England)","EO","Unknown","135","[c]","28350","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South East (England)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South East (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South East (England)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South East (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South East (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South West (England)","AA/AO","Heterosexual / straight","285","[c]","21070","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South West (England)","AA/AO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South West (England)","AA/AO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South West (England)","AA/AO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South West (England)","EO","Heterosexual / straight","575","[c]","27570","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South West (England)","EO","LGBO","70","[c]","27570","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South West (England)","EO","Undeclared","45","[c]","27570","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South West (England)","EO","Unknown","95","[c]","27570","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South West (England)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South West (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South West (England)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South West (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","South West (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","AA/AO","Heterosexual / straight","55","[c]","21620","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","AA/AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","AA/AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","EO","Heterosexual / straight","130","[c]","27740","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","EO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","G6/G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","SEO/HEO","Heterosexual / straight","40","[c]","35070","35310"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Wales","AA/AO","Heterosexual / straight","220","[c]","21010","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Wales","AA/AO","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Wales","AA/AO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Wales","AA/AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Wales","EO","Heterosexual / straight","250","[c]","27570","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Wales","EO","LGBO","35","[c]","27570","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Wales","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Wales","EO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Wales","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Wales","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","West Midlands (England)","AA/AO","Heterosexual / straight","200","[c]","21010","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","West Midlands (England)","AA/AO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","West Midlands (England)","AA/AO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","West Midlands (England)","AA/AO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","West Midlands (England)","EO","Heterosexual / straight","615","[c]","27580","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","West Midlands (England)","EO","LGBO","60","[c]","27620","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","West Midlands (England)","EO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","West Midlands (England)","EO","Unknown","65","[c]","27570","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","West Midlands (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","West Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","West Midlands (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","AA/AO","Heterosexual / straight","395","[c]","21010","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","AA/AO","LGBO","50","[c]","21010","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","AA/AO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","AA/AO","Unknown","45","[c]","21000","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","EO","Heterosexual / straight","790","[c]","27560","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","EO","LGBO","85","[c]","27570","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","EO","Undeclared","45","[c]","27570","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","EO","Unknown","115","[c]","27570","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","G6/G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","SEO/HEO","Heterosexual / straight","55","[c]","34220","31990"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","London","AA/AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","London","EO","Heterosexual / straight","35","[c]","27270","27270"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","London","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","London","EO","Unknown","135","[c]","27230","27270"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","London","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","London","G6/G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","London","G6/G7","Unknown","130","[c]","58550","53360"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","London","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","London","SCS level","Unknown","30","[c]","101480","89000"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","London","SEO/HEO","Heterosexual / straight","80","[c]","34950","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","London","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","London","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","London","SEO/HEO","Unknown","320","[c]","35030","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","North West (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","North West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","North West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","North West (England)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","North West (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","North West (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","North West (England)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","North West (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","North West (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","South East (England)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","South East (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","South East (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","EO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","G6/G7","Unknown","70","[c]","53870","49530"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","SEO/HEO","Heterosexual / straight","35","[c]","32600","32090"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","SEO/HEO","Unknown","115","[c]","31700","28970"
"New entrant CS","2021","Disclosure Scotland","Scotland","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scotland","AA/AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scotland","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Wales","AA/AO","Heterosexual / straight","115","[c]","19650","18060"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Wales","AA/AO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Wales","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Wales","AA/AO","Unknown","130","[c]","20120","21590"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Wales","EO","Heterosexual / straight","30","[c]","26290","26130"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Wales","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Wales","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Wales","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Wales","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Wales","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Wales","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Wales","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Wales","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","East Midlands (England)","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","East Midlands (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","East Midlands (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","East Midlands (England)","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","East Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
