"Status","Year","Disability","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared disabled","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Black","No function","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Black","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Black","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Black","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Chinese","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Chinese","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mixed","No function","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mixed","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","No function","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","No function","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Analysis","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Commercial","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Communications","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Counter Fraud","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Digital, Data & Technology","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Finance","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Human Resources","45","[c]","41080","39850"
"Leaver Dept.","2021","Declared disabled","White","Internal Audit","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Legal","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","No function","235","[c]","37030","32360"
"Leaver Dept.","2021","Declared disabled","White","Project Delivery","45","[c]","38930","33300"
"Leaver Dept.","2021","Declared disabled","White","Property","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","White","Unknown","330","[c]","33490","27570"
"Leaver Dept.","2021","Declared non-disabled","Asian","Analysis","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Commercial","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Communications","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Digital, Data & Technology","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Finance","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Human Resources","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Legal","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","No function","220","[c]","33540","29190"
"Leaver Dept.","2021","Declared non-disabled","Asian","Project Delivery","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Asian","Unknown","395","[c]","32680","29500"
"Leaver Dept.","2021","Declared non-disabled","Black","Analysis","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Commercial","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Digital, Data & Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Human Resources","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Legal","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","No function","110","[c]","33610","32560"
"Leaver Dept.","2021","Declared non-disabled","Black","Project Delivery","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Black","Unknown","185","[c]","32880","28670"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","No function","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Chinese","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Analysis","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Digital, Data & Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Human Resources","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Legal","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","No function","100","[c]","40800","34590"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Mixed","Unknown","100","[c]","37120","33960"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","No function","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Other ethnicity","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Digital, Data & Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","No function","45","[c]","37400","33330"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Unknown","80","[c]","33830","30300"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Analysis","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Digital, Data & Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Human Resources","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Legal","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","No function","60","[c]","42010","32320"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Project Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Unknown","120","[c]","33330","29290"
"Leaver Dept.","2021","Declared non-disabled","White","Analysis","120","[c]","42170","37970"
"Leaver Dept.","2021","Declared non-disabled","White","Commercial","55","[c]","42030","41740"
"Leaver Dept.","2021","Declared non-disabled","White","Communications","80","[c]","44040","37860"
"Leaver Dept.","2021","Declared non-disabled","White","Counter Fraud","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","White","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","White","Digital, Data & Technology","95","[c]","47300","42360"
"Leaver Dept.","2021","Declared non-disabled","White","Finance","85","[c]","45320","43290"
"Leaver Dept.","2021","Declared non-disabled","White","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","White","Human Resources","230","[c]","37480","32710"
"Leaver Dept.","2021","Declared non-disabled","White","Internal Audit","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","White","Legal","100","[c]","46940","50000"
"Leaver Dept.","2021","Declared non-disabled","White","No function","1470","[c]","40140","33640"
"Leaver Dept.","2021","Declared non-disabled","White","Project Delivery","285","[c]","40960","35690"
"Leaver Dept.","2021","Declared non-disabled","White","Property","55","[c]","40140","33300"
"Leaver Dept.","2021","Declared non-disabled","White","Security","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","White","Unknown","2485","[c]","34760","29430"
"Leaver Dept.","2021","Undeclared","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","No function","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Asian","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","No function","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Black","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Chinese","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Chinese","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","No function","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Mixed","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
