"Status","Year","Region_ITL1","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Scotland","Unknown","Unknown","Male","75","70","43530","44820"
"In post","2021","South East (England)","AA/AO","AA","Female","1245","1040","19980","19560"
"In post","2021","South East (England)","AA/AO","AA","Male","1365","1285","20160","19560"
"In post","2021","South East (England)","AA/AO","AO","Female","5870","5150","23220","21440"
"In post","2021","South East (England)","AA/AO","AO","Male","5675","5405","26780","25590"
"In post","2021","South East (England)","EO","EO","Female","6880","6200","27730","27570"
"In post","2021","South East (England)","EO","EO","Male","5855","5600","28530","27570"
"In post","2021","South East (England)","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","G6/G7","G6","Female","215","210","67830","64820"
"In post","2021","South East (England)","G6/G7","G6","Male","370","360","70340","66500"
"In post","2021","South East (England)","G6/G7","G7","Female","1165","1080","54990","53200"
"In post","2021","South East (England)","G6/G7","G7","Male","1630","1580","54410","53630"
"In post","2021","South East (England)","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","SCS level","SCS level","Female","95","90","89790","87940"
"In post","2021","South East (England)","SCS level","SCS level","Male","95","95","93490","91810"
"In post","2021","South East (England)","SEO/HEO","HEO","Female","2990","2815","33110","33300"
"In post","2021","South East (England)","SEO/HEO","HEO","Male","2995","2910","33980","33300"
"In post","2021","South East (England)","SEO/HEO","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","South East (England)","SEO/HEO","SEO","Female","1740","1640","40930","40480"
"In post","2021","South East (England)","SEO/HEO","SEO","Male","2050","2000","42200","40580"
"In post","2021","South East (England)","Unknown","Unknown","Female","1095","990","29750","30210"
"In post","2021","South East (England)","Unknown","Unknown","Male","425","415","32540","31420"
"In post","2021","South West (England)","AA/AO","AA","Female","625","560","19330","19560"
"In post","2021","South West (England)","AA/AO","AA","Male","1010","975","19480","19560"
"In post","2021","South West (England)","AA/AO","AO","Female","4450","3860","21660","21010"
"In post","2021","South West (England)","AA/AO","AO","Male","3315","3190","24200","21590"
"In post","2021","South West (England)","EO","EO","Female","5680","5030","26350","27130"
"In post","2021","South West (England)","EO","EO","Male","4895","4745","26620","27080"
"In post","2021","South West (England)","G6/G7","G6","Female","500","470","65870","64670"
"In post","2021","South West (England)","G6/G7","G6","Male","1005","960","67130","66270"
"In post","2021","South West (England)","G6/G7","G7","Female","1830","1710","52380","50930"
"In post","2021","South West (England)","G6/G7","G7","Male","2865","2805","52850","52580"
"In post","2021","South West (England)","SCS level","SCS level","Female","125","120","92260","87430"
"In post","2021","South West (England)","SCS level","SCS level","Male","215","210","98490","91830"
"In post","2021","South West (England)","SEO/HEO","HEO","Female","4025","3725","31880","32350"
"In post","2021","South West (England)","SEO/HEO","HEO","Male","4595","4490","32630","33000"
"In post","2021","South West (England)","SEO/HEO","SEO","Female","2990","2790","40150","40000"
"In post","2021","South West (England)","SEO/HEO","SEO","Male","4555","4445","41390","40700"
"In post","2021","South West (England)","Unknown","Unknown","Female","1200","1090","32980","31420"
"In post","2021","South West (England)","Unknown","Unknown","Male","1300","1275","41370","39000"
"In post","2021","Unknown","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","AA/AO","AA","Male","10","10","[c]","[c]"
"In post","2021","Unknown","AA/AO","AO","Female","155","135","22490","21010"
"In post","2021","Unknown","AA/AO","AO","Male","75","70","22120","21010"
"In post","2021","Unknown","EO","EO","Female","355","330","28060","27570"
"In post","2021","Unknown","EO","EO","Male","230","225","28000","27570"
"In post","2021","Unknown","G6/G7","G6","Female","35","30","66100","64500"
"In post","2021","Unknown","G6/G7","G6","Male","25","25","[c]","[c]"
"In post","2021","Unknown","G6/G7","G7","Female","75","70","52500","51580"
"In post","2021","Unknown","G6/G7","G7","Male","65","65","54700","54700"
"In post","2021","Unknown","SCS level","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Unknown","SCS level","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Unknown","SEO/HEO","HEO","Female","325","315","32120","32000"
"In post","2021","Unknown","SEO/HEO","HEO","Male","295","295","33130","32000"
"In post","2021","Unknown","SEO/HEO","SEO","Female","75","75","39650","38230"
"In post","2021","Unknown","SEO/HEO","SEO","Male","65","65","42630","41950"
"In post","2021","Unknown","Unknown","Unknown","Female","165","165","33050","32700"
"In post","2021","Unknown","Unknown","Unknown","Male","1745","1745","37670","34160"
"In post","2021","Wales","AA/AO","AA","Female","1110","840","18350","18060"
"In post","2021","Wales","AA/AO","AA","Male","770","720","19100","18060"
"In post","2021","Wales","AA/AO","AO","Female","6805","5790","21400","21440"
"In post","2021","Wales","AA/AO","AO","Male","4235","4060","22120","21590"
"In post","2021","Wales","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","EO","EO","Female","5430","4875","26800","27570"
"In post","2021","Wales","EO","EO","Male","3985","3850","27240","27460"
"In post","2021","Wales","EO","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Wales","G6/G7","G6","Female","290","275","70080","69330"
"In post","2021","Wales","G6/G7","G6","Male","385","375","69810","69690"
"In post","2021","Wales","G6/G7","G7","Female","1205","1135","55010","54990"
"In post","2021","Wales","G6/G7","G7","Male","1335","1305","56250","56620"
"In post","2021","Wales","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","SCS level","SCS level","Female","120","120","84940","79180"
"In post","2021","Wales","SCS level","SCS level","Male","185","180","89140","80200"
"In post","2021","Wales","SEO/HEO","HEO","Female","2985","2780","33230","32180"
"In post","2021","Wales","SEO/HEO","HEO","Male","2415","2345","33400","32170"
"In post","2021","Wales","SEO/HEO","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Wales","SEO/HEO","SEO","Female","1855","1750","41880","41020"
"In post","2021","Wales","SEO/HEO","SEO","Male","1855","1810","42380","41140"
"In post","2021","Wales","SEO/HEO","SEO","Unknown","5","5","[c]","[c]"
"In post","2021","Wales","Unknown","Unknown","Female","865","800","29420","28200"
"In post","2021","Wales","Unknown","Unknown","Male","240","235","31380","30210"
"In post","2021","West Midlands (England)","AA/AO","AA","Female","605","535","19390","19600"
"In post","2021","West Midlands (England)","AA/AO","AA","Male","645","620","19690","19560"
"In post","2021","West Midlands (England)","AA/AO","AO","Female","5390","4640","21340","21010"
"In post","2021","West Midlands (England)","AA/AO","AO","Male","3715","3580","23380","21030"
"In post","2021","West Midlands (England)","EO","EO","Female","5470","4855","26840","27570"
"In post","2021","West Midlands (England)","EO","EO","Male","3890","3765","27350","27570"
"In post","2021","West Midlands (England)","G6/G7","G6","Female","240","230","66950","64670"
"In post","2021","West Midlands (England)","G6/G7","G6","Male","290","285","68310","64850"
"In post","2021","West Midlands (England)","G6/G7","G7","Female","970","920","53500","52540"
"In post","2021","West Midlands (England)","G6/G7","G7","Male","865","850","54410","52580"
"In post","2021","West Midlands (England)","SCS level","SCS level","Female","105","100","94240","86990"
"In post","2021","West Midlands (England)","SCS level","SCS level","Male","105","100","98050","90800"
"In post","2021","West Midlands (England)","SEO/HEO","HEO","Female","2245","2105","32360","31960"
"In post","2021","West Midlands (England)","SEO/HEO","HEO","Male","1905","1855","33200","31990"
"In post","2021","West Midlands (England)","SEO/HEO","SEO","Female","1445","1365","40470","38640"
"In post","2021","West Midlands (England)","SEO/HEO","SEO","Male","1205","1180","41570","40000"
"In post","2021","West Midlands (England)","Unknown","Unknown","Female","1035","935","29090","28200"
"In post","2021","West Midlands (England)","Unknown","Unknown","Male","375","360","31050","30880"
"In post","2021","Yorkshire and The Humber","AA/AO","AA","Female","660","585","19690","20600"
"In post","2021","Yorkshire and The Humber","AA/AO","AA","Male","730","690","19930","20230"
"In post","2021","Yorkshire and The Humber","AA/AO","AO","Female","5580","4720","21760","21010"
"In post","2021","Yorkshire and The Humber","AA/AO","AO","Male","4700","4495","23950","21430"
"In post","2021","Yorkshire and The Humber","EO","EO","Female","5830","5130","26850","27570"
"In post","2021","Yorkshire and The Humber","EO","EO","Male","4685","4520","27440","27380"
"In post","2021","Yorkshire and The Humber","G6/G7","G6","Female","440","420","65180","63280"
"In post","2021","Yorkshire and The Humber","G6/G7","G6","Male","445","435","65870","64670"
"In post","2021","Yorkshire and The Humber","G6/G7","G7","Female","1535","1425","53070","51650"
"In post","2021","Yorkshire and The Humber","G6/G7","G7","Male","1435","1405","54080","52580"
"In post","2021","Yorkshire and The Humber","SCS level","SCS level","Female","130","125","84480","76850"
"In post","2021","Yorkshire and The Humber","SCS level","SCS level","Male","145","145","86480","78350"
"In post","2021","Yorkshire and The Humber","SEO/HEO","HEO","Female","2965","2750","31930","31810"
"In post","2021","Yorkshire and The Humber","SEO/HEO","HEO","Male","2470","2390","32750","31990"
"In post","2021","Yorkshire and The Humber","SEO/HEO","SEO","Female","1880","1770","39310","38020"
"In post","2021","Yorkshire and The Humber","SEO/HEO","SEO","Male","1640","1605","40180","38630"
"In post","2021","Yorkshire and The Humber","Unknown","Unknown","Female","1035","930","29640","28200"
"In post","2021","Yorkshire and The Humber","Unknown","Unknown","Male","295","285","30280","30210"
"Leaver CS","2021","East Midlands (England)","AA/AO","AA","Female","65","[c]","18790","16930"
"Leaver CS","2021","East Midlands (England)","AA/AO","AA","Male","60","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","AA/AO","AO","Female","400","[c]","20280","20370"
"Leaver CS","2021","East Midlands (England)","AA/AO","AO","Male","300","[c]","21530","20920"
"Leaver CS","2021","East Midlands (England)","EO","EO","Female","210","[c]","26070","26930"
"Leaver CS","2021","East Midlands (England)","EO","EO","Male","200","[c]","27910","27570"
"Leaver CS","2021","East Midlands (England)","G6/G7","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","G6/G7","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","G6/G7","G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","G6/G7","G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","SEO/HEO","HEO","Female","95","[c]","32940","33250"
"Leaver CS","2021","East Midlands (England)","SEO/HEO","HEO","Male","75","[c]","32940","33300"
"Leaver CS","2021","East Midlands (England)","SEO/HEO","SEO","Female","45","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","SEO/HEO","SEO","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Unknown","Unknown","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Unknown","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","East of England","AA/AO","AA","Female","75","[c]","18070","17640"
"Leaver CS","2021","East of England","AA/AO","AA","Male","80","[c]","[c]","[c]"
"Leaver CS","2021","East of England","AA/AO","AO","Female","370","[c]","21660","21080"
"Leaver CS","2021","East of England","AA/AO","AO","Male","325","[c]","23250","21580"
"Leaver CS","2021","East of England","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","EO","EO","Female","260","[c]","27370","27570"
"Leaver CS","2021","East of England","EO","EO","Male","160","[c]","27650","27570"
"Leaver CS","2021","East of England","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","G6/G7","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","East of England","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","East of England","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","G6/G7","G7","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","East of England","G6/G7","G7","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","East of England","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","East of England","SEO/HEO","HEO","Female","115","[c]","33290","33630"
"Leaver CS","2021","East of England","SEO/HEO","HEO","Male","110","[c]","34950","33300"
"Leaver CS","2021","East of England","SEO/HEO","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","East of England","SEO/HEO","SEO","Female","45","[c]","40890","40780"
"Leaver CS","2021","East of England","SEO/HEO","SEO","Male","70","[c]","44520","41060"
"Leaver CS","2021","East of England","SEO/HEO","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Unknown","Unknown","Female","50","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Unknown","Unknown","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","London","AA/AO","AA","Female","100","[c]","20190","20280"
"Leaver CS","2021","London","AA/AO","AA","Male","140","[c]","20760","21530"
"Leaver CS","2021","London","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","AA/AO","AO","Female","600","[c]","23190","23500"
"Leaver CS","2021","London","AA/AO","AO","Male","430","[c]","23900","24100"
"Leaver CS","2021","London","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","EO","EO","Female","640","[c]","28490","28860"
"Leaver CS","2021","London","EO","EO","Male","500","[c]","28980","29390"
"Leaver CS","2021","London","EO","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","London","G6/G7","G6","Female","140","[c]","71370","70160"
"Leaver CS","2021","London","G6/G7","G6","Male","155","[c]","70710","70880"
"Leaver CS","2021","London","G6/G7","G6","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","London","G6/G7","G7","Female","360","[c]","56710","54940"
"Leaver CS","2021","London","G6/G7","G7","Male","405","[c]","57210","56320"
"Leaver CS","2021","London","G6/G7","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","London","SCS level","SCS level","Female","110","[c]","93400","86540"
"Leaver CS","2021","London","SCS level","SCS level","Male","140","[c]","104620","96490"
"Leaver CS","2021","London","SCS level","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","London","SEO/HEO","HEO","Female","420","[c]","33720","33360"
"Leaver CS","2021","London","SEO/HEO","HEO","Male","425","[c]","34330","34000"
"Leaver CS","2021","London","SEO/HEO","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","London","SEO/HEO","SEO","Female","260","[c]","42270","40960"
"Leaver CS","2021","London","SEO/HEO","SEO","Male","290","[c]","42230","41960"
"Leaver CS","2021","London","SEO/HEO","SEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Unknown","Female","90","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Unknown","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","London","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","AA/AO","AA","Female","75","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","AA/AO","AA","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","AA/AO","AO","Female","555","[c]","20710","21010"
"Leaver CS","2021","North East (England)","AA/AO","AO","Male","345","[c]","20860","21010"
"Leaver CS","2021","North East (England)","EO","EO","Female","210","[c]","27020","27570"
"Leaver CS","2021","North East (England)","EO","EO","Male","135","[c]","26580","27130"
"Leaver CS","2021","North East (England)","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","G6/G7","G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","G6/G7","G7","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","SEO/HEO","HEO","Female","45","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","SEO/HEO","HEO","Male","60","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","SEO/HEO","SEO","Female","50","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","SEO/HEO","SEO","Male","45","[c]","[c]","[c]"
