"Status","Year","Organisation","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cabinet Office (excl. agencies)","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Central Scotland","Glasgow City","25","25","52930","53320"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands","Birmingham","20","20","71880","64030"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands","Coventry","15","15","53340","49700"
"In post","2021","Cabinet Office (excl. agencies)","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Yorkshire","Leeds","185","180","47110","40250"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","Dorset CC","135","130","33130","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","Suffolk","460","440","34620","30220"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire","North Yorkshire CC","5","5","[c]","[c]"
"In post","2021","Charity Commission","Dorset and Somerset","Somerset","50","45","35580","30350"
"In post","2021","Charity Commission","East Wales","Monmouthshire and Newport","5","5","[c]","[c]"
"In post","2021","Charity Commission","Inner London - West","Westminster","75","70","42950","37910"
"In post","2021","Charity Commission","Merseyside","Sefton","305","290","32780","29160"
"In post","2021","Companies House","East Wales","Cardiff and Vale of Glamorgan","1030","950","31130","27460"
"In post","2021","Companies House","Eastern Scotland","City of Edinburgh","40","40","24810","22490"
"In post","2021","Companies House","Inner London - West","Westminster","5","5","[c]","[c]"
"In post","2021","Companies House","Northern Ireland","Belfast","20","20","25640","22490"
"In post","2021","Competition and Markets Authority","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Eastern Scotland","City of Edinburgh","50","50","56490","55860"
"In post","2021","Competition and Markets Authority","Inner London - East","Tower Hamlets","785","760","60810","56630"
"In post","2021","Competition and Markets Authority","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","West Central Scotland","Glasgow City","305","280","26120","22640"
"In post","2021","Crown Commercial Service","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","East Anglia","Norwich and East Norfolk","170","160","35020","33340"
"In post","2021","Crown Commercial Service","East Wales","Monmouthshire and Newport","110","105","33670","31680"
"In post","2021","Crown Commercial Service","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Inner London - East","Tower Hamlets","70","70","50350","49300"
"In post","2021","Crown Commercial Service","Merseyside","Liverpool","405","390","38230","34800"
"In post","2021","Crown Commercial Service","West Midlands","Birmingham","30","30","29370","27770"
"In post","2021","Crown Commercial Service","West Yorkshire","Wakefield","5","5","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Eastern Scotland","Angus and Dundee City","90","85","35220","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Eastern Scotland","City of Edinburgh","485","465","38430","32930"
"In post","2021","Crown Office and Procurator Fiscal Service","Eastern Scotland","Clackmannanshire and Fife","80","70","32830","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Eastern Scotland","Falkirk","60","55","34040","27810"
"In post","2021","Crown Office and Procurator Fiscal Service","Eastern Scotland","Perth and Kinross and Stirling","25","25","35940","32030"
"In post","2021","Crown Office and Procurator Fiscal Service","Eastern Scotland","West Lothian","25","25","32440","25990"
"In post","2021","Crown Office and Procurator Fiscal Service","Highlands and Islands","Caithness and Sutherland and Ross and Cromarty","10","10","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","50","50","35530","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","10","10","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Highlands and Islands","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Highlands and Islands","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Highlands and Islands","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","North Eastern Scotland","Aberdeen City and Aberdeenshire","95","90","33070","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Southern Scotland","Dumfries and Galloway","40","35","31040","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Southern Scotland","East Ayrshire and North Ayrshire mainland","55","50","32600","26570"
"In post","2021","Crown Office and Procurator Fiscal Service","Southern Scotland","Scottish Borders","5","5","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Southern Scotland","South Ayrshire","25","25","29790","22220"
"In post","2021","Crown Office and Procurator Fiscal Service","Southern Scotland","South Lanarkshire","145","130","38270","33550"
"In post","2021","Crown Office and Procurator Fiscal Service","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","70","65","25650","22220"
"In post","2021","Crown Office and Procurator Fiscal Service","West Central Scotland","Glasgow City","565","525","35620","30500"
"In post","2021","Crown Office and Procurator Fiscal Service","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","100","95","37300","33550"
"In post","2021","Crown Office and Procurator Fiscal Service","West Central Scotland","North Lanarkshire","75","70","39460","32930"
"In post","2021","Crown Prosecution Service","Bedfordshire and Hertfordshire","Hertfordshire","175","155","42490","40000"
"In post","2021","Crown Prosecution Service","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","135","125","43310","40000"
"In post","2021","Crown Prosecution Service","Cheshire","Warrington","25","25","46530","48830"
"In post","2021","Crown Prosecution Service","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","25","25","36240","28430"
"In post","2021","Crown Prosecution Service","Cumbria","East Cumbria","30","25","35030","28430"
"In post","2021","Crown Prosecution Service","Cumbria","West Cumbria","5","5","[c]","[c]"
"In post","2021","Crown Prosecution Service","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Derbyshire and Nottinghamshire","Nottingham","270","250","37300","30130"
"In post","2021","Crown Prosecution Service","Devon","Devon CC","100","95","39950","36240"
"In post","2021","Crown Prosecution Service","East Anglia","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2021","Crown Prosecution Service","East Anglia","Norwich and East Norfolk","75","65","35640","28430"
"In post","2021","Crown Prosecution Service","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","East Anglia","Suffolk","35","30","38310","34050"
"In post","2021","Crown Prosecution Service","East Wales","Cardiff and Vale of Glamorgan","215","200","41090","38760"
"In post","2021","Crown Prosecution Service","East Wales","Flintshire and Wrexham","75","65","41500","38000"
"In post","2021","Crown Prosecution Service","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","75","65","38580","28430"
"In post","2021","Crown Prosecution Service","Essex","Heart of Essex","185","170","41150","35020"
"In post","2021","Crown Prosecution Service","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","145","140","40450","38000"
"In post","2021","Crown Prosecution Service","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","15","15","38330","34480"
"In post","2021","Crown Prosecution Service","Greater Manchester","Manchester","355","325","40750","38000"
"In post","2021","Crown Prosecution Service","Hampshire and Isle of Wight","Portsmouth","110","105","38780","30110"
"In post","2021","Crown Prosecution Service","Hampshire and Isle of Wight","South Hampshire","150","140","45830","50520"
"In post","2021","Crown Prosecution Service","Herefordshire, Worcestershire and Warwickshire","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Herefordshire, Worcestershire and Warwickshire","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Inner London - East","Haringey and Islington","10","10","40050","24590"
"In post","2021","Crown Prosecution Service","Inner London - East","Lewisham and Southwark","15","15","30600","24590"
"In post","2021","Crown Prosecution Service","Inner London - West","Camden and City of London","5","5","[c]","[c]"
"In post","2021","Crown Prosecution Service","Inner London - West","Westminster","1560","1475","45280","40530"
"In post","2021","Crown Prosecution Service","Kent","East Kent","125","115","39460","30110"
"In post","2021","Crown Prosecution Service","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Lancashire","Mid Lancashire","175","165","40040","38000"
"In post","2021","Crown Prosecution Service","Leicestershire, Rutland and Northamptonshire","Leicester","140","130","39010","38180"
"In post","2021","Crown Prosecution Service","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","15","15","43200","48080"
"In post","2021","Crown Prosecution Service","Lincolnshire","Lincolnshire","10","10","41360","41280"
"In post","2021","Crown Prosecution Service","Merseyside","Liverpool","365","345","37570","30930"
"In post","2021","Crown Prosecution Service","North Yorkshire","York","310","285","46790","53350"
"In post","2021","Crown Prosecution Service","Northumberland and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Northumberland and Tyne and Wear","Tyneside","240","220","38030","32420"
"In post","2021","Crown Prosecution Service","Outer London - East and North East","Bexley and Greenwich","15","10","32030","24590"
"In post","2021","Crown Prosecution Service","Outer London - East and North East","Redbridge and Waltham Forest","15","15","33710","24590"
"In post","2021","Crown Prosecution Service","Outer London - South","Croydon","40","35","40280","30110"
"In post","2021","Crown Prosecution Service","Outer London - South","Merton, Kingston upon Thames and Sutton","10","10","[c]","[c]"
"In post","2021","Crown Prosecution Service","Outer London - West and North West","Harrow and Hillingdon","15","15","37100","28580"
"In post","2021","Crown Prosecution Service","Outer London - West and North West","Hounslow and Richmond upon Thames","10","10","32250","24590"
"In post","2021","Crown Prosecution Service","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","Crown Prosecution Service","Shropshire and Staffordshire","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Shropshire and Staffordshire","Stoke-on-Trent","65","60","41930","48080"
"In post","2021","Crown Prosecution Service","South Yorkshire","Sheffield","140","125","35940","28430"
"In post","2021","Crown Prosecution Service","Surrey, East and West Sussex","Brighton and Hove","110","100","42660","36240"
"In post","2021","Crown Prosecution Service","Surrey, East and West Sussex","West Surrey","55","55","41400","40000"
"In post","2021","Crown Prosecution Service","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Tees Valley and Durham","South Teesside","95","85","38060","32370"
"In post","2021","Crown Prosecution Service","West Midlands","Birmingham","485","455","39820","38000"
"In post","2021","Crown Prosecution Service","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","West Wales and The Valleys","Swansea","70","65","41460","38180"
"In post","2021","Crown Prosecution Service","West Yorkshire","Leeds","345","320","40440","38000"
"In post","2021","Crown Prosecution Service","West Yorkshire","Wakefield","70","65","36100","30130"
"In post","2021","Crown Prosecution Service Inspectorate","Inner London - West","Westminster","15","15","53250","56160"
"In post","2021","Crown Prosecution Service Inspectorate","North Yorkshire","York","10","10","[c]","[c]"
"In post","2021","Debt Management Office","Inner London - West","Camden and City of London","115","110","58680","51550"
"In post","2021","Defence Electronics and Components Agency","East Wales","Flintshire and Wrexham","380","365","28840","28750"
"In post","2021","Defence Electronics and Components Agency","Shropshire and Staffordshire","Staffordshire CC","60","55","25770","25950"
"In post","2021","Defence Electronics and Components Agency","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Bedfordshire and Hertfordshire","Central Bedfordshire","60","55","36290","35210"
"In post","2021","Defence Equipment and Support","Bedfordshire and Hertfordshire","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","130","125","35800","34170"
"In post","2021","Defence Equipment and Support","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2021","Defence Equipment and Support","Cumbria","East Cumbria","90","90","23680","21560"
"In post","2021","Defence Equipment and Support","Cumbria","West Cumbria","5","5","[c]","[c]"
"In post","2021","Defence Equipment and Support","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Derbyshire and Nottinghamshire","North Nottinghamshire","10","10","36830","34420"
