"Status","Year","Age","Ethnicity","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Black","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Northumberland and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Northumberland and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Northumberland and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Derbyshire and Nottinghamshire","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Devon","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","East Anglia","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","East Wales","Outside London","30","25","[c]","[c]"
"In post","2021","16-19","Unknown","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Eastern Scotland","Outside London","35","35","20830","20810"
"In post","2021","16-19","Unknown","Essex","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","45","45","17450","16780"
"In post","2021","16-19","Unknown","Greater Manchester","Outside London","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Hampshire and Isle of Wight","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Inner London - East","London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Inner London - West","London","25","25","[c]","[c]"
"In post","2021","16-19","Unknown","Kent","Outside London","25","25","[c]","[c]"
"In post","2021","16-19","Unknown","Lancashire","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Leicestershire, Rutland and Northamptonshire","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Merseyside","Outside London","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Northumberland and Tyne and Wear","Outside London","35","35","20640","20140"
"In post","2021","16-19","Unknown","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Outer London - South","London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Shropshire and Staffordshire","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","South Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Southern Scotland","Outside London","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Surrey, East and West Sussex","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Unknown","40","40","18910","15940"
"In post","2021","16-19","Unknown","West Central Scotland","Outside London","25","20","[c]","[c]"
"In post","2021","16-19","Unknown","West Midlands","Outside London","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","West Wales and The Valleys","Outside London","25","20","[c]","[c]"
"In post","2021","16-19","Unknown","West Yorkshire","Outside London","35","35","20360","20140"
"In post","2021","16-19","White","Bedfordshire and Hertfordshire","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","White","Berkshire, Buckinghamshire and Oxfordshire","Outside London","30","30","[c]","[c]"
"In post","2021","16-19","White","Cheshire","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","White","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Derbyshire and Nottinghamshire","Outside London","20","20","[c]","[c]"
"In post","2021","16-19","White","Devon","Outside London","15","15","[c]","[c]"
"In post","2021","16-19","White","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","East Anglia","Outside London","15","15","[c]","[c]"
"In post","2021","16-19","White","East Wales","Outside London","35","35","19780","20140"
"In post","2021","16-19","White","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Eastern Scotland","Outside London","55","55","21300","21150"
"In post","2021","16-19","White","Essex","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","White","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","100","100","19090","19040"
"In post","2021","16-19","White","Greater Manchester","Outside London","25","25","[c]","[c]"
"In post","2021","16-19","White","Hampshire and Isle of Wight","Outside London","15","15","[c]","[c]"
"In post","2021","16-19","White","Herefordshire, Worcestershire and Warwickshire","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","White","Highlands and Islands","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","White","Inner London - East","London","15","15","[c]","[c]"
"In post","2021","16-19","White","Inner London - West","London","55","55","25910","25170"
"In post","2021","16-19","White","Kent","Outside London","15","15","[c]","[c]"
"In post","2021","16-19","White","Lancashire","Outside London","30","30","[c]","[c]"
"In post","2021","16-19","White","Leicestershire, Rutland and Northamptonshire","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","White","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Merseyside","Outside London","25","25","[c]","[c]"
"In post","2021","16-19","White","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Northumberland and Tyne and Wear","Outside London","40","40","21290","21010"
"In post","2021","16-19","White","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Shropshire and Staffordshire","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","White","South Yorkshire","Outside London","15","15","[c]","[c]"
"In post","2021","16-19","White","Southern Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","White","Surrey, East and West Sussex","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","White","Tees Valley and Durham","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
