"Status","Year","Age","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Liverpool","1585","1530","24890","24890"
"In post","2021","20-29","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","30","30","24180","24030"
"In post","2021","20-29","Luton","95","95","23950","22920"
"In post","2021","20-29","Manchester","1545","1525","28110","26550"
"In post","2021","20-29","Medway","250","250","28240","29630"
"In post","2021","20-29","Merton, Kingston upon Thames and Sutton","100","95","29300","31060"
"In post","2021","20-29","Mid Kent","110","105","26270","27150"
"In post","2021","20-29","Mid Lancashire","525","505","23150","21010"
"In post","2021","20-29","Milton Keynes","430","425","26560","26560"
"In post","2021","20-29","Monmouthshire and Newport","1130","1115","28670","28220"
"In post","2021","20-29","Na h-Eileanan Siar","20","20","21970","21010"
"In post","2021","20-29","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North and North East Lincolnshire","100","100","22860","21430"
"In post","2021","20-29","North and West Norfolk","65","60","24350","24620"
"In post","2021","20-29","North Hampshire","85","85","25650","23310"
"In post","2021","20-29","North Lanarkshire","355","340","22800","20140"
"In post","2021","20-29","North Northamptonshire","65","60","24370","22920"
"In post","2021","20-29","North Nottinghamshire","165","165","25610","26300"
"In post","2021","20-29","North Yorkshire CC","140","135","25650","25680"
"In post","2021","20-29","Northumberland","25","25","26690","27570"
"In post","2021","20-29","Norwich and East Norfolk","215","215","25100","23970"
"In post","2021","20-29","Nottingham","1350","1325","26170","25560"
"In post","2021","20-29","Orkney Islands","5","5","[c]","[c]"
"In post","2021","20-29","Overseas","310","310","37350","34220"
"In post","2021","20-29","Oxfordshire","365","360","27060","27570"
"In post","2021","20-29","Perth and Kinross and Stirling","140","135","26790","26550"
"In post","2021","20-29","Peterborough","170","150","24380","22350"
"In post","2021","20-29","Plymouth","385","380","26370","25680"
"In post","2021","20-29","Portsmouth","375","370","25850","25260"
"In post","2021","20-29","Powys","30","30","23280","22160"
"In post","2021","20-29","Redbridge and Waltham Forest","190","190","28250","31060"
"In post","2021","20-29","Sandwell","50","50","25480","27570"
"In post","2021","20-29","Scottish Borders","50","50","25930","24910"
"In post","2021","20-29","Sefton","800","775","24300","24440"
"In post","2021","20-29","Sheffield","995","980","27740","25000"
"In post","2021","20-29","Shetland Islands","10","10","26720","26590"
"In post","2021","20-29","Shropshire CC","105","100","24960","25300"
"In post","2021","20-29","Solihull","145","145","25570","24890"
"In post","2021","20-29","Somerset","235","230","26220","26740"
"In post","2021","20-29","South and West Derbyshire","120","120","25280","25790"
"In post","2021","20-29","South Ayrshire","30","30","25630","26860"
"In post","2021","20-29","South Hampshire","560","540","27640","27570"
"In post","2021","20-29","South Lanarkshire","485","470","25930","21490"
"In post","2021","20-29","South Nottinghamshire","80","75","25470","25790"
"In post","2021","20-29","South Teesside","105","105","22920","21010"
"In post","2021","20-29","South West Wales","140","135","24140","22920"
"In post","2021","20-29","Southampton","170","165","26840","26470"
"In post","2021","20-29","Southend-on-Sea","100","95","28820","29290"
"In post","2021","20-29","Staffordshire CC","610","600","25430","24920"
"In post","2021","20-29","Stoke-on-Trent","195","190","21410","18880"
"In post","2021","20-29","Suffolk","500","495","25490","25380"
"In post","2021","20-29","Sunderland","400","380","23810","21010"
"In post","2021","20-29","Swansea","1140","1090","23440","21590"
"In post","2021","20-29","Swindon","55","55","25960","24000"
"In post","2021","20-29","Telford and Wrekin","210","205","27050","26750"
"In post","2021","20-29","Thurrock","60","55","22850","21430"
"In post","2021","20-29","Torbay","25","25","24820","21010"
"In post","2021","20-29","Tower Hamlets","1350","1345","35710","33460"
"In post","2021","20-29","Tyneside","2265","2225","25540","25560"
"In post","2021","20-29","Unknown","890","890","29890","29250"
"In post","2021","20-29","Wakefield","220","215","24810","24440"
"In post","2021","20-29","Walsall","35","35","24800","27570"
"In post","2021","20-29","Wandsworth","200","200","31180","31060"
"In post","2021","20-29","Warrington","445","445","28140","27570"
"In post","2021","20-29","Warwickshire","140","135","22960","21010"
"In post","2021","20-29","West Cumbria","155","155","24160","23540"
"In post","2021","20-29","West Essex","75","70","25870","25040"
"In post","2021","20-29","West Kent","60","60","29910","28650"
"In post","2021","20-29","West Lothian","40","40","24520","22230"
"In post","2021","20-29","West Northamptonshire","200","195","22870","22920"
"In post","2021","20-29","West Surrey","335","330","27740","27960"
"In post","2021","20-29","West Sussex (North East)","140","140","25980","25990"
"In post","2021","20-29","West Sussex (South West)","100","95","27470","27360"
"In post","2021","20-29","Westminster","15525","15460","37740","34550"
"In post","2021","20-29","Wiltshire","1210","1195","27880","28400"
"In post","2021","20-29","Wirral","185","185","24240","22350"
"In post","2021","20-29","Wolverhampton","80","75","23230","21010"
"In post","2021","20-29","Worcestershire","355","350","23890","23970"
"In post","2021","20-29","York","390","390","26280","26280"
"In post","2021","30-39","Aberdeen City and Aberdeenshire","425","400","33380","30650"
"In post","2021","30-39","Angus and Dundee City","430","405","26020","22640"
"In post","2021","30-39","Antrim and Newtownabbey","25","25","25940","20310"
"In post","2021","30-39","Ards and North Down","20","20","27770","26590"
"In post","2021","30-39","Barking & Dagenham and Havering","100","90","30190","31060"
"In post","2021","30-39","Barnet","345","330","38810","34150"
"In post","2021","30-39","Barnsley, Doncaster and Rotherham","550","505","26900","26810"
"In post","2021","30-39","Bath and North East Somerset, North Somerset and South Gloucestershire","3150","3005","36430","34910"
"In post","2021","30-39","Bedford","170","160","28950","27850"
"In post","2021","30-39","Belfast","735","700","28410","25560"
"In post","2021","30-39","Berkshire","605","585","34850","31880"
"In post","2021","30-39","Bexley and Greenwich","385","375","32230","31930"
"In post","2021","30-39","Birmingham","2745","2595","29950","27570"
"In post","2021","30-39","Blackburn with Darwen","110","100","25550","27570"
"In post","2021","30-39","Blackpool","695","655","27520","27570"
"In post","2021","30-39","Bournemouth and Poole","100","90","26320","27570"
"In post","2021","30-39","Bradford","605","545","26780","25560"
"In post","2021","30-39","Breckland and South Norfolk","125","120","28560","26810"
"In post","2021","30-39","Brent","90","85","29950","31060"
"In post","2021","30-39","Bridgend and Neath Port Talbot","135","125","25910","27570"
"In post","2021","30-39","Brighton and Hove","95","85","28370","27570"
"In post","2021","30-39","Bristol, City of","1565","1475","35190","31810"
"In post","2021","30-39","Bromley","60","55","28020","31060"
"In post","2021","30-39","Buckinghamshire CC","335","315","31870","30400"
"In post","2021","30-39","Caithness and Sutherland and Ross and Cromarty","35","35","28200","27570"
"In post","2021","30-39","Calderdale and Kirklees","210","185","26860","27570"
"In post","2021","30-39","Cambridgeshire CC","680","650","32710","31220"
"In post","2021","30-39","Camden and City of London","730","710","39170","35200"
"In post","2021","30-39","Cardiff and Vale of Glamorgan","2925","2780","31920","28850"
"In post","2021","30-39","Causeway Coast and Glens","5","5","[c]","[c]"
"In post","2021","30-39","Central Bedfordshire","60","60","30120","26780"
"In post","2021","30-39","Central Hampshire","795","770","36720","35410"
"In post","2021","30-39","Central Valleys","325","310","32160","28850"
"In post","2021","30-39","Cheshire East","150","140","29380","27570"
"In post","2021","30-39","Cheshire West and Chester","75","70","26820","27570"
"In post","2021","30-39","Chorley and West Lancashire","320","305","29320","27380"
"In post","2021","30-39","City of Edinburgh","3065","2955","36860","33620"
"In post","2021","30-39","Clackmannanshire and Fife","210","200","29600","27570"
"In post","2021","30-39","Conwy and Denbighshire","110","100","31860","29530"
"In post","2021","30-39","Cornwall and Isles of Scilly","245","220","25820","25100"
"In post","2021","30-39","Coventry","505","485","36090","32690"
"In post","2021","30-39","Croydon","1780","1700","38800","35200"
"In post","2021","30-39","Darlington","190","180","34750","30730"
"In post","2021","30-39","Derby","195","170","25640","23840"
"In post","2021","30-39","Devon CC","1190","1110","31780","30210"
"In post","2021","30-39","Dorset CC","355","345","27500","26670"
"In post","2021","30-39","Dudley","180","155","24310","21010"
"In post","2021","30-39","Dumfries and Galloway","95","90","28680","28120"
"In post","2021","30-39","Durham CC","1085","1005","26150","24920"
"In post","2021","30-39","Ealing","75","75","30640","31060"
"In post","2021","30-39","East Ayrshire and North Ayrshire mainland","140","130","27630","27570"
"In post","2021","30-39","East Cumbria","135","120","26780","24920"
"In post","2021","30-39","East Derbyshire","60","55","27190","27570"
"In post","2021","30-39","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","465","450","29610","27570"
"In post","2021","30-39","East Kent","715","670","26720","25260"
"In post","2021","30-39","East Lancashire","105","95","26470","27570"
"In post","2021","30-39","East Lothian and Midlothian","15","15","26900","27570"
"In post","2021","30-39","East Merseyside","155","140","27810","27570"
"In post","2021","30-39","East Riding of Yorkshire","330","315","27930","26630"
"In post","2021","30-39","East Surrey","215","210","33560","33900"
"In post","2021","30-39","East Sussex CC","340","305","26700","27570"
"In post","2021","30-39","Enfield","60","55","30930","31060"
"In post","2021","30-39","Essex Haven Gateway","180","175","30190","29040"
"In post","2021","30-39","Essex Thames Gateway","140","125","27350","29290"
"In post","2021","30-39","Falkirk","385","340","26950","25870"
"In post","2021","30-39","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Flintshire and Wrexham","440","425","26850","25790"
"In post","2021","30-39","Glasgow City","2690","2560","31880","28170"
"In post","2021","30-39","Gloucestershire","215","195","29150","27570"
"In post","2021","30-39","Greater Manchester North East","220","215","27450","27570"
"In post","2021","30-39","Greater Manchester North West","325","305","25100","24920"
"In post","2021","30-39","Greater Manchester South East","245","230","25750","23840"
"In post","2021","30-39","Greater Manchester South West","1495","1435","30630","27570"
"In post","2021","30-39","Gwent Valleys","255","230","26580","27570"
"In post","2021","30-39","Gwynedd","155","145","24910","21050"
"In post","2021","30-39","Hackney and Newham","460","430","36160","31060"
"In post","2021","30-39","Haringey and Islington","330","315","31070","31060"
"In post","2021","30-39","Harrow and Hillingdon","625","600","30340","29080"
"In post","2021","30-39","Hartlepool and Stockton-on-Tees","330","310","26730","27570"
"In post","2021","30-39","Heart of Essex","225","215","31380","30210"
"In post","2021","30-39","Herefordshire, County of","70","65","27980","27570"
"In post","2021","30-39","Hertfordshire","575","550","35080","31810"
"In post","2021","30-39","Hounslow and Richmond upon Thames","620","600","32490","31060"
"In post","2021","30-39","Inverclyde, East Renfrewshire and Renfrewshire","170","160","30480","27570"
"In post","2021","30-39","Inverness and Nairn and Moray, Badenoch and Strathspey","185","175","29190","27570"
"In post","2021","30-39","Isle of Anglesey","55","55","27460","26670"
"In post","2021","30-39","Isle of Wight","155","150","26480","25830"
"In post","2021","30-39","Kensington & Chelsea and Hammersmith & Fulham","205","200","32770","32520"
"In post","2021","30-39","Kent Thames Gateway","395","380","30010","30400"
"In post","2021","30-39","Kingston upon Hull, City of","330","300","27580","26550"
"In post","2021","30-39","Lambeth","1095","1040","42270","40070"
"In post","2021","30-39","Lancaster and Wyre","195","185","26220","26670"
"In post","2021","30-39","Leeds","2515","2385","32520","29750"
"In post","2021","30-39","Leicester","510","465","26880","25440"
"In post","2021","30-39","Leicestershire CC and Rutland","495","465","28540","27370"
"In post","2021","30-39","Lewisham and Southwark","335","325","32000","31060"
"In post","2021","30-39","Lincolnshire","450","430","27710","26670"
"In post","2021","30-39","Lisburn and Castlereagh","35","35","26570","25040"
"In post","2021","30-39","Liverpool","2535","2375","28700","25310"
"In post","2021","30-39","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","55","55","28870","27360"
"In post","2021","30-39","Luton","100","95","25790","25160"
"In post","2021","30-39","Manchester","2105","2025","33260","30900"
"In post","2021","30-39","Medway","310","295","30750","30400"
"In post","2021","30-39","Merton, Kingston upon Thames and Sutton","110","110","30170","31060"
"In post","2021","30-39","Mid Kent","165","155","30400","29290"
"In post","2021","30-39","Mid Lancashire","870","800","25460","22350"
"In post","2021","30-39","Milton Keynes","430","420","31360","30400"
"In post","2021","30-39","Monmouthshire and Newport","1525","1435","33590","30130"
