"Status","Year","Ethnicity","Function_of_post","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Mixed","Analysis","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Analysis","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Commercial","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Communications","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Counter Fraud","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Debt","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Digital, Data & Technology","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Finance","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Grants Management","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Grants Management","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Grants Management","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Grants Management","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Grants Management","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Grants Management","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Grants Management","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Grants Management","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Grants Management","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Grants Management","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Grants Management","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Grants Management","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Grants Management","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Grants Management","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Grants Management","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Grants Management","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Grants Management","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Grants Management","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Grants Management","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Grants Management","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Human Resources","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Internal Audit","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Legal","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
