"Status","Year","Age","Disability","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Midlands (England)","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","East of England","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","London","40","40","24560","24490"
"In post","2021","16-19","Unknown","North East (England)","40","40","20910","20140"
"In post","2021","16-19","Unknown","North West (England)","55","55","20970","20140"
"In post","2021","16-19","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scotland","85","80","20310","20140"
"In post","2021","16-19","Unknown","South East (England)","55","55","22040","21430"
"In post","2021","16-19","Unknown","South West (England)","60","60","17970","16780"
"In post","2021","16-19","Unknown","Unknown","40","40","18910","15940"
"In post","2021","16-19","Unknown","Wales","60","50","20210","20140"
"In post","2021","16-19","Unknown","West Midlands (England)","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","Yorkshire and The Humber","50","50","20600","20140"
"In post","2021","20-29","Declared disabled","East Midlands (England)","210","205","24750","24440"
"In post","2021","20-29","Declared disabled","East of England","230","225","26030","25690"
"In post","2021","20-29","Declared disabled","London","1450","1430","35230","32790"
"In post","2021","20-29","Declared disabled","North East (England)","220","215","24680","21430"
"In post","2021","20-29","Declared disabled","North West (England)","505","495","25940","25040"
"In post","2021","20-29","Declared disabled","Northern Ireland","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Overseas","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scotland","405","395","27540","26160"
"In post","2021","20-29","Declared disabled","South East (England)","440","430","26910","27570"
"In post","2021","20-29","Declared disabled","South West (England)","540","530","27070","26670"
"In post","2021","20-29","Declared disabled","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Wales","275","265","25470","23830"
"In post","2021","20-29","Declared disabled","West Midlands (England)","280","275","24800","24890"
"In post","2021","20-29","Declared disabled","Yorkshire and The Humber","325","320","26840","25560"
"In post","2021","20-29","Declared non-disabled","East Midlands (England)","1825","1795","25670","25400"
"In post","2021","20-29","Declared non-disabled","East of England","1920","1880","26720","26480"
"In post","2021","20-29","Declared non-disabled","London","13390","13310","36320","33570"
"In post","2021","20-29","Declared non-disabled","North East (England)","2395","2335","25190","24120"
"In post","2021","20-29","Declared non-disabled","North West (England)","5315","5195","25570","24890"
"In post","2021","20-29","Declared non-disabled","Northern Ireland","195","190","23990","21430"
"In post","2021","20-29","Declared non-disabled","Overseas","215","215","36200","33860"
"In post","2021","20-29","Declared non-disabled","Scotland","3305","3235","26590","25560"
"In post","2021","20-29","Declared non-disabled","South East (England)","3675","3635","27390","27190"
"In post","2021","20-29","Declared non-disabled","South West (England)","4870","4805","27300","26670"
"In post","2021","20-29","Declared non-disabled","Unknown","150","150","29900","27570"
"In post","2021","20-29","Declared non-disabled","Wales","3115","3045","25610","24000"
"In post","2021","20-29","Declared non-disabled","West Midlands (England)","2670","2620","25610","24910"
"In post","2021","20-29","Declared non-disabled","Yorkshire and The Humber","3465","3405","26420","25400"
"In post","2021","20-29","Undeclared","East Midlands (England)","100","100","25520","25560"
"In post","2021","20-29","Undeclared","East of England","90","90","27710","27570"
"In post","2021","20-29","Undeclared","London","1090","1080","36470","34020"
"In post","2021","20-29","Undeclared","North East (England)","115","110","25930","25560"
"In post","2021","20-29","Undeclared","North West (England)","265","260","26210","25560"
"In post","2021","20-29","Undeclared","Northern Ireland","15","15","[c]","[c]"
"In post","2021","20-29","Undeclared","Overseas","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Scotland","100","100","26370","24890"
"In post","2021","20-29","Undeclared","South East (England)","225","220","27470","27570"
"In post","2021","20-29","Undeclared","South West (England)","230","225","27150","27130"
"In post","2021","20-29","Undeclared","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Undeclared","Wales","155","150","25500","25200"
"In post","2021","20-29","Undeclared","West Midlands (England)","170","165","26610","26550"
"In post","2021","20-29","Undeclared","Yorkshire and The Humber","195","190","26970","26810"
"In post","2021","20-29","Unknown","East Midlands (England)","875","855","24720","24250"
"In post","2021","20-29","Unknown","East of England","630","620","26050","25560"
"In post","2021","20-29","Unknown","London","7070","7045","34920","32540"
"In post","2021","20-29","Unknown","North East (England)","1205","1175","24380","22920"
"In post","2021","20-29","Unknown","North West (England)","2265","2230","25390","24880"
"In post","2021","20-29","Unknown","Northern Ireland","200","190","22510","20140"
"In post","2021","20-29","Unknown","Overseas","70","70","39780","38600"
"In post","2021","20-29","Unknown","Scotland","2710","2655","25580","24120"
"In post","2021","20-29","Unknown","South East (England)","1390","1365","26930","26610"
"In post","2021","20-29","Unknown","South West (England)","1405","1385","26900","25750"
"In post","2021","20-29","Unknown","Unknown","705","705","29820","29250"
"In post","2021","20-29","Unknown","Wales","1705","1670","25440","23320"
"In post","2021","20-29","Unknown","West Midlands (England)","1175","1155","24880","23850"
"In post","2021","20-29","Unknown","Yorkshire and The Humber","1815","1790","25570","24440"
"In post","2021","30-39","Declared disabled","East Midlands (England)","415","385","27700","27140"
"In post","2021","30-39","Declared disabled","East of England","335","315","29970","27570"
"In post","2021","30-39","Declared disabled","London","1755","1695","43740","40050"
"In post","2021","30-39","Declared disabled","North East (England)","485","450","26430","25560"
"In post","2021","30-39","Declared disabled","North West (England)","1015","955","28340","26810"
"In post","2021","30-39","Declared disabled","Northern Ireland","40","35","27070","25560"
"In post","2021","30-39","Declared disabled","Overseas","70","70","49000","52550"
"In post","2021","30-39","Declared disabled","Scotland","800","755","30890","27570"
"In post","2021","30-39","Declared disabled","South East (England)","665","630","30400","29240"
"In post","2021","30-39","Declared disabled","South West (England)","805","765","31800","29550"
"In post","2021","30-39","Declared disabled","Unknown","35","35","32060","27570"
"In post","2021","30-39","Declared disabled","Wales","590","545","28180","26580"
"In post","2021","30-39","Declared disabled","West Midlands (England)","535","505","28430","27570"
"In post","2021","30-39","Declared disabled","Yorkshire and The Humber","600","555","29810","27570"
"In post","2021","30-39","Declared non-disabled","East Midlands (England)","2860","2665","29160","27570"
"In post","2021","30-39","Declared non-disabled","East of England","2905","2715","30010","28890"
"In post","2021","30-39","Declared non-disabled","London","16370","15825","45750","41970"
"In post","2021","30-39","Declared non-disabled","North East (England)","4170","3860","28540","26000"
"In post","2021","30-39","Declared non-disabled","North West (England)","8270","7780","29170","27370"
"In post","2021","30-39","Declared non-disabled","Northern Ireland","525","500","28640","25560"
"In post","2021","30-39","Declared non-disabled","Overseas","700","695","45990","49370"
"In post","2021","30-39","Declared non-disabled","Scotland","5655","5365","32480","28170"
"In post","2021","30-39","Declared non-disabled","South East (England)","5185","4890","31340","29290"
"In post","2021","30-39","Declared non-disabled","South West (England)","6780","6390","34050","32600"
"In post","2021","30-39","Declared non-disabled","Unknown","210","200","34050","27570"
"In post","2021","30-39","Declared non-disabled","Wales","6025","5615","30220","27570"
"In post","2021","30-39","Declared non-disabled","West Midlands (England)","4385","4115","29380","27570"
"In post","2021","30-39","Declared non-disabled","Yorkshire and The Humber","5195","4805","30830","27570"
"In post","2021","30-39","Undeclared","East Midlands (England)","275","255","29220","27570"
"In post","2021","30-39","Undeclared","East of England","255","240","30720","29810"
"In post","2021","30-39","Undeclared","London","1350","1310","45250","41970"
"In post","2021","30-39","Undeclared","North East (England)","355","330","28010","26810"
"In post","2021","30-39","Undeclared","North West (England)","600","575","28890","27570"
"In post","2021","30-39","Undeclared","Northern Ireland","40","40","32950","31790"
"In post","2021","30-39","Undeclared","Overseas","40","40","42990","40580"
"In post","2021","30-39","Undeclared","Scotland","305","290","30660","27570"
"In post","2021","30-39","Undeclared","South East (England)","540","515","32400","31390"
"In post","2021","30-39","Undeclared","South West (England)","505","485","35270","33300"
"In post","2021","30-39","Undeclared","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Wales","405","380","29280","27460"
"In post","2021","30-39","Undeclared","West Midlands (England)","345","320","29130","27570"
"In post","2021","30-39","Undeclared","Yorkshire and The Humber","430","405","31370","29650"
"In post","2021","30-39","Unknown","East Midlands (England)","690","655","27910","25560"
"In post","2021","30-39","Unknown","East of England","565","540","31840","29290"
"In post","2021","30-39","Unknown","London","4845","4745","46400","42710"
"In post","2021","30-39","Unknown","North East (England)","1200","1130","27430","25560"
"In post","2021","30-39","Unknown","North West (England)","2175","2075","29680","26630"
"In post","2021","30-39","Unknown","Northern Ireland","225","215","26280","25530"
"In post","2021","30-39","Unknown","Overseas","255","250","50100","52430"
"In post","2021","30-39","Unknown","Scotland","3575","3420","31940","29350"
"In post","2021","30-39","Unknown","South East (England)","1150","1090","32030","29920"
"In post","2021","30-39","Unknown","South West (England)","1415","1340","34090","31950"
"In post","2021","30-39","Unknown","Unknown","525","525","38010","33570"
"In post","2021","30-39","Unknown","Wales","1640","1545","29350","25560"
"In post","2021","30-39","Unknown","West Midlands (England)","1045","1000","30040","26350"
"In post","2021","30-39","Unknown","Yorkshire and The Humber","1275","1225","30940","27570"
"In post","2021","40-49","Declared disabled","East Midlands (England)","635","580","29250","27570"
"In post","2021","40-49","Declared disabled","East of England","625","575","29920","27870"
"In post","2021","40-49","Declared disabled","London","2035","1930","43560","37560"
"In post","2021","40-49","Declared disabled","North East (England)","820","750","27940","27230"
"In post","2021","40-49","Declared disabled","North West (England)","1790","1625","28910","27570"
"In post","2021","40-49","Declared disabled","Northern Ireland","90","80","26670","24890"
"In post","2021","40-49","Declared disabled","Overseas","65","65","46300","39880"
"In post","2021","40-49","Declared disabled","Scotland","990","925","32210","27570"
"In post","2021","40-49","Declared disabled","South East (England)","995","920","31660","28300"
"In post","2021","40-49","Declared disabled","South West (England)","1045","970","34310","30990"
"In post","2021","40-49","Declared disabled","Unknown","35","35","28970","27570"
"In post","2021","40-49","Declared disabled","Wales","860","785","29410","27570"
"In post","2021","40-49","Declared disabled","West Midlands (England)","850","780","30640","27570"
"In post","2021","40-49","Declared disabled","Yorkshire and The Humber","975","890","30760","27570"
"In post","2021","40-49","Declared non-disabled","East Midlands (England)","3390","3130","31600","27570"
"In post","2021","40-49","Declared non-disabled","East of England","3675","3400","31880","29290"
"In post","2021","40-49","Declared non-disabled","London","15495","14675","48460","42550"
"In post","2021","40-49","Declared non-disabled","North East (England)","5155","4720","30360","27570"
"In post","2021","40-49","Declared non-disabled","North West (England)","10085","9355","31150","27570"
"In post","2021","40-49","Declared non-disabled","Northern Ireland","610","580","29110","25560"
"In post","2021","40-49","Declared non-disabled","Overseas","810","805","52220","54470"
"In post","2021","40-49","Declared non-disabled","Scotland","6285","5890","35470","29190"
"In post","2021","40-49","Declared non-disabled","South East (England)","6275","5875","33250","29290"
"In post","2021","40-49","Declared non-disabled","South West (England)","7385","6925","37230","33520"
"In post","2021","40-49","Declared non-disabled","Unknown","220","210","33690","27570"
"In post","2021","40-49","Declared non-disabled","Wales","6350","5935","34390","28850"
"In post","2021","40-49","Declared non-disabled","West Midlands (England)","5025","4650","32430","27570"
"In post","2021","40-49","Declared non-disabled","Yorkshire and The Humber","6090","5615","33790","30000"
"In post","2021","40-49","Undeclared","East Midlands (England)","365","340","30760","28220"
"In post","2021","40-49","Undeclared","East of England","400","380","32130","31180"
"In post","2021","40-49","Undeclared","London","1365","1305","45150","40050"
"In post","2021","40-49","Undeclared","North East (England)","435","405","29950","27570"
"In post","2021","40-49","Undeclared","North West (England)","910","860","30920","27570"
"In post","2021","40-49","Undeclared","Northern Ireland","55","55","26450","25560"
"In post","2021","40-49","Undeclared","Overseas","45","45","46340","41620"
"In post","2021","40-49","Undeclared","Scotland","335","315","31100","27570"
"In post","2021","40-49","Undeclared","South East (England)","755","710","33690","31810"
"In post","2021","40-49","Undeclared","South West (England)","655","625","36260","33300"
"In post","2021","40-49","Undeclared","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Wales","480","455","31880","27570"
"In post","2021","40-49","Undeclared","West Midlands (England)","460","430","31260","27570"
"In post","2021","40-49","Undeclared","Yorkshire and The Humber","560","535","32920","31650"
"In post","2021","40-49","Unknown","East Midlands (England)","590","555","31110","27130"
"In post","2021","40-49","Unknown","East of England","585","555","35220","31810"
"In post","2021","40-49","Unknown","London","3410","3265","52070","49530"
"In post","2021","40-49","Unknown","North East (England)","1075","980","28290","24440"
"In post","2021","40-49","Unknown","North West (England)","1775","1675","31800","27480"
"In post","2021","40-49","Unknown","Northern Ireland","235","220","26270","21880"
"In post","2021","40-49","Unknown","Overseas","260","260","54170","53490"
"In post","2021","40-49","Unknown","Scotland","3130","2970","35150","31810"
"In post","2021","40-49","Unknown","South East (England)","1180","1110","35410","31810"
"In post","2021","40-49","Unknown","South West (England)","1285","1220","39580","37320"
"In post","2021","40-49","Unknown","Unknown","460","455","40540","35380"
"In post","2021","40-49","Unknown","Wales","965","915","32840","27570"
"In post","2021","40-49","Unknown","West Midlands (England)","865","815","34650","29520"
"In post","2021","40-49","Unknown","Yorkshire and The Humber","1000","945","35600","30320"
"In post","2021","50-59","Declared disabled","East Midlands (England)","1030","955","29720","27570"
"In post","2021","50-59","Declared disabled","East of England","995","925","31070","29210"
"In post","2021","50-59","Declared disabled","London","2905","2775","40610","34640"
"In post","2021","50-59","Declared disabled","North East (England)","1340","1170","27610","26220"
"In post","2021","50-59","Declared disabled","North West (England)","2705","2465","28760","27570"
"In post","2021","50-59","Declared disabled","Northern Ireland","140","130","28920","27370"
"In post","2021","50-59","Declared disabled","Overseas","60","60","50910","50400"
"In post","2021","50-59","Declared disabled","Scotland","1630","1495","30820","27570"
"In post","2021","50-59","Declared disabled","South East (England)","1715","1595","30780","27570"
"In post","2021","50-59","Declared disabled","South West (England)","1660","1550","33430","28430"
"In post","2021","50-59","Declared disabled","Unknown","70","65","31740","27570"
"In post","2021","50-59","Declared disabled","Wales","1260","1145","29480","27460"
"In post","2021","50-59","Declared disabled","West Midlands (England)","1405","1285","29410","27570"
"In post","2021","50-59","Declared disabled","Yorkshire and The Humber","1530","1400","31160","27570"
"In post","2021","50-59","Declared non-disabled","East Midlands (England)","4665","4340","31660","27570"
"In post","2021","50-59","Declared non-disabled","East of England","5105","4790","32060","29050"
"In post","2021","50-59","Declared non-disabled","London","16530","15925","44770","37640"
"In post","2021","50-59","Declared non-disabled","North East (England)","6230","5590","29880","27570"
"In post","2021","50-59","Declared non-disabled","North West (England)","12465","11540","31170","27570"
"In post","2021","50-59","Declared non-disabled","Northern Ireland","765","725","29770","26670"
"In post","2021","50-59","Declared non-disabled","Overseas","685","680","52470","50430"
"In post","2021","50-59","Declared non-disabled","Scotland","8680","8095","33520","27570"
"In post","2021","50-59","Declared non-disabled","South East (England)","8955","8405","32850","29290"
"In post","2021","50-59","Declared non-disabled","South West (England)","9220","8755","36880","33300"
"In post","2021","50-59","Declared non-disabled","Unknown","320","300","33370","27570"
"In post","2021","50-59","Declared non-disabled","Wales","6875","6410","33610","27570"
"In post","2021","50-59","Declared non-disabled","West Midlands (England)","6515","6050","31630","27570"
"In post","2021","50-59","Declared non-disabled","Yorkshire and The Humber","7770","7210","33080","27570"
"In post","2021","50-59","Undeclared","East Midlands (England)","575","540","30500","30890"
"In post","2021","50-59","Undeclared","East of England","700","670","32660","31650"
"In post","2021","50-59","Undeclared","London","1715","1660","42300","36160"
"In post","2021","50-59","Undeclared","North East (England)","660","605","30400","28130"
"In post","2021","50-59","Undeclared","North West (England)","1265","1180","30520","28410"
"In post","2021","50-59","Undeclared","Northern Ireland","75","70","29360","26590"
"In post","2021","50-59","Undeclared","Overseas","60","60","50420","54170"
"In post","2021","50-59","Undeclared","Scotland","525","495","31850","27570"
"In post","2021","50-59","Undeclared","South East (England)","1345","1280","32650","31650"
"In post","2021","50-59","Undeclared","South West (England)","1055","1010","36170","33300"
"In post","2021","50-59","Undeclared","Unknown","15","15","[c]","[c]"
"In post","2021","50-59","Undeclared","Wales","635","590","31060","28200"
"In post","2021","50-59","Undeclared","West Midlands (England)","730","700","31540","30980"
"In post","2021","50-59","Undeclared","Yorkshire and The Humber","855","800","32060","31650"
"In post","2021","50-59","Unknown","East Midlands (England)","575","545","30070","26670"
"In post","2021","50-59","Unknown","East of England","705","675","34410","29290"
"In post","2021","50-59","Unknown","London","3065","2985","49700","41930"
"In post","2021","50-59","Unknown","North East (England)","1110","965","26970","21440"
"In post","2021","50-59","Unknown","North West (England)","1775","1665","32130","27570"
"In post","2021","50-59","Unknown","Northern Ireland","230","220","30220","25560"
"In post","2021","50-59","Unknown","Overseas","185","185","57850","56110"
"In post","2021","50-59","Unknown","Scotland","3875","3635","35050","33650"
"In post","2021","50-59","Unknown","South East (England)","1505","1380","33560","28670"
"In post","2021","50-59","Unknown","South West (England)","1310","1265","38440","35100"
"In post","2021","50-59","Unknown","Unknown","575","575","43260","38240"
"In post","2021","50-59","Unknown","Wales","940","865","30600","25560"
"In post","2021","50-59","Unknown","West Midlands (England)","800","765","35320","31810"
"In post","2021","50-59","Unknown","Yorkshire and The Humber","940","895","35240","28970"
"In post","2021","60-64","Declared disabled","East Midlands (England)","300","250","26820","26610"
"In post","2021","60-64","Declared disabled","East of England","300","250","29280","27570"
"In post","2021","60-64","Declared disabled","London","780","690","37200","31880"
"In post","2021","60-64","Declared disabled","North East (England)","440","330","25630","21440"
"In post","2021","60-64","Declared disabled","North West (England)","750","585","27080","26120"
"In post","2021","60-64","Declared disabled","Northern Ireland","35","30","26050","22330"
"In post","2021","60-64","Declared disabled","Overseas","15","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","Scotland","515","395","27760","26120"
"In post","2021","60-64","Declared disabled","South East (England)","570","475","28910","27570"
"In post","2021","60-64","Declared disabled","South West (England)","530","445","31590","27570"
"In post","2021","60-64","Declared disabled","Unknown","25","20","[c]","[c]"
"In post","2021","60-64","Declared disabled","Wales","415","310","27960","23130"
"In post","2021","60-64","Declared disabled","West Midlands (England)","420","345","27860","27570"
"In post","2021","60-64","Declared disabled","Yorkshire and The Humber","435","335","28200","27570"
"In post","2021","60-64","Declared non-disabled","East Midlands (England)","1185","965","29140","27130"
"In post","2021","60-64","Declared non-disabled","East of England","1405","1205","29750","27570"
"In post","2021","60-64","Declared non-disabled","London","3895","3455","41170","33580"
"In post","2021","60-64","Declared non-disabled","North East (England)","1890","1400","26480","21440"
"In post","2021","60-64","Declared non-disabled","North West (England)","3135","2470","28470","26780"
"In post","2021","60-64","Declared non-disabled","Northern Ireland","160","135","27690","22330"
"In post","2021","60-64","Declared non-disabled","Overseas","140","140","56730","54540"
"In post","2021","60-64","Declared non-disabled","Scotland","2315","1870","30630","27570"
"In post","2021","60-64","Declared non-disabled","South East (England)","2720","2320","30660","27570"
"In post","2021","60-64","Declared non-disabled","South West (England)","2515","2135","33870","29200"
"In post","2021","60-64","Declared non-disabled","Unknown","90","75","33230","27570"
"In post","2021","60-64","Declared non-disabled","Wales","1980","1550","31000","27130"
"In post","2021","60-64","Declared non-disabled","West Midlands (England)","1710","1405","29390","27220"
"In post","2021","60-64","Declared non-disabled","Yorkshire and The Humber","1940","1530","29980","27570"
"In post","2021","60-64","Undeclared","East Midlands (England)","145","120","26610","26670"
"In post","2021","60-64","Undeclared","East of England","210","175","28950","27370"
"In post","2021","60-64","Undeclared","London","395","350","39530","32730"
"In post","2021","60-64","Undeclared","North East (England)","155","115","29390","28130"
"In post","2021","60-64","Undeclared","North West (England)","315","240","28970","26760"
"In post","2021","60-64","Undeclared","Northern Ireland","20","20","[c]","[c]"
"In post","2021","60-64","Undeclared","Overseas","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Scotland","130","105","30750","26670"
"In post","2021","60-64","Undeclared","South East (England)","385","320","30500","28130"
"In post","2021","60-64","Undeclared","South West (England)","275","240","35230","31810"
"In post","2021","60-64","Undeclared","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","Wales","195","150","28420","27380"
"In post","2021","60-64","Undeclared","West Midlands (England)","185","155","28470","27370"
"In post","2021","60-64","Undeclared","Yorkshire and The Humber","190","150","28460","27470"
"In post","2021","60-64","Unknown","East Midlands (England)","145","125","28020","21710"
"In post","2021","60-64","Unknown","East of England","200","175","33480","27570"
"In post","2021","60-64","Unknown","London","625","565","46260","39800"
"In post","2021","60-64","Unknown","North East (England)","385","285","24220","21440"
"In post","2021","60-64","Unknown","North West (England)","460","375","28250","21680"
"In post","2021","60-64","Unknown","Northern Ireland","45","40","25140","21440"
"In post","2021","60-64","Unknown","Overseas","25","25","[c]","[c]"
"In post","2021","60-64","Unknown","Scotland","1070","835","31700","28870"
"In post","2021","60-64","Unknown","South East (England)","420","350","30850","26300"
"In post","2021","60-64","Unknown","South West (England)","325","285","33750","29200"
"In post","2021","60-64","Unknown","Unknown","145","140","40820","37300"
"In post","2021","60-64","Unknown","Wales","245","195","27730","22490"
"In post","2021","60-64","Unknown","West Midlands (England)","185","160","34020","27570"
"In post","2021","60-64","Unknown","Yorkshire and The Humber","220","185","30720","26800"
"In post","2021","65+","Declared disabled","East Midlands (England)","80","65","26020","22800"
"In post","2021","65+","Declared disabled","East of England","90","70","28100","27260"
"In post","2021","65+","Declared disabled","London","270","215","34490","30430"
"In post","2021","65+","Declared disabled","North East (England)","115","85","24620","21440"
"In post","2021","65+","Declared disabled","North West (England)","235","170","25750","21580"
"In post","2021","65+","Declared disabled","Northern Ireland","10","10","[c]","[c]"
"In post","2021","65+","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Scotland","125","95","27830","24900"
"In post","2021","65+","Declared disabled","South East (England)","180","135","28850","27570"
"In post","2021","65+","Declared disabled","South West (England)","170","130","29920","27570"
"In post","2021","65+","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Wales","140","100","27480","25560"
"In post","2021","65+","Declared disabled","West Midlands (England)","110","85","25930","23210"
"In post","2021","65+","Declared disabled","Yorkshire and The Humber","120","85","27020","26120"
"In post","2021","65+","Declared non-disabled","East Midlands (England)","300","225","28860","26030"
"In post","2021","65+","Declared non-disabled","East of England","460","345","28370","26670"
"In post","2021","65+","Declared non-disabled","London","1505","1235","36640","30500"
"In post","2021","65+","Declared non-disabled","North East (England)","430","300","24960","21440"
"In post","2021","65+","Declared non-disabled","North West (England)","915","655","27350","25310"
"In post","2021","65+","Declared non-disabled","Northern Ireland","60","45","27680","21430"
"In post","2021","65+","Declared non-disabled","Overseas","20","20","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Scotland","640","480","29090","26120"
"In post","2021","65+","Declared non-disabled","South East (England)","1060","830","29680","26670"
"In post","2021","65+","Declared non-disabled","South West (England)","795","620","33280","27570"
"In post","2021","65+","Declared non-disabled","Unknown","25","20","[c]","[c]"
"In post","2021","65+","Declared non-disabled","Wales","565","400","29860","25390"
"In post","2021","65+","Declared non-disabled","West Midlands (England)","475","370","28570","26750"
"In post","2021","65+","Declared non-disabled","Yorkshire and The Humber","490","360","28190","26780"
"In post","2021","65+","Undeclared","East Midlands (England)","35","25","26680","27380"
"In post","2021","65+","Undeclared","East of England","75","55","27770","27130"
"In post","2021","65+","Undeclared","London","170","140","36930","31060"
"In post","2021","65+","Undeclared","North East (England)","50","35","24890","21440"
"In post","2021","65+","Undeclared","North West (England)","100","70","26970","26300"
"In post","2021","65+","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Scotland","35","30","30940","27230"
"In post","2021","65+","Undeclared","South East (England)","120","90","27910","26070"
"In post","2021","65+","Undeclared","South West (England)","95","75","34490","28590"
"In post","2021","65+","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Wales","60","45","28490","25720"
"In post","2021","65+","Undeclared","West Midlands (England)","50","35","25630","21490"
"In post","2021","65+","Undeclared","Yorkshire and The Humber","50","40","27120","22020"
"In post","2021","65+","Unknown","East Midlands (England)","40","30","27940","21440"
"In post","2021","65+","Unknown","East of England","70","55","33060","27900"
"In post","2021","65+","Unknown","London","275","230","45060","35480"
"In post","2021","65+","Unknown","North East (England)","90","65","22900","21440"
"In post","2021","65+","Unknown","North West (England)","105","75","27950","21440"
"In post","2021","65+","Unknown","Northern Ireland","15","10","[c]","[c]"
"In post","2021","65+","Unknown","Overseas","5","5","[c]","[c]"
"In post","2021","65+","Unknown","Scotland","275","210","30540","25870"
"In post","2021","65+","Unknown","South East (England)","200","155","28030","22520"
"In post","2021","65+","Unknown","South West (England)","130","100","36230","30120"
"In post","2021","65+","Unknown","Unknown","20","20","[c]","[c]"
"In post","2021","65+","Unknown","Wales","85","65","32630","22490"
"In post","2021","65+","Unknown","West Midlands (England)","45","35","34010","28130"
"In post","2021","65+","Unknown","Yorkshire and The Humber","50","40","33330","26930"
"In post","2021","Unknown","Declared disabled","East of England","[c]","[c]","[c]","[c]"
