"Status","Year","Function_of_post","Region_london","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","No function","London","EO","Unknown","1265","1220","29820","29570"
"In post","2021","No function","London","G6","Heterosexual / straight","1985","1920","67730","66230"
"In post","2021","No function","London","G6","LGBO","195","195","66350","65310"
"In post","2021","No function","London","G6","Undeclared","270","260","68820","66230"
"In post","2021","No function","London","G6","Unknown","625","605","68620","66230"
"In post","2021","No function","London","G7","Heterosexual / straight","5190","5050","55880","54400"
"In post","2021","No function","London","G7","LGBO","580","570","55430","53870"
"In post","2021","No function","London","G7","Undeclared","685","670","55900","54520"
"In post","2021","No function","London","G7","Unknown","1555","1515","55490","54500"
"In post","2021","No function","London","HEO","Heterosexual / straight","5490","5380","35270","34520"
"In post","2021","No function","London","HEO","LGBO","570","565","34270","33640"
"In post","2021","No function","London","HEO","Undeclared","805","780","35180","34550"
"In post","2021","No function","London","HEO","Unknown","2940","2885","33190","32790"
"In post","2021","No function","London","SCS level","Heterosexual / straight","1415","1350","87340","78100"
"In post","2021","No function","London","SCS level","LGBO","120","120","87960","77730"
"In post","2021","No function","London","SCS level","Undeclared","120","110","89060","80490"
"In post","2021","No function","London","SCS level","Unknown","370","355","97100","88830"
"In post","2021","No function","London","SEO","Heterosexual / straight","3430","3330","42490","40940"
"In post","2021","No function","London","SEO","LGBO","350","340","41850","40230"
"In post","2021","No function","London","SEO","Undeclared","450","440","42270","41030"
"In post","2021","No function","London","SEO","Unknown","1110","1085","42110","40880"
"In post","2021","No function","London","Unknown","Heterosexual / straight","1215","1170","33500","32090"
"In post","2021","No function","London","Unknown","LGBO","75","75","33310","31150"
"In post","2021","No function","London","Unknown","Undeclared","125","115","36600","35310"
"In post","2021","No function","London","Unknown","Unknown","135","130","30680","26810"
"In post","2021","No function","Outside London","AA","Heterosexual / straight","5560","4905","19710","20600"
"In post","2021","No function","Outside London","AA","LGBO","365","350","20030","20600"
"In post","2021","No function","Outside London","AA","Undeclared","975","795","19090","18060"
"In post","2021","No function","Outside London","AA","Unknown","2580","2220","20180","20600"
"In post","2021","No function","Outside London","AO","Heterosexual / straight","32050","29090","23350","21590"
"In post","2021","No function","Outside London","AO","LGBO","2105","2025","23760","22220"
"In post","2021","No function","Outside London","AO","Undeclared","4255","3745","23290","21590"
"In post","2021","No function","Outside London","AO","Unknown","15795","14230","23050","21440"
"In post","2021","No function","Outside London","EO","Heterosexual / straight","16775","15700","27690","26780"
"In post","2021","No function","Outside London","EO","LGBO","980","955","27390","26410"
"In post","2021","No function","Outside London","EO","Undeclared","2635","2395","27730","26850"
"In post","2021","No function","Outside London","EO","Unknown","6675","6190","28290","27130"
"In post","2021","No function","Outside London","G6","Heterosexual / straight","1555","1475","68830","65270"
"In post","2021","No function","Outside London","G6","LGBO","75","70","70210","64670"
"In post","2021","No function","Outside London","G6","Undeclared","205","190","70150","66290"
"In post","2021","No function","Outside London","G6","Unknown","355","330","67340","64670"
"In post","2021","No function","Outside London","G7","Heterosexual / straight","4775","4595","53840","52580"
"In post","2021","No function","Outside London","G7","LGBO","245","240","54200","52580"
"In post","2021","No function","Outside London","G7","Undeclared","655","630","53770","52580"
"In post","2021","No function","Outside London","G7","Unknown","1380","1320","53010","52580"
"In post","2021","No function","Outside London","HEO","Heterosexual / straight","12260","11585","32880","31810"
"In post","2021","No function","Outside London","HEO","LGBO","750","730","32360","31810"
"In post","2021","No function","Outside London","HEO","Undeclared","1545","1435","33380","32180"
"In post","2021","No function","Outside London","HEO","Unknown","3890","3685","32850","31810"
"In post","2021","No function","Outside London","SCS level","Heterosexual / straight","490","465","93590","91000"
"In post","2021","No function","Outside London","SCS level","LGBO","20","20","[c]","[c]"
"In post","2021","No function","Outside London","SCS level","Undeclared","60","50","98530","100230"
"In post","2021","No function","Outside London","SCS level","Unknown","110","105","104820","102330"
"In post","2021","No function","Outside London","SEO","Heterosexual / straight","7155","6820","42450","39570"
"In post","2021","No function","Outside London","SEO","LGBO","365","360","41380","38630"
"In post","2021","No function","Outside London","SEO","Undeclared","1040","990","42990","40390"
"In post","2021","No function","Outside London","SEO","Unknown","1835","1730","41150","39110"
"In post","2021","No function","Outside London","Unknown","Heterosexual / straight","8320","7650","29530","28300"
"In post","2021","No function","Outside London","Unknown","LGBO","500","480","28500","24800"
"In post","2021","No function","Outside London","Unknown","Undeclared","780","715","31050","31420"
"In post","2021","No function","Outside London","Unknown","Unknown","860","760","26430","23840"
"In post","2021","No function","Overseas","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","No function","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Overseas","AO","Unknown","5","5","[c]","[c]"
"In post","2021","No function","Overseas","EO","Heterosexual / straight","30","30","28510","28150"
"In post","2021","No function","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Overseas","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","No function","Overseas","EO","Unknown","5","5","[c]","[c]"
"In post","2021","No function","Overseas","G6","Heterosexual / straight","180","180","65260","65030"
"In post","2021","No function","Overseas","G6","LGBO","10","10","[c]","[c]"
"In post","2021","No function","Overseas","G6","Undeclared","25","25","[c]","[c]"
"In post","2021","No function","Overseas","G6","Unknown","25","25","[c]","[c]"
"In post","2021","No function","Overseas","G7","Heterosexual / straight","310","310","56190","55210"
"In post","2021","No function","Overseas","G7","LGBO","30","30","54820","54470"
"In post","2021","No function","Overseas","G7","Undeclared","50","50","56710","54470"
"In post","2021","No function","Overseas","G7","Unknown","60","60","56000","55530"
"In post","2021","No function","Overseas","HEO","Heterosexual / straight","390","390","35080","34220"
"In post","2021","No function","Overseas","HEO","LGBO","35","35","34900","34220"
"In post","2021","No function","Overseas","HEO","Undeclared","60","60","34720","34220"
"In post","2021","No function","Overseas","HEO","Unknown","60","60","37150","34770"
"In post","2021","No function","Overseas","SCS level","Heterosexual / straight","175","175","87280","76300"
"In post","2021","No function","Overseas","SCS level","LGBO","15","15","[c]","[c]"
"In post","2021","No function","Overseas","SCS level","Undeclared","25","25","[c]","[c]"
"In post","2021","No function","Overseas","SCS level","Unknown","25","25","[c]","[c]"
"In post","2021","No function","Overseas","SEO","Heterosexual / straight","175","175","51130","43160"
"In post","2021","No function","Overseas","SEO","LGBO","10","10","[c]","[c]"
"In post","2021","No function","Overseas","SEO","Undeclared","25","25","[c]","[c]"
"In post","2021","No function","Overseas","SEO","Unknown","45","45","51650","45670"
"In post","2021","No function","Unknown","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","No function","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","AO","Unknown","10","10","[c]","[c]"
"In post","2021","No function","Unknown","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","No function","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","EO","Unknown","5","5","[c]","[c]"
"In post","2021","No function","Unknown","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","No function","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","G6","Unknown","10","10","[c]","[c]"
"In post","2021","No function","Unknown","G7","Heterosexual / straight","30","30","54910","54700"
"In post","2021","No function","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","G7","Unknown","15","15","[c]","[c]"
"In post","2021","No function","Unknown","HEO","Heterosexual / straight","60","60","38020","36740"
"In post","2021","No function","Unknown","HEO","LGBO","5","5","[c]","[c]"
"In post","2021","No function","Unknown","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","HEO","Unknown","370","365","30930","29250"
"In post","2021","No function","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","No function","Unknown","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","No function","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","SEO","Unknown","15","15","[c]","[c]"
"In post","2021","No function","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","London","AO","Heterosexual / straight","60","60","24570","25040"
"In post","2021","Project Delivery","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","London","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","London","AO","Unknown","25","25","[c]","[c]"
"In post","2021","Project Delivery","London","EO","Heterosexual / straight","275","265","29280","29570"
"In post","2021","Project Delivery","London","EO","LGBO","25","25","[c]","[c]"
"In post","2021","Project Delivery","London","EO","Undeclared","30","30","[c]","[c]"
"In post","2021","Project Delivery","London","EO","Unknown","80","80","29390","29970"
"In post","2021","Project Delivery","London","G6","Heterosexual / straight","590","565","69330","70250"
"In post","2021","Project Delivery","London","G6","LGBO","40","40","69460","71140"
"In post","2021","Project Delivery","London","G6","Undeclared","65","65","70010","71290"
"In post","2021","Project Delivery","London","G6","Unknown","175","170","67650","67970"
"In post","2021","Project Delivery","London","G7","Heterosexual / straight","940","915","56480","56450"
"In post","2021","Project Delivery","London","G7","LGBO","85","85","55560","55620"
"In post","2021","Project Delivery","London","G7","Undeclared","110","110","56760","56730"
"In post","2021","Project Delivery","London","G7","Unknown","345","335","55430","55330"
"In post","2021","Project Delivery","London","HEO","Heterosexual / straight","620","605","35370","35270"
"In post","2021","Project Delivery","London","HEO","LGBO","50","50","35310","34870"
"In post","2021","Project Delivery","London","HEO","Undeclared","60","60","35410","35040"
"In post","2021","Project Delivery","London","HEO","Unknown","230","230","36200","36160"
"In post","2021","Project Delivery","London","SCS level","Heterosexual / straight","290","280","95080","88090"
"In post","2021","Project Delivery","London","SCS level","LGBO","25","25","[c]","[c]"
"In post","2021","Project Delivery","London","SCS level","Undeclared","45","45","90110","80900"
"In post","2021","Project Delivery","London","SCS level","Unknown","60","60","93400","84340"
"In post","2021","Project Delivery","London","SEO","Heterosexual / straight","575","565","42140","41760"
"In post","2021","Project Delivery","London","SEO","LGBO","40","40","42150","41640"
"In post","2021","Project Delivery","London","SEO","Undeclared","75","70","42850","42540"
"In post","2021","Project Delivery","London","SEO","Unknown","185","180","41770","41760"
"In post","2021","Project Delivery","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Outside London","AA","Heterosexual / straight","35","30","18160","18730"
"In post","2021","Project Delivery","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Outside London","AA","Undeclared","5","5","[c]","[c]"
"In post","2021","Project Delivery","Outside London","AA","Unknown","20","15","[c]","[c]"
"In post","2021","Project Delivery","Outside London","AO","Heterosexual / straight","245","225","21120","21050"
"In post","2021","Project Delivery","Outside London","AO","LGBO","15","15","[c]","[c]"
"In post","2021","Project Delivery","Outside London","AO","Undeclared","70","65","21530","21420"
"In post","2021","Project Delivery","Outside London","AO","Unknown","135","125","22090","21590"
"In post","2021","Project Delivery","Outside London","EO","Heterosexual / straight","3000","2850","24210","25560"
"In post","2021","Project Delivery","Outside London","EO","LGBO","125","125","23640","25310"
"In post","2021","Project Delivery","Outside London","EO","Undeclared","485","460","25920","26670"
"In post","2021","Project Delivery","Outside London","EO","Unknown","575","540","24410","25560"
"In post","2021","Project Delivery","Outside London","G6","Heterosexual / straight","780","760","65650","64670"
"In post","2021","Project Delivery","Outside London","G6","LGBO","35","35","64130","64670"
"In post","2021","Project Delivery","Outside London","G6","Undeclared","130","125","66680","64840"
"In post","2021","Project Delivery","Outside London","G6","Unknown","145","140","64550","64670"
"In post","2021","Project Delivery","Outside London","G7","Heterosexual / straight","2550","2490","52220","52580"
"In post","2021","Project Delivery","Outside London","G7","LGBO","85","85","51710","52580"
"In post","2021","Project Delivery","Outside London","G7","Undeclared","335","325","52820","53870"
"In post","2021","Project Delivery","Outside London","G7","Unknown","490","475","50650","52580"
"In post","2021","Project Delivery","Outside London","HEO","Heterosexual / straight","4315","4155","31520","31950"
"In post","2021","Project Delivery","Outside London","HEO","LGBO","175","175","30950","31810"
"In post","2021","Project Delivery","Outside London","HEO","Undeclared","640","610","32390","32960"
"In post","2021","Project Delivery","Outside London","HEO","Unknown","720","695","32270","31810"
"In post","2021","Project Delivery","Outside London","SCS level","Heterosexual / straight","200","195","88980","82970"
"In post","2021","Project Delivery","Outside London","SCS level","LGBO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Outside London","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2021","Project Delivery","Outside London","SCS level","Unknown","30","30","[c]","[c]"
"In post","2021","Project Delivery","Outside London","SEO","Heterosexual / straight","4330","4190","40120","40490"
"In post","2021","Project Delivery","Outside London","SEO","LGBO","155","150","38560","38630"
"In post","2021","Project Delivery","Outside London","SEO","Undeclared","655","625","41040","40580"
"In post","2021","Project Delivery","Outside London","SEO","Unknown","780","750","39720","39340"
"In post","2021","Project Delivery","Outside London","Unknown","Heterosexual / straight","1030","1015","42300","40380"
"In post","2021","Project Delivery","Outside London","Unknown","LGBO","30","30","34560","31950"
"In post","2021","Project Delivery","Outside London","Unknown","Undeclared","160","155","46200","44490"
"In post","2021","Project Delivery","Outside London","Unknown","Unknown","110","105","39630","37020"
"In post","2021","Project Delivery","Overseas","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Overseas","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Project Delivery","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Overseas","G6","Heterosexual / straight","105","105","68030","67370"
"In post","2021","Project Delivery","Overseas","G6","LGBO","10","10","[c]","[c]"
"In post","2021","Project Delivery","Overseas","G6","Undeclared","10","10","[c]","[c]"
"In post","2021","Project Delivery","Overseas","G6","Unknown","50","50","66520","65610"
"In post","2021","Project Delivery","Overseas","G7","Heterosexual / straight","155","155","55510","55620"
"In post","2021","Project Delivery","Overseas","G7","LGBO","15","15","[c]","[c]"
"In post","2021","Project Delivery","Overseas","G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Project Delivery","Overseas","G7","Unknown","105","105","54170","53380"
"In post","2021","Project Delivery","Overseas","HEO","Heterosexual / straight","30","30","35890","33460"
"In post","2021","Project Delivery","Overseas","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Overseas","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Project Delivery","Overseas","HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Project Delivery","Overseas","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Project Delivery","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Overseas","SEO","Heterosexual / straight","55","55","43570","42180"
"In post","2021","Project Delivery","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Overseas","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Project Delivery","Overseas","SEO","Unknown","10","10","[c]","[c]"
"In post","2021","Project Delivery","Overseas","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Project Delivery","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Project Delivery","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Project Delivery","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","London","AA","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Property","London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","London","AA","Undeclared","5","5","[c]","[c]"
"In post","2021","Property","London","AA","Unknown","15","15","[c]","[c]"
"In post","2021","Property","London","AO","Heterosexual / straight","65","60","25360","25000"
"In post","2021","Property","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","London","AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Property","London","AO","Unknown","30","25","[c]","[c]"
"In post","2021","Property","London","EO","Heterosexual / straight","165","155","29870","29810"
"In post","2021","Property","London","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Property","London","EO","Undeclared","30","30","30200","29950"
"In post","2021","Property","London","EO","Unknown","80","80","29590","29450"
"In post","2021","Property","London","G6","Heterosexual / straight","65","65","69230","68500"
"In post","2021","Property","London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","London","G6","Undeclared","10","10","[c]","[c]"
"In post","2021","Property","London","G6","Unknown","10","10","[c]","[c]"
"In post","2021","Property","London","G7","Heterosexual / straight","170","165","58770","59470"
"In post","2021","Property","London","G7","LGBO","15","15","[c]","[c]"
"In post","2021","Property","London","G7","Undeclared","30","30","60170","62020"
"In post","2021","Property","London","G7","Unknown","35","35","59120","59160"
"In post","2021","Property","London","HEO","Heterosexual / straight","165","155","35890","36160"
"In post","2021","Property","London","HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Property","London","HEO","Undeclared","30","30","36770","37380"
"In post","2021","Property","London","HEO","Unknown","65","60","36220","36160"
"In post","2021","Property","London","SCS level","Heterosexual / straight","30","30","98880","96690"
"In post","2021","Property","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","London","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Property","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","London","SEO","Heterosexual / straight","140","135","44920","45250"
"In post","2021","Property","London","SEO","LGBO","10","10","[c]","[c]"
"In post","2021","Property","London","SEO","Undeclared","30","25","[c]","[c]"
"In post","2021","Property","London","SEO","Unknown","45","45","44970","46520"
"In post","2021","Property","London","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Property","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","Outside London","AA","Heterosexual / straight","465","445","18250","17980"
"In post","2021","Property","Outside London","AA","LGBO","10","10","[c]","[c]"
"In post","2021","Property","Outside London","AA","Undeclared","55","55","18350","18480"
"In post","2021","Property","Outside London","AA","Unknown","250","230","18900","18800"
"In post","2021","Property","Outside London","AO","Heterosexual / straight","605","555","21970","21100"
"In post","2021","Property","Outside London","AO","LGBO","30","25","[c]","[c]"
"In post","2021","Property","Outside London","AO","Undeclared","85","80","21660","21100"
"In post","2021","Property","Outside London","AO","Unknown","710","665","24010","22920"
"In post","2021","Property","Outside London","EO","Heterosexual / straight","1000","940","26670","26500"
"In post","2021","Property","Outside London","EO","LGBO","40","40","25860","25950"
"In post","2021","Property","Outside London","EO","Undeclared","130","125","26800","26500"
"In post","2021","Property","Outside London","EO","Unknown","460","435","27950","26280"
"In post","2021","Property","Outside London","G6","Heterosexual / straight","155","150","65230","64670"
"In post","2021","Property","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Outside London","G6","Undeclared","15","15","[c]","[c]"
"In post","2021","Property","Outside London","G6","Unknown","30","30","[c]","[c]"
"In post","2021","Property","Outside London","G7","Heterosexual / straight","505","490","53330","54540"
"In post","2021","Property","Outside London","G7","LGBO","15","15","[c]","[c]"
"In post","2021","Property","Outside London","G7","Undeclared","75","70","53330","54540"
"In post","2021","Property","Outside London","G7","Unknown","95","95","53120","53110"
"In post","2021","Property","Outside London","HEO","Heterosexual / straight","1165","1115","32860","33300"
"In post","2021","Property","Outside London","HEO","LGBO","40","40","31680","32110"
"In post","2021","Property","Outside London","HEO","Undeclared","175","165","33280","33300"
"In post","2021","Property","Outside London","HEO","Unknown","250","245","33110","32110"
"In post","2021","Property","Outside London","SCS level","Heterosexual / straight","35","35","81570","75020"
"In post","2021","Property","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","Outside London","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","Property","Outside London","SEO","Heterosexual / straight","970","930","41280","40750"
"In post","2021","Property","Outside London","SEO","LGBO","30","30","[c]","[c]"
"In post","2021","Property","Outside London","SEO","Undeclared","145","130","41950","42170"
"In post","2021","Property","Outside London","SEO","Unknown","215","205","41980","42150"
"In post","2021","Property","Outside London","Unknown","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Property","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Property","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Property","Overseas","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Property","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","G7","Unknown","5","5","[c]","[c]"
"In post","2021","Property","Overseas","HEO","Heterosexual / straight","60","60","34680","33300"
"In post","2021","Property","Overseas","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Property","Overseas","HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Property","Overseas","SEO","Heterosexual / straight","40","40","43140","40820"
"In post","2021","Property","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","SEO","Unknown","5","5","[c]","[c]"
"In post","2021","Property","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Property","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","London","AA","Heterosexual / straight","100","100","22030","22650"
"In post","2021","Security","London","AA","LGBO","5","5","[c]","[c]"
"In post","2021","Security","London","AA","Undeclared","5","5","[c]","[c]"
"In post","2021","Security","London","AA","Unknown","20","20","[c]","[c]"
"In post","2021","Security","London","AO","Heterosexual / straight","110","110","31340","28000"
"In post","2021","Security","London","AO","LGBO","5","5","[c]","[c]"
"In post","2021","Security","London","AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Security","London","AO","Unknown","50","50","32040","31200"
"In post","2021","Security","London","EO","Heterosexual / straight","105","105","31730","30630"
"In post","2021","Security","London","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Security","London","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Security","London","EO","Unknown","20","20","[c]","[c]"
"In post","2021","Security","London","G6","Heterosexual / straight","40","40","71410","70110"
"In post","2021","Security","London","G6","LGBO","5","5","[c]","[c]"
"In post","2021","Security","London","G6","Undeclared","5","5","[c]","[c]"
"In post","2021","Security","London","G6","Unknown","10","10","[c]","[c]"
"In post","2021","Security","London","G7","Heterosexual / straight","90","85","58130","57400"
"In post","2021","Security","London","G7","LGBO","10","10","[c]","[c]"
"In post","2021","Security","London","G7","Undeclared","25","25","[c]","[c]"
"In post","2021","Security","London","G7","Unknown","20","20","[c]","[c]"
