"Status","Year","Organisation","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","South and West Derbyshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South and West Derbyshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","EO","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Ayrshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Lanarkshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Lanarkshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Lanarkshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Lanarkshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Nottinghamshire","AA/AO","AO","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Nottinghamshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Nottinghamshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Nottinghamshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South Nottinghamshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West Wales","AA/AO","AO","60","60","21150","21050"
"In post","2021","Animal and Plant Health Agency","South West Wales","EO","EO","35","30","25500","25190"
"In post","2021","Animal and Plant Health Agency","South West Wales","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West Wales","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South West Wales","SEO/HEO","HEO","15","10","29600","29430"
"In post","2021","Animal and Plant Health Agency","South West Wales","SEO/HEO","SEO","30","30","38280","37240"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","AA/AO","AO","30","30","21050","21050"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","EO","EO","15","15","25160","24920"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Staffordshire CC","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Suffolk","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Suffolk","EO","EO","15","15","24770","24920"
"In post","2021","Animal and Plant Health Agency","Suffolk","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Suffolk","SEO/HEO","HEO","10","10","31300","31160"
"In post","2021","Animal and Plant Health Agency","Suffolk","SEO/HEO","SEO","10","10","44130","44270"
"In post","2021","Animal and Plant Health Agency","Telford and Wrekin","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Thurrock","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Thurrock","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Thurrock","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Tyneside","AA/AO","AO","10","10","21070","21050"
"In post","2021","Animal and Plant Health Agency","Tyneside","EO","EO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Tyneside","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Tyneside","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Tyneside","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Tyneside","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Surrey","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Surrey","AA/AO","AO","170","160","24370","24370"
"In post","2021","Animal and Plant Health Agency","West Surrey","EO","EO","140","130","28460","28270"
"In post","2021","Animal and Plant Health Agency","West Surrey","G6/G7","G6","15","15","66860","65920"
"In post","2021","Animal and Plant Health Agency","West Surrey","G6/G7","G7","35","35","54740","53870"
"In post","2021","Animal and Plant Health Agency","West Surrey","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Surrey","SEO/HEO","HEO","100","95","33710","33510"
"In post","2021","Animal and Plant Health Agency","West Surrey","SEO/HEO","SEO","90","85","40950","39920"
"In post","2021","Animal and Plant Health Agency","West Sussex (North East)","EO","EO","10","10","25530","25100"
"In post","2021","Animal and Plant Health Agency","West Sussex (North East)","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Sussex (North East)","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","West Sussex (North East)","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Westminster","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Westminster","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Westminster","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Westminster","G6/G7","G7","15","15","56820","55120"
"In post","2021","Animal and Plant Health Agency","Westminster","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wiltshire","EO","EO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Wiltshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Worcestershire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Worcestershire","AA/AO","AO","35","30","21080","21050"
"In post","2021","Animal and Plant Health Agency","Worcestershire","EO","EO","50","45","25550","25190"
"In post","2021","Animal and Plant Health Agency","Worcestershire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Worcestershire","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Worcestershire","SEO/HEO","HEO","40","35","30630","30580"
"In post","2021","Animal and Plant Health Agency","Worcestershire","SEO/HEO","SEO","30","30","39510","37480"
"In post","2021","Animal and Plant Health Agency","York","AA/AO","AO","45","45","21910","21050"
"In post","2021","Animal and Plant Health Agency","York","EO","EO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","York","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","York","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","York","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Westminster","EO","EO","10","10","[c]","[c]"
"In post","2021","Attorney General's Office","Westminster","G6/G7","G6","10","10","66070","65650"
"In post","2021","Attorney General's Office","Westminster","G6/G7","G7","10","10","53280","51250"
"In post","2021","Attorney General's Office","Westminster","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Attorney General's Office","Westminster","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Office","Westminster","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Ards and North Down","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Ards and North Down","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","SCS level","10","10","107270","90130"
"In post","2021","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","HEO","10","10","30990","31280"
"In post","2021","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Belfast","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Belfast","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Birmingham","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Birmingham","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Birmingham","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Birmingham","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Birmingham","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Blackpool","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Blackpool","G6/G7","G7","15","15","50490","49700"
"In post","2021","Cabinet Office (excl. agencies)","Blackpool","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Blackpool","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Blackpool","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bradford","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Brighton and Hove","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bristol, City of","EO","EO","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bristol, City of","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bristol, City of","G6/G7","G7","20","20","52590","52600"
"In post","2021","Cabinet Office (excl. agencies)","Bristol, City of","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bristol, City of","SEO/HEO","HEO","20","20","30880","32000"
"In post","2021","Cabinet Office (excl. agencies)","Bristol, City of","SEO/HEO","SEO","10","10","38100","38010"
"In post","2021","Cabinet Office (excl. agencies)","Buckinghamshire CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Buckinghamshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Buckinghamshire CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Buckinghamshire CC","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cambridgeshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cambridgeshire CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cambridgeshire CC","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Camden and City of London","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Camden and City of London","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Camden and City of London","G6/G7","G7","65","60","56670","54700"
"In post","2021","Cabinet Office (excl. agencies)","Camden and City of London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Camden and City of London","SEO/HEO","HEO","15","15","31820","32000"
"In post","2021","Cabinet Office (excl. agencies)","Camden and City of London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cardiff and Vale of Glamorgan","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cardiff and Vale of Glamorgan","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cardiff and Vale of Glamorgan","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cardiff and Vale of Glamorgan","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cardiff and Vale of Glamorgan","SEO/HEO","HEO","25","25","29570","29250"
"In post","2021","Cabinet Office (excl. agencies)","Central Hampshire","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Central Hampshire","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Central Hampshire","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Central Hampshire","SEO/HEO","HEO","10","10","31090","31880"
"In post","2021","Cabinet Office (excl. agencies)","Central Hampshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","City of Edinburgh","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","City of Edinburgh","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","City of Edinburgh","SEO/HEO","HEO","20","20","29790","29250"
"In post","2021","Cabinet Office (excl. agencies)","City of Edinburgh","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Coventry","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Coventry","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Coventry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Coventry","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Croydon","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Croydon","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Croydon","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Croydon","SEO/HEO","HEO","35","35","29510","29250"
"In post","2021","Cabinet Office (excl. agencies)","Darlington","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Darlington","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Darlington","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Darlington","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Devon CC","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Dorset CC","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Dorset CC","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
