"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Chinese","Science and Engineering","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Social Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Statistics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Veterinarian","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Veterinarian","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Veterinarian","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Veterinarian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Veterinarian","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Veterinarian","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Veterinarian","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Veterinarian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Corporate Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Corporate Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Corporate Finance","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Corporate Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Corporate Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Corporate Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Corporate Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Corporate Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Corporate Finance","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Corporate Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Corporate Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Corporate Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Corporate Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Corporate Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Corporate Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Corporate Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Counter Fraud","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Counter Fraud","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Counter Fraud","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Counter Fraud","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Counter Fraud","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Economics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Inspector of Education and Training","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Inspector of Education and Training","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Inspector of Education and Training","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Inspector of Education and Training","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Inspector of Education and Training","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Inspector of Education and Training","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Inspector of Education and Training","SCS level","Undeclared","[c]","[c]","[c]","[c]"
