"Status","Year","Disability","Ethnicity","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Asian","Department for Transport","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Transport","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Work and Pensions","AA/AO","290","245","21670","21010"
"In post","2021","Declared disabled","Asian","Department for Work and Pensions","EO","605","550","29040","27570"
"In post","2021","Declared disabled","Asian","Department for Work and Pensions","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department for Work and Pensions","SEO/HEO","80","75","36830","36650"
"In post","2021","Declared disabled","Asian","Department of Health and Social Care","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department of Health and Social Care","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department of Health and Social Care","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Department of Health and Social Care","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Asian","ESTYN","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","ESTYN","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","ESTYN","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","ESTYN","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","ESTYN","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Foreign, Commonwealth and Development Office","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Foreign, Commonwealth and Development Office","EO","15","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Foreign, Commonwealth and Development Office","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Foreign, Commonwealth and Development Office","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Land Registry","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Land Registry","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Revenue and Customs","AA/AO","110","95","21730","21100"
"In post","2021","Declared disabled","Asian","HM Revenue and Customs","EO","70","65","28340","28130"
"In post","2021","Declared disabled","Asian","HM Revenue and Customs","G6/G7","30","30","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Revenue and Customs","SEO/HEO","120","115","36240","36160"
"In post","2021","Declared disabled","Asian","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","HM Treasury","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Home Office","AA/AO","100","85","23880","25630"
"In post","2021","Declared disabled","Asian","Home Office","EO","150","135","28400","29030"
"In post","2021","Declared disabled","Asian","Home Office","G6/G7","25","25","[c]","[c]"
"In post","2021","Declared disabled","Asian","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Home Office","SEO/HEO","90","85","37990","36620"
"In post","2021","Declared disabled","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Defence","AA/AO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Defence","EO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Defence","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Defence","SEO/HEO","40","40","38270","37700"
"In post","2021","Declared disabled","Asian","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Housing, Communities and Local Government","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Housing, Communities and Local Government","SEO/HEO","20","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Justice","AA/AO","190","170","22320","20650"
"In post","2021","Declared disabled","Asian","Ministry of Justice","EO","50","50","25540","25990"
"In post","2021","Declared disabled","Asian","Ministry of Justice","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ministry of Justice","SEO/HEO","80","75","37800","36560"
"In post","2021","Declared disabled","Asian","Ministry of Justice","Unknown","90","85","30430","30210"
"In post","2021","Declared disabled","Asian","National Crime Agency","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","National Crime Agency","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office for Standards in Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Other Cabinet Office Agencies","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scotland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scotland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scotland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scotland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scottish Government","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scottish Government","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wales Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wales Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wales Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wales Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Welsh Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Attorney General's Departments","AA/AO","15","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Attorney General's Departments","EO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Attorney General's Departments","G6/G7","25","25","[c]","[c]"
"In post","2021","Declared disabled","Black","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Attorney General's Departments","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Cabinet Office","EO","10","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Cabinet Office","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Cabinet Office","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Business, Energy and Industrial Strategy","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Business, Energy and Industrial Strategy","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Business, Energy and Industrial Strategy","SEO/HEO","30","30","36320","35000"
"In post","2021","Declared disabled","Black","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Digital, Culture, Media and Sport","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Education","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Education","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Environment, Food and Rural Affairs","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Environment, Food and Rural Affairs","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Environment, Food and Rural Affairs","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for International Trade","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Transport","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Transport","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Work and Pensions","AA/AO","135","115","22790","23130"
"In post","2021","Declared disabled","Black","Department for Work and Pensions","EO","400","370","30010","31060"
"In post","2021","Declared disabled","Black","Department for Work and Pensions","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department for Work and Pensions","SEO/HEO","40","40","38200","38400"
"In post","2021","Declared disabled","Black","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department of Health and Social Care","EO","10","5","[c]","[c]"
"In post","2021","Declared disabled","Black","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Department of Health and Social Care","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Black","ESTYN","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","ESTYN","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","ESTYN","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","ESTYN","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","ESTYN","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
