"Status","Year","Age","Ethnicity","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","Unknown","Unknown","SEO/HEO","70","60","39850","38540"
"In post","2021","60-64","Unknown","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Commercial","AA/AO","10","10","[c]","[c]"
"In post","2021","60-64","White","Commercial","EO","35","30","27270","26780"
"In post","2021","60-64","White","Commercial","G6/G7","55","45","65380","62150"
"In post","2021","60-64","White","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Commercial","SEO/HEO","135","125","40160","40170"
"In post","2021","60-64","White","Commercial","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","White","Communications","AA/AO","15","10","[c]","[c]"
"In post","2021","60-64","White","Communications","EO","25","20","[c]","[c]"
"In post","2021","60-64","White","Communications","G6/G7","20","20","[c]","[c]"
"In post","2021","60-64","White","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Communications","SEO/HEO","45","45","37900","36780"
"In post","2021","60-64","White","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Counter Fraud","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","White","Counter Fraud","EO","15","10","[c]","[c]"
"In post","2021","60-64","White","Counter Fraud","G6/G7","10","10","[c]","[c]"
"In post","2021","60-64","White","Counter Fraud","SEO/HEO","30","30","37640","36060"
"In post","2021","60-64","White","Digital, Data and Technology","AA/AO","30","25","[c]","[c]"
"In post","2021","60-64","White","Digital, Data and Technology","EO","110","95","27890","27100"
"In post","2021","60-64","White","Digital, Data and Technology","G6/G7","125","115","59930","59090"
"In post","2021","60-64","White","Digital, Data and Technology","SCS level","15","10","[c]","[c]"
"In post","2021","60-64","White","Digital, Data and Technology","SEO/HEO","270","235","38520","37920"
"In post","2021","60-64","White","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Economics","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","White","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Finance","AA/AO","115","85","21350","21440"
"In post","2021","60-64","White","Finance","EO","95","80","27180","26930"
"In post","2021","60-64","White","Finance","G6/G7","55","50","59790","58920"
"In post","2021","60-64","White","Finance","SCS level","15","15","[c]","[c]"
"In post","2021","60-64","White","Finance","SEO/HEO","160","140","41170","40580"
"In post","2021","60-64","White","Finance","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","White","Human Resources","AA/AO","90","75","21670","21580"
"In post","2021","60-64","White","Human Resources","EO","70","65","28270","27460"
"In post","2021","60-64","White","Human Resources","G6/G7","60","50","61430","59620"
"In post","2021","60-64","White","Human Resources","SCS level","10","5","[c]","[c]"
"In post","2021","60-64","White","Human Resources","SEO/HEO","165","135","38160","37410"
"In post","2021","60-64","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Inspector of Education and Training","G6/G7","50","50","76600","75500"
"In post","2021","60-64","White","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Inspector of Education and Training","SEO/HEO","35","30","51360","51360"
"In post","2021","60-64","White","Intelligence Analysis","AA/AO","10","10","[c]","[c]"
"In post","2021","60-64","White","Intelligence Analysis","EO","60","55","28550","27380"
"In post","2021","60-64","White","Intelligence Analysis","G6/G7","10","5","[c]","[c]"
"In post","2021","60-64","White","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Intelligence Analysis","SEO/HEO","55","45","39010","39420"
"In post","2021","60-64","White","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Internal Audit","EO","5","5","[c]","[c]"
"In post","2021","60-64","White","Internal Audit","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","White","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Internal Audit","SEO/HEO","35","30","41660","43140"
"In post","2021","60-64","White","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","International Trade","G6/G7","10","10","[c]","[c]"
"In post","2021","60-64","White","International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","International Trade","SEO/HEO","10","10","[c]","[c]"
"In post","2021","60-64","White","Knowledge and Information Management","AA/AO","25","25","[c]","[c]"
"In post","2021","60-64","White","Knowledge and Information Management","EO","40","35","27110","26670"
"In post","2021","60-64","White","Knowledge and Information Management","G6/G7","15","15","[c]","[c]"
"In post","2021","60-64","White","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Knowledge and Information Management","SEO/HEO","55","50","38250","37500"
"In post","2021","60-64","White","Legal","AA/AO","20","20","[c]","[c]"
"In post","2021","60-64","White","Legal","EO","60","45","27750","28130"
"In post","2021","60-64","White","Legal","G6/G7","245","205","62410","62480"
"In post","2021","60-64","White","Legal","SCS level","20","20","[c]","[c]"
"In post","2021","60-64","White","Legal","SEO/HEO","155","120","41410","40150"
"In post","2021","60-64","White","Medicine","AA/AO","20","20","[c]","[c]"
"In post","2021","60-64","White","Medicine","EO","25","20","[c]","[c]"
"In post","2021","60-64","White","Medicine","G6/G7","45","40","78520","79040"
"In post","2021","60-64","White","Medicine","SCS level","45","35","121060","110680"
"In post","2021","60-64","White","Medicine","SEO/HEO","45","40","38810","37890"
"In post","2021","60-64","White","Operational Delivery","AA/AO","5845","4515","22170","21430"
"In post","2021","60-64","White","Operational Delivery","EO","2655","2070","28320","27380"
"In post","2021","60-64","White","Operational Delivery","G6/G7","290","260","61750","59630"
"In post","2021","60-64","White","Operational Delivery","SCS level","40","35","106540","102130"
"In post","2021","60-64","White","Operational Delivery","SEO/HEO","1560","1250","37990","36410"
"In post","2021","60-64","White","Operational Delivery","Unknown","730","620","30430","28200"
"In post","2021","60-64","White","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Operational Research","G6/G7","25","20","[c]","[c]"
"In post","2021","60-64","White","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Operational Research","SEO/HEO","10","10","[c]","[c]"
"In post","2021","60-64","White","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Other","AA/AO","1055","990","20950","20920"
"In post","2021","60-64","White","Other","EO","510","470","27170","26930"
"In post","2021","60-64","White","Other","G6/G7","110","100","63440","60830"
"In post","2021","60-64","White","Other","SCS level","25","25","[c]","[c]"
"In post","2021","60-64","White","Other","SEO/HEO","380","350","36800","35690"
"In post","2021","60-64","White","Other","Unknown","25","25","[c]","[c]"
"In post","2021","60-64","White","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Planning Inspectors","G6/G7","30","25","61190","58810"
"In post","2021","60-64","White","Policy","AA/AO","40","35","22510","22080"
"In post","2021","60-64","White","Policy","EO","80","75","28780","28810"
"In post","2021","60-64","White","Policy","G6/G7","245","225","62680","60830"
"In post","2021","60-64","White","Policy","SCS level","60","60","96530","85080"
"In post","2021","60-64","White","Policy","SEO/HEO","250","220","40020","39280"
"In post","2021","60-64","White","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Project Delivery","AA/AO","25","20","[c]","[c]"
"In post","2021","60-64","White","Project Delivery","EO","100","90","26960","26670"
"In post","2021","60-64","White","Project Delivery","G6/G7","180","160","57520","55470"
"In post","2021","60-64","White","Project Delivery","SCS level","20","20","[c]","[c]"
"In post","2021","60-64","White","Project Delivery","SEO/HEO","445","395","38270","38630"
"In post","2021","60-64","White","Project Delivery","Unknown","30","25","46250","42950"
"In post","2021","60-64","White","Property","AA/AO","140","125","18790","17230"
"In post","2021","60-64","White","Property","EO","105","90","27740","26930"
"In post","2021","60-64","White","Property","G6/G7","100","95","60190","58970"
"In post","2021","60-64","White","Property","SCS level","10","10","[c]","[c]"
"In post","2021","60-64","White","Property","SEO/HEO","300","265","38110","36460"
"In post","2021","60-64","White","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Psychology","EO","5","5","[c]","[c]"
"In post","2021","60-64","White","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Science and Engineering","AA/AO","140","135","22020","22500"
"In post","2021","60-64","White","Science and Engineering","EO","120","105","27070","26930"
"In post","2021","60-64","White","Science and Engineering","G6/G7","200","175","58660","56430"
"In post","2021","60-64","White","Science and Engineering","SCS level","15","15","[c]","[c]"
"In post","2021","60-64","White","Science and Engineering","SEO/HEO","360","330","39090","39390"
"In post","2021","60-64","White","Science and Engineering","Unknown","45","40","43280","42340"
"In post","2021","60-64","White","Security","AA/AO","480","435","23970","20060"
"In post","2021","60-64","White","Security","EO","65","60","28880","26510"
"In post","2021","60-64","White","Security","G6/G7","20","15","[c]","[c]"
"In post","2021","60-64","White","Security","SEO/HEO","70","60","41380","37800"
"In post","2021","60-64","White","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Social Research","G6/G7","10","10","[c]","[c]"
"In post","2021","60-64","White","Social Research","SEO/HEO","10","10","[c]","[c]"
"In post","2021","60-64","White","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Statistics","EO","10","5","[c]","[c]"
"In post","2021","60-64","White","Statistics","G6/G7","15","15","[c]","[c]"
"In post","2021","60-64","White","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Statistics","SEO/HEO","10","10","[c]","[c]"
"In post","2021","60-64","White","Tax","AA/AO","55","45","20600","20140"
"In post","2021","60-64","White","Tax","EO","210","155","27780","28130"
"In post","2021","60-64","White","Tax","G6/G7","160","120","61230","59160"
"In post","2021","60-64","White","Tax","SCS level","10","5","[c]","[c]"
"In post","2021","60-64","White","Tax","SEO/HEO","385","285","36100","35000"
"In post","2021","60-64","White","Unknown","AA/AO","3155","2490","21190","21010"
"In post","2021","60-64","White","Unknown","EO","3865","2915","27850","27570"
"In post","2021","60-64","White","Unknown","G6/G7","330","285","60950","60740"
"In post","2021","60-64","White","Unknown","SCS level","60","60","101550","87400"
"In post","2021","60-64","White","Unknown","SEO/HEO","1040","830","36560","34290"
"In post","2021","60-64","White","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","60-64","White","Veterinarian","G6/G7","15","15","[c]","[c]"
"In post","2021","60-64","White","Veterinarian","SEO/HEO","15","15","[c]","[c]"
"In post","2021","65+","Asian","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Digital, Data and Technology","SEO/HEO","5","5","[c]","[c]"
"In post","2021","65+","Asian","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Finance","EO","5","5","[c]","[c]"
"In post","2021","65+","Asian","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Finance","SEO/HEO","10","10","[c]","[c]"
"In post","2021","65+","Asian","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Legal","G6/G7","5","5","[c]","[c]"
"In post","2021","65+","Asian","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Medicine","EO","[c]","[c]","[c]","[c]"
