"Status","Year","Profession_of_post","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Medicine","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","London","AA/AO","Heterosexual / straight","565","[c]","24270","22680"
"New entrant CS","2021","Operational Delivery","London","AA/AO","LGBO","50","[c]","25050","23530"
"New entrant CS","2021","Operational Delivery","London","AA/AO","Undeclared","50","[c]","23280","22680"
"New entrant CS","2021","Operational Delivery","London","AA/AO","Unknown","740","[c]","24360","22680"
"New entrant CS","2021","Operational Delivery","London","EO","Heterosexual / straight","435","[c]","28820","27660"
"New entrant CS","2021","Operational Delivery","London","EO","LGBO","55","[c]","28270","26880"
"New entrant CS","2021","Operational Delivery","London","EO","Undeclared","60","[c]","27240","26880"
"New entrant CS","2021","Operational Delivery","London","EO","Unknown","220","[c]","28430","28650"
"New entrant CS","2021","Operational Delivery","London","G6/G7","Heterosexual / straight","150","[c]","57850","54410"
"New entrant CS","2021","Operational Delivery","London","G6/G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","London","G6/G7","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","London","G6/G7","Unknown","35","[c]","56890","56190"
"New entrant CS","2021","Operational Delivery","London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","London","SEO/HEO","Heterosexual / straight","510","[c]","37050","36800"
"New entrant CS","2021","Operational Delivery","London","SEO/HEO","LGBO","55","[c]","35540","36160"
"New entrant CS","2021","Operational Delivery","London","SEO/HEO","Undeclared","90","[c]","35570","34350"
"New entrant CS","2021","Operational Delivery","London","SEO/HEO","Unknown","170","[c]","35860","35120"
"New entrant CS","2021","Operational Delivery","London","Unknown","Heterosexual / straight","165","[c]","26480","26810"
"New entrant CS","2021","Operational Delivery","London","Unknown","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","London","Unknown","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","London","Unknown","Unknown","65","[c]","25650","26810"
"New entrant CS","2021","Operational Delivery","Outside London","AA/AO","Heterosexual / straight","3945","[c]","21610","20950"
"New entrant CS","2021","Operational Delivery","Outside London","AA/AO","LGBO","410","[c]","21340","20800"
"New entrant CS","2021","Operational Delivery","Outside London","AA/AO","Undeclared","290","[c]","20850","20600"
"New entrant CS","2021","Operational Delivery","Outside London","AA/AO","Unknown","3370","[c]","21250","20880"
"New entrant CS","2021","Operational Delivery","Outside London","EO","Heterosexual / straight","1050","[c]","26630","24920"
"New entrant CS","2021","Operational Delivery","Outside London","EO","LGBO","110","[c]","25750","24880"
"New entrant CS","2021","Operational Delivery","Outside London","EO","Undeclared","85","[c]","25810","24250"
"New entrant CS","2021","Operational Delivery","Outside London","EO","Unknown","710","[c]","25170","24880"
"New entrant CS","2021","Operational Delivery","Outside London","G6/G7","Heterosexual / straight","120","[c]","53660","51230"
"New entrant CS","2021","Operational Delivery","Outside London","G6/G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Outside London","G6/G7","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Outside London","G6/G7","Unknown","35","[c]","53510","52030"
"New entrant CS","2021","Operational Delivery","Outside London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Outside London","SCS level","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Outside London","SEO/HEO","Heterosexual / straight","765","[c]","34380","33000"
"New entrant CS","2021","Operational Delivery","Outside London","SEO/HEO","LGBO","60","[c]","32980","31660"
"New entrant CS","2021","Operational Delivery","Outside London","SEO/HEO","Undeclared","65","[c]","34600","33290"
"New entrant CS","2021","Operational Delivery","Outside London","SEO/HEO","Unknown","250","[c]","33040","31810"
"New entrant CS","2021","Operational Delivery","Outside London","Unknown","Heterosexual / straight","770","[c]","22540","22920"
"New entrant CS","2021","Operational Delivery","Outside London","Unknown","LGBO","70","[c]","22230","22920"
"New entrant CS","2021","Operational Delivery","Outside London","Unknown","Undeclared","35","[c]","21680","22920"
"New entrant CS","2021","Operational Delivery","Outside London","Unknown","Unknown","320","[c]","21810","22920"
"New entrant CS","2021","Operational Delivery","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","SEO/HEO","Heterosexual / straight","35","[c]","35130","34880"
"New entrant CS","2021","Operational Research","London","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Outside London","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Outside London","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Outside London","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","London","AA/AO","Heterosexual / straight","60","[c]","22580","22300"
"New entrant CS","2021","Other","London","AA/AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Other","London","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Other","London","AA/AO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Other","London","EO","Heterosexual / straight","135","[c]","27090","26950"
"New entrant CS","2021","Other","London","EO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Other","London","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Other","London","EO","Unknown","95","[c]","27990","28650"
"New entrant CS","2021","Other","London","G6/G7","Heterosexual / straight","40","[c]","61780","58030"
"New entrant CS","2021","Other","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","London","G6/G7","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Other","London","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Other","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","London","SEO/HEO","Heterosexual / straight","85","[c]","36340","35560"
"New entrant CS","2021","Other","London","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Other","London","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Other","London","SEO/HEO","Unknown","60","[c]","37710","36320"
"New entrant CS","2021","Other","Outside London","AA/AO","Heterosexual / straight","435","[c]","20320","20920"
"New entrant CS","2021","Other","Outside London","AA/AO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Other","Outside London","AA/AO","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2021","Other","Outside London","AA/AO","Unknown","105","[c]","20990","20500"
"New entrant CS","2021","Other","Outside London","EO","Heterosexual / straight","255","[c]","24640","25000"
"New entrant CS","2021","Other","Outside London","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Other","Outside London","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Other","Outside London","EO","Unknown","85","[c]","22970","24880"
"New entrant CS","2021","Other","Outside London","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Other","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Outside London","G6/G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Other","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Outside London","SEO/HEO","Heterosexual / straight","130","[c]","32790","33000"
"New entrant CS","2021","Other","Outside London","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Other","Outside London","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Other","Outside London","SEO/HEO","Unknown","50","[c]","34100","32690"
"New entrant CS","2021","Other","Outside London","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Other","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Overseas","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Other","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","London","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Planning","London","EO","LGBO","[c]","[c]","[c]","[c]"
