"Status","Year","Function_of_post","Organisation","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","London","G7","10","10","59600","56700"
"In post","2021","Analysis","Office of Rail and Road","London","HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","London","SEO","5","5","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Outside London","G7","10","10","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Planning Inspectorate","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Planning Inspectorate","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Planning Inspectorate","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Planning Inspectorate","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Registers of Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Registers of Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Registers of Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Registers of Scotland","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Registers of Scotland","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","Outside London","EO","10","10","25320","25190"
"In post","2021","Analysis","Rural Payments Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","Outside London","HEO","10","10","29460","29690"
"In post","2021","Analysis","Rural Payments Agency","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Analysis","Scottish Courts and Tribunals Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Courts and Tribunals Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","London","HEO","10","10","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","London","SEO","5","5","[c]","[c]"
"In post","2021","Analysis","UK Intellectual Property Office","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Intellectual Property Office","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Intellectual Property Office","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Intellectual Property Office","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Intellectual Property Office","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Intellectual Property Office","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Intellectual Property Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Intellectual Property Office","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","London","AO","5","5","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","London","EO","10","10","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","London","G6","10","10","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","London","G7","35","30","54440","52230"
"In post","2021","Analysis","United Kingdom Statistics Authority","London","HEO","125","120","32630","32540"
"In post","2021","Analysis","United Kingdom Statistics Authority","London","SCS level","10","10","95870","78850"
"In post","2021","Analysis","United Kingdom Statistics Authority","London","SEO","35","35","40410","40020"
"In post","2021","Analysis","United Kingdom Statistics Authority","Outside London","AO","60","55","19220","19130"
"In post","2021","Analysis","United Kingdom Statistics Authority","Outside London","EO","185","165","24040","23050"
"In post","2021","Analysis","United Kingdom Statistics Authority","Outside London","G6","55","55","60640","58880"
"In post","2021","Analysis","United Kingdom Statistics Authority","Outside London","G7","255","245","50380","49100"
"In post","2021","Analysis","United Kingdom Statistics Authority","Outside London","HEO","470","455","30080","29540"
"In post","2021","Analysis","United Kingdom Statistics Authority","Outside London","SCS level","25","25","81850","72670"
"In post","2021","Analysis","United Kingdom Statistics Authority","Outside London","SEO","425","405","37230","37020"
"In post","2021","Analysis","Valuation Office Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","London","HEO","10","10","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Outside London","G7","15","10","54220","54990"
"In post","2021","Analysis","Valuation Office Agency","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Analysis","Wales Office","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","London","G6","5","5","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","London","G7","5","5","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","London","HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Welsh Revenue Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Welsh Revenue Authority","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Welsh Revenue Authority","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Welsh Revenue Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wilton Park","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Advisory, Conciliation and Arbitration Service","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Advisory, Conciliation and Arbitration Service","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Advisory, Conciliation and Arbitration Service","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Advisory, Conciliation and Arbitration Service","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Advisory, Conciliation and Arbitration Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Outside London","AO","15","10","22600","21050"
"In post","2021","Commercial","Animal and Plant Health Agency","Outside London","EO","10","10","26490","25230"
"In post","2021","Commercial","Animal and Plant Health Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Outside London","HEO","10","10","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Outside London","SEO","10","10","39330","38590"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","London","EO","20","20","27640","27500"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","London","G6","160","160","78680","75620"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","London","G7","220","220","56620","54700"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","London","HEO","30","30","34960","34550"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","London","SCS level","295","290","99960","88320"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","London","SEO","40","40","41120","40600"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Outside London","G6","155","155","75240","71860"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Outside London","G7","250","245","52000","51400"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Outside London","SCS level","180","180","81890","71000"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Outside London","SEO","40","40","38470","38420"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","G7","5","5","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AO","[c]","[c]","[c]","[c]"
