"Status","Year","Function_of_post","Organisation","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Human Resources","Advisory, Conciliation and Arbitration Service","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Advisory, Conciliation and Arbitration Service","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Advisory, Conciliation and Arbitration Service","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Advisory, Conciliation and Arbitration Service","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Advisory, Conciliation and Arbitration Service","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Advisory, Conciliation and Arbitration Service","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","London","Heterosexual / straight","400","385","47720","41820"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","London","LGBO","40","40","40340","37300"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","London","Undeclared","25","25","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","London","Unknown","65","65","43300","35590"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","North East (England)","Heterosexual / straight","285","265","27350","23850"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","North East (England)","LGBO","15","15","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","North East (England)","Undeclared","20","15","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","North East (England)","Unknown","25","25","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","North West (England)","Heterosexual / straight","80","75","39050","37300"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","North West (England)","LGBO","5","5","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","North West (England)","Unknown","20","20","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","South East (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","South East (England)","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","75","65","40900","38420"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","Yorkshire and The Humber","LGBO","10","10","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","East of England","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Charity Commission","North West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","Charity Commission","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Charity Commission","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Charity Commission","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Companies House","Wales","Heterosexual / straight","70","65","32790","27460"
"In post","2021","Human Resources","Companies House","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Companies House","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Companies House","Wales","Unknown","10","10","[c]","[c]"
"In post","2021","Human Resources","Competition and Markets Authority","London","Heterosexual / straight","30","30","50040","45890"
"In post","2021","Human Resources","Competition and Markets Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Competition and Markets Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Commercial Service","East of England","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Human Resources","Crown Commercial Service","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Commercial Service","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Commercial Service","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Commercial Service","North West (England)","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Human Resources","Crown Commercial Service","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Commercial Service","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Commercial Service","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Commercial Service","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Commercial Service","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Office and Procurator Fiscal Service","Scotland","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Human Resources","Crown Office and Procurator Fiscal Service","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","East Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","London","Heterosexual / straight","30","30","48000","39750"
"In post","2021","Human Resources","Crown Prosecution Service","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","London","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","North West (England)","Heterosexual / straight","30","30","36620","30610"
"In post","2021","Human Resources","Crown Prosecution Service","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","Wales","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","West Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","Yorkshire and The Humber","Heterosexual / straight","30","30","42170","38180"
"In post","2021","Human Resources","Crown Prosecution Service","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Debt Management Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Debt Management Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Debt Management Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Defence Electronics and Components Agency","Wales","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","Defence Electronics and Components Agency","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Defence Electronics and Components Agency","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Defence Electronics and Components Agency","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Defence Electronics and Components Agency","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Defence Equipment and Support","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Defence Equipment and Support","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Defence Equipment and Support","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Defence Equipment and Support","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Defence Equipment and Support","South West (England)","Heterosexual / straight","160","150","39340","35000"
"In post","2021","Human Resources","Defence Equipment and Support","South West (England)","LGBO","5","5","[c]","[c]"
"In post","2021","Human Resources","Defence Equipment and Support","South West (England)","Undeclared","15","10","[c]","[c]"
"In post","2021","Human Resources","Defence Equipment and Support","South West (England)","Unknown","15","10","[c]","[c]"
"In post","2021","Human Resources","Defence Science and Technology Laboratory","South East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","Defence Science and Technology Laboratory","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Defence Science and Technology Laboratory","South West (England)","Heterosexual / straight","65","60","33220","28650"
"In post","2021","Human Resources","Defence Science and Technology Laboratory","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Defence Science and Technology Laboratory","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Defence Science and Technology Laboratory","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Heterosexual / straight","70","65","49920","53380"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","LGBO","10","10","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","45","45","50560","37320"
"In post","2021","Human Resources","Department for Digital, Culture, Media and Sport","London","LGBO","10","10","[c]","[c]"
"In post","2021","Human Resources","Department for Digital, Culture, Media and Sport","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Digital, Culture, Media and Sport","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Digital, Culture, Media and Sport","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Digital, Culture, Media and Sport","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Digital, Culture, Media and Sport","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Digital, Culture, Media and Sport","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","East Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","North East (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","North West (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","West Midlands (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","West Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","30","30","34470","29730"
"In post","2021","Human Resources","Department for Education (excl. agencies)","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Heterosexual / straight","45","45","48300","43140"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Heterosexual / straight","50","50","39980","37120"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Unknown","10","5","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for International Trade","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for International Trade","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for International Trade","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for International Trade","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for International Trade","London","Heterosexual / straight","70","70","44450","38540"
"In post","2021","Human Resources","Department for International Trade","London","LGBO","15","15","[c]","[c]"
"In post","2021","Human Resources","Department for International Trade","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Human Resources","Department for International Trade","London","Unknown","20","20","[c]","[c]"
"In post","2021","Human Resources","Department for International Trade","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for International Trade","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for International Trade","South East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","Department for International Trade","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for International Trade","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for International Trade","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for International Trade","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for International Trade","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","London","Heterosexual / straight","60","60","48600","45010"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","London","LGBO","5","5","[c]","[c]"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","London","Unknown","10","10","[c]","[c]"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","Wales","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","Wales","Unknown","10","10","[c]","[c]"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Transport (excl. agencies)","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department of Health and Social Care (excl. agencies)","London","Heterosexual / straight","50","45","45300","40650"
"In post","2021","Human Resources","Department of Health and Social Care (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department of Health and Social Care (excl. agencies)","London","Unknown","40","40","32620","27270"
"In post","2021","Human Resources","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Human Resources","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","Unknown","15","15","[c]","[c]"
"In post","2021","Human Resources","Driver and Vehicle Licensing Agency","Wales","Heterosexual / straight","140","130","32370","31380"
"In post","2021","Human Resources","Driver and Vehicle Licensing Agency","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Driver and Vehicle Licensing Agency","Wales","Undeclared","25","20","[c]","[c]"
"In post","2021","Human Resources","Driver and Vehicle Licensing Agency","Wales","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","East Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","East of England","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","East of England","Undeclared","10","10","[c]","[c]"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Driver and Vehicle Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
