"Status","Year","Age","Disability","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Declared disabled","Project Delivery","G6/G7","20","20","[c]","[c]"
"In post","2021","20-29","Declared disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Project Delivery","SEO/HEO","140","140","33930","33300"
"In post","2021","20-29","Declared disabled","Project Delivery","Unknown","25","20","[c]","[c]"
"In post","2021","20-29","Declared disabled","Property","AA/AO","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Property","EO","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Property","SEO/HEO","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Security","AA/AO","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Security","EO","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Security","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Unknown","AA/AO","580","560","21510","21010"
"In post","2021","20-29","Declared disabled","Unknown","EO","845","830","28070","27570"
"In post","2021","20-29","Declared disabled","Unknown","G6/G7","40","40","54840","56120"
"In post","2021","20-29","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Unknown","SEO/HEO","220","220","35200","34530"
"In post","2021","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Analysis","AA/AO","60","60","22720","22440"
"In post","2021","20-29","Declared non-disabled","Analysis","EO","160","160","26840","26590"
"In post","2021","20-29","Declared non-disabled","Analysis","G6/G7","230","225","54520","54650"
"In post","2021","20-29","Declared non-disabled","Analysis","SEO/HEO","965","960","35250","34570"
"In post","2021","20-29","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Commercial","AA/AO","75","75","21250","20920"
"In post","2021","20-29","Declared non-disabled","Commercial","EO","135","135","26240","26670"
"In post","2021","20-29","Declared non-disabled","Commercial","G6/G7","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Commercial","SCS level","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Commercial","SEO/HEO","270","270","34880","34500"
"In post","2021","20-29","Declared non-disabled","Commercial","Unknown","45","45","28020","26670"
"In post","2021","20-29","Declared non-disabled","Communications","AA/AO","55","50","22100","21180"
"In post","2021","20-29","Declared non-disabled","Communications","EO","505","505","25780","25560"
"In post","2021","20-29","Declared non-disabled","Communications","G6/G7","35","35","54300","54670"
"In post","2021","20-29","Declared non-disabled","Communications","SEO/HEO","430","430","35000","33210"
"In post","2021","20-29","Declared non-disabled","Counter Fraud","AA/AO","30","30","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Counter Fraud","EO","375","375","26640","25560"
"In post","2021","20-29","Declared non-disabled","Counter Fraud","G6/G7","45","45","53820","52580"
"In post","2021","20-29","Declared non-disabled","Counter Fraud","SEO/HEO","155","155","33780","31810"
"In post","2021","20-29","Declared non-disabled","Debt","AA/AO","305","295","20370","20140"
"In post","2021","20-29","Declared non-disabled","Debt","EO","75","75","25310","25560"
"In post","2021","20-29","Declared non-disabled","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Debt","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Digital, Data & Technology","AA/AO","45","45","21180","20920"
"In post","2021","20-29","Declared non-disabled","Digital, Data & Technology","EO","315","315","26510","26130"
"In post","2021","20-29","Declared non-disabled","Digital, Data & Technology","G6/G7","125","125","54350","54700"
"In post","2021","20-29","Declared non-disabled","Digital, Data & Technology","SEO/HEO","560","555","35090","33860"
"In post","2021","20-29","Declared non-disabled","Digital, Data & Technology","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Finance","AA/AO","100","95","21080","20140"
"In post","2021","20-29","Declared non-disabled","Finance","EO","235","235","25420","25920"
"In post","2021","20-29","Declared non-disabled","Finance","G6/G7","75","75","55740","55160"
"In post","2021","20-29","Declared non-disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Finance","SEO/HEO","345","340","35780","35030"
"In post","2021","20-29","Declared non-disabled","Finance","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Grants Management","AA/AO","160","160","20850","21050"
"In post","2021","20-29","Declared non-disabled","Grants Management","EO","60","60","24840","24920"
"In post","2021","20-29","Declared non-disabled","Grants Management","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Human Resources","AA/AO","170","165","21280","20920"
"In post","2021","20-29","Declared non-disabled","Human Resources","EO","245","240","25780","26180"
"In post","2021","20-29","Declared non-disabled","Human Resources","G6/G7","85","85","55140","54070"
"In post","2021","20-29","Declared non-disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Human Resources","SEO/HEO","370","370","33330","32120"
"In post","2021","20-29","Declared non-disabled","Human Resources","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Internal Audit","EO","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Internal Audit","SEO/HEO","25","25","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Legal","AA/AO","185","175","22730","22350"
"In post","2021","20-29","Declared non-disabled","Legal","EO","295","290","27610","26970"
"In post","2021","20-29","Declared non-disabled","Legal","G6/G7","145","145","51890","51250"
"In post","2021","20-29","Declared non-disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Legal","SEO/HEO","320","315","35370","35130"
"In post","2021","20-29","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","No function","AA/AO","8550","8340","23400","22350"
"In post","2021","20-29","Declared non-disabled","No function","EO","3220","3190","26700","26390"
"In post","2021","20-29","Declared non-disabled","No function","G6/G7","1460","1455","54430","53380"
"In post","2021","20-29","Declared non-disabled","No function","SCS level","10","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","No function","SEO/HEO","5270","5240","34230","33570"
"In post","2021","20-29","Declared non-disabled","No function","Unknown","1515","1490","25630","23840"
"In post","2021","20-29","Declared non-disabled","Project Delivery","AA/AO","90","85","21480","21040"
"In post","2021","20-29","Declared non-disabled","Project Delivery","EO","955","945","23820","25310"
"In post","2021","20-29","Declared non-disabled","Project Delivery","G6/G7","175","175","52780","53380"
"In post","2021","20-29","Declared non-disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Project Delivery","SEO/HEO","1470","1460","33120","32870"
"In post","2021","20-29","Declared non-disabled","Project Delivery","Unknown","225","225","29400","27840"
"In post","2021","20-29","Declared non-disabled","Property","AA/AO","155","150","21400","21030"
"In post","2021","20-29","Declared non-disabled","Property","EO","180","175","26200","25860"
"In post","2021","20-29","Declared non-disabled","Property","G6/G7","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Property","SEO/HEO","175","175","34130","33300"
"In post","2021","20-29","Declared non-disabled","Property","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Security","AA/AO","460","460","24160","23960"
"In post","2021","20-29","Declared non-disabled","Security","EO","105","105","26900","26670"
"In post","2021","20-29","Declared non-disabled","Security","G6/G7","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Security","SEO/HEO","130","130","35800","34550"
"In post","2021","20-29","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Unknown","AA/AO","4990","4805","21610","21010"
"In post","2021","20-29","Declared non-disabled","Unknown","EO","6820","6735","27750","27570"
"In post","2021","20-29","Declared non-disabled","Unknown","G6/G7","285","280","57100","57460"
"In post","2021","20-29","Declared non-disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Unknown","SEO/HEO","2275","2265","35850","35070"
"In post","2021","20-29","Declared non-disabled","Unknown","Unknown","35","35","[c]","[c]"
"In post","2021","20-29","Undeclared","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Analysis","EO","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Analysis","G6/G7","25","25","[c]","[c]"
"In post","2021","20-29","Undeclared","Analysis","SEO/HEO","75","75","34670","33930"
"In post","2021","20-29","Undeclared","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Commercial","EO","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Commercial","SEO/HEO","15","15","[c]","[c]"
"In post","2021","20-29","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Communications","EO","25","25","[c]","[c]"
"In post","2021","20-29","Undeclared","Communications","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Communications","SEO/HEO","35","35","35610","34710"
"In post","2021","20-29","Undeclared","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Counter Fraud","EO","15","15","[c]","[c]"
"In post","2021","20-29","Undeclared","Counter Fraud","SEO/HEO","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Debt","AA/AO","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Digital, Data & Technology","EO","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Digital, Data & Technology","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Digital, Data & Technology","SEO/HEO","35","35","35510","35060"
"In post","2021","20-29","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Finance","EO","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Finance","G6/G7","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Finance","SEO/HEO","25","25","[c]","[c]"
"In post","2021","20-29","Undeclared","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Human Resources","AA/AO","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Human Resources","EO","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Human Resources","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Human Resources","SEO/HEO","15","15","[c]","[c]"
"In post","2021","20-29","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Legal","EO","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","No function","AA/AO","450","435","23480","22060"
"In post","2021","20-29","Undeclared","No function","EO","250","245","27180","26750"
"In post","2021","20-29","Undeclared","No function","G6/G7","125","125","54450","53380"
"In post","2021","20-29","Undeclared","No function","SEO/HEO","515","515","34330","33570"
"In post","2021","20-29","Undeclared","No function","Unknown","65","60","26410","24020"
