"Status","Year","Region_ITL1","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","East of England","Outside London","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","London","London","Female","Heterosexual / straight","1285","[c]","40040","32650"
"Leaver CS","2021","London","London","Female","LGBO","95","[c]","42000","33300"
"Leaver CS","2021","London","London","Female","Undeclared","185","[c]","41350","35200"
"Leaver CS","2021","London","London","Female","Unknown","1150","[c]","36750","31060"
"Leaver CS","2021","London","London","Male","Heterosexual / straight","1135","[c]","44340","36530"
"Leaver CS","2021","London","London","Male","LGBO","110","[c]","45100","40350"
"Leaver CS","2021","London","London","Male","Undeclared","195","[c]","46940","40470"
"Leaver CS","2021","London","London","Male","Unknown","1080","[c]","39770","31880"
"Leaver CS","2021","London","London","Unknown","Heterosexual / straight","40","[c]","42130","38870"
"Leaver CS","2021","London","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","London","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","London","London","Unknown","Unknown","30","[c]","52240","42640"
"Leaver CS","2021","North East (England)","Outside London","Female","Heterosexual / straight","345","[c]","25820","21010"
"Leaver CS","2021","North East (England)","Outside London","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Outside London","Female","Undeclared","35","[c]","27630","21680"
"Leaver CS","2021","North East (England)","Outside London","Female","Unknown","615","[c]","25650","21050"
"Leaver CS","2021","North East (England)","Outside London","Male","Heterosexual / straight","260","[c]","28640","21430"
"Leaver CS","2021","North East (England)","Outside London","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Outside London","Male","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Outside London","Male","Unknown","370","[c]","25260","21240"
"Leaver CS","2021","North East (England)","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Outside London","Female","Heterosexual / straight","745","[c]","27760","22570"
"Leaver CS","2021","North West (England)","Outside London","Female","LGBO","40","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Outside London","Female","Undeclared","85","[c]","29940","24210"
"Leaver CS","2021","North West (England)","Outside London","Female","Unknown","685","[c]","26160","21180"
"Leaver CS","2021","North West (England)","Outside London","Male","Heterosexual / straight","560","[c]","29960","25780"
"Leaver CS","2021","North West (England)","Outside London","Male","LGBO","50","[c]","31220","26670"
"Leaver CS","2021","North West (England)","Outside London","Male","Undeclared","80","[c]","28040","26780"
"Leaver CS","2021","North West (England)","Outside London","Male","Unknown","520","[c]","27330","24920"
"Leaver CS","2021","North West (England)","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Outside London","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Outside London","Female","Unknown","75","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Outside London","Male","Heterosexual / straight","35","[c]","27530","21320"
"Leaver CS","2021","Northern Ireland","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Outside London","Male","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","Female","Heterosexual / straight","35","[c]","37420","36960"
"Leaver CS","2021","Overseas","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","Female","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","Male","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Outside London","Female","Heterosexual / straight","395","[c]","30260","26570"
"Leaver CS","2021","Scotland","Outside London","Female","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Outside London","Female","Undeclared","105","[c]","28830","22820"
"Leaver CS","2021","Scotland","Outside London","Female","Unknown","670","[c]","31260","26160"
"Leaver CS","2021","Scotland","Outside London","Male","Heterosexual / straight","415","[c]","34930","30950"
"Leaver CS","2021","Scotland","Outside London","Male","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Outside London","Male","Undeclared","110","[c]","30610","27570"
"Leaver CS","2021","Scotland","Outside London","Male","Unknown","595","[c]","33830","29190"
"Leaver CS","2021","Scotland","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Outside London","Female","Heterosexual / straight","660","[c]","28420","25110"
"Leaver CS","2021","South East (England)","Outside London","Female","LGBO","55","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Outside London","Female","Undeclared","110","[c]","29270","26670"
"Leaver CS","2021","South East (England)","Outside London","Female","Unknown","475","[c]","27800","24370"
"Leaver CS","2021","South East (England)","Outside London","Male","Heterosexual / straight","775","[c]","30670","27670"
"Leaver CS","2021","South East (England)","Outside London","Male","LGBO","45","[c]","29780","24180"
"Leaver CS","2021","South East (England)","Outside London","Male","Undeclared","125","[c]","35250","32430"
"Leaver CS","2021","South East (England)","Outside London","Male","Unknown","445","[c]","31510","26890"
"Leaver CS","2021","South East (England)","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Outside London","Female","Heterosexual / straight","640","[c]","29420","26000"
"Leaver CS","2021","South West (England)","Outside London","Female","LGBO","50","[c]","23380","21010"
"Leaver CS","2021","South West (England)","Outside London","Female","Undeclared","95","[c]","29130","26780"
"Leaver CS","2021","South West (England)","Outside London","Female","Unknown","325","[c]","30020","27570"
"Leaver CS","2021","South West (England)","Outside London","Male","Heterosexual / straight","785","[c]","35500","32670"
"Leaver CS","2021","South West (England)","Outside London","Male","LGBO","40","[c]","25830","22780"
"Leaver CS","2021","South West (England)","Outside London","Male","Undeclared","120","[c]","34410","33010"
"Leaver CS","2021","South West (England)","Outside London","Male","Unknown","400","[c]","33430","27570"
"Leaver CS","2021","South West (England)","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","Unknown","305","[c]","39690","28000"
"Leaver CS","2021","Unknown","Unknown","Male","Heterosexual / straight","35","[c]","45830","38650"
"Leaver CS","2021","Unknown","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Male","Unknown","325","[c]","40710","32400"
"Leaver CS","2021","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Outside London","Female","Heterosexual / straight","425","[c]","28410","22160"
"Leaver CS","2021","Wales","Outside London","Female","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Outside London","Female","Undeclared","80","[c]","28010","21590"
"Leaver CS","2021","Wales","Outside London","Female","Unknown","495","[c]","25730","21590"
"Leaver CS","2021","Wales","Outside London","Male","Heterosexual / straight","425","[c]","32060","26890"
"Leaver CS","2021","Wales","Outside London","Male","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Outside London","Male","Undeclared","65","[c]","30510","24950"
"Leaver CS","2021","Wales","Outside London","Male","Unknown","425","[c]","28650","23320"
"Leaver CS","2021","Wales","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Outside London","Female","Heterosexual / straight","450","[c]","28220","25470"
"Leaver CS","2021","West Midlands (England)","Outside London","Female","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Outside London","Female","Undeclared","65","[c]","29860","27570"
"Leaver CS","2021","West Midlands (England)","Outside London","Female","Unknown","530","[c]","29640","22570"
"Leaver CS","2021","West Midlands (England)","Outside London","Male","Heterosexual / straight","365","[c]","32170","26120"
"Leaver CS","2021","West Midlands (England)","Outside London","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Outside London","Male","Undeclared","60","[c]","32070","26440"
"Leaver CS","2021","West Midlands (England)","Outside London","Male","Unknown","355","[c]","30580","25140"
"Leaver CS","2021","West Midlands (England)","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Outside London","Female","Heterosexual / straight","495","[c]","28990","26120"
"Leaver CS","2021","Yorkshire and The Humber","Outside London","Female","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Outside London","Female","Undeclared","90","[c]","28150","26920"
"Leaver CS","2021","Yorkshire and The Humber","Outside London","Female","Unknown","680","[c]","27970","25490"
"Leaver CS","2021","Yorkshire and The Humber","Outside London","Male","Heterosexual / straight","470","[c]","31780","26670"
"Leaver CS","2021","Yorkshire and The Humber","Outside London","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Outside London","Male","Undeclared","70","[c]","33220","27550"
"Leaver CS","2021","Yorkshire and The Humber","Outside London","Male","Unknown","485","[c]","33070","27570"
"Leaver CS","2021","Yorkshire and The Humber","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Outside London","Female","Heterosexual / straight","85","[c]","26160","23470"
"Leaver Dept.","2021","East Midlands (England)","Outside London","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Outside London","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Outside London","Female","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Outside London","Male","Heterosexual / straight","50","[c]","25980","21530"
"Leaver Dept.","2021","East Midlands (England)","Outside London","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Outside London","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Outside London","Male","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Outside London","Female","Heterosexual / straight","80","[c]","32920","29290"
"Leaver Dept.","2021","East of England","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Outside London","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Outside London","Female","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Outside London","Male","Heterosexual / straight","45","[c]","32770","32390"
"Leaver Dept.","2021","East of England","Outside London","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Outside London","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Outside London","Male","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","London","Female","Heterosexual / straight","1590","[c]","44260","38820"
"Leaver Dept.","2021","London","London","Female","LGBO","130","[c]","41000","35070"
"Leaver Dept.","2021","London","London","Female","Undeclared","195","[c]","47260","42630"
