"Status","Year","Age","Ethnicity","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","30-39","White","Department of Health and Social Care","G7","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Department of Health and Social Care","HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Department of Health and Social Care","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Department of Health and Social Care","SEO","45","[c]","39500","40040"
"Leaver CS","2021","30-39","White","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","ESTYN","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Foreign, Commonwealth and Development Office","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Foreign, Commonwealth and Development Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Foreign, Commonwealth and Development Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Foreign, Commonwealth and Development Office","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Foreign, Commonwealth and Development Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","HM Land Registry","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","HM Revenue and Customs","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","HM Revenue and Customs","AO","135","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","HM Revenue and Customs","EO","45","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","HM Revenue and Customs","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","HM Revenue and Customs","HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","HM Revenue and Customs","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","HM Treasury","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","HM Treasury","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","HM Treasury","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","HM Treasury","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Home Office","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Home Office","AO","35","[c]","21320","21010"
"Leaver CS","2021","30-39","White","Home Office","EO","55","[c]","25760","24890"
"Leaver CS","2021","30-39","White","Home Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Home Office","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Home Office","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Home Office","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Ministry of Defence","AA","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Ministry of Defence","AO","50","[c]","24570","20920"
"Leaver CS","2021","30-39","White","Ministry of Defence","EO","50","[c]","26840","26670"
"Leaver CS","2021","30-39","White","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Ministry of Defence","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Ministry of Defence","HEO","60","[c]","33780","33290"
"Leaver CS","2021","30-39","White","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Ministry of Defence","SEO","50","[c]","39780","40580"
"Leaver CS","2021","30-39","White","Ministry of Defence","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Ministry of Housing, Communities and Local Government","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Ministry of Housing, Communities and Local Government","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Ministry of Housing, Communities and Local Government","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Ministry of Housing, Communities and Local Government","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Ministry of Housing, Communities and Local Government","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Ministry of Justice","AA","45","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Ministry of Justice","AO","335","[c]","20320","19570"
"Leaver CS","2021","30-39","White","Ministry of Justice","EO","75","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Ministry of Justice","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Ministry of Justice","HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Ministry of Justice","SEO","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Ministry of Justice","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","National Crime Agency","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Northern Ireland Office","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Office for Standards in Education","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Office for Standards in Education","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Office for Standards in Education","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Office for Standards in Education","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Office for Standards in Education","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Office of Gas and Electricity Markets","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Other Cabinet Office Agencies","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Other Cabinet Office Agencies","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Other Cabinet Office Agencies","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Other Cabinet Office Agencies","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Scotland Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Scottish Government","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Scottish Government","AO","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Scottish Government","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Scottish Government","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Scottish Government","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Scottish Government","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Scottish Government","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","The National Archives","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","The National Archives","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","The National Archives","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","The National Archives","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","UK Supreme Court","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","UK Supreme Court","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","United Kingdom Statistics Authority","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","United Kingdom Statistics Authority","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","United Kingdom Statistics Authority","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","United Kingdom Statistics Authority","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","United Kingdom Statistics Authority","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Wales Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Welsh Government","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Welsh Government","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Welsh Government","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Welsh Government","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Welsh Government","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Attorney General's Departments","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Cabinet Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Chancellor's other departments","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Charity Commission","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Education","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Education","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Education","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Education","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Education","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Environment, Food and Rural Affairs","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Transport","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Transport","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Transport","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Transport","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Work and Pensions","AO","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Work and Pensions","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department of Health and Social Care","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department of Health and Social Care","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Department of Health and Social Care","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Foreign, Commonwealth and Development Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Foreign, Commonwealth and Development Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Foreign, Commonwealth and Development Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","HM Land Registry","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","HM Revenue and Customs","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","HM Revenue and Customs","AO","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","HM Revenue and Customs","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","HM Revenue and Customs","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","HM Treasury","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","HM Treasury","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Home Office","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Home Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Home Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Home Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Home Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Home Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Home Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Ministry of Housing, Communities and Local Government","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Ministry of Housing, Communities and Local Government","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Ministry of Housing, Communities and Local Government","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Ministry of Housing, Communities and Local Government","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Ministry of Housing, Communities and Local Government","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Ministry of Justice","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Ministry of Justice","AO","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Ministry of Justice","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","National Crime Agency","G7","[c]","[c]","[c]","[c]"
