"Status","Year","Age","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Overseas","SCS level","Female","15","15","[c]","[c]"
"In post","2021","30-39","Overseas","SCS level","Male","10","10","[c]","[c]"
"In post","2021","30-39","Overseas","SEO/HEO","Female","175","170","37600","35000"
"In post","2021","30-39","Overseas","SEO/HEO","Male","255","255","38370","34770"
"In post","2021","30-39","Overseas","Unknown","Female","35","35","[c]","[c]"
"In post","2021","30-39","Overseas","Unknown","Male","45","45","[c]","[c]"
"In post","2021","30-39","Unknown","AA/AO","Female","20","20","[c]","[c]"
"In post","2021","30-39","Unknown","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","EO","Female","65","60","27680","27570"
"In post","2021","30-39","Unknown","EO","Male","60","60","27660","27570"
"In post","2021","30-39","Unknown","G6/G7","Female","25","25","[c]","[c]"
"In post","2021","30-39","Unknown","G6/G7","Male","30","30","58750","57220"
"In post","2021","30-39","Unknown","SCS level","Female","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","SCS level","Male","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","SEO/HEO","Female","65","60","33670","32000"
"In post","2021","30-39","Unknown","SEO/HEO","Male","70","70","34460","33250"
"In post","2021","30-39","Unknown","Unknown","Female","45","45","37790","35380"
"In post","2021","30-39","Unknown","Unknown","Male","375","375","37180","33570"
"In post","2021","40-49","London","AA/AO","Female","1270","1080","24760","24630"
"In post","2021","40-49","London","AA/AO","Male","995","975","27220","25630"
"In post","2021","40-49","London","EO","Female","2425","2185","30070","30270"
"In post","2021","40-49","London","EO","Male","1565","1545","30280","30260"
"In post","2021","40-49","London","G6/G7","Female","3990","3660","61260","59540"
"In post","2021","40-49","London","G6/G7","Male","3495","3465","62230","60380"
"In post","2021","40-49","London","SCS level","Female","1040","970","87070","79670"
"In post","2021","40-49","London","SCS level","Male","965","955","91430","83180"
"In post","2021","40-49","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","London","SEO/HEO","Female","3335","3145","39440","39140"
"In post","2021","40-49","London","SEO/HEO","Male","2885","2870","39960","39800"
"In post","2021","40-49","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","London","Unknown","Female","225","210","36430","36580"
"In post","2021","40-49","London","Unknown","Male","110","110","35910","35310"
"In post","2021","40-49","Outside London","AA/AO","Female","14560","12145","21480","21010"
"In post","2021","40-49","Outside London","AA/AO","Male","10350","10080","23410","21130"
"In post","2021","40-49","Outside London","EO","Female","14110","12495","27150","27570"
"In post","2021","40-49","Outside London","EO","Male","10085","9960","27730","27570"
"In post","2021","40-49","Outside London","G6/G7","Female","5545","5205","57110","54540"
"In post","2021","40-49","Outside London","G6/G7","Male","5620","5570","57380","55000"
"In post","2021","40-49","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Outside London","SCS level","Female","360","350","85240","80000"
"In post","2021","40-49","Outside London","SCS level","Male","410","405","87570","82550"
"In post","2021","40-49","Outside London","SEO/HEO","Female","12830","11945","36430","35310"
"In post","2021","40-49","Outside London","SEO/HEO","Male","11075","10975","37040","36740"
"In post","2021","40-49","Outside London","Unknown","Female","2285","2050","32520","32690"
"In post","2021","40-49","Outside London","Unknown","Male","865","845","36960","37170"
"In post","2021","40-49","Overseas","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","40-49","Overseas","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","40-49","Overseas","EO","Female","45","45","27950","26930"
"In post","2021","40-49","Overseas","EO","Male","40","40","27890","27370"
"In post","2021","40-49","Overseas","G6/G7","Female","200","200","60740","60440"
"In post","2021","40-49","Overseas","G6/G7","Male","250","250","60680","59860"
"In post","2021","40-49","Overseas","SCS level","Female","50","50","80470","74740"
"In post","2021","40-49","Overseas","SCS level","Male","70","70","82780","74740"
"In post","2021","40-49","Overseas","SEO/HEO","Female","160","160","40300","40000"
"In post","2021","40-49","Overseas","SEO/HEO","Male","265","265","41570","38300"
"In post","2021","40-49","Overseas","Unknown","Female","35","35","[c]","[c]"
"In post","2021","40-49","Overseas","Unknown","Male","50","50","[c]","[c]"
"In post","2021","40-49","Unknown","AA/AO","Female","30","25","[c]","[c]"
"In post","2021","40-49","Unknown","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","EO","Female","75","70","27620","27570"
"In post","2021","40-49","Unknown","EO","Male","45","45","28340","27570"
"In post","2021","40-49","Unknown","G6/G7","Female","30","30","[c]","[c]"
"In post","2021","40-49","Unknown","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","40-49","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","SEO/HEO","Female","55","50","35840","33500"
"In post","2021","40-49","Unknown","SEO/HEO","Male","50","45","37080","34930"
"In post","2021","40-49","Unknown","Unknown","Female","40","40","35720","32700"
"In post","2021","40-49","Unknown","Unknown","Male","370","370","40100","35380"
"In post","2021","50-59","London","AA/AO","Female","2090","1895","24620","24670"
"In post","2021","50-59","London","AA/AO","Male","1510","1480","26230","25110"
"In post","2021","50-59","London","EO","Female","3535","3305","30290","30430"
"In post","2021","50-59","London","EO","Male","2285","2200","30850","30750"
"In post","2021","50-59","London","G6/G7","Female","2745","2630","62560","60720"
"In post","2021","50-59","London","G6/G7","Male","3235","3200","63930","62150"
"In post","2021","50-59","London","SCS level","Female","615","595","96410","88560"
"In post","2021","50-59","London","SCS level","Male","800","790","100340","92390"
"In post","2021","50-59","London","SEO/HEO","Female","3510","3385","39520","38890"
"In post","2021","50-59","London","SEO/HEO","Male","3515","3485","40880","40220"
"In post","2021","50-59","London","Unknown","Female","250","240","36650","36580"
"In post","2021","50-59","London","Unknown","Male","130","130","36210","36580"
"In post","2021","50-59","Outside London","AA/AO","Female","21800","18590","21320","21010"
"In post","2021","50-59","Outside London","AA/AO","Male","14990","14305","23600","21130"
"In post","2021","50-59","Outside London","EO","Female","19225","17200","27290","27570"
"In post","2021","50-59","Outside London","EO","Male","13855","13355","28470","27570"
"In post","2021","50-59","Outside London","G6/G7","Female","5415","5185","58140","55610"
"In post","2021","50-59","Outside London","G6/G7","Male","6660","6575","59430","57130"
"In post","2021","50-59","Outside London","SCS level","Female","485","475","90670","83240"
"In post","2021","50-59","Outside London","SCS level","Male","610","600","94020","86600"
"In post","2021","50-59","Outside London","SEO/HEO","Female","14240","13455","36310","35000"
"In post","2021","50-59","Outside London","SEO/HEO","Male","14505","14230","38240","37410"
"In post","2021","50-59","Outside London","Unknown","Female","1945","1790","31420","28200"
"In post","2021","50-59","Outside London","Unknown","Male","1110","1085","39180","37170"
"In post","2021","50-59","Overseas","AA/AO","Female","15","15","[c]","[c]"
"In post","2021","50-59","Overseas","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","50-59","Overseas","EO","Female","45","45","28420","27370"
"In post","2021","50-59","Overseas","EO","Male","60","60","28370","27510"
"In post","2021","50-59","Overseas","G6/G7","Female","110","110","62960","63500"
"In post","2021","50-59","Overseas","G6/G7","Male","210","205","63770","63200"
"In post","2021","50-59","Overseas","SCS level","Female","40","40","90790","79240"
"In post","2021","50-59","Overseas","SCS level","Male","70","70","91110","93900"
"In post","2021","50-59","Overseas","SEO/HEO","Female","120","120","41280","40120"
"In post","2021","50-59","Overseas","SEO/HEO","Male","260","260","43400","40100"
"In post","2021","50-59","Overseas","Unknown","Female","15","15","[c]","[c]"
"In post","2021","50-59","Overseas","Unknown","Male","40","40","[c]","[c]"
"In post","2021","50-59","Unknown","AA/AO","Female","50","45","22580","22040"
"In post","2021","50-59","Unknown","AA/AO","Male","25","25","[c]","[c]"
"In post","2021","50-59","Unknown","EO","Female","125","115","28400","27570"
"In post","2021","50-59","Unknown","EO","Male","60","55","28550","27570"
"In post","2021","50-59","Unknown","G6/G7","Female","30","30","55660","51770"
"In post","2021","50-59","Unknown","G6/G7","Male","25","25","[c]","[c]"
"In post","2021","50-59","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","SCS level","Male","5","5","[c]","[c]"
"In post","2021","50-59","Unknown","SEO/HEO","Female","75","70","37490","36300"
"In post","2021","50-59","Unknown","SEO/HEO","Male","65","65","38900","36950"
"In post","2021","50-59","Unknown","Unknown","Female","15","15","[c]","[c]"
"In post","2021","50-59","Unknown","Unknown","Male","510","510","42330","37300"
"In post","2021","60-64","London","AA/AO","Female","825","710","24370","24920"
"In post","2021","60-64","London","AA/AO","Male","540","500","25280","24890"
"In post","2021","60-64","London","EO","Female","880","755","30450","30720"
"In post","2021","60-64","London","EO","Male","640","555","30740","30780"
"In post","2021","60-64","London","G6/G7","Female","385","345","63750","62150"
"In post","2021","60-64","London","G6/G7","Male","630","570","65360","63400"
"In post","2021","60-64","London","SCS level","Female","95","80","99280","92150"
"In post","2021","60-64","London","SCS level","Male","145","135","107040","98900"
"In post","2021","60-64","London","SEO/HEO","Female","630","560","40010","39000"
"In post","2021","60-64","London","SEO/HEO","Male","815","735","41580","40300"
"In post","2021","60-64","London","Unknown","Female","85","80","36540","32880"
"In post","2021","60-64","London","Unknown","Male","40","35","37190","36580"
"In post","2021","60-64","Outside London","AA/AO","Female","7850","6010","21040","21010"
"In post","2021","60-64","Outside London","AA/AO","Male","5280","4540","22430","21010"
"In post","2021","60-64","Outside London","EO","Female","5085","3835","27400","27570"
"In post","2021","60-64","Outside London","EO","Male","3990","3275","28200","27570"
"In post","2021","60-64","Outside London","G6/G7","Female","700","595","59260","56510"
"In post","2021","60-64","Outside London","G6/G7","Male","1325","1155","60510","58360"
"In post","2021","60-64","Outside London","SCS level","Female","60","50","100930","97250"
"In post","2021","60-64","Outside London","SCS level","Male","115","105","105170","96630"
"In post","2021","60-64","Outside London","SEO/HEO","Female","2555","2060","36190","34480"
"In post","2021","60-64","Outside London","SEO/HEO","Male","3615","3070","38620","37280"
"In post","2021","60-64","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Outside London","Unknown","Female","600","495","29200","28200"
"In post","2021","60-64","Outside London","Unknown","Male","385","350","36730","37170"
"In post","2021","60-64","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Overseas","EO","Female","5","5","[c]","[c]"
"In post","2021","60-64","Overseas","EO","Male","10","10","[c]","[c]"
"In post","2021","60-64","Overseas","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","60-64","Overseas","G6/G7","Male","40","40","64240","63570"
"In post","2021","60-64","Overseas","SCS level","Female","10","10","[c]","[c]"
"In post","2021","60-64","Overseas","SCS level","Male","25","25","[c]","[c]"
"In post","2021","60-64","Overseas","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","60-64","Overseas","SEO/HEO","Male","65","65","42530","40580"
"In post","2021","60-64","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Overseas","Unknown","Male","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","AA/AO","Female","25","20","[c]","[c]"
"In post","2021","60-64","Unknown","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","EO","Female","30","25","[c]","[c]"
"In post","2021","60-64","Unknown","EO","Male","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","G6/G7","Male","10","5","[c]","[c]"
"In post","2021","60-64","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","Male","130","130","39150","35380"
"In post","2021","65+","London","AA/AO","Female","470","370","24070","24780"
"In post","2021","65+","London","AA/AO","Male","335","290","24730","24370"
"In post","2021","65+","London","EO","Female","315","250","30360","30720"
"In post","2021","65+","London","EO","Male","255","205","30490","30920"
"In post","2021","65+","London","G6/G7","Female","100","85","63750","63090"
"In post","2021","65+","London","G6/G7","Male","210","165","66220","63830"
"In post","2021","65+","London","SCS level","Female","20","15","[c]","[c]"
"In post","2021","65+","London","SCS level","Male","40","35","113930","104400"
"In post","2021","65+","London","SEO/HEO","Female","150","125","40430","39000"
"In post","2021","65+","London","SEO/HEO","Male","265","225","41700","39850"
"In post","2021","65+","London","Unknown","Female","40","35","33790","32090"
"In post","2021","65+","London","Unknown","Male","20","15","[c]","[c]"
"In post","2021","65+","Outside London","AA/AO","Female","2290","1655","20850","21010"
"In post","2021","65+","Outside London","AA/AO","Male","2065","1640","21470","21010"
"In post","2021","65+","Outside London","EO","Female","1205","835","27400","27570"
"In post","2021","65+","Outside London","EO","Male","1280","970","27830","27570"
"In post","2021","65+","Outside London","G6/G7","Female","115","90","62150","59520"
"In post","2021","65+","Outside London","G6/G7","Male","430","320","62360","59750"
"In post","2021","65+","Outside London","SCS level","Female","15","10","[c]","[c]"
"In post","2021","65+","Outside London","SCS level","Male","30","25","98390","98480"
"In post","2021","65+","Outside London","SEO/HEO","Female","495","365","36440","35000"
"In post","2021","65+","Outside London","SEO/HEO","Male","1100","845","38450","36460"
"In post","2021","65+","Outside London","Unknown","Female","190","140","29870","28200"
"In post","2021","65+","Outside London","Unknown","Male","135","115","37050","35530"
"In post","2021","65+","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","65+","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","65+","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","AA/AO","Female","10","5","[c]","[c]"
"In post","2021","65+","Unknown","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","65+","Unknown","EO","Female","5","5","[c]","[c]"
"In post","2021","65+","Unknown","EO","Male","5","5","[c]","[c]"
"In post","2021","65+","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Unknown","London","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Unknown","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","EO","Female","10","10","[c]","[c]"
"In post","2021","Unknown","Outside London","EO","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Unknown","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Outside London","AA/AO","Female","45","[c]","20370","21010"
"Leaver CS","2021","16-19","Outside London","AA/AO","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Outside London","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","AA/AO","Female","315","[c]","22190","22680"
"Leaver CS","2021","20-29","London","AA/AO","Male","230","[c]","22830","22680"
"Leaver CS","2021","20-29","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","EO","Female","215","[c]","27080","27760"
"Leaver CS","2021","20-29","London","EO","Male","190","[c]","27590","27760"
"Leaver CS","2021","20-29","London","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","G6/G7","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","G6/G7","Male","45","[c]","56010","54700"
"Leaver CS","2021","20-29","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","SEO/HEO","Female","220","[c]","34760","33740"
"Leaver CS","2021","20-29","London","SEO/HEO","Male","205","[c]","34760","33980"
"Leaver CS","2021","20-29","London","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outside London","AA/AO","Female","1325","[c]","20560","21010"
"Leaver CS","2021","20-29","Outside London","AA/AO","Male","1220","[c]","20860","21010"
"Leaver CS","2021","20-29","Outside London","EO","Female","320","[c]","24640","25010"
"Leaver CS","2021","20-29","Outside London","EO","Male","365","[c]","25130","25500"
