"Status","Year","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Education (excl. agencies)","SEO/HEO","SEO","Male","545","540","39470","38000"
"In post","2021","Department for Education (excl. agencies)","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","AO","Female","110","95","22500","21050"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","AO","Male","60","60","22940","24370"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","EO","Female","295","280","26720","25910"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","EO","Male","215","215","26790","26300"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G6","Female","235","220","62300","62620"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G6","Male","245","245","62820","62310"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G7","Female","705","665","51610","52290"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G7","Male","665","660","51890","52290"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","SCS level","Female","110","105","83650","76070"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","SCS level","Male","105","105","83500","77390"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","HEO","Female","735","700","31620","31950"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","HEO","Male","585","580","31680","32560"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","SEO","Female","765","720","38310","37590"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","SEO","Male","570","565","38640","37770"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","AA/AO","AO","Female","20","20","[c]","[c]"
"In post","2021","Department for International Trade","AA/AO","AO","Male","15","15","[c]","[c]"
"In post","2021","Department for International Trade","EO","EO","Female","140","140","27400","26510"
"In post","2021","Department for International Trade","EO","EO","Male","115","115","27300","26510"
"In post","2021","Department for International Trade","G6/G7","G6","Female","130","125","62690","62170"
"In post","2021","Department for International Trade","G6/G7","G6","Male","165","165","63950","62170"
"In post","2021","Department for International Trade","G6/G7","G7","Female","360","355","51920","51970"
"In post","2021","Department for International Trade","G6/G7","G7","Male","420","420","52870","51970"
"In post","2021","Department for International Trade","SCS level","SCS level","Female","80","80","80110","74600"
"In post","2021","Department for International Trade","SCS level","SCS level","Male","95","95","91420","82780"
"In post","2021","Department for International Trade","SEO/HEO","HEO","Female","300","295","32220","32120"
"In post","2021","Department for International Trade","SEO/HEO","HEO","Male","330","325","32360","32120"
"In post","2021","Department for International Trade","SEO/HEO","SEO","Female","240","235","39210","38540"
"In post","2021","Department for International Trade","SEO/HEO","SEO","Male","280","280","38920","38540"
"In post","2021","Department for Transport (excl. agencies)","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","AA/AO","AO","Female","55","50","24440","25730"
"In post","2021","Department for Transport (excl. agencies)","AA/AO","AO","Male","95","80","30430","32740"
"In post","2021","Department for Transport (excl. agencies)","EO","EO","Female","230","225","28640","30270"
"In post","2021","Department for Transport (excl. agencies)","EO","EO","Male","165","160","28900","30270"
"In post","2021","Department for Transport (excl. agencies)","G6/G7","G6","Female","155","145","66080","66230"
"In post","2021","Department for Transport (excl. agencies)","G6/G7","G6","Male","230","230","69030","66230"
"In post","2021","Department for Transport (excl. agencies)","G6/G7","G7","Female","375","360","55180","54760"
"In post","2021","Department for Transport (excl. agencies)","G6/G7","G7","Male","535","530","57530","54760"
"In post","2021","Department for Transport (excl. agencies)","SCS level","SCS level","Female","90","85","84230","78580"
"In post","2021","Department for Transport (excl. agencies)","SCS level","SCS level","Male","120","115","91110","82900"
"In post","2021","Department for Transport (excl. agencies)","SEO/HEO","HEO","Female","355","345","34390","34710"
"In post","2021","Department for Transport (excl. agencies)","SEO/HEO","HEO","Male","440","435","34590","35060"
"In post","2021","Department for Transport (excl. agencies)","SEO/HEO","SEO","Female","280","270","42730","42890"
"In post","2021","Department for Transport (excl. agencies)","SEO/HEO","SEO","Male","390","385","43220","42890"
"In post","2021","Department for Work and Pensions (excl. agencies)","AA/AO","AA","Female","145","110","20160","20230"
"In post","2021","Department for Work and Pensions (excl. agencies)","AA/AO","AA","Male","140","130","20170","20230"
"In post","2021","Department for Work and Pensions (excl. agencies)","AA/AO","AO","Female","19480","15795","21160","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","AA/AO","AO","Male","9545","9070","21210","21010"
"In post","2021","Department for Work and Pensions (excl. agencies)","EO","EO","Female","32260","28275","28110","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","EO","EO","Male","16315","15680","28140","27570"
"In post","2021","Department for Work and Pensions (excl. agencies)","G6/G7","G6","Female","350","330","65190","64890"
"In post","2021","Department for Work and Pensions (excl. agencies)","G6/G7","G6","Male","425","415","67380","66580"
"In post","2021","Department for Work and Pensions (excl. agencies)","G6/G7","G7","Female","1010","950","52170","50000"
"In post","2021","Department for Work and Pensions (excl. agencies)","G6/G7","G7","Male","980","955","53690","52820"
"In post","2021","Department for Work and Pensions (excl. agencies)","SCS level","SCS level","Female","120","115","85880","78110"
"In post","2021","Department for Work and Pensions (excl. agencies)","SCS level","SCS level","Male","120","120","93600","85500"
"In post","2021","Department for Work and Pensions (excl. agencies)","SEO/HEO","HEO","Female","4580","4225","33490","32470"
"In post","2021","Department for Work and Pensions (excl. agencies)","SEO/HEO","HEO","Male","2630","2540","33650","32610"
"In post","2021","Department for Work and Pensions (excl. agencies)","SEO/HEO","SEO","Female","1595","1485","37710","36780"
"In post","2021","Department for Work and Pensions (excl. agencies)","SEO/HEO","SEO","Male","1255","1220","38360","37570"
"In post","2021","Department of Health and Social Care (excl. agencies)","AA/AO","AO","Female","20","20","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","AA/AO","AO","Male","15","15","[c]","[c]"
"In post","2021","Department of Health and Social Care (excl. agencies)","EO","EO","Female","275","265","27030","27270"
"In post","2021","Department of Health and Social Care (excl. agencies)","EO","EO","Male","160","155","26430","27270"
"In post","2021","Department of Health and Social Care (excl. agencies)","G6/G7","G6","Female","265","250","66400","66230"
"In post","2021","Department of Health and Social Care (excl. agencies)","G6/G7","G6","Male","185","180","66520","66230"
"In post","2021","Department of Health and Social Care (excl. agencies)","G6/G7","G7","Female","520","505","53130","53360"
"In post","2021","Department of Health and Social Care (excl. agencies)","G6/G7","G7","Male","380","380","53230","53360"
"In post","2021","Department of Health and Social Care (excl. agencies)","SCS level","SCS level","Female","135","130","84030","76350"
"In post","2021","Department of Health and Social Care (excl. agencies)","SCS level","SCS level","Male","140","135","91410","79630"
"In post","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","HEO","Female","530","520","32020","32790"
"In post","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","HEO","Male","310","310","32040","32790"
"In post","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","SEO","Female","355","340","39720","40650"
"In post","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","SEO","Male","235","230","40050","40650"
"In post","2021","Disclosure Scotland","AA/AO","AA","Female","75","65","21460","22230"
"In post","2021","Disclosure Scotland","AA/AO","AA","Male","80","75","21480","21150"
"In post","2021","Disclosure Scotland","AA/AO","AO","Female","15","15","[c]","[c]"
"In post","2021","Disclosure Scotland","AA/AO","AO","Male","15","15","[c]","[c]"
"In post","2021","Disclosure Scotland","EO","EO","Female","30","25","[c]","[c]"
"In post","2021","Disclosure Scotland","EO","EO","Male","30","30","29140","29190"
"In post","2021","Disclosure Scotland","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","G6/G7","G7","Female","5","5","[c]","[c]"
"In post","2021","Disclosure Scotland","G6/G7","G7","Male","5","5","[c]","[c]"
"In post","2021","Disclosure Scotland","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Disclosure Scotland","SEO/HEO","HEO","Female","20","15","[c]","[c]"
"In post","2021","Disclosure Scotland","SEO/HEO","HEO","Male","10","10","[c]","[c]"
"In post","2021","Disclosure Scotland","SEO/HEO","SEO","Female","10","10","[c]","[c]"
"In post","2021","Disclosure Scotland","SEO/HEO","SEO","Male","10","10","[c]","[c]"
"In post","2021","Driver and Vehicle Licensing Agency","AA/AO","AA","Female","870","625","18120","18060"
"In post","2021","Driver and Vehicle Licensing Agency","AA/AO","AA","Male","425","390","18920","18060"
"In post","2021","Driver and Vehicle Licensing Agency","AA/AO","AO","Female","1860","1545","21600","21590"
"In post","2021","Driver and Vehicle Licensing Agency","AA/AO","AO","Male","935","900","21870","21590"
"In post","2021","Driver and Vehicle Licensing Agency","EO","EO","Female","500","445","26600","26780"
"In post","2021","Driver and Vehicle Licensing Agency","EO","EO","Male","400","395","26860","26670"
"In post","2021","Driver and Vehicle Licensing Agency","G6/G7","G6","Female","35","30","83640","86520"
"In post","2021","Driver and Vehicle Licensing Agency","G6/G7","G6","Male","55","55","76540","73920"
"In post","2021","Driver and Vehicle Licensing Agency","G6/G7","G7","Female","65","65","53180","52300"
"In post","2021","Driver and Vehicle Licensing Agency","G6/G7","G7","Male","125","125","59660","57050"
"In post","2021","Driver and Vehicle Licensing Agency","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Licensing Agency","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Driver and Vehicle Licensing Agency","SEO/HEO","HEO","Female","275","255","32140","32020"
"In post","2021","Driver and Vehicle Licensing Agency","SEO/HEO","HEO","Male","250","250","33140","31860"
"In post","2021","Driver and Vehicle Licensing Agency","SEO/HEO","SEO","Female","155","145","41090","41090"
"In post","2021","Driver and Vehicle Licensing Agency","SEO/HEO","SEO","Male","270","265","43770","41230"
"In post","2021","Driver and Vehicle Standards Agency","AA/AO","AA","Female","5","5","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","AA/AO","AA","Male","10","10","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","AA/AO","AO","Female","365","315","21850","21590"
"In post","2021","Driver and Vehicle Standards Agency","AA/AO","AO","Male","745","720","25940","26580"
"In post","2021","Driver and Vehicle Standards Agency","EO","EO","Female","680","615","27400","26780"
"In post","2021","Driver and Vehicle Standards Agency","EO","EO","Male","1915","1800","28600","26780"
"In post","2021","Driver and Vehicle Standards Agency","G6/G7","G6","Female","10","10","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","G6/G7","G6","Male","10","10","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","G6/G7","G7","Female","40","40","52010","50920"
"In post","2021","Driver and Vehicle Standards Agency","G6/G7","G7","Male","60","60","53290","52300"
"In post","2021","Driver and Vehicle Standards Agency","SCS level","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Driver and Vehicle Standards Agency","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
