"Status","Year","Age","Profession_of_post","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","40-49","Finance","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","East of England","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","London","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","North West (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","South East (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","South West (England)","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","South West (England)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Wales","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Wales","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","West Midlands (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Yorkshire and The Humber","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Yorkshire and The Humber","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","East of England","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","London","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","North West (England)","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","North West (England)","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Scotland","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","South West (England)","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Wales","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Wales","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Yorkshire and The Humber","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Inspector of Education and Training","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Inspector of Education and Training","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Inspector of Education and Training","East of England","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Inspector of Education and Training","East of England","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Inspector of Education and Training","London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Inspector of Education and Training","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Inspector of Education and Training","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Inspector of Education and Training","North West (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Inspector of Education and Training","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Inspector of Education and Training","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Inspector of Education and Training","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Inspector of Education and Training","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Inspector of Education and Training","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Inspector of Education and Training","Yorkshire and The Humber","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Inspector of Education and Training","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Intelligence Analysis","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Intelligence Analysis","East of England","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Intelligence Analysis","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Intelligence Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Intelligence Analysis","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Intelligence Analysis","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Intelligence Analysis","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Intelligence Analysis","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Intelligence Analysis","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Intelligence Analysis","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Intelligence Analysis","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Intelligence Analysis","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Intelligence Analysis","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Intelligence Analysis","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Intelligence Analysis","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","International Trade","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","International Trade","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","International Trade","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","International Trade","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","International Trade","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","International Trade","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","International Trade","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","International Trade","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","International Trade","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","International Trade","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","East of England","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","South West (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","Wales","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","East Midlands (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","East of England","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","East of England","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","London","Heterosexual / straight","55","[c]","51870","50520"
"New entrant CS","2021","40-49","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","North East (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","North West (England)","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","South East (England)","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","South East (England)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Wales","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","West Midlands (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Yorkshire and The Humber","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","East of England","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","North West (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","South East (England)","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","South East (England)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","South West (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","South West (England)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","Wales","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","Wales","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","West Midlands (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","Yorkshire and The Humber","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","Yorkshire and The Humber","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","East Midlands (England)","Heterosexual / straight","75","[c]","26060","22920"
"New entrant CS","2021","40-49","Operational Delivery","East Midlands (England)","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","East Midlands (England)","Unknown","50","[c]","24120","22350"
"New entrant CS","2021","40-49","Operational Delivery","East of England","Heterosexual / straight","110","[c]","25320","22920"
"New entrant CS","2021","40-49","Operational Delivery","East of England","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","East of England","Unknown","70","[c]","21750","21430"
"New entrant CS","2021","40-49","Operational Delivery","London","Heterosexual / straight","240","[c]","36520","32330"
"New entrant CS","2021","40-49","Operational Delivery","London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","London","Undeclared","35","[c]","41840","39030"
"New entrant CS","2021","40-49","Operational Delivery","London","Unknown","145","[c]","31510","28650"
"New entrant CS","2021","40-49","Operational Delivery","North East (England)","Heterosexual / straight","60","[c]","24850","22850"
"New entrant CS","2021","40-49","Operational Delivery","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","North East (England)","Unknown","35","[c]","23020","22850"
"New entrant CS","2021","40-49","Operational Delivery","North West (England)","Heterosexual / straight","125","[c]","29570","24250"
"New entrant CS","2021","40-49","Operational Delivery","North West (England)","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","North West (England)","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","North West (England)","Unknown","90","[c]","24210","22350"
"New entrant CS","2021","40-49","Operational Delivery","Northern Ireland","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","Northern Ireland","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","Scotland","Heterosexual / straight","45","[c]","27110","20880"
"New entrant CS","2021","40-49","Operational Delivery","Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","Scotland","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","Scotland","Unknown","45","[c]","22480","20810"
"New entrant CS","2021","40-49","Operational Delivery","South East (England)","Heterosexual / straight","165","[c]","27310","25850"
"New entrant CS","2021","40-49","Operational Delivery","South East (England)","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","South East (England)","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","South East (England)","Unknown","95","[c]","24950","24880"
"New entrant CS","2021","40-49","Operational Delivery","South West (England)","Heterosexual / straight","125","[c]","28990","22920"
"New entrant CS","2021","40-49","Operational Delivery","South West (England)","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","South West (England)","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","South West (England)","Unknown","60","[c]","27010","22350"
