"Status","Year","Age","Profession_of_post","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Policy","West Midlands (England)","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","Policy","Yorkshire and The Humber","Heterosexual / straight","165","165","33130","29730"
"In post","2021","20-29","Policy","Yorkshire and The Humber","LGBO","30","30","[c]","[c]"
"In post","2021","20-29","Policy","Yorkshire and The Humber","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Policy","Yorkshire and The Humber","Unknown","115","115","32060","28970"
"In post","2021","20-29","Project Delivery","East Midlands (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","Project Delivery","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","East of England","Heterosexual / straight","40","40","32560","33000"
"In post","2021","20-29","Project Delivery","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","East of England","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Project Delivery","London","Heterosexual / straight","405","405","38130","35070"
"In post","2021","20-29","Project Delivery","London","LGBO","50","50","39450","36170"
"In post","2021","20-29","Project Delivery","London","Undeclared","25","25","[c]","[c]"
"In post","2021","20-29","Project Delivery","London","Unknown","125","125","37450","35050"
"In post","2021","20-29","Project Delivery","North East (England)","Heterosexual / straight","40","40","30570","31810"
"In post","2021","20-29","Project Delivery","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","North East (England)","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Project Delivery","North West (England)","Heterosexual / straight","85","85","30840","31810"
"In post","2021","20-29","Project Delivery","North West (England)","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Project Delivery","North West (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Project Delivery","North West (England)","Unknown","30","30","33140","31810"
"In post","2021","20-29","Project Delivery","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Project Delivery","Scotland","Heterosexual / straight","40","40","33940","32720"
"In post","2021","20-29","Project Delivery","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Scotland","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Project Delivery","South East (England)","Heterosexual / straight","105","105","32870","33300"
"In post","2021","20-29","Project Delivery","South East (England)","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Project Delivery","South East (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Project Delivery","South East (England)","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","Project Delivery","South West (England)","Heterosexual / straight","580","575","29480","28830"
"In post","2021","20-29","Project Delivery","South West (England)","LGBO","40","40","27680","28050"
"In post","2021","20-29","Project Delivery","South West (England)","Undeclared","30","30","30650","31600"
"In post","2021","20-29","Project Delivery","South West (England)","Unknown","105","100","29940","29750"
"In post","2021","20-29","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Wales","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","20-29","Project Delivery","Wales","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Project Delivery","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Wales","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Project Delivery","West Midlands (England)","Heterosexual / straight","45","45","30910","30730"
"In post","2021","20-29","Project Delivery","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","West Midlands (England)","Unknown","20","15","[c]","[c]"
"In post","2021","20-29","Project Delivery","Yorkshire and The Humber","Heterosexual / straight","40","35","29720","29040"
"In post","2021","20-29","Project Delivery","Yorkshire and The Humber","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Project Delivery","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Yorkshire and The Humber","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Property","East Midlands (England)","Heterosexual / straight","35","35","22950","18890"
"In post","2021","20-29","Property","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","East Midlands (England)","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Property","East of England","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","20-29","Property","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","East of England","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Property","London","Heterosexual / straight","65","65","32050","29530"
"In post","2021","20-29","Property","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","London","Unknown","45","45","33550","33720"
"In post","2021","20-29","Property","North East (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","20-29","Property","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","North East (England)","Unknown","15","10","[c]","[c]"
"In post","2021","20-29","Property","North West (England)","Heterosexual / straight","40","35","28440","25860"
"In post","2021","20-29","Property","North West (England)","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Property","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","North West (England)","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Property","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","South East (England)","Heterosexual / straight","65","65","27750","26590"
"In post","2021","20-29","Property","South East (England)","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Property","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","South East (England)","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Property","South West (England)","Heterosexual / straight","45","45","29770","28630"
"In post","2021","20-29","Property","South West (England)","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Property","South West (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Property","South West (England)","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","Property","Wales","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Property","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Wales","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Property","West Midlands (England)","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","20-29","Property","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","West Midlands (England)","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Property","Yorkshire and The Humber","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","20-29","Property","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Yorkshire and The Humber","Unknown","15","10","[c]","[c]"
"In post","2021","20-29","Psychology","East Midlands (England)","Heterosexual / straight","35","35","27030","26330"
"In post","2021","20-29","Psychology","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Psychology","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Psychology","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Psychology","East of England","Heterosexual / straight","35","35","27600","26850"
"In post","2021","20-29","Psychology","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Psychology","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Psychology","East of England","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Psychology","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","Psychology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Psychology","North East (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","Psychology","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Psychology","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Psychology","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Psychology","North West (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","20-29","Psychology","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Psychology","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Psychology","North West (England)","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Psychology","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Psychology","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Psychology","Scotland","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Psychology","South East (England)","Heterosexual / straight","45","45","28990","27540"
"In post","2021","20-29","Psychology","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Psychology","South East (England)","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Psychology","South West (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","20-29","Psychology","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Psychology","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Psychology","Wales","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Psychology","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Psychology","West Midlands (England)","Heterosexual / straight","35","35","27080","26860"
"In post","2021","20-29","Psychology","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Psychology","West Midlands (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Psychology","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Psychology","Yorkshire and The Humber","Heterosexual / straight","30","30","26700","26590"
"In post","2021","20-29","Psychology","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Psychology","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Psychology","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Science and Engineering","East Midlands (England)","Heterosexual / straight","40","40","28420","27400"
"In post","2021","20-29","Science and Engineering","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Science and Engineering","East Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Science and Engineering","East Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Science and Engineering","East of England","Heterosexual / straight","55","55","27670","28590"
"In post","2021","20-29","Science and Engineering","East of England","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Science and Engineering","East of England","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Science and Engineering","East of England","Unknown","35","35","27270","29270"
"In post","2021","20-29","Science and Engineering","London","Heterosexual / straight","215","210","33410","32350"
"In post","2021","20-29","Science and Engineering","London","LGBO","25","25","[c]","[c]"
"In post","2021","20-29","Science and Engineering","London","Undeclared","20","15","[c]","[c]"
"In post","2021","20-29","Science and Engineering","London","Unknown","35","35","35340","34820"
"In post","2021","20-29","Science and Engineering","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Science and Engineering","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Science and Engineering","North West (England)","Heterosexual / straight","80","80","25700","26370"
"In post","2021","20-29","Science and Engineering","North West (England)","LGBO","15","10","[c]","[c]"
"In post","2021","20-29","Science and Engineering","North West (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Science and Engineering","North West (England)","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Science and Engineering","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Science and Engineering","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Science and Engineering","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Science and Engineering","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Science and Engineering","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Science and Engineering","Overseas","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Science and Engineering","Scotland","Heterosexual / straight","30","30","31100","29590"
"In post","2021","20-29","Science and Engineering","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Science and Engineering","Scotland","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","Science and Engineering","South East (England)","Heterosexual / straight","260","260","29100","28650"
"In post","2021","20-29","Science and Engineering","South East (England)","LGBO","35","35","28470","28590"
"In post","2021","20-29","Science and Engineering","South East (England)","Undeclared","20","20","[c]","[c]"
"In post","2021","20-29","Science and Engineering","South East (England)","Unknown","65","65","31520","28650"
"In post","2021","20-29","Science and Engineering","South West (England)","Heterosexual / straight","1000","995","28150","28000"
"In post","2021","20-29","Science and Engineering","South West (England)","LGBO","80","80","27590","27540"
"In post","2021","20-29","Science and Engineering","South West (England)","Undeclared","105","105","29220","28650"
"In post","2021","20-29","Science and Engineering","South West (England)","Unknown","325","325","27330","27540"
"In post","2021","20-29","Science and Engineering","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Science and Engineering","Wales","Heterosexual / straight","50","50","31950","29950"
"In post","2021","20-29","Science and Engineering","Wales","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Science and Engineering","Wales","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Science and Engineering","Wales","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","Science and Engineering","West Midlands (England)","Heterosexual / straight","35","35","22480","21940"
"In post","2021","20-29","Science and Engineering","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Science and Engineering","West Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Science and Engineering","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Science and Engineering","Yorkshire and The Humber","Heterosexual / straight","40","40","28320","26370"
"In post","2021","20-29","Science and Engineering","Yorkshire and The Humber","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Science and Engineering","Yorkshire and The Humber","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Science and Engineering","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Security","East Midlands (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","Security","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","East Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Security","East of England","Heterosexual / straight","40","40","25020","24620"
"In post","2021","20-29","Security","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","East of England","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Security","London","Heterosexual / straight","115","115","31900","30440"
"In post","2021","20-29","Security","London","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Security","London","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Security","London","Unknown","40","40","31800","30630"
"In post","2021","20-29","Security","North East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Security","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","North West (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","20-29","Security","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","North West (England)","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Security","Northern Ireland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Security","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Northern Ireland","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Scotland","Heterosexual / straight","145","145","24600","24610"
"In post","2021","20-29","Security","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Scotland","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Security","Scotland","Unknown","70","70","25630","24610"
"In post","2021","20-29","Security","South East (England)","Heterosexual / straight","155","150","26580","26610"
"In post","2021","20-29","Security","South East (England)","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Security","South East (England)","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Security","South East (England)","Unknown","90","90","27270","26610"
"In post","2021","20-29","Security","South West (England)","Heterosexual / straight","70","70","24100","23540"
"In post","2021","20-29","Security","South West (England)","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Security","South West (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Security","South West (England)","Unknown","35","35","23220","22280"
"In post","2021","20-29","Security","Wales","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","20-29","Security","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Wales","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Security","West Midlands (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","20-29","Security","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","West Midlands (England)","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Security","Yorkshire and The Humber","Heterosexual / straight","35","35","26190","25340"
"In post","2021","20-29","Security","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Yorkshire and The Humber","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Social Research","London","Heterosexual / straight","145","145","38790","35060"
"In post","2021","20-29","Social Research","London","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Social Research","London","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Social Research","London","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Social Research","North West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Social Research","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Social Research","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Social Research","South East (England)","Heterosexual / straight","65","65","33860","30130"
"In post","2021","20-29","Social Research","South East (England)","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Social Research","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Social Research","South East (England)","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Social Research","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Social Research","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Social Research","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Social Research","Wales","Heterosexual / straight","60","60","33340","29540"
"In post","2021","20-29","Social Research","Wales","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Social Research","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Social Research","Wales","Unknown","35","35","32250","29540"
"In post","2021","20-29","Social Research","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Social Research","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Social Research","Yorkshire and The Humber","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Social Research","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Social Research","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Statistics","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Statistics","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Statistics","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Statistics","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Statistics","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Statistics","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Statistics","London","Heterosexual / straight","215","215","38100","35700"
"In post","2021","20-29","Statistics","London","LGBO","35","35","39340","36160"
"In post","2021","20-29","Statistics","London","Undeclared","20","20","[c]","[c]"
"In post","2021","20-29","Statistics","London","Unknown","55","55","34810","32540"
"In post","2021","20-29","Statistics","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Statistics","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Statistics","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Statistics","North West (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","20-29","Statistics","North West (England)","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Statistics","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Statistics","North West (England)","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Statistics","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Statistics","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Statistics","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Statistics","South East (England)","Heterosexual / straight","45","40","32540","29540"
"In post","2021","20-29","Statistics","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Statistics","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Statistics","South East (England)","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Statistics","South West (England)","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","20-29","Statistics","South West (England)","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Statistics","South West (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Statistics","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Statistics","Wales","Heterosexual / straight","75","70","32860","30600"
"In post","2021","20-29","Statistics","Wales","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Statistics","Wales","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Statistics","Wales","Unknown","45","45","30910","29540"
"In post","2021","20-29","Statistics","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Statistics","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Statistics","Yorkshire and The Humber","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","Statistics","Yorkshire and The Humber","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Statistics","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Statistics","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Tax","East Midlands (England)","Heterosexual / straight","105","100","32000","31810"
"In post","2021","20-29","Tax","East Midlands (England)","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Tax","East Midlands (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Tax","East Midlands (England)","Unknown","165","160","25120","25560"
"In post","2021","20-29","Tax","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Tax","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Tax","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Tax","London","Heterosexual / straight","155","155","41200","36160"
"In post","2021","20-29","Tax","London","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Tax","London","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Tax","London","Unknown","95","95","37470","36160"
"In post","2021","20-29","Tax","North East (England)","Heterosexual / straight","240","235","25710","25560"
"In post","2021","20-29","Tax","North East (England)","LGBO","35","35","24460","25560"
"In post","2021","20-29","Tax","North East (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Tax","North East (England)","Unknown","290","285","23120","20140"
"In post","2021","20-29","Tax","North West (England)","Heterosexual / straight","320","310","26980","20140"
"In post","2021","20-29","Tax","North West (England)","LGBO","45","45","24900","22850"
"In post","2021","20-29","Tax","North West (England)","Undeclared","20","15","[c]","[c]"
"In post","2021","20-29","Tax","North West (England)","Unknown","395","390","23280","20140"
"In post","2021","20-29","Tax","Northern Ireland","Heterosexual / straight","45","40","25490","25560"
"In post","2021","20-29","Tax","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Tax","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
