"Status","Year","Age","Function_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Digital, Data & Technology","London","SEO/HEO","295","295","40570","40540"
"In post","2021","50-59","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Outside London","AA/AO","95","90","21740","21440"
"In post","2021","50-59","Digital, Data & Technology","Outside London","EO","400","380","28060","26780"
"In post","2021","50-59","Digital, Data & Technology","Outside London","G6/G7","715","700","56120","52770"
"In post","2021","50-59","Digital, Data & Technology","Outside London","SCS level","55","55","89080","84710"
"In post","2021","50-59","Digital, Data & Technology","Outside London","SEO/HEO","1365","1320","37680","38450"
"In post","2021","50-59","Digital, Data & Technology","Outside London","Unknown","25","20","42450","41630"
"In post","2021","50-59","Digital, Data & Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Digital, Data & Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","London","AA/AO","15","15","24460","24420"
"In post","2021","50-59","Finance","London","EO","80","80","28980","29250"
"In post","2021","50-59","Finance","London","G6/G7","205","200","63550","61280"
"In post","2021","50-59","Finance","London","SCS level","55","50","99010","94900"
"In post","2021","50-59","Finance","London","SEO/HEO","260","255","40360","40210"
"In post","2021","50-59","Finance","Outside London","AA/AO","530","440","21090","21440"
"In post","2021","50-59","Finance","Outside London","EO","385","360","26800","26670"
"In post","2021","50-59","Finance","Outside London","G6/G7","400","395","58110","57160"
"In post","2021","50-59","Finance","Outside London","SCS level","50","50","90580","84760"
"In post","2021","50-59","Finance","Outside London","SEO/HEO","820","795","37440","37100"
"In post","2021","50-59","Finance","Outside London","Unknown","15","15","61480","56030"
"In post","2021","50-59","Finance","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Overseas","EO","5","5","[c]","[c]"
"In post","2021","50-59","Finance","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Overseas","SEO/HEO","10","10","[c]","[c]"
"In post","2021","50-59","Grants Management","Outside London","AA/AO","210","190","21050","21050"
"In post","2021","50-59","Grants Management","Outside London","EO","130","125","25930","26320"
"In post","2021","50-59","Grants Management","Outside London","G6/G7","30","30","52550","49830"
"In post","2021","50-59","Grants Management","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Grants Management","Outside London","SEO/HEO","120","115","33010","31780"
"In post","2021","50-59","Human Resources","London","AA/AO","20","15","24460","24490"
"In post","2021","50-59","Human Resources","London","EO","70","70","29990","30170"
"In post","2021","50-59","Human Resources","London","G6/G7","255","250","62390","60300"
"In post","2021","50-59","Human Resources","London","SCS level","60","55","93670","85520"
"In post","2021","50-59","Human Resources","London","SEO/HEO","295","290","40030","39580"
"In post","2021","50-59","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Outside London","AA/AO","450","410","21350","21440"
"In post","2021","50-59","Human Resources","Outside London","EO","375","355","26630","26670"
"In post","2021","50-59","Human Resources","Outside London","G6/G7","380","375","56880","54540"
"In post","2021","50-59","Human Resources","Outside London","SCS level","30","30","84620","79570"
"In post","2021","50-59","Human Resources","Outside London","SEO/HEO","780","745","36870","35910"
"In post","2021","50-59","Human Resources","Outside London","Unknown","65","65","45150","39280"
"In post","2021","50-59","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2021","50-59","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Internal Audit","London","AA/AO","5","5","[c]","[c]"
"In post","2021","50-59","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Internal Audit","London","G6/G7","30","30","64240","61560"
"In post","2021","50-59","Internal Audit","London","SCS level","10","10","[c]","[c]"
"In post","2021","50-59","Internal Audit","London","SEO/HEO","40","40","47400","48150"
"In post","2021","50-59","Internal Audit","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","50-59","Internal Audit","Outside London","EO","10","10","28070","27320"
"In post","2021","50-59","Internal Audit","Outside London","G6/G7","65","65","58940","58220"
"In post","2021","50-59","Internal Audit","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Internal Audit","Outside London","SEO/HEO","145","140","40770","40580"
"In post","2021","50-59","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Internal Audit","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","London","AA/AO","115","105","23910","23520"
"In post","2021","50-59","Legal","London","EO","175","165","29590","30110"
"In post","2021","50-59","Legal","London","G6/G7","680","640","65820","65910"
"In post","2021","50-59","Legal","London","SCS level","160","155","93230","85110"
"In post","2021","50-59","Legal","London","SEO/HEO","175","165","40040","38930"
"In post","2021","50-59","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","Outside London","AA/AO","620","550","21850","21950"
"In post","2021","50-59","Legal","Outside London","EO","530","485","28210","28430"
"In post","2021","50-59","Legal","Outside London","G6/G7","1045","970","59520","56890"
"In post","2021","50-59","Legal","Outside London","SCS level","45","45","89570","83920"
"In post","2021","50-59","Legal","Outside London","SEO/HEO","785","735","39930","38700"
"In post","2021","50-59","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Legal","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","No function","London","AA/AO","1685","1600","26010","24390"
"In post","2021","50-59","No function","London","EO","1515","1465","30610","30280"
"In post","2021","50-59","No function","London","G6/G7","2040","1995","62070","60130"
"In post","2021","50-59","No function","London","SCS level","505","495","98190","90000"
"In post","2021","50-59","No function","London","SEO/HEO","2645","2580","40200","39800"
"In post","2021","50-59","No function","London","Unknown","360","345","36050","36580"
"In post","2021","50-59","No function","Outside London","AA/AO","16310","14510","23070","21440"
"In post","2021","50-59","No function","Outside London","EO","8455","7935","28540","27130"
"In post","2021","50-59","No function","Outside London","G6/G7","3225","3150","59560","56630"
"In post","2021","50-59","No function","Outside London","SCS level","335","325","98020","95000"
"In post","2021","50-59","No function","Outside London","SEO/HEO","8730","8330","37830","36780"
"In post","2021","50-59","No function","Outside London","Unknown","2450","2280","30830","28200"
"In post","2021","50-59","No function","Overseas","AA/AO","10","10","[c]","[c]"
"In post","2021","50-59","No function","Overseas","EO","20","20","29430","28680"
"In post","2021","50-59","No function","Overseas","G6/G7","185","180","61510","60840"
"In post","2021","50-59","No function","Overseas","SCS level","90","90","92650","93900"
"In post","2021","50-59","No function","Overseas","SEO/HEO","160","155","46420","40410"
"In post","2021","50-59","No function","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","No function","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","No function","Unknown","G6/G7","10","10","56610","58370"
"In post","2021","50-59","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","No function","Unknown","SEO/HEO","40","40","43280","43710"
"In post","2021","50-59","Project Delivery","London","AA/AO","30","30","24880","25430"
"In post","2021","50-59","Project Delivery","London","EO","100","95","30010","30460"
"In post","2021","50-59","Project Delivery","London","G6/G7","620","610","63360","61000"
"In post","2021","50-59","Project Delivery","London","SCS level","160","155","100570","96370"
"In post","2021","50-59","Project Delivery","London","SEO/HEO","385","380","40370","41670"
"In post","2021","50-59","Project Delivery","Outside London","AA/AO","170","160","21480","21440"
"In post","2021","50-59","Project Delivery","Outside London","EO","1045","990","25430","26350"
"In post","2021","50-59","Project Delivery","Outside London","G6/G7","1780","1755","56460","54540"
"In post","2021","50-59","Project Delivery","Outside London","SCS level","130","125","89480","83040"
"In post","2021","50-59","Project Delivery","Outside London","SEO/HEO","3605","3515","36970","37320"
"In post","2021","50-59","Project Delivery","Outside London","Unknown","320","315","50660","47190"
"In post","2021","50-59","Project Delivery","Overseas","EO","5","5","[c]","[c]"
"In post","2021","50-59","Project Delivery","Overseas","G6/G7","85","85","65600","66680"
"In post","2021","50-59","Project Delivery","Overseas","SCS level","10","10","79640","79720"
"In post","2021","50-59","Project Delivery","Overseas","SEO/HEO","25","25","41920","41600"
"In post","2021","50-59","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2021","50-59","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Property","London","AA/AO","55","50","23600","24960"
"In post","2021","50-59","Property","London","EO","100","95","30380","30000"
"In post","2021","50-59","Property","London","G6/G7","145","145","63030","62080"
"In post","2021","50-59","Property","London","SCS level","25","25","99910","93410"
"In post","2021","50-59","Property","London","SEO/HEO","165","160","42000","41450"
"In post","2021","50-59","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Property","Outside London","AA/AO","705","670","21270","21100"
"In post","2021","50-59","Property","Outside London","EO","535","515","27530","26670"
"In post","2021","50-59","Property","Outside London","G6/G7","430","425","56720","54990"
"In post","2021","50-59","Property","Outside London","SCS level","30","30","88430","81330"
"In post","2021","50-59","Property","Outside London","SEO/HEO","1065","1035","37630","36610"
"In post","2021","50-59","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Property","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Property","Overseas","EO","10","10","28280","27510"
"In post","2021","50-59","Property","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2021","50-59","Property","Overseas","SEO/HEO","55","55","39020","40330"
"In post","2021","50-59","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Property","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2021","50-59","Security","London","AA/AO","115","115","26380","22900"
"In post","2021","50-59","Security","London","EO","35","35","34410","32040"
"In post","2021","50-59","Security","London","G6/G7","50","50","63720","60320"
"In post","2021","50-59","Security","London","SCS level","10","10","[c]","[c]"
"In post","2021","50-59","Security","London","SEO/HEO","100","100","43000","40740"
"In post","2021","50-59","Security","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Security","Outside London","AA/AO","1800","1775","26930","20920"
"In post","2021","50-59","Security","Outside London","EO","395","390","34740","34130"
"In post","2021","50-59","Security","Outside London","G6/G7","75","70","59340","54540"
"In post","2021","50-59","Security","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","50-59","Security","Outside London","SEO/HEO","455","450","42310","38160"
"In post","2021","50-59","Security","Outside London","Unknown","10","10","37610","39100"
"In post","2021","50-59","Security","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Security","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Security","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Security","Overseas","SEO/HEO","35","35","36110","34350"
"In post","2021","50-59","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Security","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Security","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2021","50-59","Security","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Security","Unknown","SEO/HEO","15","15","34000","33300"
"In post","2021","50-59","Unknown","London","AA/AO","1270","1160","24500","25110"
"In post","2021","50-59","Unknown","London","EO","3250","3020","30620","31060"
"In post","2021","50-59","Unknown","London","G6/G7","1060","1040","62940","61110"
"In post","2021","50-59","Unknown","London","SCS level","220","215","95690","87860"
"In post","2021","50-59","Unknown","London","SEO/HEO","1830","1790","39720","39000"
"In post","2021","50-59","Unknown","London","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","Outside London","AA/AO","14665","13020","21020","21010"
"In post","2021","50-59","Unknown","Outside London","EO","19245","17540","27590","27570"
"In post","2021","50-59","Unknown","Outside London","G6/G7","2905","2820","61150","60830"
"In post","2021","50-59","Unknown","Outside London","SCS level","295","290","91370","83230"
"In post","2021","50-59","Unknown","Outside London","SEO/HEO","8255","7975","36570","35110"
"In post","2021","50-59","Unknown","Outside London","Unknown","115","115","42330","40620"
"In post","2021","50-59","Unknown","Overseas","AA/AO","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","Overseas","EO","50","50","28090","27370"
"In post","2021","50-59","Unknown","Overseas","G6/G7","25","25","71670","68540"
"In post","2021","50-59","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Overseas","SEO/HEO","85","80","43170","45480"
"In post","2021","50-59","Unknown","Overseas","Unknown","50","50","[c]","[c]"
"In post","2021","50-59","Unknown","Unknown","AA/AO","65","60","22790","22500"
"In post","2021","50-59","Unknown","Unknown","EO","175","165","28320","27570"
"In post","2021","50-59","Unknown","Unknown","G6/G7","35","35","55320","53440"
"In post","2021","50-59","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Unknown","SEO/HEO","65","65","35900","35310"
"In post","2021","50-59","Unknown","Unknown","Unknown","520","520","42190","37000"
"In post","2021","60-64","Analysis","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Analysis","London","EO","10","10","[c]","[c]"
"In post","2021","60-64","Analysis","London","G6/G7","25","20","69790","60070"
"In post","2021","60-64","Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Analysis","London","SEO/HEO","25","20","43030","42520"
"In post","2021","60-64","Analysis","Outside London","AA/AO","10","10","20550","21050"
"In post","2021","60-64","Analysis","Outside London","EO","20","15","26380","26330"
"In post","2021","60-64","Analysis","Outside London","G6/G7","35","35","54870","52750"
"In post","2021","60-64","Analysis","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Analysis","Outside London","SEO/HEO","50","40","35090","35510"
"In post","2021","60-64","Commercial","London","AA/AO","10","10","[c]","[c]"
"In post","2021","60-64","Commercial","London","EO","5","5","[c]","[c]"
"In post","2021","60-64","Commercial","London","G6/G7","35","35","70480","65320"
"In post","2021","60-64","Commercial","London","SCS level","15","15","104430","95890"
"In post","2021","60-64","Commercial","London","SEO/HEO","30","30","43500","41880"
"In post","2021","60-64","Commercial","Outside London","AA/AO","35","30","22070","21350"
"In post","2021","60-64","Commercial","Outside London","EO","60","50","27120","26780"
"In post","2021","60-64","Commercial","Outside London","G6/G7","60","45","60510","56650"
"In post","2021","60-64","Commercial","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","60-64","Commercial","Outside London","SEO/HEO","135","120","39620","39650"
"In post","2021","60-64","Commercial","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Commercial","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Commercial","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","London","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","Communications","London","EO","35","30","23860","20450"
"In post","2021","60-64","Communications","London","G6/G7","15","15","64030","65400"
"In post","2021","60-64","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","London","SEO/HEO","30","30","37180","37320"
"In post","2021","60-64","Communications","Outside London","AA/AO","45","35","21110","21440"
"In post","2021","60-64","Communications","Outside London","EO","100","80","26720","27350"
"In post","2021","60-64","Communications","Outside London","G6/G7","20","15","58490","59650"
"In post","2021","60-64","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","Outside London","SEO/HEO","55","50","35240","34610"
"In post","2021","60-64","Communications","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Counter Fraud","London","AA/AO","20","20","25020","25630"
"In post","2021","60-64","Counter Fraud","London","EO","45","35","31780","32520"
"In post","2021","60-64","Counter Fraud","London","G6/G7","40","30","65290","65040"
"In post","2021","60-64","Counter Fraud","London","SEO/HEO","80","70","39960","39800"
"In post","2021","60-64","Counter Fraud","Outside London","AA/AO","90","70","20990","21440"
"In post","2021","60-64","Counter Fraud","Outside London","EO","205","150","27260","28130"
"In post","2021","60-64","Counter Fraud","Outside London","G6/G7","60","45","56960","55320"
"In post","2021","60-64","Counter Fraud","Outside London","SEO/HEO","245","180","35520","35000"
"In post","2021","60-64","Debt","London","AA/AO","60","45","25110","25630"
"In post","2021","60-64","Debt","London","EO","20","15","31030","32060"
"In post","2021","60-64","Debt","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Debt","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","Debt","Outside London","AA/AO","245","190","20980","21440"
"In post","2021","60-64","Debt","Outside London","EO","95","70","27370","28130"
"In post","2021","60-64","Debt","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Debt","Outside London","SEO/HEO","20","15","36710","35000"
"In post","2021","60-64","Digital, Data & Technology","London","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","London","EO","20","20","30870","30550"
"In post","2021","60-64","Digital, Data & Technology","London","G6/G7","40","35","61880","59980"
"In post","2021","60-64","Digital, Data & Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","London","SEO/HEO","50","45","40860","39110"
"In post","2021","60-64","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","Outside London","AA/AO","30","25","21740","21400"
"In post","2021","60-64","Digital, Data & Technology","Outside London","EO","115","100","27300","26780"
"In post","2021","60-64","Digital, Data & Technology","Outside London","G6/G7","100","95","56680","54540"
"In post","2021","60-64","Digital, Data & Technology","Outside London","SCS level","15","10","93400","89280"
"In post","2021","60-64","Digital, Data & Technology","Outside London","SEO/HEO","280","240","37690","36660"
"In post","2021","60-64","Digital, Data & Technology","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","London","AA/AO","10","10","[c]","[c]"
"In post","2021","60-64","Finance","London","EO","25","20","29720","30180"
"In post","2021","60-64","Finance","London","G6/G7","20","20","63410","62180"
"In post","2021","60-64","Finance","London","SCS level","15","15","93280","89760"
"In post","2021","60-64","Finance","London","SEO/HEO","70","65","42400","41760"
"In post","2021","60-64","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","Outside London","AA/AO","180","135","20930","21130"
"In post","2021","60-64","Finance","Outside London","EO","90","75","26810","26780"
"In post","2021","60-64","Finance","Outside London","G6/G7","55","45","56200","54720"
"In post","2021","60-64","Finance","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","60-64","Finance","Outside London","SEO/HEO","180","160","38900","38630"
"In post","2021","60-64","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Grants Management","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Grants Management","Outside London","AA/AO","85","70","21050","21050"
"In post","2021","60-64","Grants Management","Outside London","EO","50","45","25880","25930"
"In post","2021","60-64","Grants Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Grants Management","Outside London","SEO/HEO","25","20","34640","32140"
"In post","2021","60-64","Human Resources","London","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","Human Resources","London","EO","15","15","30650","30170"
"In post","2021","60-64","Human Resources","London","G6/G7","35","30","62340","59190"
"In post","2021","60-64","Human Resources","London","SCS level","10","5","[c]","[c]"
"In post","2021","60-64","Human Resources","London","SEO/HEO","50","45","42020","42200"
"In post","2021","60-64","Human Resources","Outside London","AA/AO","155","125","21330","21440"
"In post","2021","60-64","Human Resources","Outside London","EO","80","65","27540","27400"
"In post","2021","60-64","Human Resources","Outside London","G6/G7","35","30","58830","55950"
"In post","2021","60-64","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Human Resources","Outside London","SEO/HEO","155","125","36880","35130"
"In post","2021","60-64","Human Resources","Outside London","Unknown","15","15","34540","32710"
"In post","2021","60-64","Human Resources","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","London","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","London","SEO/HEO","10","10","47100","46950"
"In post","2021","60-64","Internal Audit","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","Outside London","EO","5","5","[c]","[c]"
"In post","2021","60-64","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","Outside London","SEO/HEO","30","25","41420","43140"
"In post","2021","60-64","Internal Audit","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","London","AA/AO","50","45","24210","23520"
"In post","2021","60-64","Legal","London","EO","40","35","29170","29810"
"In post","2021","60-64","Legal","London","G6/G7","130","115","67810","66610"
"In post","2021","60-64","Legal","London","SCS level","20","20","98210","93010"
"In post","2021","60-64","Legal","London","SEO/HEO","25","20","45170","46830"
"In post","2021","60-64","Legal","Outside London","AA/AO","190","150","21610","21950"
"In post","2021","60-64","Legal","Outside London","EO","115","90","27870","28430"
"In post","2021","60-64","Legal","Outside London","G6/G7","215","175","59760","59380"
"In post","2021","60-64","Legal","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","60-64","Legal","Outside London","SEO/HEO","150","125","41410","41750"
"In post","2021","60-64","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","London","AA/AO","605","545","24760","23930"
"In post","2021","60-64","No function","London","EO","390","355","30630","30430"
"In post","2021","60-64","No function","London","G6/G7","335","305","63860","61590"
"In post","2021","60-64","No function","London","SCS level","95","85","108330","98480"
"In post","2021","60-64","No function","London","SEO/HEO","555","500","40670","39800"
"In post","2021","60-64","No function","London","Unknown","115","110","35990","34170"
"In post","2021","60-64","No function","Outside London","AA/AO","5800","4480","22030","21330"
"In post","2021","60-64","No function","Outside London","EO","2260","1755","28460","27520"
"In post","2021","60-64","No function","Outside London","G6/G7","595","510","61070","58130"
"In post","2021","60-64","No function","Outside London","SCS level","65","55","111440","110680"
"In post","2021","60-64","No function","Outside London","SEO/HEO","1805","1420","37750","35740"
"In post","2021","60-64","No function","Outside London","Unknown","840","715","29950","28200"
"In post","2021","60-64","No function","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Overseas","G6/G7","25","25","64530","65550"
"In post","2021","60-64","No function","Overseas","SCS level","25","25","92340","88490"
"In post","2021","60-64","No function","Overseas","SEO/HEO","15","15","52310","53330"
"In post","2021","60-64","No function","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Unknown","SEO/HEO","20","15","46040","46750"
"In post","2021","60-64","Project Delivery","London","AA/AO","5","5","[c]","[c]"
"In post","2021","60-64","Project Delivery","London","EO","30","30","29850","29890"
"In post","2021","60-64","Project Delivery","London","G6/G7","90","80","65540","65020"
"In post","2021","60-64","Project Delivery","London","SCS level","20","20","111930","100580"
"In post","2021","60-64","Project Delivery","London","SEO/HEO","90","80","41190","41500"
"In post","2021","60-64","Project Delivery","Outside London","AA/AO","50","45","21600","21440"
"In post","2021","60-64","Project Delivery","Outside London","EO","360","320","25130","26100"
"In post","2021","60-64","Project Delivery","Outside London","G6/G7","270","240","57280","55010"
"In post","2021","60-64","Project Delivery","Outside London","SCS level","20","20","98950","94810"
"In post","2021","60-64","Project Delivery","Outside London","SEO/HEO","910","815","37590","37840"
"In post","2021","60-64","Project Delivery","Outside London","Unknown","85","75","46160","43760"
"In post","2021","60-64","Project Delivery","Overseas","G6/G7","20","20","66140","70410"
"In post","2021","60-64","Project Delivery","Overseas","SCS level","5","5","[c]","[c]"
"In post","2021","60-64","Project Delivery","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2021","60-64","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Property","London","AA/AO","20","20","22750","24230"
"In post","2021","60-64","Property","London","EO","35","30","30420","30500"
"In post","2021","60-64","Property","London","G6/G7","35","30","64680","62500"
"In post","2021","60-64","Property","London","SCS level","5","5","[c]","[c]"
"In post","2021","60-64","Property","London","SEO/HEO","40","35","40300","37890"
"In post","2021","60-64","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Property","Outside London","AA/AO","305","280","21030","20880"
"In post","2021","60-64","Property","Outside London","EO","155","135","27750","26670"
"In post","2021","60-64","Property","Outside London","G6/G7","80","70","57740","55930"
"In post","2021","60-64","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Property","Outside London","SEO/HEO","345","310","38310","37260"
"In post","2021","60-64","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Property","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Property","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2021","60-64","Property","Overseas","SEO/HEO","20","20","39330","40530"
"In post","2021","60-64","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Security","London","AA/AO","30","30","28050","23120"
"In post","2021","60-64","Security","London","EO","5","5","[c]","[c]"
"In post","2021","60-64","Security","London","G6/G7","20","20","65630","65050"
"In post","2021","60-64","Security","London","SEO/HEO","15","15","48160","45240"
"In post","2021","60-64","Security","Outside London","AA/AO","515","465","23850","20060"
"In post","2021","60-64","Security","Outside London","EO","90","80","27610","26670"
"In post","2021","60-64","Security","Outside London","G6/G7","10","10","58290","53960"
