"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Black","Medicine","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Medicine","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","AA","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","AA","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","AO","Female","110","[c]","23060","22680"
"New entrant CS","2021","Black","Operational Delivery","AO","Male","85","[c]","24300","22850"
"New entrant CS","2021","Black","Operational Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","EO","Female","60","[c]","26240","26410"
"New entrant CS","2021","Black","Operational Delivery","EO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","HEO","Female","50","[c]","32450","32330"
"New entrant CS","2021","Black","Operational Delivery","HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","SEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","Unknown","Female","75","[c]","24540","24020"
"New entrant CS","2021","Black","Operational Delivery","Unknown","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Operational Research","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","AA","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning Inspectors","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning Inspectors","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Planning Inspectors","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","HEO","Female","35","[c]","33040","32790"
"New entrant CS","2021","Black","Policy","HEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Psychology","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Psychology","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Psychology","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Psychology","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Psychology","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Psychology","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Psychology","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Psychology","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Psychology","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Psychology","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Psychology","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Psychology","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Psychology","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Psychology","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Psychology","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","AA","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Research","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Research","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Research","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Research","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Research","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Research","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Research","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Research","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Research","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Research","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Research","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Research","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Research","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Research","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Research","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Research","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Research","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Research","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Social Research","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Statistics","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Tax","AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Black","Tax","AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Tax","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Tax","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Tax","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Tax","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Tax","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Tax","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Tax","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Tax","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Tax","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Tax","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Tax","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Tax","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Tax","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Tax","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Tax","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Tax","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","AO","Female","205","[c]","23380","24500"
"New entrant CS","2021","Black","Unknown","AO","Male","125","[c]","23320","24180"
"New entrant CS","2021","Black","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","EO","Female","790","[c]","29960","31060"
"New entrant CS","2021","Black","Unknown","EO","Male","315","[c]","29680","31060"
"New entrant CS","2021","Black","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","HEO","Female","25","[c]","[c]","[c]"
