"Status","Year","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Home Office","London","13330","12600","39800","35070"
"In post","2021","Home Office","Outside London","21695","19940","27180","25040"
"In post","2021","Home Office","Overseas","330","325","28290","27370"
"In post","2021","Home Office","Unknown","15","15","44290","30410"
"In post","2021","Ministry of Defence","London","3905","3825","41300","37640"
"In post","2021","Ministry of Defence","Outside London","50925","49135","33270","30750"
"In post","2021","Ministry of Defence","Overseas","790","785","42510","40580"
"In post","2021","Ministry of Defence","Unknown","2060","2050","37190","33570"
"In post","2021","Ministry of Housing, Communities and Local Government","London","1865","1835","48290","53130"
"In post","2021","Ministry of Housing, Communities and Local Government","Outside London","1535","1430","41620","38140"
"In post","2021","Ministry of Justice","London","14610","14065","35790","32090"
"In post","2021","Ministry of Justice","Outside London","64260","59870","28290","25850"
"In post","2021","Ministry of Justice","Unknown","25","20","24730","21300"
"In post","2021","National Crime Agency","London","1650","1615","43860","40170"
"In post","2021","National Crime Agency","Outside London","3600","3510","37220","36410"
"In post","2021","National Crime Agency","Overseas","130","130","66390","64330"
"In post","2021","National Crime Agency","Unknown","105","100","45080","44910"
"In post","2021","Northern Ireland Office","London","75","75","50360","47630"
"In post","2021","Northern Ireland Office","Outside London","85","85","38110","34990"
"In post","2021","Office for Standards in Education","London","450","440","56860","51360"
"In post","2021","Office for Standards in Education","Outside London","1330","1275","46760","39850"
"In post","2021","Office of Gas and Electricity Markets","London","670","655","51150","47180"
"In post","2021","Office of Gas and Electricity Markets","Outside London","510","505","36450","31720"
"In post","2021","Office of Qualifications and Examinations Regulation","Outside London","260","250","45520","40580"
"In post","2021","Office of Rail and Road","London","210","200","55460","55430"
"In post","2021","Office of Rail and Road","Outside London","115","115","51850","51660"
"In post","2021","Other Cabinet Office Agencies","London","150","145","50560","49300"
"In post","2021","Other Cabinet Office Agencies","Outside London","840","815","38330","34800"
"In post","2021","Other Cabinet Office Agencies","Unknown","10","10","[c]","[c]"
"In post","2021","Scotland Office","London","35","35","48050","43960"
"In post","2021","Scotland Office","Outside London","80","80","47970","46600"
"In post","2021","Scottish Government","London","20","20","56350","46600"
"In post","2021","Scottish Government","Outside London","22200","21005","36540","33620"
"In post","2021","Scottish Government","Overseas","15","15","76280","70780"
"In post","2021","The National Archives","London","545","515","35580","33330"
"In post","2021","UK Export Finance","London","400","390","53500","48830"
"In post","2021","UK Supreme Court","London","55","55","38600","35150"
"In post","2021","United Kingdom Statistics Authority","London","385","380","42630","32540"
"In post","2021","United Kingdom Statistics Authority","Outside London","5165","4580","31780","29540"
"In post","2021","Wales Office","London","20","20","48370","51210"
"In post","2021","Wales Office","Outside London","20","20","44180","38370"
"In post","2021","Water Services Regulation Authority","London","75","70","69430","66360"
"In post","2021","Water Services Regulation Authority","Outside London","175","170","50620","47390"
"In post","2021","Welsh Government","London","5","5","[c]","[c]"
"In post","2021","Welsh Government","Outside London","5760","5445","41010","37410"
"In post","2021","Welsh Government","Overseas","10","10","58170","60830"
"Leaver CS","2021","Attorney General's Departments","London","200","[c]","51430","51250"
"Leaver CS","2021","Attorney General's Departments","Outside London","205","[c]","43240","51120"
"Leaver CS","2021","Cabinet Office","London","200","[c]","49410","43180"
"Leaver CS","2021","Cabinet Office","Outside London","60","[c]","28640","26220"
"Leaver CS","2021","Cabinet Office","Unknown","120","[c]","54570","38670"
"Leaver CS","2021","Chancellor's other departments","London","30","[c]","45600","35380"
"Leaver CS","2021","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","London","10","[c]","45490","36740"
"Leaver CS","2021","Charity Commission","Outside London","25","[c]","36890","32290"
"Leaver CS","2021","Competition and Markets Authority","London","75","[c]","52540","46330"
"Leaver CS","2021","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","London","215","[c]","47890","40380"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","285","[c]","31970","26000"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","80","[c]","47140","37330"
"Leaver CS","2021","Department for Education","London","155","[c]","46740","40940"
"Leaver CS","2021","Department for Education","Outside London","195","[c]","40320","36870"
"Leaver CS","2021","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","London","145","[c]","38410","33120"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Outside London","405","[c]","31610","25880"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","London","135","[c]","37430","31220"
"Leaver CS","2021","Department for International Trade","Outside London","10","[c]","47020","37410"
"Leaver CS","2021","Department for Transport","London","110","[c]","40470","34700"
"Leaver CS","2021","Department for Transport","Outside London","610","[c]","28140","25640"
"Leaver CS","2021","Department for Work and Pensions","London","500","[c]","33020","31060"
"Leaver CS","2021","Department for Work and Pensions","Outside London","3965","[c]","26170","26010"
"Leaver CS","2021","Department for Work and Pensions","Unknown","50","[c]","25410","26890"
"Leaver CS","2021","Department of Health and Social Care","London","515","[c]","44090","38890"
"Leaver CS","2021","Department of Health and Social Care","Outside London","515","[c]","38660","32900"
"Leaver CS","2021","ESTYN","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","London","20","[c]","39160","38060"
"Leaver CS","2021","Food Standards Agency","Outside London","35","[c]","36100","31580"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","London","135","[c]","52180","56860"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Outside London","110","[c]","38550","34350"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Overseas","30","[c]","59210","60720"
"Leaver CS","2021","HM Land Registry","London","20","[c]","46370","37290"
"Leaver CS","2021","HM Land Registry","Outside London","250","[c]","30540","27130"
"Leaver CS","2021","HM Revenue and Customs","London","645","[c]","35940","29410"
"Leaver CS","2021","HM Revenue and Customs","Outside London","4725","[c]","28710","25500"
"Leaver CS","2021","HM Revenue and Customs","Unknown","330","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","London","95","[c]","51170","50560"
"Leaver CS","2021","HM Treasury","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","London","590","[c]","37520","30410"
"Leaver CS","2021","Home Office","Outside London","735","[c]","25110","24110"
"Leaver CS","2021","Home Office","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","London","145","[c]","41650","36860"
"Leaver CS","2021","Ministry of Defence","Outside London","2825","[c]","31300","28650"
"Leaver CS","2021","Ministry of Defence","Overseas","85","[c]","39140","36960"
"Leaver CS","2021","Ministry of Defence","Unknown","165","[c]","34930","32400"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","75","[c]","44170","40170"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Outside London","75","[c]","39610","35860"
"Leaver CS","2021","Ministry of Justice","London","945","[c]","33570","26410"
"Leaver CS","2021","Ministry of Justice","Outside London","4910","[c]","23270","19930"
"Leaver CS","2021","Ministry of Justice","Unknown","10","[c]","22180","18880"
"Leaver CS","2021","National Crime Agency","London","70","[c]","47490","41970"
"Leaver CS","2021","National Crime Agency","Outside London","100","[c]","40120","39040"
"Leaver CS","2021","National Crime Agency","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","London","30","[c]","59110","62810"
"Leaver CS","2021","Office for Standards in Education","Outside London","100","[c]","50040","51360"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","55","[c]","51170","45000"
"Leaver CS","2021","Office of Gas and Electricity Markets","Outside London","30","[c]","29570","23450"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Outside London","15","[c]","61820","44080"
"Leaver CS","2021","Office of Rail and Road","London","10","[c]","45980","41360"
"Leaver CS","2021","Office of Rail and Road","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Outside London","35","[c]","37760","34690"
"Leaver CS","2021","Other Cabinet Office Agencies","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Outside London","940","[c]","35270","30650"
"Leaver CS","2021","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","London","35","[c]","31670","24070"
"Leaver CS","2021","UK Export Finance","London","25","[c]","46300","44760"
"Leaver CS","2021","UK Supreme Court","London","15","[c]","37330","36500"
"Leaver CS","2021","United Kingdom Statistics Authority","London","15","[c]","34350","32540"
"Leaver CS","2021","United Kingdom Statistics Authority","Outside London","285","[c]","28370","21680"
"Leaver CS","2021","Wales Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Outside London","30","[c]","51600","44480"
"Leaver CS","2021","Welsh Government","Outside London","140","[c]","43150","37410"
"Leaver Dept.","2021","Attorney General's Departments","London","150","[c]","44560","40950"
"Leaver Dept.","2021","Attorney General's Departments","Outside London","45","[c]","39930","32820"
"Leaver Dept.","2021","Cabinet Office","London","660","[c]","46010","40600"
"Leaver Dept.","2021","Cabinet Office","Outside London","95","[c]","31410","30230"
"Leaver Dept.","2021","Cabinet Office","Unknown","635","[c]","34640","32000"
"Leaver Dept.","2021","Chancellor's other departments","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","London","25","[c]","43390","34870"
"Leaver Dept.","2021","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","London","435","[c]","46870","40220"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Outside London","150","[c]","31210","25030"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","40","[c]","50240","51770"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","London","205","[c]","46890","49600"
"Leaver Dept.","2021","Department for Education","London","175","[c]","45230","40940"
"Leaver Dept.","2021","Department for Education","Outside London","90","[c]","37430","36000"
"Leaver Dept.","2021","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","London","300","[c]","41740","35670"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Outside London","240","[c]","33870","30170"
"Leaver Dept.","2021","Department for International Trade","London","210","[c]","41380","37410"
"Leaver Dept.","2021","Department for International Trade","Outside London","15","[c]","42240","37410"
"Leaver Dept.","2021","Department for International Trade","Overseas","40","[c]","54120","53060"
"Leaver Dept.","2021","Department for Transport","London","195","[c]","45280","42460"
"Leaver Dept.","2021","Department for Transport","Outside London","205","[c]","29240","26350"
"Leaver Dept.","2021","Department for Work and Pensions","London","220","[c]","40280","31940"
"Leaver Dept.","2021","Department for Work and Pensions","Outside London","1150","[c]","28530","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","20","[c]","29450","27570"
"Leaver Dept.","2021","Department of Health and Social Care","London","185","[c]","48800","52390"
"Leaver Dept.","2021","Department of Health and Social Care","Outside London","45","[c]","43720","51800"
"Leaver Dept.","2021","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","London","25","[c]","43910","39660"
"Leaver Dept.","2021","Food Standards Agency","Outside London","10","[c]","42320","37630"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","London","245","[c]","52140","52430"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Outside London","40","[c]","45440","42890"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Overseas","65","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","London","390","[c]","49160","44680"
"Leaver Dept.","2021","HM Revenue and Customs","Outside London","1305","[c]","29960","25680"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","London","140","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","London","595","[c]","43720","39290"
"Leaver Dept.","2021","Home Office","Outside London","480","[c]","27180","24880"
"Leaver Dept.","2021","Ministry of Defence","London","145","[c]","46750","45200"
"Leaver Dept.","2021","Ministry of Defence","Outside London","700","[c]","35180","32710"
"Leaver Dept.","2021","Ministry of Defence","Overseas","15","[c]","39530","39510"
"Leaver Dept.","2021","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","London","315","[c]","41320","34690"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Outside London","50","[c]","37320","32550"
"Leaver Dept.","2021","Ministry of Justice","London","505","[c]","40480","35530"
"Leaver Dept.","2021","Ministry of Justice","Outside London","810","[c]","26390","21170"
"Leaver Dept.","2021","National Crime Agency","London","40","[c]","50070","47800"
"Leaver Dept.","2021","National Crime Agency","Outside London","25","[c]","38130","35850"
"Leaver Dept.","2021","Northern Ireland Office","London","25","[c]","53440","52850"
"Leaver Dept.","2021","Northern Ireland Office","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","London","25","[c]","48810","42850"
"Leaver Dept.","2021","Office for Standards in Education","Outside London","30","[c]","33190","32010"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","London","35","[c]","48440","47820"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Outside London","20","[c]","37860","33230"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","London","10","[c]","47780","44700"
"Leaver Dept.","2021","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Outside London","25","[c]","41930","36090"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","London","10","[c]","35400","31340"
"Leaver Dept.","2021","Scotland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","Outside London","80","[c]","34560","30160"
"Leaver Dept.","2021","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","London","15","[c]","39130","33000"
"Leaver Dept.","2021","United Kingdom Statistics Authority","London","20","[c]","43610","35420"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Outside London","135","[c]","36080","32960"
"Leaver Dept.","2021","Wales Office","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Outside London","30","[c]","41080","37410"
"Leaver Dept.","2021","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","London","470","[c]","38800","40000"
"New entrant CS","2021","Attorney General's Departments","Outside London","545","[c]","33060","26970"
"New entrant CS","2021","Cabinet Office","London","1215","[c]","41150","28000"
"New entrant CS","2021","Cabinet Office","Outside London","305","[c]","36130","28000"
"New entrant CS","2021","Cabinet Office","Unknown","220","[c]","36740","28000"
"New entrant CS","2021","Chancellor's other departments","London","40","[c]","42520","38000"
"New entrant CS","2021","Chancellor's other departments","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","London","15","[c]","36790","29160"
"New entrant CS","2021","Charity Commission","Outside London","45","[c]","33720","29160"
"New entrant CS","2021","Competition and Markets Authority","London","70","[c]","49450","53530"
"New entrant CS","2021","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","London","730","[c]","37950","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","765","[c]","28680","24250"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","355","[c]","39110","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Outside London","40","[c]","39120","34020"
"New entrant CS","2021","Department for Education","London","250","[c]","39540","32940"
"New entrant CS","2021","Department for Education","Outside London","525","[c]","34160","29360"
"New entrant CS","2021","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","550","[c]","37430","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","1070","[c]","30360","25450"
"New entrant CS","2021","Department for International Trade","London","345","[c]","34370","31800"
"New entrant CS","2021","Department for International Trade","Outside London","50","[c]","35970","31800"
"New entrant CS","2021","Department for Transport","London","480","[c]","37400","34710"
"New entrant CS","2021","Department for Transport","Outside London","925","[c]","28260","26130"
"New entrant CS","2021","Department for Work and Pensions","London","3260","[c]","30660","31060"
"New entrant CS","2021","Department for Work and Pensions","Outside London","13590","[c]","25890","27570"
"New entrant CS","2021","Department for Work and Pensions","Unknown","320","[c]","28900","27570"
"New entrant CS","2021","Department of Health and Social Care","London","1880","[c]","39450","32790"
"New entrant CS","2021","Department of Health and Social Care","Outside London","1435","[c]","33610","28970"
"New entrant CS","2021","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","London","40","[c]","35210","32350"
"New entrant CS","2021","Food Standards Agency","Outside London","55","[c]","34260","30350"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","London","50","[c]","35140","25850"
"New entrant CS","2021","HM Land Registry","Outside London","650","[c]","25510","22350"
"New entrant CS","2021","HM Revenue and Customs","London","350","[c]","34990","36160"
"New entrant CS","2021","HM Revenue and Customs","Outside London","4735","[c]","24050","20140"
"New entrant CS","2021","HM Revenue and Customs","Unknown","320","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","London","430","[c]","34140","30000"
"New entrant CS","2021","HM Treasury","Outside London","40","[c]","31310","25750"
"New entrant CS","2021","Home Office","London","930","[c]","39060","35050"
"New entrant CS","2021","Home Office","Outside London","1225","[c]","26200","24880"
"New entrant CS","2021","Home Office","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","London","275","[c]","32750","30200"
"New entrant CS","2021","Ministry of Defence","Outside London","3900","[c]","29880","26350"
"New entrant CS","2021","Ministry of Defence","Overseas","40","[c]","38830","33000"
"New entrant CS","2021","Ministry of Defence","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","London","215","[c]","39990","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Outside London","215","[c]","33920","30190"
"New entrant CS","2021","Ministry of Justice","London","2130","[c]","29640","26810"
"New entrant CS","2021","Ministry of Justice","Outside London","6640","[c]","23020","22850"
"New entrant CS","2021","Ministry of Justice","Unknown","10","[c]","22040","19930"
"New entrant CS","2021","National Crime Agency","London","345","[c]","38280","36200"
"New entrant CS","2021","National Crime Agency","Outside London","705","[c]","32300","32770"
"New entrant CS","2021","National Crime Agency","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Outside London","10","[c]","39420","36520"
"New entrant CS","2021","Office for Standards in Education","London","50","[c]","48690","46360"
"New entrant CS","2021","Office for Standards in Education","Outside London","120","[c]","49630","46360"
"New entrant CS","2021","Office of Gas and Electricity Markets","London","140","[c]","40250","33400"
"New entrant CS","2021","Office of Gas and Electricity Markets","Outside London","170","[c]","29640","23450"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Outside London","40","[c]","41360","31180"
"New entrant CS","2021","Office of Rail and Road","London","20","[c]","38440","35670"
"New entrant CS","2021","Office of Rail and Road","Outside London","15","[c]","49780","50810"
"New entrant CS","2021","Other Cabinet Office Agencies","London","25","[c]","47540","43890"
"New entrant CS","2021","Other Cabinet Office Agencies","Outside London","185","[c]","36500","34800"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Outside London","10","[c]","43130","34140"
"New entrant CS","2021","Scottish Government","Outside London","2070","[c]","30380","26160"
"New entrant CS","2021","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","London","60","[c]","32670","31960"
"New entrant CS","2021","UK Export Finance","London","90","[c]","45700","44080"
"New entrant CS","2021","UK Supreme Court","London","20","[c]","38120","37230"
"New entrant CS","2021","United Kingdom Statistics Authority","London","260","[c]","37390","32540"
"New entrant CS","2021","United Kingdom Statistics Authority","Outside London","800","[c]","29840","29540"
"New entrant CS","2021","Wales Office","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","London","10","[c]","52330","48810"
"New entrant CS","2021","Water Services Regulation Authority","Outside London","30","[c]","52560","54250"
"New entrant CS","2021","Welsh Government","Outside London","200","[c]","28200","20500"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Parent_department","Government Department, total figures for both Ministerial and Non-Ministerial Departments include all of their Executive Agencies.","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
