"Status","Year","Function_of_post","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","No function","Unknown","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","No function","Unknown","Unknown","Unknown","395","390","33210","30730"
"In post","2021","No function","Veterinarian","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","No function","Veterinarian","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","London","Undeclared","10","10","[c]","[c]"
"In post","2021","No function","Veterinarian","London","Unknown","5","5","[c]","[c]"
"In post","2021","No function","Veterinarian","Outside London","Heterosexual / straight","245","235","44230","38300"
"In post","2021","No function","Veterinarian","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","No function","Veterinarian","Outside London","Undeclared","65","60","46400","45640"
"In post","2021","No function","Veterinarian","Outside London","Unknown","60","55","43620","37910"
"In post","2021","Project Delivery","Commercial","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Commercial","Outside London","Heterosexual / straight","620","595","38470","34770"
"In post","2021","Project Delivery","Commercial","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Project Delivery","Commercial","Outside London","Undeclared","95","90","42290","39040"
"In post","2021","Project Delivery","Commercial","Outside London","Unknown","65","60","36630","33620"
"In post","2021","Project Delivery","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Communications","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Project Delivery","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Communications","London","Unknown","5","5","[c]","[c]"
"In post","2021","Project Delivery","Communications","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Project Delivery","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Communications","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Communications","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Communications","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Corporate Finance","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Corporate Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","Outside London","Heterosexual / straight","330","320","42960","42950"
"In post","2021","Project Delivery","Digital, Data and Technology","Outside London","LGBO","15","15","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","Outside London","Undeclared","45","45","41270","42910"
"In post","2021","Project Delivery","Digital, Data and Technology","Outside London","Unknown","45","45","43150","42420"
"In post","2021","Project Delivery","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Economics","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Project Delivery","Economics","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Economics","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Project Delivery","Economics","London","Unknown","30","25","[c]","[c]"
"In post","2021","Project Delivery","Economics","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Project Delivery","Economics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Economics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Economics","Overseas","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Project Delivery","Economics","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Economics","Overseas","Unknown","10","10","[c]","[c]"
"In post","2021","Project Delivery","Finance","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Project Delivery","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Finance","London","Unknown","5","5","[c]","[c]"
"In post","2021","Project Delivery","Finance","Outside London","Heterosexual / straight","280","270","41930","39100"
"In post","2021","Project Delivery","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Finance","Outside London","Undeclared","45","45","45310","39980"
"In post","2021","Project Delivery","Finance","Outside London","Unknown","30","30","39340","36210"
"In post","2021","Project Delivery","Finance","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Project Delivery","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","International Trade","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","Outside London","Heterosexual / straight","135","130","36390","35700"
"In post","2021","Project Delivery","Knowledge and Information Management","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Legal","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Medicine","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Medicine","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Medicine","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Medicine","London","Unknown","5","5","[c]","[c]"
"In post","2021","Project Delivery","Medicine","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Project Delivery","Medicine","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Medicine","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Project Delivery","Medicine","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Project Delivery","Medicine","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Project Delivery","Medicine","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Medicine","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Medicine","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","London","Heterosexual / straight","230","225","41430","38600"
"In post","2021","Project Delivery","Operational Delivery","London","LGBO","15","15","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","London","Undeclared","20","20","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","London","Unknown","110","110","39230","38600"
"In post","2021","Project Delivery","Operational Delivery","Outside London","Heterosexual / straight","860","795","33720","29060"
"In post","2021","Project Delivery","Operational Delivery","Outside London","LGBO","40","40","33130","30360"
"In post","2021","Project Delivery","Operational Delivery","Outside London","Undeclared","130","120","33190","28390"
"In post","2021","Project Delivery","Operational Delivery","Outside London","Unknown","475","445","35320","33860"
"In post","2021","Project Delivery","Operational Delivery","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
