"Status","Year","Age","Disability","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","30-39","Declared disabled","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Welsh Government (excl. agencies)","Welsh Government","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","75","[c]","26220","24920"
"New entrant CS","2021","30-39","Declared non-disabled","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Cabinet Office (excl. agencies)","Cabinet Office","135","[c]","43290","40600"
"New entrant CS","2021","30-39","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Charity Commission","Charity Commission","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Companies House","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Competition and Markets Authority","Competition and Markets Authority","30","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Criminal Injuries Compensation Authority","Ministry of Justice","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Crown Commercial Service","Other Cabinet Office Agencies","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Crown Office and Procurator Fiscal Service","Scottish Government","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","135","[c]","33920","30000"
"New entrant CS","2021","30-39","Declared non-disabled","Defence Science and Technology Laboratory","Ministry of Defence","40","[c]","35250","37320"
"New entrant CS","2021","30-39","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","80","[c]","42480","40050"
"New entrant CS","2021","30-39","Declared non-disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","80","[c]","42970","34020"
"New entrant CS","2021","30-39","Declared non-disabled","Department for Education (excl. agencies)","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","160","[c]","38130","35900"
"New entrant CS","2021","30-39","Declared non-disabled","Department for International Trade","Department for International Trade","40","[c]","40930","38160"
"New entrant CS","2021","30-39","Declared non-disabled","Department for Transport (excl. agencies)","Department for Transport","80","[c]","41090","38650"
"New entrant CS","2021","30-39","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","2915","[c]","27260","27570"
"New entrant CS","2021","30-39","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","40","[c]","25510","21590"
"New entrant CS","2021","30-39","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Food Standards Agency","Food Standards Agency","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Food Standards Scotland","Scottish Government","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Forestry and Land Scotland","Scottish Government","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Government Actuary's Department","Chancellor's other departments","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Government Internal Audit Agency","HM Treasury","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Government Legal Department","Attorney General's Departments","55","[c]","47300","50500"
"New entrant CS","2021","30-39","Declared non-disabled","Government Property Agency","Other Cabinet Office Agencies","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","30","[c]","35580","31660"
"New entrant CS","2021","30-39","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","165","[c]","24500","21300"
"New entrant CS","2021","30-39","Declared non-disabled","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","820","[c]","24210","22920"
"New entrant CS","2021","30-39","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","375","[c]","26390","24120"
"New entrant CS","2021","30-39","Declared non-disabled","HM Treasury (excl. agencies)","HM Treasury","50","[c]","37620","34260"
"New entrant CS","2021","30-39","Declared non-disabled","Home Office (incl. agencies)","Home Office","95","[c]","32530","25630"
"New entrant CS","2021","30-39","Declared non-disabled","Insolvency Service","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Institute for Apprenticeships and Technical Education","Department for Education","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Legal Aid Agency","Ministry of Justice","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Maritime and Coastguard Agency","Department for Transport","30","[c]","34590","31080"
"New entrant CS","2021","30-39","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","30","[c]","32910","32060"
"New entrant CS","2021","30-39","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","430","[c]","30550","26350"
"New entrant CS","2021","30-39","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","55","[c]","39650","36340"
"New entrant CS","2021","30-39","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","120","[c]","41410","39530"
"New entrant CS","2021","30-39","Declared non-disabled","National Crime Agency","National Crime Agency","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","50","[c]","48810","46360"
"New entrant CS","2021","30-39","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","60","[c]","37610","34000"
"New entrant CS","2021","30-39","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Office of the Public Guardian","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Public Health England","Department of Health and Social Care","365","[c]","36610","33480"
"New entrant CS","2021","30-39","Declared non-disabled","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Scottish Forestry","Scottish Government","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","100","[c]","37460","38540"
"New entrant CS","2021","30-39","Declared non-disabled","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Social Security Scotland","Scottish Government","50","[c]","25250","21690"
"New entrant CS","2021","30-39","Declared non-disabled","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Student Awards Agency for Scotland","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Submarine Delivery Agency","Ministry of Defence","35","[c]","34330","33500"
"New entrant CS","2021","30-39","Declared non-disabled","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","The National Archives","The National Archives","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","UK Export Finance","UK Export Finance","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","100","[c]","33720","29540"
"New entrant CS","2021","30-39","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","30","[c]","25290","20880"
"New entrant CS","2021","30-39","Declared non-disabled","Vehicle Certification Agency","Department for Transport","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","45","[c]","27910","25030"
"New entrant CS","2021","30-39","Declared non-disabled","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Department for Education (excl. agencies)","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Department for Transport (excl. agencies)","Department for Transport","40","[c]","43370","42470"
"New entrant CS","2021","30-39","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","160","[c]","26580","27570"
"New entrant CS","2021","30-39","Undeclared","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Food Standards Agency","Food Standards Agency","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","HM Prison and Probation Service","Ministry of Justice","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","HM Treasury (excl. agencies)","HM Treasury","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Home Office (incl. agencies)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Ministry of Defence (excl. agencies)","Ministry of Defence","30","[c]","28050","25390"
"New entrant CS","2021","30-39","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Public Health England","Department of Health and Social Care","50","[c]","39160","36330"
"New entrant CS","2021","30-39","Undeclared","Scottish Government (excl. agencies)","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","35","[c]","25740","24250"
"New entrant CS","2021","30-39","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","160","[c]","51150","54700"
"New entrant CS","2021","30-39","Unknown","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Crown Commercial Service","Other Cabinet Office Agencies","45","[c]","34000","30000"
"New entrant CS","2021","30-39","Unknown","Crown Prosecution Service","Attorney General's Departments","165","[c]","38500","38000"
"New entrant CS","2021","30-39","Unknown","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Defence Equipment and Support","Ministry of Defence","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","45","[c]","45590","40050"
"New entrant CS","2021","30-39","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Department for Education (excl. agencies)","Department for Education","150","[c]","40050","36500"
"New entrant CS","2021","30-39","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","65","[c]","39660","35900"
"New entrant CS","2021","30-39","Unknown","Department for International Trade","Department for International Trade","40","[c]","44610","41240"
"New entrant CS","2021","30-39","Unknown","Department for Transport (excl. agencies)","Department for Transport","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","495","[c]","28270","27570"
"New entrant CS","2021","30-39","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","200","[c]","43640","40650"
"New entrant CS","2021","30-39","Unknown","Disclosure Scotland","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","30","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Driver and Vehicle Standards Agency","Department for Transport","35","[c]","29750","26580"
"New entrant CS","2021","30-39","Unknown","Education and Skills Funding Agency","Department for Education","30","[c]","38750","36500"
"New entrant CS","2021","30-39","Unknown","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Food Standards Scotland","Scottish Government","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Government Legal Department","Attorney General's Departments","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Health and Safety Executive","Department for Work and Pensions","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","HM Courts and Tribunals Service","Ministry of Justice","190","[c]","22630","20100"
"New entrant CS","2021","30-39","Unknown","HM Land Registry","HM Land Registry","180","[c]","28350","22350"
"New entrant CS","2021","30-39","Unknown","HM Prison and Probation Service","Ministry of Justice","505","[c]","24220","22850"
"New entrant CS","2021","30-39","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","775","[c]","24830","20140"
"New entrant CS","2021","30-39","Unknown","HM Treasury (excl. agencies)","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Home Office (incl. agencies)","Home Office","380","[c]","33440","26790"
"New entrant CS","2021","30-39","Unknown","Insolvency Service","Department for Business, Energy and Industrial Strategy","30","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Legal Aid Agency","Ministry of Justice","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Maritime and Coastguard Agency","Department for Transport","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","30","[c]","40080","40150"
"New entrant CS","2021","30-39","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","155","[c]","33070","26670"
"New entrant CS","2021","30-39","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","80","[c]","43780","39790"
"New entrant CS","2021","30-39","Unknown","National Crime Agency","National Crime Agency","260","[c]","34780","34140"
"New entrant CS","2021","30-39","Unknown","National Records of Scotland","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Office of the Public Guardian","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Planning Inspectorate","Ministry of Housing, Communities and Local Government","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Scottish Courts and Tribunals Service","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Scottish Government (excl. agencies)","Scottish Government","145","[c]","39360","38540"
"New entrant CS","2021","30-39","Unknown","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Scottish Prison Service","Scottish Government","95","[c]","22010","20810"
"New entrant CS","2021","30-39","Unknown","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Social Security Scotland","Scottish Government","35","[c]","29280","26160"
"New entrant CS","2021","30-39","Unknown","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Submarine Delivery Agency","Ministry of Defence","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","45","[c]","27250","23320"
"New entrant CS","2021","30-39","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","United Kingdom Statistics Authority","United Kingdom Statistics Authority","170","[c]","34040","32540"
"New entrant CS","2021","30-39","Unknown","Valuation Office Agency","HM Revenue and Customs","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Water Services Regulation Authority","Water Services Regulation Authority","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Welsh Government (excl. agencies)","Welsh Government","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
