"Status","Year","Disability","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared non-disabled","Food Standards Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Food Standards Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Food Standards Agency","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Food Standards Agency","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Food Standards Agency","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Food Standards Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Food Standards Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Food Standards Agency","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Food Standards Agency","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Food Standards Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Food Standards Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign and Commonwealth Office (excl. agencies)","Unknown","London","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign and Commonwealth Office (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign and Commonwealth Office (excl. agencies)","Unknown","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Other","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","London","75","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Overseas","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Forestry and Land Scotland","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Government Actuary's Department","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Government Internal Audit Agency","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Government Internal Audit Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Government Internal Audit Agency","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Government Internal Audit Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Government Internal Audit Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Government Internal Audit Agency","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Government Internal Audit Agency","Internal Audit","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Government Internal Audit Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Government Legal Department","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Government Legal Department","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Government Legal Department","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Government Legal Department","Human Resources","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Government Legal Department","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Government Legal Department","Legal","London","35","[c]","57210","51940"
"Leaver Dept.","2021","Declared non-disabled","Government Legal Department","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Government Legal Department","Other","London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Government Legal Department","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Government Legal Department","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Government Property Agency","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Government Property Agency","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Government Property Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Health and Safety Executive","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Health and Safety Executive","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Health and Safety Executive","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Health and Safety Executive","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Health and Safety Executive","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Health and Safety Executive","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Health and Safety Executive","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Health and Safety Executive","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Health and Safety Executive","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Health and Safety Executive","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Health and Safety Executive","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Courts and Tribunals Service","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Courts and Tribunals Service","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Courts and Tribunals Service","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Courts and Tribunals Service","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Courts and Tribunals Service","Finance","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Courts and Tribunals Service","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Courts and Tribunals Service","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Courts and Tribunals Service","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Courts and Tribunals Service","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Courts and Tribunals Service","Legal","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Courts and Tribunals Service","Operational Delivery","London","65","[c]","28710","26410"
"Leaver Dept.","2021","Declared non-disabled","HM Courts and Tribunals Service","Operational Delivery","Outside London","165","[c]","21440","19930"
"Leaver Dept.","2021","Declared non-disabled","HM Courts and Tribunals Service","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Courts and Tribunals Service","Planning","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Courts and Tribunals Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Courts and Tribunals Service","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Courts and Tribunals Service","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Courts and Tribunals Service","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Prison and Probation Service","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Prison and Probation Service","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Prison and Probation Service","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Prison and Probation Service","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Prison and Probation Service","Operational Delivery","London","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Prison and Probation Service","Operational Delivery","Outside London","150","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Prison and Probation Service","Policy","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Prison and Probation Service","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Prison and Probation Service","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Prison and Probation Service","Psychology","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Prison and Probation Service","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Prison and Probation Service","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Prison and Probation Service","Unknown","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Prison and Probation Service","Unknown","Outside London","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Unknown","London","175","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Unknown","Outside London","605","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Treasury (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Treasury (excl. agencies)","Economics","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Treasury (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Treasury (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Treasury (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Treasury (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Treasury (excl. agencies)","Policy","London","65","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Treasury (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","HM Treasury (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Communications","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Intelligence Analysis","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Intelligence Analysis","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Operational Delivery","London","95","[c]","36870","29250"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Operational Delivery","Outside London","245","[c]","25440","24700"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Other","London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Other","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Policy","London","120","[c]","51180","50060"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Policy","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Project Delivery","London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Project Delivery","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Security","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Social Research","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Unknown","London","135","[c]","39860","35900"
"Leaver Dept.","2021","Declared non-disabled","Home Office (incl. agencies)","Unknown","Outside London","105","[c]","27050","24560"
"Leaver Dept.","2021","Declared non-disabled","Insolvency Service","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Insolvency Service","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Insolvency Service","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Insolvency Service","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Insolvency Service","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Insolvency Service","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Insolvency Service","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Insolvency Service","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Insolvency Service","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Insolvency Service","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Insolvency Service","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Insolvency Service","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Insolvency Service","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal Aid Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal Aid Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal Aid Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal Aid Agency","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal Aid Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal Aid Agency","Operational Delivery","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal Aid Agency","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Maritime and Coastguard Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Maritime and Coastguard Agency","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Maritime and Coastguard Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Maritime and Coastguard Agency","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Maritime and Coastguard Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Met Office","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Commercial","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Finance","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Human Resources","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Human Resources","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Intelligence Analysis","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Other","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Other","Outside London","30","[c]","25080","21050"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Policy","London","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Policy","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Project Delivery","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Project Delivery","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Property","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Security","Outside London","5","[c]","[c]","[c]"
