"Status","Year","Age","Function_of_post","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Communications","Department for Environment, Food and Rural Affairs","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","HM Revenue and Customs","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","HM Revenue and Customs","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","HM Revenue and Customs","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","HM Revenue and Customs","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","Ministry of Justice","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","Office of Rail and Road","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Counter Fraud","HM Revenue and Customs","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Counter Fraud","HM Revenue and Customs","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Counter Fraud","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Counter Fraud","HM Revenue and Customs","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","HM Revenue and Customs","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","HM Revenue and Customs","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","HM Revenue and Customs","Eastern Scotland","15","15","20460","20140"
"In post","2021","16-19","Debt","HM Revenue and Customs","Merseyside","5","5","[c]","[c]"
"In post","2021","16-19","Debt","HM Revenue and Customs","Northumberland and Tyne and Wear","15","15","20140","20140"
"In post","2021","16-19","Debt","HM Revenue and Customs","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","HM Revenue and Customs","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","HM Revenue and Customs","West Midlands","5","5","[c]","[c]"
"In post","2021","16-19","Debt","HM Revenue and Customs","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Department for Education","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Department for Transport","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","HM Land Registry","Devon","5","5","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Ministry of Defence","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Scottish Government","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","United Kingdom Statistics Authority","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Attorney General's Departments","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Department for Education","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Department for Transport","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Department for Transport","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","HM Revenue and Customs","Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","HM Revenue and Customs","West Central Scotland","10","5","20140","20140"
"In post","2021","16-19","Finance","HM Treasury","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","19600","19040"
"In post","2021","16-19","Finance","Ministry of Justice","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Grants Management","Department for Environment, Food and Rural Affairs","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Chancellor's other departments","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Department for Business, Energy and Industrial Strategy","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Department of Health and Social Care","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Foreign, Commonwealth and Development Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","HM Revenue and Customs","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","HM Treasury","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Ministry of Defence","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Ministry of Defence","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Ministry of Justice","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Scottish Government","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Scottish Government","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","United Kingdom Statistics Authority","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Attorney General's Departments","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Attorney General's Departments","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Attorney General's Departments","Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Attorney General's Departments","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Attorney General's Departments","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Attorney General's Departments","Inner London - West","5","5","[c]","[c]"
"In post","2021","16-19","Legal","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Attorney General's Departments","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Attorney General's Departments","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Attorney General's Departments","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Attorney General's Departments","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Attorney General's Departments","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","HM Revenue and Customs","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Scottish Government","Eastern Scotland","5","5","[c]","[c]"
"In post","2021","16-19","No function","Cabinet Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Business, Energy and Industrial Strategy","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Business, Energy and Industrial Strategy","East Wales","10","10","[c]","[c]"
"In post","2021","16-19","No function","Department for Business, Energy and Industrial Strategy","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Business, Energy and Industrial Strategy","Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Business, Energy and Industrial Strategy","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Education","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Education","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Education","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Education","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Environment, Food and Rural Affairs","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Environment, Food and Rural Affairs","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Environment, Food and Rural Affairs","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Environment, Food and Rural Affairs","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Environment, Food and Rural Affairs","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Environment, Food and Rural Affairs","Inner London - West","10","10","[c]","[c]"
"In post","2021","16-19","No function","Department for Environment, Food and Rural Affairs","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for International Trade","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Transport","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Transport","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Transport","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Transport","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Transport","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Transport","West Wales and The Valleys","35","25","19100","18060"
"In post","2021","16-19","No function","Department for Transport","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department for Work and Pensions","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department of Health and Social Care","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","10","5","[c]","[c]"
"In post","2021","16-19","No function","Department of Health and Social Care","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department of Health and Social Care","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department of Health and Social Care","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department of Health and Social Care","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department of Health and Social Care","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department of Health and Social Care","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department of Health and Social Care","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Department of Health and Social Care","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Foreign, Commonwealth and Development Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Land Registry","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Land Registry","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Land Registry","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Land Registry","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Land Registry","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Revenue and Customs","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Revenue and Customs","East Wales","20","20","20140","20140"
"In post","2021","16-19","No function","HM Revenue and Customs","Eastern Scotland","5","5","[c]","[c]"
"In post","2021","16-19","No function","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Revenue and Customs","Greater Manchester","10","10","[c]","[c]"
"In post","2021","16-19","No function","HM Revenue and Customs","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Revenue and Customs","Lancashire","5","5","[c]","[c]"
"In post","2021","16-19","No function","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Revenue and Customs","Merseyside","20","20","20140","20140"
"In post","2021","16-19","No function","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Revenue and Customs","Northumberland and Tyne and Wear","30","25","20140","20140"
"In post","2021","16-19","No function","HM Revenue and Customs","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Revenue and Customs","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Revenue and Customs","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Revenue and Customs","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Revenue and Customs","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","HM Revenue and Customs","West Yorkshire","30","25","20140","20140"
"In post","2021","16-19","No function","HM Treasury","Inner London - West","20","20","24140","24300"
"In post","2021","16-19","No function","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","17150","16990"
"In post","2021","16-19","No function","Ministry of Justice","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2021","16-19","No function","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2021","16-19","No function","Ministry of Justice","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Ministry of Justice","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Ministry of Justice","Derbyshire and Nottinghamshire","10","10","21330","20600"
"In post","2021","16-19","No function","Ministry of Justice","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Ministry of Justice","East Anglia","10","10","23630","22850"
"In post","2021","16-19","No function","Ministry of Justice","East Wales","5","5","[c]","[c]"
"In post","2021","16-19","No function","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2021","16-19","No function","Ministry of Justice","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Ministry of Justice","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Ministry of Justice","Herefordshire, Worcestershire and Warwickshire","5","5","[c]","[c]"
"In post","2021","16-19","No function","Ministry of Justice","Inner London - East","10","10","[c]","[c]"
"In post","2021","16-19","No function","Ministry of Justice","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Ministry of Justice","Kent","10","10","22950","22850"
"In post","2021","16-19","No function","Ministry of Justice","Lancashire","5","5","[c]","[c]"
"In post","2021","16-19","No function","Ministry of Justice","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2021","16-19","No function","Ministry of Justice","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Ministry of Justice","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Ministry of Justice","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Ministry of Justice","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Ministry of Justice","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Ministry of Justice","Shropshire and Staffordshire","10","10","[c]","[c]"
"In post","2021","16-19","No function","Ministry of Justice","South Yorkshire","5","5","[c]","[c]"
"In post","2021","16-19","No function","Ministry of Justice","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Ministry of Justice","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Ministry of Justice","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Ministry of Justice","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Ministry of Justice","West Yorkshire","5","5","[c]","[c]"
"In post","2021","16-19","No function","National Crime Agency","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Office for Standards in Education","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Office for Standards in Education","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Office for Standards in Education","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Office of Rail and Road","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Other Cabinet Office Agencies","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Other Cabinet Office Agencies","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Scottish Government","Eastern Scotland","15","15","21240","20810"
"In post","2021","16-19","No function","Scottish Government","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Scottish Government","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Scottish Government","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","The National Archives","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","United Kingdom Statistics Authority","East Wales","5","5","[c]","[c]"
"In post","2021","16-19","No function","United Kingdom Statistics Authority","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2021","16-19","Project Delivery","Cabinet Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Department for Business, Energy and Industrial Strategy","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Department for Education","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Department for Environment, Food and Rural Affairs","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Department for Transport","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Foreign, Commonwealth and Development Office","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","HM Land Registry","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","HM Revenue and Customs","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","HM Treasury","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Ministry of Defence","Devon","10","10","17720","16780"
"In post","2021","16-19","Project Delivery","Ministry of Defence","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Ministry of Defence","East Wales","15","15","16570","16780"
"In post","2021","16-19","Project Delivery","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","80","80","17830","17780"
"In post","2021","16-19","Project Delivery","Ministry of Defence","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2021","16-19","Project Delivery","Ministry of Defence","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Ministry of Defence","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Ministry of Defence","Southern Scotland","10","10","17080","16780"
"In post","2021","16-19","Property","Department for Education","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2021","16-19","Property","HM Revenue and Customs","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","HM Revenue and Customs","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","HM Revenue and Customs","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","HM Revenue and Customs","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","HM Revenue and Customs","Essex","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","HM Revenue and Customs","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","HM Revenue and Customs","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","HM Revenue and Customs","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","HM Revenue and Customs","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","HM Revenue and Customs","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","HM Revenue and Customs","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","HM Revenue and Customs","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Ministry of Defence","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Ministry of Defence","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Ministry of Defence","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Ministry of Defence","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Ministry of Justice","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Ministry of Justice","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Scottish Government","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Scottish Government","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Scottish Government","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Cabinet Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Cabinet Office","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2021","16-19","Security","Ministry of Defence","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Ministry of Defence","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Ministry of Defence","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Ministry of Defence","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Ministry of Defence","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","United Kingdom Statistics Authority","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Education","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Work and Pensions","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Work and Pensions","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Work and Pensions","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Work and Pensions","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Work and Pensions","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Work and Pensions","Devon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Work and Pensions","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Work and Pensions","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Work and Pensions","East Wales","[c]","[c]","[c]","[c]"
