"Status","Year","Age","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","60-64","Cabinet Office (excl. agencies)","Unknown","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Cabinet Office (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Crown Prosecution Service","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Defence Equipment and Support","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Defence Equipment and Support","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Defence Equipment and Support","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Defence Equipment and Support","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Defence Science and Technology Laboratory","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Digital, Culture, Media and Sport","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Education (excl. agencies)","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for International Development","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for International Trade","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for International Trade","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for International Trade","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Work and Pensions (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Work and Pensions (excl. agencies)","Unknown","Outside London","15","[c]","26160","27230"
"Leaver Dept.","2021","60-64","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department of Health and Social Care (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Education and Skills Funding Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Education and Skills Funding Agency","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Foreign and Commonwealth Office (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Government Legal Department","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Courts and Tribunals Service","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Prison and Probation Service","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs (excl. agencies)","Unknown","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office (incl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office (incl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office (incl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office (incl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office (incl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office (incl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office (incl. agencies)","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office (incl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Insolvency Service","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Legal Aid Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Maritime and Coastguard Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Met Office","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence (excl. agencies)","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence (excl. agencies)","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Justice (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Justice (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Justice (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Revenue Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Rural Payments Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","The National Archives","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","UK Intellectual Property Office","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","United Kingdom Statistics Authority","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","United Kingdom Statistics Authority","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Valuation Office Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Welsh Revenue Authority","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Cabinet Office (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Defence Equipment and Support","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Defence Equipment and Support","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Department for International Trade","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","HM Prison and Probation Service","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","HM Revenue and Customs (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","HM Revenue and Customs (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Home Office (incl. agencies)","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Defence (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Defence (excl. agencies)","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Defence (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Welsh Revenue Authority","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Digital, Culture, Media and Sport","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for International Trade","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","London","55","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Government Property Agency","Unknown","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Government Property Agency","Unknown","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Government Property Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","UK Space Agency","Unknown","London","30","[c]","47750","43340"
"Leaver Dept.","2021","Unknown","UK Space Agency","Unknown","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Advisory, Conciliation and Arbitration Service","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Advisory, Conciliation and Arbitration Service","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Animal and Plant Health Agency","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Animal and Plant Health Agency","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Cabinet Office (excl. agencies)","Unknown","London","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Cabinet Office (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Companies House","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Companies House","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Crown Commercial Service","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Crown Office and Procurator Fiscal Service","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Crown Prosecution Service","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Crown Prosecution Service","Operational Delivery","Outside London","15","[c]","21030","21950"
"New entrant CS","2021","16-19","Defence Equipment and Support","Finance","Outside London","10","[c]","19040","19040"
"New entrant CS","2021","16-19","Defence Equipment and Support","Other","Outside London","15","[c]","17200","16780"
"New entrant CS","2021","16-19","Defence Equipment and Support","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Defence Equipment and Support","Science and Engineering","Outside London","25","[c]","16780","16780"
"New entrant CS","2021","16-19","Defence Science and Technology Laboratory","Science and Engineering","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","London","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Education (excl. agencies)","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Education (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Education (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","London","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for International Trade","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for International Trade","International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Transport (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Transport (excl. agencies)","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Transport (excl. agencies)","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Transport (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Transport (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Work and Pensions (excl. agencies)","Unknown","London","10","[c]","28900","31060"
"New entrant CS","2021","16-19","Department for Work and Pensions (excl. agencies)","Unknown","Outside London","195","[c]","22150","21010"
"New entrant CS","2021","16-19","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department of Health and Social Care (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department of Health and Social Care (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department of Health and Social Care (excl. agencies)","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Disclosure Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Driver and Vehicle Licensing Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Driver and Vehicle Licensing Agency","Operational Delivery","Outside London","30","[c]","18430","18060"
"New entrant CS","2021","16-19","Driver and Vehicle Standards Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Driver and Vehicle Standards Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Forestry and Land Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Government Actuary's Department","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Health and Safety Executive","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Courts and Tribunals Service","Operational Delivery","London","10","[c]","20620","20180"
"New entrant CS","2021","16-19","HM Courts and Tribunals Service","Operational Delivery","Outside London","25","[c]","18270","18880"
"New entrant CS","2021","16-19","HM Land Registry","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Land Registry","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Land Registry","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Prison and Probation Service","Operational Delivery","London","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Prison and Probation Service","Operational Delivery","Outside London","85","[c]","22580","22850"
"New entrant CS","2021","16-19","HM Revenue and Customs (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Revenue and Customs (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Revenue and Customs (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Revenue and Customs (excl. agencies)","Operational Delivery","Outside London","15","[c]","20140","20140"
"New entrant CS","2021","16-19","HM Revenue and Customs (excl. agencies)","Tax","Outside London","110","[c]","20390","20140"
"New entrant CS","2021","16-19","HM Revenue and Customs (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Revenue and Customs (excl. agencies)","Unknown","Outside London","15","[c]","20500","20140"
"New entrant CS","2021","16-19","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Treasury (excl. agencies)","Economics","London","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Treasury (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Treasury (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Treasury (excl. agencies)","Policy","London","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Home Office (incl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Home Office (incl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Home Office (incl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Home Office (incl. agencies)","Operational Delivery","Outside London","35","[c]","21430","21430"
"New entrant CS","2021","16-19","Home Office (incl. agencies)","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Home Office (incl. agencies)","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Insolvency Service","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Institute for Apprenticeships and Technical Education","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Legal Aid Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Maritime and Coastguard Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence (excl. agencies)","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence (excl. agencies)","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence (excl. agencies)","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence (excl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence (excl. agencies)","Security","Outside London","10","[c]","21370","19560"
"New entrant CS","2021","16-19","Ministry of Justice (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Justice (excl. agencies)","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Justice (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Justice (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","National Crime Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Office for Budget Responsibility","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Office of Rail and Road","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Office of Rail and Road","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Public Health England","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Public Health England","Operational Delivery","London","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Public Health England","Operational Delivery","Outside London","10","[c]","19560","18850"
"New entrant CS","2021","16-19","Public Health England","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Scottish Courts and Tribunals Service","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Scottish Courts and Tribunals Service","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Scottish Government (excl. agencies)","Unknown","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Scottish Prison Service","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Scottish Prison Service","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Social Security Scotland","Unknown","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Student Awards Agency for Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Submarine Delivery Agency","Science and Engineering","Outside London","15","[c]","16780","16780"
"New entrant CS","2021","16-19","The National Archives","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Transport Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","UK Intellectual Property Office","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","UK Intellectual Property Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","United Kingdom Statistics Authority","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","United Kingdom Statistics Authority","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","United Kingdom Statistics Authority","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","United Kingdom Statistics Authority","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","United Kingdom Statistics Authority","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Valuation Office Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Valuation Office Agency","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Valuation Office Agency","Property","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Welsh Government (excl. agencies)","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Welsh Government (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Advisory, Conciliation and Arbitration Service","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Advisory, Conciliation and Arbitration Service","Operational Delivery","Outside London","35","[c]","24620","24250"
"New entrant CS","2021","20-29","Animal and Plant Health Agency","Operational Delivery","London","15","[c]","30870","31460"
"New entrant CS","2021","20-29","Animal and Plant Health Agency","Operational Delivery","Outside London","195","[c]","24100","24370"
"New entrant CS","2021","20-29","Animal and Plant Health Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Animal and Plant Health Agency","Science and Engineering","Outside London","35","[c]","25300","24370"
"New entrant CS","2021","20-29","Animal and Plant Health Agency","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Animal and Plant Health Agency","Veterinarian","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office (excl. agencies)","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office (excl. agencies)","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office (excl. agencies)","Unknown","London","730","[c]","30490","28000"
"New entrant CS","2021","20-29","Cabinet Office (excl. agencies)","Unknown","Outside London","170","[c]","27080","28000"
"New entrant CS","2021","20-29","Cabinet Office (excl. agencies)","Unknown","Unknown","135","[c]","28540","28000"
"New entrant CS","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Outside London","10","[c]","27310","29270"
"New entrant CS","2021","20-29","Charity Commission","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","Unknown","Outside London","10","[c]","24440","24440"
"New entrant CS","2021","20-29","Companies House","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Companies House","Digital, Data and Technology","Outside London","10","[c]","31150","31650"
"New entrant CS","2021","20-29","Companies House","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Companies House","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Companies House","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Companies House","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","Economics","London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","Legal","London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","Project Delivery","London","10","[c]","30770","28500"
"New entrant CS","2021","20-29","Criminal Injuries Compensation Authority","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Crown Commercial Service","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Crown Commercial Service","Commercial","Outside London","20","[c]","27520","25000"
"New entrant CS","2021","20-29","Crown Commercial Service","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Crown Commercial Service","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
