"Status","Year","Disability","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared disabled","Unknown","Ministry of Defence","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Ministry of Defence","Outside London","70","[c]","23990","20920"
"New entrant CS","2021","Declared disabled","Unknown","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Scotland Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Scotland Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Scottish Government","Outside London","120","[c]","28990","26160"
"New entrant CS","2021","Declared disabled","Unknown","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Welsh Government","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Cabinet Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Chancellor's other departments","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Competition and Markets Authority","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Department for Business, Energy and Industrial Strategy","London","40","[c]","33200","33620"
"New entrant CS","2021","Declared non-disabled","Analysis","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Department for Digital, Culture, Media and Sport","London","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Department for Environment, Food and Rural Affairs","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Department for International Trade","London","30","[c]","31190","31800"
"New entrant CS","2021","Declared non-disabled","Analysis","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Department for Transport","London","65","[c]","34790","34710"
"New entrant CS","2021","Declared non-disabled","Analysis","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","HM Revenue and Customs","London","30","[c]","34660","36160"
"New entrant CS","2021","Declared non-disabled","Analysis","HM Revenue and Customs","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Ministry of Defence","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Ministry of Defence","Outside London","40","[c]","30640","27850"
"New entrant CS","2021","Declared non-disabled","Analysis","Ministry of Housing, Communities and Local Government","London","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Ministry of Housing, Communities and Local Government","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Ministry of Justice","London","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Ministry of Justice","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Office for Standards in Education","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Office of Gas and Electricity Markets","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Office of Rail and Road","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","United Kingdom Statistics Authority","London","65","[c]","37370","32540"
"New entrant CS","2021","Declared non-disabled","Analysis","United Kingdom Statistics Authority","Outside London","75","[c]","30300","29540"
"New entrant CS","2021","Declared non-disabled","Analysis","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Cabinet Office","London","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Cabinet Office","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Department for Business, Energy and Industrial Strategy","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Department for Environment, Food and Rural Affairs","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Department for Transport","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","HM Revenue and Customs","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Ministry of Defence","Outside London","115","[c]","30980","26670"
"New entrant CS","2021","Declared non-disabled","Commercial","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Ministry of Justice","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Ministry of Justice","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Other Cabinet Office Agencies","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","The National Archives","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","UK Export Finance","London","45","[c]","49390","47000"
"New entrant CS","2021","Declared non-disabled","Commercial","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","Cabinet Office","London","40","[c]","35280","34550"
"New entrant CS","2021","Declared non-disabled","Communications","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
