"Status","Year","Parent_department","Region_ITL3","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Bristol, City of","Outside London","SEO/HEO","20","20","35900","36240"
"In post","2021","Attorney General's Departments","Cambridgeshire CC","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cambridgeshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cambridgeshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cambridgeshire CC","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Camden and City of London","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Camden and City of London","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Camden and City of London","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cardiff and Vale of Glamorgan","Outside London","AA/AO","50","45","21840","21950"
"In post","2021","Attorney General's Departments","Cardiff and Vale of Glamorgan","Outside London","EO","30","30","27620","28430"
"In post","2021","Attorney General's Departments","Cardiff and Vale of Glamorgan","Outside London","G6/G7","100","95","55040","55610"
"In post","2021","Attorney General's Departments","Cardiff and Vale of Glamorgan","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cardiff and Vale of Glamorgan","Outside London","SEO/HEO","30","30","35750","36130"
"In post","2021","Attorney General's Departments","Central Valleys","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","AA/AO","10","10","22550","21950"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","G6/G7","10","10","53790","54480"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Croydon","London","AA/AO","20","20","23620","23520"
"In post","2021","Attorney General's Departments","Croydon","London","EO","20","15","28390","27470"
"In post","2021","Attorney General's Departments","Croydon","London","G6/G7","25","25","62040","62140"
"In post","2021","Attorney General's Departments","Croydon","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Croydon","London","SEO/HEO","25","25","35060","35000"
"In post","2021","Attorney General's Departments","Derby","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derby","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon CC","Outside London","AA/AO","15","15","20930","21950"
"In post","2021","Attorney General's Departments","Devon CC","Outside London","EO","20","20","26970","26780"
"In post","2021","Attorney General's Departments","Devon CC","Outside London","G6/G7","45","40","55390","55610"
"In post","2021","Attorney General's Departments","Devon CC","Outside London","SEO/HEO","20","20","34960","34050"
"In post","2021","Attorney General's Departments","East Cumbria","Outside London","AA/AO","15","10","21950","21950"
"In post","2021","Attorney General's Departments","East Cumbria","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Cumbria","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","East Cumbria","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Derbyshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Derbyshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Kent","Outside London","AA/AO","30","30","23210","23520"
"In post","2021","Attorney General's Departments","East Kent","Outside London","EO","35","30","29290","29170"
"In post","2021","Attorney General's Departments","East Kent","Outside London","G6/G7","45","40","57510","55000"
"In post","2021","Attorney General's Departments","East Kent","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Kent","Outside London","SEO/HEO","15","10","38260","39750"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","Outside London","AA/AO","10","10","22240","21950"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","Outside London","EO","15","15","27170","27440"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","Outside London","G6/G7","30","30","54430","55610"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","Outside London","SEO/HEO","15","15","35890","36130"
"In post","2021","Attorney General's Departments","Haringey and Islington","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Haringey and Islington","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Haringey and Islington","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Harrow and Hillingdon","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Harrow and Hillingdon","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Harrow and Hillingdon","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Harrow and Hillingdon","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heart of Essex","Outside London","AA/AO","40","35","22800","23520"
"In post","2021","Attorney General's Departments","Heart of Essex","Outside London","EO","50","45","28920","30110"
"In post","2021","Attorney General's Departments","Heart of Essex","Outside London","G6/G7","70","65","59610","60710"
"In post","2021","Attorney General's Departments","Heart of Essex","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heart of Essex","Outside London","SEO/HEO","30","25","37790","39750"
"In post","2021","Attorney General's Departments","Hertfordshire","Outside London","AA/AO","35","30","23150","23520"
"In post","2021","Attorney General's Departments","Hertfordshire","Outside London","EO","35","30","28870","29400"
"In post","2021","Attorney General's Departments","Hertfordshire","Outside London","G6/G7","75","70","59050","61510"
"In post","2021","Attorney General's Departments","Hertfordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hertfordshire","Outside London","SEO/HEO","25","20","37850","40000"
"In post","2021","Attorney General's Departments","Hounslow and Richmond upon Thames","London","AA/AO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Hounslow and Richmond upon Thames","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","Outside London","AA/AO","20","20","21930","21950"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","Outside London","EO","15","15","27700","28430"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","Outside London","G6/G7","30","30","56090","55610"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Leeds","Outside London","AA/AO","75","65","21700","21950"
"In post","2021","Attorney General's Departments","Leeds","Outside London","EO","60","55","27340","28430"
"In post","2021","Attorney General's Departments","Leeds","Outside London","G6/G7","175","160","54880","55610"
"In post","2021","Attorney General's Departments","Leeds","Outside London","SCS level","10","10","88100","84740"
"In post","2021","Attorney General's Departments","Leeds","Outside London","SEO/HEO","55","55","35620","34480"
"In post","2021","Attorney General's Departments","Leicester","Outside London","AA/AO","35","30","21300","21950"
"In post","2021","Attorney General's Departments","Leicester","Outside London","EO","25","25","27610","28430"
"In post","2021","Attorney General's Departments","Leicester","Outside London","G6/G7","65","60","52770","51470"
"In post","2021","Attorney General's Departments","Leicester","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicester","Outside London","SEO/HEO","15","15","36320","38000"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","London","AA/AO","10","10","23150","24590"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Liverpool","Outside London","AA/AO","85","80","21840","21950"
"In post","2021","Attorney General's Departments","Liverpool","Outside London","EO","80","75","27050","26900"
"In post","2021","Attorney General's Departments","Liverpool","Outside London","G6/G7","135","125","54630","55610"
"In post","2021","Attorney General's Departments","Liverpool","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Liverpool","Outside London","SEO/HEO","60","60","34930","34480"
"In post","2021","Attorney General's Departments","Manchester","Outside London","AA/AO","70","60","21940","21950"
"In post","2021","Attorney General's Departments","Manchester","Outside London","EO","85","75","27920","28430"
"In post","2021","Attorney General's Departments","Manchester","Outside London","G6/G7","165","155","56260","55610"
"In post","2021","Attorney General's Departments","Manchester","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Manchester","Outside London","SEO/HEO","45","40","35320","34480"
"In post","2021","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Kent","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Kent","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Kent","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Lancashire","Outside London","AA/AO","35","30","22310","21950"
"In post","2021","Attorney General's Departments","Mid Lancashire","Outside London","EO","40","35","28090","28430"
"In post","2021","Attorney General's Departments","Mid Lancashire","Outside London","G6/G7","75","70","54890","55610"
"In post","2021","Attorney General's Departments","Mid Lancashire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Lancashire","Outside London","SEO/HEO","25","25","35680","34480"
"In post","2021","Attorney General's Departments","Northumberland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","Outside London","AA/AO","30","25","21220","21950"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","Outside London","EO","15","10","27710","28430"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","Outside London","G6/G7","25","25","56420","55610"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","Outside London","SEO/HEO","10","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Nottingham","Outside London","AA/AO","75","70","21320","21950"
"In post","2021","Attorney General's Departments","Nottingham","Outside London","EO","60","55","26810","26220"
"In post","2021","Attorney General's Departments","Nottingham","Outside London","G6/G7","100","95","54320","55370"
"In post","2021","Attorney General's Departments","Nottingham","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Nottingham","Outside London","SEO/HEO","35","35","34660","33900"
"In post","2021","Attorney General's Departments","Overseas","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Peterborough","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Portsmouth","Outside London","AA/AO","35","35","21970","23520"
"In post","2021","Attorney General's Departments","Portsmouth","Outside London","EO","20","20","28450","28300"
"In post","2021","Attorney General's Departments","Portsmouth","Outside London","G6/G7","40","40","59790","62120"
"In post","2021","Attorney General's Departments","Portsmouth","Outside London","SEO/HEO","10","10","37560","39540"
"In post","2021","Attorney General's Departments","Redbridge and Waltham Forest","London","AA/AO","10","10","23870","24590"
"In post","2021","Attorney General's Departments","Redbridge and Waltham Forest","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Sheffield","Outside London","AA/AO","40","35","21660","21950"
"In post","2021","Attorney General's Departments","Sheffield","Outside London","EO","35","30","27450","28430"
"In post","2021","Attorney General's Departments","Sheffield","Outside London","G6/G7","40","40","56750","55610"
"In post","2021","Attorney General's Departments","Sheffield","Outside London","SEO/HEO","20","20","36080","38000"
"In post","2021","Attorney General's Departments","Shropshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Hampshire","Outside London","AA/AO","20","20","22810","23520"
"In post","2021","Attorney General's Departments","South Hampshire","Outside London","EO","30","30","28410","27300"
"In post","2021","Attorney General's Departments","South Hampshire","Outside London","G6/G7","75","70","59740","62140"
"In post","2021","Attorney General's Departments","South Hampshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Hampshire","Outside London","SEO/HEO","25","20","37220","39540"
"In post","2021","Attorney General's Departments","South Teesside","Outside London","AA/AO","30","20","21990","21950"
"In post","2021","Attorney General's Departments","South Teesside","Outside London","EO","20","15","27420","28430"
"In post","2021","Attorney General's Departments","South Teesside","Outside London","G6/G7","40","35","54620","55610"
"In post","2021","Attorney General's Departments","South Teesside","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Teesside","Outside London","SEO/HEO","10","10","35230","34480"
"In post","2021","Attorney General's Departments","Staffordshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Stoke-on-Trent","Outside London","AA/AO","15","15","22030","21950"
"In post","2021","Attorney General's Departments","Stoke-on-Trent","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Stoke-on-Trent","Outside London","G6/G7","35","30","55470","54200"
"In post","2021","Attorney General's Departments","Stoke-on-Trent","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Suffolk","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Suffolk","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Suffolk","Outside London","G6/G7","10","10","57560","55610"
"In post","2021","Attorney General's Departments","Suffolk","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","Swansea","Outside London","AA/AO","15","15","22240","21950"
"In post","2021","Attorney General's Departments","Swansea","Outside London","EO","10","10","27280","28430"
"In post","2021","Attorney General's Departments","Swansea","Outside London","G6/G7","35","30","55030","54200"
"In post","2021","Attorney General's Departments","Swansea","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Swansea","Outside London","SEO/HEO","10","10","34140","33310"
"In post","2021","Attorney General's Departments","Tyneside","Outside London","AA/AO","70","60","21800","21950"
"In post","2021","Attorney General's Departments","Tyneside","Outside London","EO","40","40","27350","28430"
"In post","2021","Attorney General's Departments","Tyneside","Outside London","G6/G7","95","90","54930","55610"
"In post","2021","Attorney General's Departments","Tyneside","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Tyneside","Outside London","SEO/HEO","35","35","35260","34480"
"In post","2021","Attorney General's Departments","Wakefield","Outside London","AA/AO","10","10","21950","21950"
"In post","2021","Attorney General's Departments","Wakefield","Outside London","EO","20","20","26730","25920"
"In post","2021","Attorney General's Departments","Wakefield","Outside London","G6/G7","15","15","62050","59300"
"In post","2021","Attorney General's Departments","Wakefield","Outside London","SEO/HEO","20","20","35430","33900"
"In post","2021","Attorney General's Departments","Warrington","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Warrington","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Warrington","Outside London","G6/G7","15","15","63080","58850"
"In post","2021","Attorney General's Departments","Warrington","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Warwickshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Cumbria","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Cumbria","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Cumbria","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Northamptonshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Northamptonshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Northamptonshire","Outside London","G6/G7","10","5","[c]","[c]"
"In post","2021","Attorney General's Departments","West Northamptonshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Surrey","Outside London","AA/AO","10","10","22580","23520"
"In post","2021","Attorney General's Departments","West Surrey","Outside London","EO","15","15","29220","29860"
"In post","2021","Attorney General's Departments","West Surrey","Outside London","G6/G7","20","20","59430","62370"
"In post","2021","Attorney General's Departments","West Surrey","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Attorney General's Departments","West Sussex (North East)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Westminster","London","AA/AO","335","315","23120","23520"
"In post","2021","Attorney General's Departments","Westminster","London","EO","715","680","28650","27760"
"In post","2021","Attorney General's Departments","Westminster","London","G6/G7","2505","2330","60270","61000"
"In post","2021","Attorney General's Departments","Westminster","London","SCS level","255","245","87180","81420"
"In post","2021","Attorney General's Departments","Westminster","London","SEO/HEO","680","665","37600","38910"
"In post","2021","Attorney General's Departments","Westminster","London","Unknown","10","10","39350","36360"
"In post","2021","Attorney General's Departments","Wiltshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wiltshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wiltshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Attorney General's Departments","Wiltshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wolverhampton","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Worcestershire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","York","Outside London","AA/AO","30","30","21600","21950"
"In post","2021","Attorney General's Departments","York","Outside London","EO","40","35","26400","25920"
"In post","2021","Attorney General's Departments","York","Outside London","G6/G7","195","175","58230","55610"
"In post","2021","Attorney General's Departments","York","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","York","Outside London","SEO/HEO","55","50","35230","38180"
"In post","2021","Cabinet Office","Ards and North Down","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Ards and North Down","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G6/G7","10","10","67230","59600"
"In post","2021","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SCS level","10","10","107270","90130"
"In post","2021","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SEO/HEO","15","15","32910","33300"
"In post","2021","Cabinet Office","Belfast","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Belfast","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Birmingham","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Birmingham","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Birmingham","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Blackpool","Outside London","G6/G7","25","25","56100","49700"
"In post","2021","Cabinet Office","Blackpool","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Blackpool","Outside London","SEO/HEO","10","10","30160","28000"
"In post","2021","Cabinet Office","Bradford","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Brighton and Hove","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bristol, City of","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Bristol, City of","Outside London","G6/G7","25","25","55730","53810"
"In post","2021","Cabinet Office","Bristol, City of","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bristol, City of","Outside London","SEO/HEO","30","25","33370","32000"
"In post","2021","Cabinet Office","Buckinghamshire CC","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Buckinghamshire CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Buckinghamshire CC","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Cambridgeshire CC","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cambridgeshire CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cambridgeshire CC","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Camden and City of London","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Camden and City of London","London","G6/G7","70","70","58310","56340"
"In post","2021","Cabinet Office","Camden and City of London","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Camden and City of London","London","SEO/HEO","20","20","33770","32000"
"In post","2021","Cabinet Office","Cardiff and Vale of Glamorgan","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cardiff and Vale of Glamorgan","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Cardiff and Vale of Glamorgan","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cardiff and Vale of Glamorgan","Outside London","SEO/HEO","25","25","29570","29250"
"In post","2021","Cabinet Office","Central Hampshire","Outside London","G6/G7","15","15","66330","56520"
"In post","2021","Cabinet Office","Central Hampshire","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Cabinet Office","Central Hampshire","Outside London","SEO/HEO","10","10","32750","32650"
"In post","2021","Cabinet Office","City of Edinburgh","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","City of Edinburgh","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","City of Edinburgh","Outside London","SEO/HEO","20","20","31010","29250"
"In post","2021","Cabinet Office","Coventry","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Coventry","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Coventry","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Croydon","London","G6/G7","15","15","68960","66900"
"In post","2021","Cabinet Office","Croydon","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Croydon","London","SEO/HEO","35","35","29510","29250"
"In post","2021","Cabinet Office","Darlington","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Darlington","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Cabinet Office","Darlington","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Devon CC","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Dorset CC","Outside London","SEO/HEO","10","10","35240","33470"
"In post","2021","Cabinet Office","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Merseyside","Outside London","G6/G7","[c]","[c]","[c]","[c]"
