"Status","Year","Age","Ethnicity","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Black","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Northumberland and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Northumberland and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
