"Status","Year","Disability","Function_of_post","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Communications","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Attorney General's Departments","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Attorney General's Departments","Unknown","60","55","46270","40210"
"In post","2021","Unknown","Counter Fraud","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Cabinet Office","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Department for Business, Energy and Industrial Strategy","Unknown","45","40","34580","34390"
"In post","2021","Unknown","Counter Fraud","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Department for Transport","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","HM Revenue and Customs","Heterosexual / straight","265","245","31900","31810"
"In post","2021","Unknown","Counter Fraud","HM Revenue and Customs","LGBO","15","15","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","HM Revenue and Customs","Undeclared","60","55","34660","31990"
"In post","2021","Unknown","Counter Fraud","HM Revenue and Customs","Unknown","1745","1655","30810","29570"
"In post","2021","Unknown","Counter Fraud","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","HM Revenue and Customs","Heterosexual / straight","95","85","24090","21400"
"In post","2021","Unknown","Debt","HM Revenue and Customs","LGBO","10","5","[c]","[c]"
"In post","2021","Unknown","Debt","HM Revenue and Customs","Undeclared","20","15","[c]","[c]"
"In post","2021","Unknown","Debt","HM Revenue and Customs","Unknown","1645","1535","21670","20140"
"In post","2021","Unknown","Debt","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","HM Treasury","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Debt","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Debt","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Attorney General's Departments","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Attorney General's Departments","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Cabinet Office","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Cabinet Office","Unknown","95","95","47850","49700"
"In post","2021","Unknown","Digital, Data & Technology","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Charity Commission","Unknown","25","25","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Undeclared","25","25","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Unknown","135","135","38770","36530"
"In post","2021","Unknown","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Education","Heterosexual / straight","55","55","40710","36500"
"In post","2021","Unknown","Digital, Data & Technology","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Education","Unknown","65","65","39140","36500"
"In post","2021","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Unknown","85","80","41640","38750"
"In post","2021","Unknown","Digital, Data & Technology","Department for International Trade","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for International Trade","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for International Trade","Unknown","35","35","49540","51970"
"In post","2021","Unknown","Digital, Data & Technology","Department for Transport","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Transport","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Transport","Unknown","140","135","36660","31350"
"In post","2021","Unknown","Digital, Data & Technology","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department of Health and Social Care","Heterosexual / straight","50","50","44500","40650"
"In post","2021","Unknown","Digital, Data & Technology","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department of Health and Social Care","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Department of Health and Social Care","Unknown","130","130","44490","40650"
"In post","2021","Unknown","Digital, Data & Technology","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Unknown","90","85","40450","38890"
"In post","2021","Unknown","Digital, Data & Technology","HM Land Registry","Heterosexual / straight","50","50","31660","27130"
"In post","2021","Unknown","Digital, Data & Technology","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Land Registry","Unknown","175","170","35090","31740"
"In post","2021","Unknown","Digital, Data & Technology","HM Revenue and Customs","Heterosexual / straight","80","75","37700","38630"
"In post","2021","Unknown","Digital, Data & Technology","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Revenue and Customs","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Revenue and Customs","Unknown","750","735","38830","32100"
"In post","2021","Unknown","Digital, Data & Technology","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","HM Treasury","Unknown","30","30","53270","54490"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Defence","Heterosexual / straight","55","55","37460","33300"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Defence","Undeclared","15","15","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Defence","Unknown","70","70","36260","34480"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","Ministry of Justice","Unknown","190","190","52260","52850"
