"Status","Year","Organisation","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Scottish Prison Service","Psychology","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Psychology","SEO","Unknown","15","15","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Unknown","AO","Heterosexual / straight","75","65","24040","24110"
"In post","2021","Scottish Public Pensions Agency","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Unknown","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Unknown","AO","Unknown","60","55","23990","24110"
"In post","2021","Scottish Public Pensions Agency","Unknown","EO","Heterosexual / straight","35","30","27940","28680"
"In post","2021","Scottish Public Pensions Agency","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Unknown","EO","Unknown","45","40","28530","29190"
"In post","2021","Scottish Public Pensions Agency","Unknown","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Unknown","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Unknown","HEO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Unknown","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Unknown","HEO","Unknown","15","15","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Unknown","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Unknown","SEO","Unknown","5","5","[c]","[c]"
"In post","2021","Serious Fraud Office","Commercial","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Commercial","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Commercial","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Commercial","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Commercial","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Commercial","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Communications","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Communications","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Communications","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Communications","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Communications","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Communications","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Communications","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Communications","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Communications","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Corporate Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Corporate Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Corporate Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Corporate Finance","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Corporate Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Corporate Finance","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Corporate Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Corporate Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Corporate Finance","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Corporate Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Corporate Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Corporate Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Corporate Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Corporate Finance","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Corporate Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","G6","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","G6","Unknown","5","5","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","G7","Unknown","15","15","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","HEO","Heterosexual / straight","45","45","33790","33100"
"In post","2021","Serious Fraud Office","Counter Fraud","HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","HEO","Unknown","15","15","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","SEO","Heterosexual / straight","55","55","41070","40390"
"In post","2021","Serious Fraud Office","Counter Fraud","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Counter Fraud","SEO","Unknown","20","20","[c]","[c]"
"In post","2021","Serious Fraud Office","Digital, Data and Technology","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Digital, Data and Technology","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Digital, Data and Technology","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Serious Fraud Office","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Digital, Data and Technology","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Digital, Data and Technology","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Digital, Data and Technology","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Serious Fraud Office","Digital, Data and Technology","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Digital, Data and Technology","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Serious Fraud Office","Digital, Data and Technology","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Digital, Data and Technology","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Digital, Data and Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Digital, Data and Technology","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Serious Fraud Office","Digital, Data and Technology","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Digital, Data and Technology","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Serious Fraud Office","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Finance","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Finance","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Human Resources","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Human Resources","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Human Resources","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Human Resources","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Human Resources","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Human Resources","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Human Resources","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Human Resources","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Human Resources","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Human Resources","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Human Resources","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Knowledge and Information Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Knowledge and Information Management","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Knowledge and Information Management","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Knowledge and Information Management","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Knowledge and Information Management","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Legal","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Legal","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Legal","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Legal","G7","Heterosexual / straight","35","30","55380","53590"
"In post","2021","Serious Fraud Office","Legal","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Legal","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Legal","G7","Unknown","20","20","[c]","[c]"
"In post","2021","Serious Fraud Office","Legal","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Legal","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Legal","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Legal","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Policy","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Project Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Project Delivery","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Project Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Project Delivery","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Project Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Property","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Property","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Property","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Security","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Security","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Security","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Security","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Security","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Security","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","AA","Heterosexual / straight","215","205","20710","20060"
"In post","2021","Social Security Scotland","Unknown","AA","LGBO","30","30","20790","20060"
"In post","2021","Social Security Scotland","Unknown","AA","Undeclared","10","10","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","AA","Unknown","90","85","20500","20060"
"In post","2021","Social Security Scotland","Unknown","AO","Heterosexual / straight","45","40","23740","23340"
"In post","2021","Social Security Scotland","Unknown","AO","LGBO","5","5","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","AO","Unknown","5","5","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","EO","Heterosexual / straight","210","205","26880","26160"
"In post","2021","Social Security Scotland","Unknown","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","EO","Unknown","40","40","27420","26160"
"In post","2021","Social Security Scotland","Unknown","G6","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","G6","Unknown","10","10","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","G7","Heterosexual / straight","75","75","55940","56120"
"In post","2021","Social Security Scotland","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","G7","Unknown","15","15","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","HEO","Heterosexual / straight","130","130","32100","32140"
"In post","2021","Social Security Scotland","Unknown","HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","HEO","Unknown","30","30","32700","30650"
"In post","2021","Social Security Scotland","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","SEO","Heterosexual / straight","110","110","41390","39660"
"In post","2021","Social Security Scotland","Unknown","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","SEO","Unknown","20","20","[c]","[c]"
"In post","2021","Standards and Testing Agency","Digital, Data and Technology","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Digital, Data and Technology","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Operational Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Policy","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","AA","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","AA","Unknown","80","75","21720","22230"
"In post","2021","Student Awards Agency for Scotland","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","AO","Unknown","10","10","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","EO","Unknown","35","35","27830","27150"
"In post","2021","Student Awards Agency for Scotland","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","G7","Unknown","5","5","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","HEO","Unknown","15","15","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","SEO","Unknown","10","10","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Commercial","Unknown","Heterosexual / straight","110","105","40400","39860"
"In post","2021","Submarine Delivery Agency","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Commercial","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Commercial","Unknown","Unknown","15","15","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
