"Status","Year","Organisation","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Insolvency Service","Operational Delivery","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Insolvency Service","Operational Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Operational Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Operational Delivery","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Insolvency Service","Operational Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Operational Delivery","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Operational Delivery","G7","Unknown","10","10","[c]","[c]"
"In post","2021","Insolvency Service","Operational Delivery","HEO","Heterosexual / straight","135","125","32530","32060"
"In post","2021","Insolvency Service","Operational Delivery","HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Insolvency Service","Operational Delivery","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Operational Delivery","HEO","Unknown","115","110","32960","32060"
"In post","2021","Insolvency Service","Operational Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Operational Delivery","SEO","Heterosexual / straight","80","75","43840","43340"
"In post","2021","Insolvency Service","Operational Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Operational Delivery","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Operational Delivery","SEO","Unknown","40","40","44190","44810"
"In post","2021","Insolvency Service","Policy","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Policy","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Policy","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Policy","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Policy","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Policy","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Policy","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Policy","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Policy","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Policy","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Policy","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Policy","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Policy","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Policy","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Policy","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Policy","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Policy","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Project Delivery","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Project Delivery","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Project Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Project Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Project Delivery","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Project Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Project Delivery","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Project Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Project Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Project Delivery","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Project Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Project Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Project Delivery","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Insolvency Service","Project Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Project Delivery","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Project Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Statistics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Statistics","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Statistics","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Statistics","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Statistics","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Statistics","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Statistics","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Statistics","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Statistics","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Statistics","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Insolvency Service","Statistics","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Insolvency Service","Statistics","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Commercial","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Commercial","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Commercial","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Commercial","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Commercial","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Commercial","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Commercial","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Commercial","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Communications","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Communications","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Communications","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Communications","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Corporate Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Corporate Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","G7","Unknown","5","5","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Finance","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Finance","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Finance","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Finance","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Finance","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Human Resources","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Human Resources","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Human Resources","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Human Resources","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Human Resources","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Human Resources","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Human Resources","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Human Resources","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Human Resources","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Intelligence Analysis","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Intelligence Analysis","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Internal Audit","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Internal Audit","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Legal","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Legal","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Legal","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Legal","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Legal","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Legal","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Legal","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Legal","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Legal","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Legal","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Operational Delivery","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Operational Delivery","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Operational Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Operational Delivery","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Operational Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
