"Status","Year","Age","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Department for International Trade","London","880","875","37440","33110"
"In post","2021","20-29","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for International Trade","Overseas","20","20","39940","36530"
"In post","2021","20-29","Department for International Trade","South East (England)","35","35","36580","32120"
"In post","2021","20-29","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for International Trade","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","20-29","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Transport (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Transport (excl. agencies)","London","855","855","38970","35060"
"In post","2021","20-29","Department for Transport (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Transport (excl. agencies)","South East (England)","20","20","25500","23970"
"In post","2021","20-29","Department for Transport (excl. agencies)","Wales","5","5","[c]","[c]"
"In post","2021","20-29","Department for Transport (excl. agencies)","West Midlands (England)","30","30","28820","30730"
"In post","2021","20-29","Department for Transport (excl. agencies)","Yorkshire and The Humber","10","10","30450","30730"
"In post","2021","20-29","Department for Work and Pensions (excl. agencies)","East Midlands (England)","445","435","25190","27570"
"In post","2021","20-29","Department for Work and Pensions (excl. agencies)","East of England","475","465","27330","27570"
"In post","2021","20-29","Department for Work and Pensions (excl. agencies)","London","1800","1780","31750","31060"
"In post","2021","20-29","Department for Work and Pensions (excl. agencies)","North East (England)","1080","1065","24940","21010"
"In post","2021","20-29","Department for Work and Pensions (excl. agencies)","North West (England)","1880","1850","25230","27570"
"In post","2021","20-29","Department for Work and Pensions (excl. agencies)","Scotland","730","705","24160","21010"
"In post","2021","20-29","Department for Work and Pensions (excl. agencies)","South East (England)","785","775","26420","27570"
"In post","2021","20-29","Department for Work and Pensions (excl. agencies)","South West (England)","540","520","25000","27570"
"In post","2021","20-29","Department for Work and Pensions (excl. agencies)","Unknown","125","125","28080","27570"
"In post","2021","20-29","Department for Work and Pensions (excl. agencies)","Wales","650","635","24780","27570"
"In post","2021","20-29","Department for Work and Pensions (excl. agencies)","West Midlands (England)","725","710","25790","27570"
"In post","2021","20-29","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","1065","1045","26700","27570"
"In post","2021","20-29","Department of Health and Social Care (excl. agencies)","London","975","970","38590","32790"
"In post","2021","20-29","Department of Health and Social Care (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","260","255","32410","28970"
"In post","2021","20-29","Disclosure Scotland","Scotland","70","65","23040","21150"
"In post","2021","20-29","Driver and Vehicle Licensing Agency","Wales","790","750","22730","21590"
"In post","2021","20-29","Driver and Vehicle Standards Agency","East Midlands (England)","45","45","29180","26580"
"In post","2021","20-29","Driver and Vehicle Standards Agency","East of England","10","10","26470","27680"
"In post","2021","20-29","Driver and Vehicle Standards Agency","London","10","10","30880","30530"
"In post","2021","20-29","Driver and Vehicle Standards Agency","North East (England)","25","25","23950","21590"
"In post","2021","20-29","Driver and Vehicle Standards Agency","North West (England)","15","15","25880","26350"
"In post","2021","20-29","Driver and Vehicle Standards Agency","Scotland","10","10","[c]","[c]"
"In post","2021","20-29","Driver and Vehicle Standards Agency","South East (England)","15","15","29400","27990"
"In post","2021","20-29","Driver and Vehicle Standards Agency","South West (England)","40","40","26290","26130"
"In post","2021","20-29","Driver and Vehicle Standards Agency","Wales","60","60","26290","26130"
"In post","2021","20-29","Driver and Vehicle Standards Agency","West Midlands (England)","25","25","24550","25090"
"In post","2021","20-29","Driver and Vehicle Standards Agency","Yorkshire and The Humber","25","25","23700","21590"
"In post","2021","20-29","Education and Skills Funding Agency","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","20-29","Education and Skills Funding Agency","London","40","40","39240","36980"
"In post","2021","20-29","Education and Skills Funding Agency","North East (England)","30","30","30740","30090"
"In post","2021","20-29","Education and Skills Funding Agency","North West (England)","40","40","32020","30090"
"In post","2021","20-29","Education and Skills Funding Agency","South West (England)","15","15","29830","29550"
"In post","2021","20-29","Education and Skills Funding Agency","West Midlands (England)","110","110","31860","29730"
"In post","2021","20-29","Education and Skills Funding Agency","Yorkshire and The Humber","65","65","32480","29730"
"In post","2021","20-29","Education Scotland","Scotland","10","10","22970","22230"
"In post","2021","20-29","ESTYN","Wales","5","5","[c]","[c]"
"In post","2021","20-29","FCDO Services","London","10","10","31060","30310"
"In post","2021","20-29","FCDO Services","Overseas","5","5","[c]","[c]"
"In post","2021","20-29","FCDO Services","South East (England)","115","115","27000","26560"
"In post","2021","20-29","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","London","55","55","35760","32830"
"In post","2021","20-29","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Northern Ireland","10","10","31860","30350"
"In post","2021","20-29","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Wales","10","10","31790","30810"
"In post","2021","20-29","Food Standards Agency","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Yorkshire and The Humber","15","15","30860","30810"
"In post","2021","20-29","Food Standards Scotland","Scotland","30","30","29330","30330"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","London","915","915","36320","35700"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","200","200","37460","34220"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","155","155","31870","33930"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","75","75","25480","24750"
"In post","2021","20-29","Forestry and Land Scotland","Scotland","105","105","25870","25140"
"In post","2021","20-29","Government Actuary's Department","London","60","60","35910","33380"
"In post","2021","20-29","Government Internal Audit Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Internal Audit Agency","London","15","15","32840","33420"
"In post","2021","20-29","Government Internal Audit Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Internal Audit Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Internal Audit Agency","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","20-29","Government Legal Department","London","330","330","36560","33460"
"In post","2021","20-29","Government Legal Department","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Legal Department","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Property Agency","London","10","10","36500","32000"
"In post","2021","20-29","Government Property Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Property Agency","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","20-29","Government Property Agency","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","20-29","Health and Safety Executive","East Midlands (England)","40","35","27360","26540"
"In post","2021","20-29","Health and Safety Executive","East of England","10","10","31970","31660"
"In post","2021","20-29","Health and Safety Executive","London","20","20","39000","36080"
"In post","2021","20-29","Health and Safety Executive","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Health and Safety Executive","North West (England)","100","100","27320","26370"
"In post","2021","20-29","Health and Safety Executive","Scotland","5","5","[c]","[c]"
"In post","2021","20-29","Health and Safety Executive","South East (England)","5","5","[c]","[c]"
"In post","2021","20-29","Health and Safety Executive","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Health and Safety Executive","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Health and Safety Executive","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","20-29","Health and Safety Executive","Yorkshire and The Humber","50","50","26270","26370"
"In post","2021","20-29","HM Courts and Tribunals Service","East Midlands (England)","160","155","19380","18880"
"In post","2021","20-29","HM Courts and Tribunals Service","East of England","90","85","20740","19930"
"In post","2021","20-29","HM Courts and Tribunals Service","London","785","780","25130","22680"
"In post","2021","20-29","HM Courts and Tribunals Service","North East (England)","45","45","20440","18890"
"In post","2021","20-29","HM Courts and Tribunals Service","North West (England)","200","195","20420","19930"
"In post","2021","20-29","HM Courts and Tribunals Service","Scotland","35","35","20750","19930"
"In post","2021","20-29","HM Courts and Tribunals Service","South East (England)","135","130","20350","19930"
"In post","2021","20-29","HM Courts and Tribunals Service","South West (England)","115","110","19710","18890"
"In post","2021","20-29","HM Courts and Tribunals Service","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","HM Courts and Tribunals Service","Wales","125","125","19690","18880"
"In post","2021","20-29","HM Courts and Tribunals Service","West Midlands (England)","335","325","20160","19930"
"In post","2021","20-29","HM Courts and Tribunals Service","Yorkshire and The Humber","140","140","20450","18880"
"In post","2021","20-29","HM Land Registry","East Midlands (England)","170","165","25550","22350"
"In post","2021","20-29","HM Land Registry","East of England","35","35","24510","22350"
"In post","2021","20-29","HM Land Registry","London","50","50","31060","30600"
"In post","2021","20-29","HM Land Registry","North East (England)","175","170","24190","22350"
"In post","2021","20-29","HM Land Registry","North West (England)","130","125","24250","22350"
"In post","2021","20-29","HM Land Registry","South West (England)","260","255","26550","22350"
"In post","2021","20-29","HM Land Registry","Wales","120","120","24700","22350"
"In post","2021","20-29","HM Land Registry","West Midlands (England)","105","100","24510","22350"
"In post","2021","20-29","HM Land Registry","Yorkshire and The Humber","70","70","24240","22350"
"In post","2021","20-29","HM Prison and Probation Service","East Midlands (England)","960","945","24830","24440"
