"Status","Year","Ethnicity","Region_ITL2","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Cheshire","Cheshire East","Male","10","10","[c]","[c]"
"In post","2021","Asian","Cheshire","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Cheshire West and Chester","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Cheshire West and Chester","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cheshire","Warrington","Female","20","20","[c]","[c]"
"In post","2021","Asian","Cheshire","Warrington","Male","15","15","[c]","[c]"
"In post","2021","Asian","Cheshire","Warrington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","East Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","East Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Cumbria","West Cumbria","Male","5","5","[c]","[c]"
"In post","2021","Asian","Cumbria","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Derby","Female","70","55","24080","21010"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Derby","Male","40","35","28070","27570"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Derby","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","East Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","East Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","North Nottinghamshire","Female","10","5","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","North Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Nottingham","Female","265","240","30550","27570"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Nottingham","Male","220","210","30930","30650"
"In post","2021","Asian","Derbyshire and Nottinghamshire","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","South and West Derbyshire","Female","15","10","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","South and West Derbyshire","Male","5","5","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","South and West Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","South Nottinghamshire","Female","10","5","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","South Nottinghamshire","Male","10","10","[c]","[c]"
"In post","2021","Asian","Derbyshire and Nottinghamshire","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Devon CC","Female","15","15","[c]","[c]"
"In post","2021","Asian","Devon","Devon CC","Male","15","15","[c]","[c]"
"In post","2021","Asian","Devon","Devon CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Plymouth","Female","10","5","[c]","[c]"
"In post","2021","Asian","Devon","Plymouth","Male","10","10","[c]","[c]"
"In post","2021","Asian","Devon","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Torbay","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Torbay","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Devon","Torbay","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Bournemouth and Poole","Female","5","5","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Bournemouth and Poole","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Bournemouth and Poole","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Dorset CC","Female","5","5","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Dorset CC","Male","15","10","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Dorset CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Somerset","Female","5","5","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Dorset and Somerset","Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Breckland and South Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Breckland and South Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Cambridgeshire CC","Female","30","25","32560","27570"
"In post","2021","Asian","East Anglia","Cambridgeshire CC","Male","50","50","37600","31310"
"In post","2021","Asian","East Anglia","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","North and West Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","North and West Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","North and West Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Norwich and East Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Peterborough","Female","140","110","23210","21430"
"In post","2021","Asian","East Anglia","Peterborough","Male","85","75","24170","21430"
"In post","2021","Asian","East Anglia","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Anglia","Suffolk","Female","20","20","[c]","[c]"
"In post","2021","Asian","East Anglia","Suffolk","Male","25","25","[c]","[c]"
"In post","2021","Asian","East Anglia","Suffolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Cardiff and Vale of Glamorgan","Female","115","105","28880","25560"
"In post","2021","Asian","East Wales","Cardiff and Vale of Glamorgan","Male","120","120","30160","25280"
"In post","2021","Asian","East Wales","Cardiff and Vale of Glamorgan","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Flintshire and Wrexham","Male","5","5","[c]","[c]"
"In post","2021","Asian","East Wales","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Monmouthshire and Newport","Female","40","40","32610","30130"
"In post","2021","Asian","East Wales","Monmouthshire and Newport","Male","45","45","34370","29720"
"In post","2021","Asian","East Wales","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Powys","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Powys","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Wales","Powys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Male","10","10","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Female","5","5","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Male","5","5","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Angus and Dundee City","Female","20","20","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Angus and Dundee City","Male","15","15","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Angus and Dundee City","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","City of Edinburgh","Female","75","70","33660","29190"
"In post","2021","Asian","Eastern Scotland","City of Edinburgh","Male","50","50","35540","31970"
"In post","2021","Asian","Eastern Scotland","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Clackmannanshire and Fife","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Clackmannanshire and Fife","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","East Lothian and Midlothian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","East Lothian and Midlothian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Falkirk","Female","10","5","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Falkirk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Perth and Kinross and Stirling","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Perth and Kinross and Stirling","Male","5","5","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Perth and Kinross and Stirling","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","West Lothian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","West Lothian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","West Lothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Essex Haven Gateway","Female","10","10","[c]","[c]"
"In post","2021","Asian","Essex","Essex Haven Gateway","Male","10","10","[c]","[c]"
"In post","2021","Asian","Essex","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Essex Thames Gateway","Female","25","25","[c]","[c]"
"In post","2021","Asian","Essex","Essex Thames Gateway","Male","15","15","[c]","[c]"
"In post","2021","Asian","Essex","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Heart of Essex","Female","20","20","[c]","[c]"
"In post","2021","Asian","Essex","Heart of Essex","Male","10","10","[c]","[c]"
"In post","2021","Asian","Essex","Heart of Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Southend-on-Sea","Female","20","15","[c]","[c]"
"In post","2021","Asian","Essex","Southend-on-Sea","Male","20","20","[c]","[c]"
"In post","2021","Asian","Essex","Southend-on-Sea","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Thurrock","Female","5","5","[c]","[c]"
"In post","2021","Asian","Essex","Thurrock","Male","10","10","[c]","[c]"
"In post","2021","Asian","Essex","Thurrock","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","West Essex","Female","40","35","38310","29290"
"In post","2021","Asian","Essex","West Essex","Male","30","25","[c]","[c]"
"In post","2021","Asian","Essex","West Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","140","130","33650","30420"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","220","220","37130","33900"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Female","95","85","34230","28590"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Male","65","65","32800","27570"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","Female","15","15","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","Male","15","15","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Female","10","10","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Male","5","5","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Female","60","55","35290","28780"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Male","60","60","37130","36330"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Greater Manchester North East","Female","50","45","27050","27570"
"In post","2021","Asian","Greater Manchester","Greater Manchester North East","Male","65","60","27800","27570"
"In post","2021","Asian","Greater Manchester","Greater Manchester North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Greater Manchester North West","Female","45","35","24060","21010"
"In post","2021","Asian","Greater Manchester","Greater Manchester North West","Male","40","35","25020","27570"
"In post","2021","Asian","Greater Manchester","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Greater Manchester South East","Female","50","40","24230","21010"
"In post","2021","Asian","Greater Manchester","Greater Manchester South East","Male","35","35","24330","21750"
"In post","2021","Asian","Greater Manchester","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Greater Manchester South West","Female","195","170","26980","24940"
"In post","2021","Asian","Greater Manchester","Greater Manchester South West","Male","265","260","29680","27570"
"In post","2021","Asian","Greater Manchester","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Manchester","Female","300","275","29520","27570"
"In post","2021","Asian","Greater Manchester","Manchester","Male","325","320","31540","27570"
"In post","2021","Asian","Greater Manchester","Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Central Hampshire","Female","20","20","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Central Hampshire","Male","35","35","33210","29200"
"In post","2021","Asian","Hampshire and Isle of Wight","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","North Hampshire","Female","30","25","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","North Hampshire","Male","20","20","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","North Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Portsmouth","Female","40","35","26970","26550"
"In post","2021","Asian","Hampshire and Isle of Wight","Portsmouth","Male","20","20","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Portsmouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","South Hampshire","Female","45","35","30240","27570"
"In post","2021","Asian","Hampshire and Isle of Wight","South Hampshire","Male","35","30","26840","23090"
"In post","2021","Asian","Hampshire and Isle of Wight","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Southampton","Female","35","30","26700","23760"
"In post","2021","Asian","Hampshire and Isle of Wight","Southampton","Male","25","25","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Southampton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Warwickshire","Female","80","70","24580","22220"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Warwickshire","Male","55","55","27330","25300"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Worcestershire","Female","25","20","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Worcestershire","Male","30","30","27370","25600"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Worcestershire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Caithness and Sutherland and Ross and Cromarty","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Caithness and Sutherland and Ross and Cromarty","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Caithness and Sutherland and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Na h-Eileanan Siar","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Na h-Eileanan Siar","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Na h-Eileanan Siar","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Orkney Islands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Orkney Islands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Orkney Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Shetland Islands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Shetland Islands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Shetland Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - East","Hackney and Newham","Female","425","365","30320","30420"
"In post","2021","Asian","Inner London - East","Hackney and Newham","Male","270","255","33140","31060"
"In post","2021","Asian","Inner London - East","Hackney and Newham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - East","Haringey and Islington","Female","75","65","27750","27490"
"In post","2021","Asian","Inner London - East","Haringey and Islington","Male","80","80","30210","31060"
"In post","2021","Asian","Inner London - East","Haringey and Islington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - East","Lambeth","Female","250","230","40230","33150"
"In post","2021","Asian","Inner London - East","Lambeth","Male","135","130","42600","38380"
"In post","2021","Asian","Inner London - East","Lambeth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - East","Lewisham and Southwark","Female","70","65","33560","31060"
"In post","2021","Asian","Inner London - East","Lewisham and Southwark","Male","80","80","30590","29080"
"In post","2021","Asian","Inner London - East","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - East","Tower Hamlets","Female","625","590","39330","34550"
"In post","2021","Asian","Inner London - East","Tower Hamlets","Male","510","505","42930","36650"
"In post","2021","Asian","Inner London - East","Tower Hamlets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - West","Camden and City of London","Female","325","300","32530","29570"
"In post","2021","Asian","Inner London - West","Camden and City of London","Male","250","245","34260","29570"
"In post","2021","Asian","Inner London - West","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Female","55","50","32520","31060"
"In post","2021","Asian","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Male","55","55","33490","31060"
"In post","2021","Asian","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - West","Wandsworth","Female","45","40","28230","25110"
"In post","2021","Asian","Inner London - West","Wandsworth","Male","45","45","32190","31090"
"In post","2021","Asian","Inner London - West","Wandsworth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - West","Westminster","Female","3130","2995","42080","37640"
"In post","2021","Asian","Inner London - West","Westminster","Male","2090","2070","43320","38750"
"In post","2021","Asian","Inner London - West","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","East Kent","Female","25","20","[c]","[c]"
"In post","2021","Asian","Kent","East Kent","Male","15","15","[c]","[c]"
"In post","2021","Asian","Kent","East Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Kent Thames Gateway","Female","30","25","28080","29290"
"In post","2021","Asian","Kent","Kent Thames Gateway","Male","15","15","[c]","[c]"
"In post","2021","Asian","Kent","Kent Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Medway","Female","25","20","[c]","[c]"
"In post","2021","Asian","Kent","Medway","Male","20","20","[c]","[c]"
"In post","2021","Asian","Kent","Medway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Mid Kent","Female","10","10","[c]","[c]"
"In post","2021","Asian","Kent","Mid Kent","Male","15","15","[c]","[c]"
"In post","2021","Asian","Kent","Mid Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","West Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","West Kent","Male","10","10","[c]","[c]"
"In post","2021","Asian","Kent","West Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lancashire","Blackburn with Darwen","Female","65","50","24870","27570"
"In post","2021","Asian","Lancashire","Blackburn with Darwen","Male","65","60","26170","27570"
"In post","2021","Asian","Lancashire","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lancashire","Blackpool","Female","25","20","[c]","[c]"
"In post","2021","Asian","Lancashire","Blackpool","Male","60","60","29820","27570"
"In post","2021","Asian","Lancashire","Blackpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lancashire","Chorley and West Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lancashire","Chorley and West Lancashire","Male","15","10","[c]","[c]"
