"Status","Year","Age","Ethnicity","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","50-59","Undeclared","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Undeclared","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Undeclared","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Undeclared","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Undeclared","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","AA/AO","AO","65","[c]","21480","21010"
"Leaver Dept.","2021","50-59","Unknown","EO","EO","35","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","G6/G7","G6","25","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","G6/G7","G7","60","[c]","55110","53870"
"Leaver Dept.","2021","50-59","Unknown","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","SEO/HEO","HEO","45","[c]","32900","32820"
"Leaver Dept.","2021","50-59","Unknown","SEO/HEO","SEO","35","[c]","41640","40610"
"Leaver Dept.","2021","50-59","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","White","AA/AO","AO","155","[c]","20830","21010"
"Leaver Dept.","2021","50-59","White","EO","EO","200","[c]","26820","27570"
"Leaver Dept.","2021","50-59","White","G6/G7","G6","65","[c]","66500","66060"
"Leaver Dept.","2021","50-59","White","G6/G7","G7","135","[c]","55560","54540"
"Leaver Dept.","2021","50-59","White","SCS level","SCS level","60","[c]","98240","85180"
"Leaver Dept.","2021","50-59","White","SEO/HEO","HEO","160","[c]","32710","32950"
"Leaver Dept.","2021","50-59","White","SEO/HEO","SEO","130","[c]","40260","39830"
"Leaver Dept.","2021","50-59","White","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Other ethnicity","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Other ethnicity","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Other ethnicity","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Other ethnicity","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Other ethnicity","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Other ethnicity","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Other ethnicity","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Undeclared","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Undeclared","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Undeclared","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Undeclared","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Undeclared","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","White","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","White","AA/AO","AO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","White","EO","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","White","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","White","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","White","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","White","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","White","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Asian","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Asian","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Asian","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Asian","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Asian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Asian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Asian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Black","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Black","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Black","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Black","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Black","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Black","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Black","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Chinese","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Chinese","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Chinese","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Chinese","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Chinese","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Chinese","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Chinese","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Mixed","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Mixed","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Mixed","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Mixed","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Mixed","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Mixed","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Mixed","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Other ethnicity","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Other ethnicity","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Other ethnicity","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Other ethnicity","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Other ethnicity","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Other ethnicity","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Undeclared","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","White","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","White","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","White","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","White","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","White","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","White","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","White","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Asian","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Asian","AA/AO","AO","30","[c]","21500","21010"
"New entrant CS","2021","16-19","Asian","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Undeclared","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Undeclared","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","AA/AO","AA","55","[c]","18700","18060"
"New entrant CS","2021","16-19","Unknown","AA/AO","AO","225","[c]","21150","20140"
"New entrant CS","2021","16-19","Unknown","EO","EO","70","[c]","21150","20760"
"New entrant CS","2021","16-19","Unknown","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","16-19","White","AA/AO","AA","70","[c]","19290","19560"
"New entrant CS","2021","16-19","White","AA/AO","AO","280","[c]","21250","21010"
"New entrant CS","2021","16-19","White","EO","EO","100","[c]","24780","25170"
"New entrant CS","2021","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","AA/AO","AA","30","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","AA/AO","AO","575","[c]","21940","21010"
"New entrant CS","2021","20-29","Asian","EO","EO","970","[c]","28630","27680"
"New entrant CS","2021","20-29","Asian","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","G6/G7","G7","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Asian","SEO/HEO","HEO","275","[c]","32660","32560"
"New entrant CS","2021","20-29","Asian","SEO/HEO","SEO","50","[c]","39640","39780"
"New entrant CS","2021","20-29","Asian","Unknown","Unknown","30","[c]","23770","22920"
"New entrant CS","2021","20-29","Black","AA/AO","AA","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","AA/AO","AO","260","[c]","23310","22850"
"New entrant CS","2021","20-29","Black","EO","EO","495","[c]","29360","31060"
"New entrant CS","2021","20-29","Black","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Black","SEO/HEO","HEO","120","[c]","32680","32790"
"New entrant CS","2021","20-29","Black","SEO/HEO","SEO","30","[c]","40710","40510"
"New entrant CS","2021","20-29","Black","Unknown","Unknown","45","[c]","24350","26810"
"New entrant CS","2021","20-29","Chinese","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Chinese","AA/AO","AO","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Chinese","EO","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Chinese","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Chinese","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Chinese","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Chinese","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Chinese","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Mixed","AA/AO","AA","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Mixed","AA/AO","AO","230","[c]","22500","21010"
"New entrant CS","2021","20-29","Mixed","EO","EO","320","[c]","28310","27570"
"New entrant CS","2021","20-29","Mixed","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Mixed","G6/G7","G7","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Mixed","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Mixed","SEO/HEO","HEO","145","[c]","32540","32560"
"New entrant CS","2021","20-29","Mixed","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Mixed","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Other ethnicity","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Other ethnicity","AA/AO","AO","30","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Other ethnicity","EO","EO","70","[c]","29240","29630"
"New entrant CS","2021","20-29","Other ethnicity","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Other ethnicity","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Other ethnicity","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Other ethnicity","SEO/HEO","HEO","30","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Other ethnicity","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","AA/AO","AO","135","[c]","20480","20140"
"New entrant CS","2021","20-29","Undeclared","EO","EO","130","[c]","27210","27570"
"New entrant CS","2021","20-29","Undeclared","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","SEO/HEO","HEO","65","[c]","32220","32330"
"New entrant CS","2021","20-29","Undeclared","SEO/HEO","SEO","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","AA/AO","AA","495","[c]","19810","20060"
"New entrant CS","2021","20-29","Unknown","AA/AO","AO","3055","[c]","21670","20880"
"New entrant CS","2021","20-29","Unknown","EO","EO","1885","[c]","26490","26970"
"New entrant CS","2021","20-29","Unknown","G6/G7","G6","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","G6/G7","G7","160","[c]","54050","53380"
"New entrant CS","2021","20-29","Unknown","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","SEO/HEO","HEO","1590","[c]","30930","30730"
"New entrant CS","2021","20-29","Unknown","SEO/HEO","SEO","255","[c]","39840","40140"
"New entrant CS","2021","20-29","Unknown","Unknown","Unknown","315","[c]","22550","22920"
"New entrant CS","2021","20-29","White","AA/AO","AA","620","[c]","19710","20060"
"New entrant CS","2021","20-29","White","AA/AO","AO","4225","[c]","21770","21010"
"New entrant CS","2021","20-29","White","EO","EO","3825","[c]","27130","27570"
"New entrant CS","2021","20-29","White","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","White","G6/G7","G7","190","[c]","53060","53000"
"New entrant CS","2021","20-29","White","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","White","SEO/HEO","HEO","2085","[c]","32230","32330"
"New entrant CS","2021","20-29","White","SEO/HEO","SEO","435","[c]","38830","38750"
"New entrant CS","2021","20-29","White","Unknown","Unknown","475","[c]","23320","22920"
"New entrant CS","2021","30-39","Asian","AA/AO","AA","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Asian","AA/AO","AO","245","[c]","21770","21010"
"New entrant CS","2021","30-39","Asian","EO","EO","530","[c]","28770","27570"
"New entrant CS","2021","30-39","Asian","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Asian","G6/G7","G7","100","[c]","55200","53660"
