"Status","Year","Ethnicity","Region_ITL1","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","East of England","East Anglia","AA/AO","190","150","21440","21430"
"In post","2021","Asian","East of England","East Anglia","EO","105","95","26560","27130"
"In post","2021","Asian","East of England","East Anglia","G6/G7","15","15","[c]","[c]"
"In post","2021","Asian","East of England","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East of England","East Anglia","SEO/HEO","50","50","36210","35900"
"In post","2021","Asian","East of England","East Anglia","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","East of England","Essex","AA/AO","45","40","23460","24180"
"In post","2021","Asian","East of England","Essex","EO","100","90","28400","29290"
"In post","2021","Asian","East of England","Essex","G6/G7","15","10","[c]","[c]"
"In post","2021","Asian","East of England","Essex","SCS level","5","5","[c]","[c]"
"In post","2021","Asian","East of England","Essex","SEO/HEO","45","45","38330","36650"
"In post","2021","Asian","East of England","Essex","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","London","Inner London - East","AA/AO","470","410","24610","24590"
"In post","2021","Asian","London","Inner London - East","EO","895","835","30360","31060"
"In post","2021","Asian","London","Inner London - East","G6/G7","340","330","60730","59160"
"In post","2021","Asian","London","Inner London - East","SCS level","50","45","99150","97980"
"In post","2021","Asian","London","Inner London - East","SEO/HEO","720","700","38450","38180"
"In post","2021","Asian","London","Inner London - East","Unknown","45","40","30900","28210"
"In post","2021","Asian","London","Inner London - West","AA/AO","660","605","24930","24120"
"In post","2021","Asian","London","Inner London - West","EO","1265","1210","29320","29390"
"In post","2021","Asian","London","Inner London - West","G6/G7","1520","1480","58910","57460"
"In post","2021","Asian","London","Inner London - West","SCS level","160","155","87670","78880"
"In post","2021","Asian","London","Inner London - West","SEO/HEO","2380","2330","37970","36800"
"In post","2021","Asian","London","Inner London - West","Unknown","15","15","[c]","[c]"
"In post","2021","Asian","London","Outer London - East and North East","AA/AO","200","170","24640","25110"
"In post","2021","Asian","London","Outer London - East and North East","EO","435","395","30770","31060"
"In post","2021","Asian","London","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Outer London - East and North East","SEO/HEO","40","40","38920","37190"
"In post","2021","Asian","London","Outer London - East and North East","Unknown","30","30","[c]","[c]"
"In post","2021","Asian","London","Outer London - South","AA/AO","450","395","24690","25630"
"In post","2021","Asian","London","Outer London - South","EO","565","525","29640","29370"
"In post","2021","Asian","London","Outer London - South","G6/G7","140","140","61630","59160"
"In post","2021","Asian","London","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","London","Outer London - South","SEO/HEO","540","525","38930","36620"
"In post","2021","Asian","London","Outer London - South","Unknown","10","5","[c]","[c]"
"In post","2021","Asian","London","Outer London - West and North West","AA/AO","650","580","24760","25110"
"In post","2021","Asian","London","Outer London - West and North West","EO","1400","1280","29700","29760"
"In post","2021","Asian","London","Outer London - West and North West","G6/G7","80","80","59790","57680"
"In post","2021","Asian","London","Outer London - West and North West","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","London","Outer London - West and North West","SEO/HEO","460","435","37610","36350"
"In post","2021","Asian","London","Outer London - West and North West","Unknown","30","30","[c]","[c]"
"In post","2021","Asian","North East (England)","Northumberland and Tyne and Wear","AA/AO","130","115","20620","20900"
"In post","2021","Asian","North East (England)","Northumberland and Tyne and Wear","EO","70","65","26420","25560"
"In post","2021","Asian","North East (England)","Northumberland and Tyne and Wear","G6/G7","20","20","[c]","[c]"
"In post","2021","Asian","North East (England)","Northumberland and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Northumberland and Tyne and Wear","SEO/HEO","60","60","34580","32570"
"In post","2021","Asian","North East (England)","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Tees Valley and Durham","AA/AO","60","50","21190","21010"
"In post","2021","Asian","North East (England)","Tees Valley and Durham","EO","25","20","[c]","[c]"
"In post","2021","Asian","North East (England)","Tees Valley and Durham","G6/G7","5","5","[c]","[c]"
"In post","2021","Asian","North East (England)","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North East (England)","Tees Valley and Durham","SEO/HEO","20","15","[c]","[c]"
"In post","2021","Asian","North East (England)","Tees Valley and Durham","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","North West (England)","Cheshire","AA/AO","20","20","[c]","[c]"
"In post","2021","Asian","North West (England)","Cheshire","EO","25","25","[c]","[c]"
"In post","2021","Asian","North West (England)","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Cheshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Cheshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Asian","North West (England)","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Cumbria","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Asian","North West (England)","Cumbria","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","North West (England)","Greater Manchester","AA/AO","405","360","20660","20650"
"In post","2021","Asian","North West (England)","Greater Manchester","EO","485","460","26320","26450"
"In post","2021","Asian","North West (England)","Greater Manchester","G6/G7","90","90","54830","52580"
"In post","2021","Asian","North West (England)","Greater Manchester","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","North West (England)","Greater Manchester","SEO/HEO","345","335","33710","31810"
"In post","2021","Asian","North West (England)","Greater Manchester","Unknown","30","30","30060","29100"
"In post","2021","Asian","North West (England)","Lancashire","AA/AO","545","465","20700","20420"
"In post","2021","Asian","North West (England)","Lancashire","EO","285","265","26960","27570"
"In post","2021","Asian","North West (England)","Lancashire","G6/G7","20","20","[c]","[c]"
"In post","2021","Asian","North West (England)","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North West (England)","Lancashire","SEO/HEO","90","85","34790","33080"
"In post","2021","Asian","North West (England)","Lancashire","Unknown","30","30","25920","23840"
"In post","2021","Asian","North West (England)","Merseyside","AA/AO","65","55","21070","21430"
"In post","2021","Asian","North West (England)","Merseyside","EO","35","35","26320","25690"
"In post","2021","Asian","North West (England)","Merseyside","G6/G7","20","20","[c]","[c]"
"In post","2021","Asian","North West (England)","Merseyside","SCS level","5","5","[c]","[c]"
"In post","2021","Asian","North West (England)","Merseyside","SEO/HEO","40","35","38680","35570"
"In post","2021","Asian","North West (England)","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Overseas","EO","20","20","[c]","[c]"
"In post","2021","Asian","Overseas","Overseas","G6/G7","45","45","60230","58030"
"In post","2021","Asian","Overseas","Overseas","SCS level","5","5","[c]","[c]"
"In post","2021","Asian","Overseas","Overseas","SEO/HEO","50","50","38820","34770"
"In post","2021","Asian","Overseas","Overseas","Unknown","30","30","[c]","[c]"
"In post","2021","Asian","Scotland","Eastern Scotland","AA/AO","65","60","21420","21010"
"In post","2021","Asian","Scotland","Eastern Scotland","EO","50","50","27530","27570"
"In post","2021","Asian","Scotland","Eastern Scotland","G6/G7","15","15","[c]","[c]"
"In post","2021","Asian","Scotland","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Eastern Scotland","SEO/HEO","60","60","39350","38540"
"In post","2021","Asian","Scotland","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Highlands and Islands","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","North Eastern Scotland","AA/AO","5","5","[c]","[c]"
"In post","2021","Asian","Scotland","North Eastern Scotland","EO","5","5","[c]","[c]"
"In post","2021","Asian","Scotland","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","North Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","North Eastern Scotland","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Asian","Scotland","Southern Scotland","AA/AO","20","15","[c]","[c]"
"In post","2021","Asian","Scotland","Southern Scotland","EO","5","5","[c]","[c]"
"In post","2021","Asian","Scotland","Southern Scotland","G6/G7","15","15","[c]","[c]"
"In post","2021","Asian","Scotland","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","Southern Scotland","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Asian","Scotland","West Central Scotland","AA/AO","100","85","21360","21010"
"In post","2021","Asian","Scotland","West Central Scotland","EO","65","60","26550","27340"
"In post","2021","Asian","Scotland","West Central Scotland","G6/G7","15","15","[c]","[c]"
"In post","2021","Asian","Scotland","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland","West Central Scotland","SEO/HEO","55","55","37710","34780"
"In post","2021","Asian","Scotland","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","200","180","23520","22380"
"In post","2021","Asian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","EO","230","215","28710","29290"
"In post","2021","Asian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","30","30","59610","58560"
"In post","2021","Asian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SCS level","5","5","[c]","[c]"
"In post","2021","Asian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","115","110","37580","36970"
"In post","2021","Asian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","25","20","[c]","[c]"
"In post","2021","Asian","South East (England)","Hampshire and Isle of Wight","AA/AO","115","95","21780","21010"
"In post","2021","Asian","South East (England)","Hampshire and Isle of Wight","EO","80","75","27200","27530"
"In post","2021","Asian","South East (England)","Hampshire and Isle of Wight","G6/G7","20","20","[c]","[c]"
"In post","2021","Asian","South East (England)","Hampshire and Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South East (England)","Hampshire and Isle of Wight","SEO/HEO","80","80","36540","36030"
"In post","2021","Asian","South East (England)","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South East (England)","Kent","AA/AO","55","55","24350","22470"
"In post","2021","Asian","South East (England)","Kent","EO","70","65","29410","29290"
"In post","2021","Asian","South East (England)","Kent","G6/G7","5","5","[c]","[c]"
"In post","2021","Asian","South East (England)","Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South East (England)","Kent","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Asian","South East (England)","Kent","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","South East (England)","Surrey, East and West Sussex","AA/AO","100","90","22970","22360"
"In post","2021","Asian","South East (England)","Surrey, East and West Sussex","EO","150","135","28520","28280"
"In post","2021","Asian","South East (England)","Surrey, East and West Sussex","G6/G7","20","15","[c]","[c]"
"In post","2021","Asian","South East (England)","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South East (England)","Surrey, East and West Sussex","SEO/HEO","45","40","36620","35060"
"In post","2021","Asian","South East (England)","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South West (England)","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South West (England)","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South West (England)","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South West (England)","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South West (England)","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South West (England)","Devon","AA/AO","10","10","[c]","[c]"
"In post","2021","Asian","South West (England)","Devon","EO","15","15","[c]","[c]"
"In post","2021","Asian","South West (England)","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South West (England)","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South West (England)","Devon","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Asian","South West (England)","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South West (England)","Dorset and Somerset","AA/AO","10","10","[c]","[c]"
"In post","2021","Asian","South West (England)","Dorset and Somerset","EO","15","15","[c]","[c]"
"In post","2021","Asian","South West (England)","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South West (England)","Dorset and Somerset","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South West (England)","Dorset and Somerset","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Asian","South West (England)","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","100","90","21030","20920"
"In post","2021","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","150","140","25380","26670"
"In post","2021","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","80","80","56630","54540"
"In post","2021","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","10","10","[c]","[c]"
"In post","2021","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","310","300","35590","34380"
"In post","2021","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","40","40","37090","32710"
"In post","2021","Asian","Unknown","Unknown","AA/AO","60","50","23580","25110"
"In post","2021","Asian","Unknown","Unknown","EO","70","65","29010","27570"
"In post","2021","Asian","Unknown","Unknown","G6/G7","10","10","[c]","[c]"
"In post","2021","Asian","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Unknown","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales","East Wales","AA/AO","115","100","20650","20140"
"In post","2021","Asian","Wales","East Wales","EO","100","95","26390","25560"
"In post","2021","Asian","Wales","East Wales","G6/G7","35","35","60800","60280"
"In post","2021","Asian","Wales","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales","East Wales","SEO/HEO","80","80","35500","34620"
"In post","2021","Asian","Wales","East Wales","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Wales","West Wales and The Valleys","AA/AO","50","45","21050","21590"
"In post","2021","Asian","Wales","West Wales and The Valleys","EO","20","20","[c]","[c]"
"In post","2021","Asian","Wales","West Wales and The Valleys","G6/G7","10","10","[c]","[c]"
"In post","2021","Asian","Wales","West Wales and The Valleys","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales","West Wales and The Valleys","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Asian","Wales","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","AA/AO","90","80","21570","21010"
"In post","2021","Asian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","EO","65","60","26970","27570"
"In post","2021","Asian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Asian","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","20","15","[c]","[c]"
"In post","2021","Asian","West Midlands (England)","Shropshire and Staffordshire","AA/AO","90","85","21910","21010"
"In post","2021","Asian","West Midlands (England)","Shropshire and Staffordshire","EO","90","90","27020","27570"
"In post","2021","Asian","West Midlands (England)","Shropshire and Staffordshire","G6/G7","30","25","[c]","[c]"
"In post","2021","Asian","West Midlands (England)","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Midlands (England)","Shropshire and Staffordshire","SEO/HEO","75","75","39130","38630"
"In post","2021","Asian","West Midlands (England)","Shropshire and Staffordshire","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","West Midlands (England)","West Midlands","AA/AO","1270","1135","20570","20140"
"In post","2021","Asian","West Midlands (England)","West Midlands","EO","1320","1235","26440","27570"
"In post","2021","Asian","West Midlands (England)","West Midlands","G6/G7","180","175","53830","52570"
"In post","2021","Asian","West Midlands (England)","West Midlands","SCS level","15","15","[c]","[c]"
"In post","2021","Asian","West Midlands (England)","West Midlands","SEO/HEO","690","675","34230","31990"
"In post","2021","Asian","West Midlands (England)","West Midlands","Unknown","105","100","27880","25560"
"In post","2021","Asian","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","AA/AO","10","10","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","EO","10","5","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","North Yorkshire","AA/AO","25","25","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","North Yorkshire","EO","10","10","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","North Yorkshire","G6/G7","15","15","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","North Yorkshire","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","South Yorkshire","AA/AO","165","150","21220","21430"
"In post","2021","Asian","Yorkshire and The Humber","South Yorkshire","EO","120","115","25970","25260"
"In post","2021","Asian","Yorkshire and The Humber","South Yorkshire","G6/G7","25","25","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","South Yorkshire","SCS level","5","5","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","South Yorkshire","SEO/HEO","90","85","34050","32740"
"In post","2021","Asian","Yorkshire and The Humber","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","West Yorkshire","AA/AO","585","500","20690","20140"
"In post","2021","Asian","Yorkshire and The Humber","West Yorkshire","EO","700","650","26560","27570"
"In post","2021","Asian","Yorkshire and The Humber","West Yorkshire","G6/G7","80","80","54180","52580"
"In post","2021","Asian","Yorkshire and The Humber","West Yorkshire","SCS level","5","5","[c]","[c]"
"In post","2021","Asian","Yorkshire and The Humber","West Yorkshire","SEO/HEO","375","360","33890","31810"
"In post","2021","Asian","Yorkshire and The Humber","West Yorkshire","Unknown","50","45","29640","29200"
"In post","2021","Black","East Midlands (England)","Derbyshire and Nottinghamshire","AA/AO","115","110","21460","21010"
"In post","2021","Black","East Midlands (England)","Derbyshire and Nottinghamshire","EO","110","100","26570","27570"
"In post","2021","Black","East Midlands (England)","Derbyshire and Nottinghamshire","G6/G7","10","10","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Derbyshire and Nottinghamshire","SEO/HEO","55","50","35270","32950"
"In post","2021","Black","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","25","25","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AA/AO","85","75","21680","21010"
"In post","2021","Black","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","45","45","27330","27570"
"In post","2021","Black","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G6/G7","5","5","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","20","20","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Lincolnshire","AA/AO","5","5","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Lincolnshire","EO","5","5","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Lincolnshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Black","East Midlands (England)","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Bedfordshire and Hertfordshire","AA/AO","55","55","24580","22980"
"In post","2021","Black","East of England","Bedfordshire and Hertfordshire","EO","105","105","28920","29290"
"In post","2021","Black","East of England","Bedfordshire and Hertfordshire","G6/G7","15","10","[c]","[c]"
"In post","2021","Black","East of England","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Bedfordshire and Hertfordshire","SEO/HEO","35","35","37980","37640"
"In post","2021","Black","East of England","Bedfordshire and Hertfordshire","Unknown","20","15","[c]","[c]"
"In post","2021","Black","East of England","East Anglia","AA/AO","40","35","22360","21430"
"In post","2021","Black","East of England","East Anglia","EO","35","35","28040","27570"
"In post","2021","Black","East of England","East Anglia","G6/G7","5","5","[c]","[c]"
"In post","2021","Black","East of England","East Anglia","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","East Anglia","SEO/HEO","35","35","36880","34800"
"In post","2021","Black","East of England","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Essex","AA/AO","60","55","23660","24180"
"In post","2021","Black","East of England","Essex","EO","130","125","28930","29290"
"In post","2021","Black","East of England","Essex","G6/G7","10","10","[c]","[c]"
"In post","2021","Black","East of England","Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Essex","SEO/HEO","35","35","33380","32930"
"In post","2021","Black","East of England","Essex","Unknown","10","10","[c]","[c]"
"In post","2021","Black","London","Inner London - East","AA/AO","640","600","26190","25110"
"In post","2021","Black","London","Inner London - East","EO","1005","960","30720","31060"
"In post","2021","Black","London","Inner London - East","G6/G7","165","165","59290","58700"
"In post","2021","Black","London","Inner London - East","SCS level","10","10","[c]","[c]"
"In post","2021","Black","London","Inner London - East","SEO/HEO","500","490","38560","37640"
"In post","2021","Black","London","Inner London - East","Unknown","215","210","31760","27730"
"In post","2021","Black","London","Inner London - West","AA/AO","895","840","25740","24490"
"In post","2021","Black","London","Inner London - West","EO","1100","1075","29480","29510"
"In post","2021","Black","London","Inner London - West","G6/G7","685","680","58440","56730"
"In post","2021","Black","London","Inner London - West","SCS level","50","50","85800","78330"
"In post","2021","Black","London","Inner London - West","SEO/HEO","1555","1540","37800","36660"
"In post","2021","Black","London","Inner London - West","Unknown","45","45","33320","33090"
