"Status","Year","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cabinet Office","Unknown","Unknown","595","590","36190","32000"
"In post","2021","Chancellor's other departments","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","London","20","20","46450","44800"
"In post","2021","Chancellor's other departments","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","London","40","40","49790","46090"
"In post","2021","Chancellor's other departments","Human Resources","London","20","20","43440","43760"
"In post","2021","Chancellor's other departments","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","London","250","235","64530","56030"
"In post","2021","Chancellor's other departments","Other","Outside London","30","30","55470","46330"
"In post","2021","Chancellor's other departments","Project Delivery","London","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Social Research","London","5","5","[c]","[c]"
"In post","2021","Charity Commission","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","London","10","5","[c]","[c]"
"In post","2021","Charity Commission","Communications","Outside London","5","5","[c]","[c]"
"In post","2021","Charity Commission","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","Outside London","45","45","36950","37910"
"In post","2021","Charity Commission","Finance","Outside London","10","10","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","Outside London","10","10","32360","29160"
"In post","2021","Charity Commission","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","London","10","10","53100","52600"
"In post","2021","Charity Commission","Legal","Outside London","10","10","50320","51830"
"In post","2021","Charity Commission","Operational Delivery","London","10","10","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","Outside London","45","45","30850","29160"
"In post","2021","Charity Commission","Other","London","5","5","[c]","[c]"
"In post","2021","Charity Commission","Other","Outside London","15","15","29690","29160"
"In post","2021","Charity Commission","Policy","London","5","5","[c]","[c]"
"In post","2021","Charity Commission","Policy","Outside London","5","5","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Outside London","10","10","32740","29760"
"In post","2021","Charity Commission","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","London","30","30","40550","31770"
"In post","2021","Charity Commission","Unknown","Outside London","190","180","31770","29160"
"In post","2021","Competition and Markets Authority","Commercial","London","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","London","35","35","48650","42290"
"In post","2021","Competition and Markets Authority","Corporate Finance","London","15","15","46260","43490"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","London","65","60","57200","55860"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Economics","London","90","85","63040","59890"
"In post","2021","Competition and Markets Authority","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","London","35","35","50820","45980"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","London","30","30","53750","46940"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","London","120","115","70510","72430"
"In post","2021","Competition and Markets Authority","Legal","Outside London","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","London","25","25","66900","63370"
"In post","2021","Competition and Markets Authority","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","London","340","330","61130","56630"
"In post","2021","Competition and Markets Authority","Project Delivery","Outside London","35","35","56560","55860"
"In post","2021","Competition and Markets Authority","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","London","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","London","25","25","46910","45210"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","Outside London","220","215","42970","41510"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","London","160","155","47520","45100"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","Outside London","90","85","36960","36240"
"In post","2021","Department for Business, Energy and Industrial Strategy","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","London","45","40","42990","43150"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","Outside London","220","210","38610","39170"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","London","155","150","46580","42920"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","880","860","39750","38000"
"In post","2021","Department for Business, Energy and Industrial Strategy","Economics","London","300","295","46710","39640"
"In post","2021","Department for Business, Energy and Industrial Strategy","Economics","Outside London","10","10","48610","50140"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","London","200","195","52030","53600"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","Outside London","155","145","36700","33290"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","London","140","140","49120","46050"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","275","260","36900","33050"
"In post","2021","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Outside London","10","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Internal Audit","Outside London","10","10","42720","42190"
"In post","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","London","15","15","46170","42330"
"In post","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Outside London","35","30","35330","34500"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","London","25","25","58810","55260"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","Outside London","65","60","49380","49100"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","735","720","43140","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","3385","3160","28550","24500"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Research","London","25","25","51730","56550"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Other","Outside London","40","40","49380","46100"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","London","3610","3530","49840","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","Outside London","435","420","45200","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","Unknown","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","London","80","80","47810","41550"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","330","320","42480","39750"
"In post","2021","Department for Business, Energy and Industrial Strategy","Property","Outside London","35","30","34270","32810"
"In post","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","London","40","35","42340","41730"
"In post","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","Outside London","1265","1200","42640","40640"
"In post","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","Overseas","25","25","39890","42140"
"In post","2021","Department for Business, Energy and Industrial Strategy","Security","London","20","20","46380","42090"
"In post","2021","Department for Business, Energy and Industrial Strategy","Security","Outside London","10","10","37680","28060"
"In post","2021","Department for Business, Energy and Industrial Strategy","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Statistics","London","40","40","49370","50450"
"In post","2021","Department for Business, Energy and Industrial Strategy","Statistics","Outside London","15","15","39090","40270"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","Outside London","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","London","20","20","49290","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Communications","London","45","40","55210","52120"
"In post","2021","Department for Digital, Culture, Media and Sport","Corporate Finance","London","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","London","20","20","54730","56860"
"In post","2021","Department for Digital, Culture, Media and Sport","Economics","London","75","75","53810","59730"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","London","65","65","56670","55260"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","London","60","55","49050","37670"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","International Trade","London","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","London","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Research","London","20","20","41850","42020"
"In post","2021","Department for Digital, Culture, Media and Sport","Other","London","90","85","40850","34330"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","London","1065","1045","48640","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","Outside London","15","15","38490","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","London","175","170","50480","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","Outside London","35","35","40240","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","Property","London","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Social Research","London","25","25","56490","59730"
"In post","2021","Department for Digital, Culture, Media and Sport","Statistics","London","20","20","49200","43280"
"In post","2021","Department for Education","Commercial","London","35","35","52960","50420"
"In post","2021","Department for Education","Commercial","Outside London","350","340","39600","37100"
"In post","2021","Department for Education","Communications","London","155","155","43380","40940"
"In post","2021","Department for Education","Communications","Outside London","175","165","35720","33190"
"In post","2021","Department for Education","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Digital, Data and Technology","London","160","155","46520","45250"
"In post","2021","Department for Education","Digital, Data and Technology","Outside London","740","720","38590","36500"
"In post","2021","Department for Education","Finance","London","180","175","49930","53420"
"In post","2021","Department for Education","Finance","Outside London","605","590","40420","37100"
"In post","2021","Department for Education","Human Resources","London","15","15","47000","40940"
"In post","2021","Department for Education","Human Resources","Outside London","140","135","34890","29730"
"In post","2021","Department for Education","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Legal","London","20","20","57090","61050"
"In post","2021","Department for Education","Legal","Outside London","50","45","52370","50630"
"In post","2021","Department for Education","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Operational Delivery","London","400","390","47590","42030"
"In post","2021","Department for Education","Operational Delivery","Outside London","1200","1160","39650","36780"
"In post","2021","Department for Education","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Policy","London","1455","1390","51320","53420"
"In post","2021","Department for Education","Policy","Outside London","1575","1510","41140","36960"
"In post","2021","Department for Education","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Project Delivery","London","20","20","45410","40940"
"In post","2021","Department for Education","Project Delivery","Outside London","45","40","46790","49860"
"In post","2021","Department for Education","Property","London","185","180","56650","62870"
"In post","2021","Department for Education","Property","Outside London","370","365","48010","50130"
"In post","2021","Department for Education","Property","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Education","Security","London","5","5","[c]","[c]"
"In post","2021","Department for Education","Security","Outside London","25","25","36740","36780"
"In post","2021","Department for Education","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Commercial","London","20","20","39850","40200"
"In post","2021","Department for Environment, Food and Rural Affairs","Commercial","Outside London","145","140","38600","36970"
"In post","2021","Department for Environment, Food and Rural Affairs","Communications","London","130","130","44540","39910"
"In post","2021","Department for Environment, Food and Rural Affairs","Communications","Outside London","140","130","38420","36970"
"In post","2021","Department for Environment, Food and Rural Affairs","Corporate Finance","Outside London","10","10","31730","26890"
"In post","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","London","100","95","48400","42540"
"In post","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Outside London","610","590","42320","42380"
"In post","2021","Department for Environment, Food and Rural Affairs","Economics","London","135","130","45510","49280"
"In post","2021","Department for Environment, Food and Rural Affairs","Economics","Outside London","30","30","41080","47550"
"In post","2021","Department for Environment, Food and Rural Affairs","Finance","London","65","65","49610","43920"
"In post","2021","Department for Environment, Food and Rural Affairs","Finance","Outside London","345","330","41760","37480"
"In post","2021","Department for Environment, Food and Rural Affairs","Human Resources","London","55","55","48250","44950"
"In post","2021","Department for Environment, Food and Rural Affairs","Human Resources","Outside London","210","195","41240","37480"
"In post","2021","Department for Environment, Food and Rural Affairs","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","London","155","150","37420","32560"
"In post","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","3695","3420","26570","24920"
"In post","2021","Department for Environment, Food and Rural Affairs","Operational Research","London","10","10","39720","38010"
"In post","2021","Department for Environment, Food and Rural Affairs","Operational Research","Outside London","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Other","Outside London","30","30","40120","33120"
"In post","2021","Department for Environment, Food and Rural Affairs","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Policy","London","1620","1575","44820","39420"
"In post","2021","Department for Environment, Food and Rural Affairs","Policy","Outside London","870","835","39750","36190"
"In post","2021","Department for Environment, Food and Rural Affairs","Project Delivery","London","105","100","43610","38750"
"In post","2021","Department for Environment, Food and Rural Affairs","Project Delivery","Outside London","305","290","38920","36520"
"In post","2021","Department for Environment, Food and Rural Affairs","Property","London","30","30","46400","39050"
"In post","2021","Department for Environment, Food and Rural Affairs","Property","Outside London","360","345","35980","30270"
"In post","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","London","100","95","47260","41670"
"In post","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","1220","1155","33190","29690"
"In post","2021","Department for Environment, Food and Rural Affairs","Social Research","London","20","20","50910","53870"
"In post","2021","Department for Environment, Food and Rural Affairs","Social Research","Outside London","15","15","40620","37810"
"In post","2021","Department for Environment, Food and Rural Affairs","Statistics","London","20","20","45530","40060"
"In post","2021","Department for Environment, Food and Rural Affairs","Statistics","Outside London","55","55","35470","31350"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Outside London","45","45","34240","24370"
"In post","2021","Department for Environment, Food and Rural Affairs","Veterinarian","London","25","25","57420","55100"
"In post","2021","Department for Environment, Food and Rural Affairs","Veterinarian","Outside London","355","335","44780","38750"
"In post","2021","Department for International Trade","Commercial","London","25","25","37780","38160"
"In post","2021","Department for International Trade","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Communications","London","135","135","43380","38540"
"In post","2021","Department for International Trade","Communications","Outside London","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Digital, Data and Technology","London","120","115","46970","43500"
"In post","2021","Department for International Trade","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Economics","London","135","135","42990","31800"
"In post","2021","Department for International Trade","Economics","Outside London","15","15","48190","51970"
"In post","2021","Department for International Trade","Finance","London","85","85","49400","51970"
"In post","2021","Department for International Trade","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Human Resources","London","115","110","43140","38160"
"In post","2021","Department for International Trade","Human Resources","Outside London","15","15","45340","50020"
"In post","2021","Department for International Trade","International Trade","London","1005","995","47620","44030"
"In post","2021","Department for International Trade","International Trade","Outside London","130","130","43940","38680"
"In post","2021","Department for International Trade","International Trade","Overseas","155","155","56610","54470"
"In post","2021","Department for International Trade","Knowledge and Information Management","London","20","20","37320","33380"
"In post","2021","Department for International Trade","Legal","Outside London","10","10","60350","53920"
"In post","2021","Department for International Trade","Operational Delivery","London","100","100","37130","32120"
"In post","2021","Department for International Trade","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Operational Research","London","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Other","London","180","175","39630","32120"
"In post","2021","Department for International Trade","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Planning","London","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Planning","Outside London","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Policy","London","210","205","45550","38540"
"In post","2021","Department for International Trade","Policy","Outside London","10","10","[c]","[c]"
"In post","2021","Department for International Trade","Project Delivery","London","65","65","46970","42400"
"In post","2021","Department for International Trade","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Property","London","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Security","London","30","30","44980","41080"
"In post","2021","Department for International Trade","Social Research","London","20","20","44560","46050"
"In post","2021","Department for International Trade","Statistics","London","55","55","42900","39590"
"In post","2021","Department for International Trade","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Commercial","London","85","85","51000","54110"
"In post","2021","Department for Transport","Commercial","Outside London","200","185","33640","31040"
"In post","2021","Department for Transport","Communications","London","110","110","47780","43360"
"In post","2021","Department for Transport","Communications","Outside London","185","170","31860","26840"
"In post","2021","Department for Transport","Corporate Finance","London","25","25","57660","54650"
"In post","2021","Department for Transport","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Counter Fraud","London","10","10","[c]","[c]"
"In post","2021","Department for Transport","Counter Fraud","Outside London","55","50","29510","26780"
"In post","2021","Department for Transport","Digital, Data and Technology","London","90","90","44240","42890"
"In post","2021","Department for Transport","Digital, Data and Technology","Outside London","1065","1045","38950","34940"
"In post","2021","Department for Transport","Economics","London","170","165","47670","54110"
"In post","2021","Department for Transport","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Finance","London","165","165","51620","54110"
"In post","2021","Department for Transport","Finance","Outside London","305","285","35360","31990"
"In post","2021","Department for Transport","Human Resources","London","80","80","51450","54110"
"In post","2021","Department for Transport","Human Resources","Outside London","325","305","33810","31860"
"In post","2021","Department for Transport","Intelligence Analysis","London","5","5","[c]","[c]"
"In post","2021","Department for Transport","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Internal Audit","Outside London","15","15","38250","35410"
"In post","2021","Department for Transport","International Trade","London","30","30","46630","42470"
"In post","2021","Department for Transport","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","Outside London","70","70","35450","33350"
"In post","2021","Department for Transport","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Legal","Outside London","5","5","[c]","[c]"
"In post","2021","Department for Transport","Medicine","Outside London","55","50","75420","86070"
"In post","2021","Department for Transport","Operational Delivery","London","420","400","33180","30780"
"In post","2021","Department for Transport","Operational Delivery","Outside London","8890","7980","25680","25910"
"In post","2021","Department for Transport","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","London","20","20","44100","40420"
"In post","2021","Department for Transport","Operational Research","Outside London","50","50","32290","31860"
"In post","2021","Department for Transport","Other","London","290","270","36800","32740"
"In post","2021","Department for Transport","Other","Outside London","240","230","48210","33350"
"In post","2021","Department for Transport","Policy","London","900","880","48960","45990"
"In post","2021","Department for Transport","Policy","Outside London","465","445","35910","32830"
"In post","2021","Department for Transport","Project Delivery","London","435","430","54260","54650"
"In post","2021","Department for Transport","Project Delivery","Outside London","210","205","39370","39040"
"In post","2021","Department for Transport","Property","London","15","15","51480","54650"
"In post","2021","Department for Transport","Property","Outside London","145","130","31610","31040"
"In post","2021","Department for Transport","Science and Engineering","London","60","55","49510","45130"
"In post","2021","Department for Transport","Science and Engineering","Outside London","90","85","39520","38150"
"In post","2021","Department for Transport","Science and Engineering","Overseas","10","10","[c]","[c]"
"In post","2021","Department for Transport","Security","London","170","165","44960","43360"
"In post","2021","Department for Transport","Security","Outside London","120","115","30870","26350"
"In post","2021","Department for Transport","Social Research","London","40","40","47930","43360"
"In post","2021","Department for Transport","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Statistics","London","115","110","45560","42890"
"In post","2021","Department for Transport","Statistics","Outside London","5","5","[c]","[c]"
"In post","2021","Department for Transport","Unknown","London","195","190","53240","45200"
"In post","2021","Department for Transport","Unknown","Outside London","15","15","46780","39470"
"In post","2021","Department for Work and Pensions","Commercial","Outside London","35","30","45710","45870"
"In post","2021","Department for Work and Pensions","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Communications","Outside London","30","30","43530","39390"
