"Status","Year","Organisation","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Companies House","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","EO","Heterosexual / straight","65","[c]","22130","21000"
"Leaver Dept.","2021","Defence Equipment and Support","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","EO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","G6/G7","Heterosexual / straight","50","[c]","54160","53430"
"Leaver Dept.","2021","Defence Equipment and Support","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","SEO/HEO","Heterosexual / straight","175","[c]","31530","31950"
"Leaver Dept.","2021","Defence Equipment and Support","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Heterosexual / straight","125","[c]","56240","53600"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","Unknown","30","[c]","55350","52300"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Heterosexual / straight","130","[c]","35550","33660"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","Unknown","40","[c]","35610","33640"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","G6/G7","Heterosexual / straight","50","[c]","55030","54000"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Heterosexual / straight","45","[c]","34820","32620"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","G6/G7","Heterosexual / straight","40","[c]","57010","54400"
"Leaver Dept.","2021","Department for Education (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","SEO/HEO","Heterosexual / straight","55","[c]","36920","36980"
"Leaver Dept.","2021","Department for Education (excl. agencies)","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Unknown","40","[c]","29230","28170"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Unknown","110","[c]","55840","54280"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Unknown","250","[c]","35570","34620"
"Leaver Dept.","2021","Department for International Development","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","EO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","G6/G7","Heterosexual / straight","45","[c]","55820","54970"
"Leaver Dept.","2021","Department for International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","G6/G7","Unknown","40","[c]","53690","51970"
"Leaver Dept.","2021","Department for International Trade","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","SEO/HEO","Heterosexual / straight","60","[c]","34710","33510"
"Leaver Dept.","2021","Department for International Trade","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","SEO/HEO","Unknown","60","[c]","35380","34860"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","G6/G7","Heterosexual / straight","35","[c]","59460","54760"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","SEO/HEO","Heterosexual / straight","70","[c]","38020","35430"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","SEO/HEO","Unknown","35","[c]","38150","35430"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","AA/AO","Heterosexual / straight","195","[c]","21250","21010"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","AA/AO","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","AA/AO","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","AA/AO","Unknown","100","[c]","21000","21010"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","EO","Heterosexual / straight","420","[c]","28080","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","EO","LGBO","30","[c]","27800","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","EO","Undeclared","45","[c]","28330","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","EO","Unknown","150","[c]","28070","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","G6/G7","Heterosexual / straight","55","[c]","58520","57230"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","SEO/HEO","Heterosexual / straight","175","[c]","34470","33180"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","SEO/HEO","Unknown","70","[c]","35250","35310"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","EO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","G6/G7","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","SCS level","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","Unknown","70","[c]","[c]","[c]"
