"Status","Year","Parent_department","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Outside London","1095","1050","34830","30460"
"In post","2021","Department for International Trade","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Department for International Trade","East of England","Outside London","5","5","[c]","[c]"
"In post","2021","Department for International Trade","London","London","2315","2295","45240","38950"
"In post","2021","Department for International Trade","North East (England)","Outside London","10","10","39300","36790"
"In post","2021","Department for International Trade","North West (England)","Outside London","15","15","47900","48220"
"In post","2021","Department for International Trade","Overseas","Overseas","155","155","56610","54470"
"In post","2021","Department for International Trade","Scotland","Outside London","10","10","37800","32030"
"In post","2021","Department for International Trade","South East (England)","Outside London","120","120","46620","51710"
"In post","2021","Department for International Trade","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Midlands (England)","Outside London","20","15","38940","33500"
"In post","2021","Department for International Trade","Yorkshire and The Humber","Outside London","15","15","44820","48220"
"In post","2021","Department for Transport","East Midlands (England)","Outside London","645","620","33710","29080"
"In post","2021","Department for Transport","East of England","Outside London","400","375","29920","26780"
"In post","2021","Department for Transport","London","London","3440","3350","46600","42890"
"In post","2021","Department for Transport","North East (England)","Outside London","365","330","27620","26700"
"In post","2021","Department for Transport","North West (England)","Outside London","450","425","29080","26780"
"In post","2021","Department for Transport","Northern Ireland","Outside London","40","35","37560","31780"
"In post","2021","Department for Transport","Overseas","Overseas","10","10","64100","65520"
"In post","2021","Department for Transport","Scotland","Outside London","460","435","31840","27680"
"In post","2021","Department for Transport","South East (England)","Outside London","1480","1410","36220","31040"
"In post","2021","Department for Transport","South West (England)","Outside London","765","725","32930","27880"
"In post","2021","Department for Transport","Wales","Outside London","6900","6135","26500","21590"
"In post","2021","Department for Transport","West Midlands (England)","Outside London","465","445","29160","26780"
"In post","2021","Department for Transport","Yorkshire and The Humber","Outside London","555","520","29850","26780"
"In post","2021","Department for Work and Pensions","East Midlands (England)","Outside London","4885","4335","27250","27570"
"In post","2021","Department for Work and Pensions","East of England","Outside London","4700","4220","28570","27570"
"In post","2021","Department for Work and Pensions","London","London","10180","9535","33840","31060"
"In post","2021","Department for Work and Pensions","North East (England)","Outside London","9625","8530","27220","27570"
"In post","2021","Department for Work and Pensions","North West (England)","Outside London","18620","16790","27540","27570"
"In post","2021","Department for Work and Pensions","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Scotland","Outside London","9040","7995","26070","27570"
"In post","2021","Department for Work and Pensions","South East (England)","Outside London","6750","6105","27590","27570"
"In post","2021","Department for Work and Pensions","South West (England)","Outside London","5815","5065","26400","27570"
"In post","2021","Department for Work and Pensions","Unknown","Unknown","900","835","30410","27570"
"In post","2021","Department for Work and Pensions","Wales","Outside London","5735","5135","26020","27570"
"In post","2021","Department for Work and Pensions","West Midlands (England)","Outside London","7680","6745","26200","27570"
"In post","2021","Department for Work and Pensions","Yorkshire and The Humber","Outside London","9590","8545","29820","27570"
"In post","2021","Department of Health and Social Care","East Midlands (England)","Outside London","185","175","44240","37190"
"In post","2021","Department of Health and Social Care","East of England","Outside London","735","680","44100","38890"
"In post","2021","Department of Health and Social Care","London","London","6425","6105","48000","41030"
"In post","2021","Department of Health and Social Care","North East (England)","Outside London","145","130","45700","38890"
"In post","2021","Department of Health and Social Care","North West (England)","Outside London","580","535","37320","31370"
"In post","2021","Department of Health and Social Care","Scotland","Outside London","15","15","36690","35400"
"In post","2021","Department of Health and Social Care","South East (England)","Outside London","520","465","46190","40320"
"In post","2021","Department of Health and Social Care","South West (England)","Outside London","1215","1120","38670","34530"
"In post","2021","Department of Health and Social Care","Wales","Outside London","10","10","56580","42300"
"In post","2021","Department of Health and Social Care","West Midlands (England)","Outside London","465","415","42070","34700"
"In post","2021","Department of Health and Social Care","Yorkshire and The Humber","Outside London","1455","1385","42860","37380"
"In post","2021","ESTYN","Wales","Outside London","115","105","58000","74730"
"In post","2021","Food Standards Agency","East Midlands (England)","Outside London","45","40","27130","26750"
"In post","2021","Food Standards Agency","East of England","Outside London","55","55","27660","26750"
"In post","2021","Food Standards Agency","London","London","470","460","42510","40350"
"In post","2021","Food Standards Agency","North East (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","North West (England)","Outside London","45","45","26820","26750"
"In post","2021","Food Standards Agency","Northern Ireland","Outside London","80","80","38880","37910"
"In post","2021","Food Standards Agency","South East (England)","Outside London","10","10","30560","29090"
"In post","2021","Food Standards Agency","South West (England)","Outside London","50","45","26800","26750"
"In post","2021","Food Standards Agency","Wales","Outside London","140","135","36990","30840"
"In post","2021","Food Standards Agency","West Midlands (England)","Outside London","115","115","34690","30350"
"In post","2021","Food Standards Agency","Yorkshire and The Humber","Outside London","295","285","36770","31450"
"In post","2021","Foreign, Commonwealth and Development Office","London","London","4260","4155","49350","44880"
"In post","2021","Foreign, Commonwealth and Development Office","Overseas","Overseas","2280","2275","52030","53470"
"In post","2021","Foreign, Commonwealth and Development Office","Scotland","Outside London","965","930","40570","34530"
"In post","2021","Foreign, Commonwealth and Development Office","South East (England)","Outside London","1130","1085","36650","31390"
"In post","2021","HM Land Registry","East Midlands (England)","Outside London","870","795","30980","27130"
"In post","2021","HM Land Registry","East of England","Outside London","285","260","31050","27130"
"In post","2021","HM Land Registry","London","London","375","355","41430","37290"
"In post","2021","HM Land Registry","North East (England)","Outside London","710","645","28370","27130"
"In post","2021","HM Land Registry","North West (England)","Outside London","905","810","29390","27130"
"In post","2021","HM Land Registry","South West (England)","Outside London","1550","1400","32770","31740"
"In post","2021","HM Land Registry","Wales","Outside London","720","645","29080","27130"
"In post","2021","HM Land Registry","West Midlands (England)","Outside London","605","550","29710","27130"
"In post","2021","HM Land Registry","Yorkshire and The Humber","Outside London","335","305","29120","27130"
"In post","2021","HM Revenue and Customs","East Midlands (England)","Outside London","3940","3675","32020","31810"
"In post","2021","HM Revenue and Customs","East of England","Outside London","1840","1680","32130","31810"
"In post","2021","HM Revenue and Customs","London","London","8725","8295","43160","36270"
"In post","2021","HM Revenue and Customs","North East (England)","Outside London","11280","10025","27630","25560"
"In post","2021","HM Revenue and Customs","North West (England)","Outside London","12890","11900","30180","25560"
"In post","2021","HM Revenue and Customs","Northern Ireland","Outside London","1995","1855","28510","25560"
"In post","2021","HM Revenue and Customs","Scotland","Outside London","7775","7000","27070","25560"
"In post","2021","HM Revenue and Customs","South East (England)","Outside London","2545","2295","30210","28130"
"In post","2021","HM Revenue and Customs","South West (England)","Outside London","1840","1720","33290","31810"
"In post","2021","HM Revenue and Customs","Wales","Outside London","4420","4090","28270","25560"
"In post","2021","HM Revenue and Customs","West Midlands (England)","Outside London","4095","3825","32890","31810"
"In post","2021","HM Revenue and Customs","Yorkshire and The Humber","Outside London","5130","4735","29980","25560"
"In post","2021","HM Treasury","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2021","HM Treasury","East of England","Outside London","75","70","30240","23780"
"In post","2021","HM Treasury","London","London","2325","2275","48910","52500"
"In post","2021","HM Treasury","North East (England)","Outside London","25","25","43680","43300"
"In post","2021","HM Treasury","North West (England)","Outside London","50","45","45840","42810"
"In post","2021","HM Treasury","Scotland","Outside London","10","10","46240","46320"
"In post","2021","HM Treasury","South East (England)","Outside London","15","15","41640","42770"
"In post","2021","HM Treasury","South West (England)","Outside London","35","35","47920","43800"
"In post","2021","HM Treasury","Wales","Outside London","25","25","47860","48780"
"In post","2021","HM Treasury","West Midlands (England)","Outside London","30","30","51590","44990"
"In post","2021","HM Treasury","Yorkshire and The Humber","Outside London","70","65","44660","41720"
"In post","2021","Home Office","East Midlands (England)","Outside London","220","210","28000","25390"
"In post","2021","Home Office","East of England","Outside London","1960","1765","26450","25220"
"In post","2021","Home Office","London","London","13330","12600","39800","35070"
"In post","2021","Home Office","North East (England)","Outside London","1290","1135","25210","21430"
"In post","2021","Home Office","North West (England)","Outside London","7160","6645","27050","24890"
"In post","2021","Home Office","Northern Ireland","Outside London","535","490","25380","24890"
"In post","2021","Home Office","Overseas","Overseas","330","325","28290","27370"
"In post","2021","Home Office","Scotland","Outside London","1040","965","27140","25040"
"In post","2021","Home Office","South East (England)","Outside London","3790","3445","27740","26250"
"In post","2021","Home Office","South West (England)","Outside London","390","360","28190","25440"
"In post","2021","Home Office","Unknown","Unknown","15","15","44290","30410"
"In post","2021","Home Office","Wales","Outside London","640","590","27400","25040"
"In post","2021","Home Office","West Midlands (England)","Outside London","1030","960","27940","25310"
"In post","2021","Home Office","Yorkshire and The Humber","Outside London","3635","3380","27790","25040"
"In post","2021","Ministry of Defence","East Midlands (England)","Outside London","1825","1760","28330","25000"
"In post","2021","Ministry of Defence","East of England","Outside London","3810","3685","31710","29200"
"In post","2021","Ministry of Defence","London","London","3905","3825","41300","37640"
"In post","2021","Ministry of Defence","North East (England)","Outside London","220","210","24130","21130"
"In post","2021","Ministry of Defence","North West (England)","Outside London","1880","1775","29320","26670"
"In post","2021","Ministry of Defence","Northern Ireland","Outside London","915","890","24300","20310"
"In post","2021","Ministry of Defence","Overseas","Overseas","790","785","42510","40580"
"In post","2021","Ministry of Defence","Scotland","Outside London","4105","3960","29550","25680"
"In post","2021","Ministry of Defence","South East (England)","Outside London","10355","10030","33770","33000"
"In post","2021","Ministry of Defence","South West (England)","Outside London","22040","21240","36370","33300"
"In post","2021","Ministry of Defence","Unknown","Unknown","2060","2050","37190","33570"
"In post","2021","Ministry of Defence","Wales","Outside London","1125","1080","26680","25200"
"In post","2021","Ministry of Defence","West Midlands (England)","Outside London","2595","2510","30290","26670"
"In post","2021","Ministry of Defence","Yorkshire and The Humber","Outside London","2065","1995","28140","26670"
"In post","2021","Ministry of Housing, Communities and Local Government","East Midlands (England)","Outside London","45","45","39470","36340"
"In post","2021","Ministry of Housing, Communities and Local Government","East of England","Outside London","75","70","40140","37050"
"In post","2021","Ministry of Housing, Communities and Local Government","London","London","1865","1835","48290","53130"
"In post","2021","Ministry of Housing, Communities and Local Government","North East (England)","Outside London","60","60","40230","36340"
"In post","2021","Ministry of Housing, Communities and Local Government","North West (England)","Outside London","145","135","36440","33770"
"In post","2021","Ministry of Housing, Communities and Local Government","South East (England)","Outside London","15","15","30720","28510"
"In post","2021","Ministry of Housing, Communities and Local Government","South West (England)","Outside London","930","855","43060","41020"
"In post","2021","Ministry of Housing, Communities and Local Government","Wales","Outside London","40","40","43400","47660"
"In post","2021","Ministry of Housing, Communities and Local Government","West Midlands (England)","Outside London","135","130","38760","36340"
"In post","2021","Ministry of Housing, Communities and Local Government","Yorkshire and The Humber","Outside London","85","85","43720","38160"
"In post","2021","Ministry of Justice","East Midlands (England)","Outside London","7140","6635","27260","24470"
"In post","2021","Ministry of Justice","East of England","Outside London","6530","6115","28730","27700"
"In post","2021","Ministry of Justice","London","London","14610","14065","35790","32090"
"In post","2021","Ministry of Justice","North East (England)","Outside London","4450","4115","28310","26300"
"In post","2021","Ministry of Justice","North West (England)","Outside London","9560","8860","28220","25790"
"In post","2021","Ministry of Justice","Scotland","Outside London","570","530","25260","22570"
"In post","2021","Ministry of Justice","South East (England)","Outside London","9615","9050","29780","29810"
"In post","2021","Ministry of Justice","South West (England)","Outside London","5095","4700","28140","25400"
"In post","2021","Ministry of Justice","Unknown","Unknown","25","20","24730","21300"
"In post","2021","Ministry of Justice","Wales","Outside London","3995","3735","27970","24920"
"In post","2021","Ministry of Justice","West Midlands (England)","Outside London","8905","8350","27260","23970"
"In post","2021","Ministry of Justice","Yorkshire and The Humber","Outside London","8405","7780","28720","26300"
"In post","2021","National Crime Agency","East Midlands (England)","Outside London","160","155","36870","36520"
"In post","2021","National Crime Agency","East of England","Outside London","140","135","38530","37800"
"In post","2021","National Crime Agency","London","London","1650","1615","43860","40170"
"In post","2021","National Crime Agency","North East (England)","Outside London","105","100","35520","36410"
"In post","2021","National Crime Agency","North West (England)","Outside London","1280","1255","36300","36410"
"In post","2021","National Crime Agency","Northern Ireland","Outside London","110","110","39890","39200"
"In post","2021","National Crime Agency","Overseas","Overseas","130","130","66390","64330"
"In post","2021","National Crime Agency","Scotland","Outside London","55","55","37540","36410"
"In post","2021","National Crime Agency","South East (England)","Outside London","455","440","39850","39840"
"In post","2021","National Crime Agency","South West (England)","Outside London","470","455","36140","35890"
"In post","2021","National Crime Agency","Unknown","Unknown","105","100","45080","44910"
"In post","2021","National Crime Agency","Wales","Outside London","60","60","37280","36410"
"In post","2021","National Crime Agency","West Midlands (England)","Outside London","500","485","37790","36740"
"In post","2021","National Crime Agency","Yorkshire and The Humber","Outside London","265","260","37000","36410"
"In post","2021","Northern Ireland Office","London","London","75","75","50360","47630"
"In post","2021","Northern Ireland Office","Northern Ireland","Outside London","85","85","38110","34990"
"In post","2021","Office for Standards in Education","East Midlands (England)","Outside London","165","160","44560","39850"
"In post","2021","Office for Standards in Education","East of England","Outside London","100","95","62230","64500"
"In post","2021","Office for Standards in Education","London","London","450","440","56860","51360"
"In post","2021","Office for Standards in Education","North West (England)","Outside London","500","480","39650","32010"
"In post","2021","Office for Standards in Education","South West (England)","Outside London","285","265","43010","35010"
"In post","2021","Office for Standards in Education","West Midlands (England)","Outside London","150","150","55180","51360"
"In post","2021","Office for Standards in Education","Yorkshire and The Humber","Outside London","125","125","64100","70500"
"In post","2021","Office of Gas and Electricity Markets","London","London","670","655","51150","47180"
"In post","2021","Office of Gas and Electricity Markets","Scotland","Outside London","505","500","36370","31720"
"In post","2021","Office of Gas and Electricity Markets","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","West Midlands (England)","Outside London","260","250","45520","40580"
"In post","2021","Office of Rail and Road","London","London","210","200","55460","55430"
"In post","2021","Office of Rail and Road","North West (England)","Outside London","30","25","50990","52280"
"In post","2021","Office of Rail and Road","Scotland","Outside London","25","25","53720","51310"
"In post","2021","Office of Rail and Road","South West (England)","Outside London","25","25","51030","51470"
"In post","2021","Office of Rail and Road","West Midlands (England)","Outside London","15","15","50710","51560"
"In post","2021","Office of Rail and Road","Yorkshire and The Humber","Outside London","20","20","52360","56520"
"In post","2021","Other Cabinet Office Agencies","East Midlands (England)","Outside London","15","15","50740","52890"
"In post","2021","Other Cabinet Office Agencies","East of England","Outside London","170","165","35200","33340"
"In post","2021","Other Cabinet Office Agencies","London","London","150","145","50560","49300"
"In post","2021","Other Cabinet Office Agencies","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","North West (England)","Outside London","415","405","38520","34800"
"In post","2021","Other Cabinet Office Agencies","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","South West (England)","Outside London","20","20","51330","48720"
"In post","2021","Other Cabinet Office Agencies","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Wales","Outside London","110","110","33940","31680"
"In post","2021","Other Cabinet Office Agencies","West Midlands (England)","Outside London","65","65","38380","34800"
"In post","2021","Other Cabinet Office Agencies","Yorkshire and The Humber","Outside London","40","40","48910","49700"
"In post","2021","Scotland Office","London","London","35","35","48050","43960"
"In post","2021","Scotland Office","Scotland","Outside London","80","80","47970","46600"
"In post","2021","Scottish Government","London","London","20","20","56350","46600"
"In post","2021","Scottish Government","Overseas","Overseas","15","15","76280","70780"
"In post","2021","Scottish Government","Scotland","Outside London","22200","21005","36540","33620"
"In post","2021","The National Archives","London","London","545","515","35580","33330"
"In post","2021","UK Export Finance","London","London","400","390","53500","48830"
"In post","2021","UK Supreme Court","London","London","55","55","38600","35150"
"In post","2021","United Kingdom Statistics Authority","London","London","385","380","42630","32540"
"In post","2021","United Kingdom Statistics Authority","Scotland","Outside London","20","20","41280","37520"
"In post","2021","United Kingdom Statistics Authority","South East (England)","Outside London","2430","1990","28660","23520"
"In post","2021","United Kingdom Statistics Authority","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Wales","Outside London","2710","2570","34510","31090"
"In post","2021","Wales Office","London","London","20","20","48370","51210"
"In post","2021","Wales Office","Wales","Outside London","20","20","44180","38370"
"In post","2021","Water Services Regulation Authority","London","London","75","70","69430","66360"
"In post","2021","Water Services Regulation Authority","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","West Midlands (England)","Outside London","175","170","50470","47200"
"In post","2021","Welsh Government","London","London","5","5","[c]","[c]"
"In post","2021","Welsh Government","Overseas","Overseas","10","10","58170","60830"
"In post","2021","Welsh Government","Wales","Outside London","5760","5445","41010","37410"
"Leaver CS","2021","Attorney General's Departments","East Midlands (England)","Outside London","20","[c]","39640","49400"
"Leaver CS","2021","Attorney General's Departments","East of England","Outside London","20","[c]","36950","24060"
"Leaver CS","2021","Attorney General's Departments","London","London","200","[c]","51430","51250"
"Leaver CS","2021","Attorney General's Departments","North East (England)","Outside London","10","[c]","46130","55610"
"Leaver CS","2021","Attorney General's Departments","North West (England)","Outside London","30","[c]","44680","55610"
"Leaver CS","2021","Attorney General's Departments","South East (England)","Outside London","35","[c]","42310","40280"
"Leaver CS","2021","Attorney General's Departments","South West (England)","Outside London","10","[c]","50430","55610"
"Leaver CS","2021","Attorney General's Departments","Wales","Outside London","15","[c]","46820","55610"
"Leaver CS","2021","Attorney General's Departments","West Midlands (England)","Outside London","25","[c]","42070","41080"
"Leaver CS","2021","Attorney General's Departments","Yorkshire and The Humber","Outside London","40","[c]","45140","55610"
"Leaver CS","2021","Cabinet Office","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","London","London","200","[c]","49410","43180"
"Leaver CS","2021","Cabinet Office","North East (England)","Outside London","15","[c]","21210","20800"
"Leaver CS","2021","Cabinet Office","North West (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","South East (England)","Outside London","10","[c]","32020","32430"
"Leaver CS","2021","Cabinet Office","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Unknown","Unknown","120","[c]","54570","38670"
"Leaver CS","2021","Cabinet Office","Yorkshire and The Humber","Outside London","25","[c]","26870","25340"
"Leaver CS","2021","Chancellor's other departments","London","London","30","[c]","45600","35380"
"Leaver CS","2021","Chancellor's other departments","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","London","London","10","[c]","45490","36740"
"Leaver CS","2021","Charity Commission","North West (England)","Outside London","15","[c]","36970","37910"
"Leaver CS","2021","Charity Commission","South West (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","London","London","75","[c]","52540","46330"
"Leaver CS","2021","Competition and Markets Authority","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","East of England","Outside London","10","[c]","28660","25280"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","London","London","215","[c]","47890","40380"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Outside London","15","[c]","26390","24250"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Outside London","20","[c]","31790","26000"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Scotland","Outside London","15","[c]","25650","23860"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Outside London","90","[c]","38560","30970"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Wales","Outside London","85","[c]","33570","30110"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Outside London","20","[c]","30560","25850"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","London","80","[c]","47140","37330"
"Leaver CS","2021","Department for Education","East Midlands (England)","Outside London","10","[c]","40750","41440"
"Leaver CS","2021","Department for Education","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","London","London","155","[c]","46740","40940"
"Leaver CS","2021","Department for Education","North East (England)","Outside London","30","[c]","38740","36960"
"Leaver CS","2021","Department for Education","North West (England)","Outside London","35","[c]","41250","36780"
"Leaver CS","2021","Department for Education","South West (England)","Outside London","15","[c]","37640","36780"
