"Status","Year","Age","Organisation","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Defence Electronics and Components Agency","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Equipment and Support","Scotland","EO","10","10","17080","16780"
"In post","2021","16-19","Defence Equipment and Support","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Equipment and Support","South West (England)","EO","95","95","18200","17780"
"In post","2021","16-19","Defence Equipment and Support","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Science and Technology Laboratory","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Defence Science and Technology Laboratory","South West (England)","AA/AO","15","15","17150","16990"
"In post","2021","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","10","10","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","North West (England)","EO","10","10","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education (excl. agencies)","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","10","10","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","London","EO","5","5","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","London","EO","5","5","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport (excl. agencies)","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","East Midlands (England)","AA/AO","10","10","21010","21010"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","East of England","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","London","EO","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","North East (England)","AA/AO","35","35","21010","21010"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","North West (England)","AA/AO","35","35","21010","21010"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Scotland","AA/AO","15","15","21010","21010"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","South East (England)","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","South East (England)","EO","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Wales","AA/AO","15","15","21010","21010"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Wales","EO","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","West Midlands (England)","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","AA/AO","25","25","21010","21010"
"In post","2021","16-19","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Disclosure Scotland","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Licensing Agency","Wales","AA/AO","35","25","19000","18060"
"In post","2021","16-19","Driver and Vehicle Licensing Agency","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Driver and Vehicle Standards Agency","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Education and Skills Funding Agency","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","FCDO Services","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","FCDO Services","South East (England)","Unknown","15","15","20920","21600"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Forestry and Land Scotland","Scotland","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Government Actuary's Department","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Health and Safety Executive","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","London","AA/AO","10","10","20010","19060"
"In post","2021","16-19","HM Courts and Tribunals Service","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","North West (England)","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Courts and Tribunals Service","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","North West (England)","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","HM Land Registry","South West (England)","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","East Midlands (England)","AA/AO","15","15","21650","20600"
"In post","2021","16-19","HM Prison and Probation Service","East of England","AA/AO","15","15","23720","22850"
"In post","2021","16-19","HM Prison and Probation Service","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","North West (England)","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","South East (England)","AA/AO","15","15","25150","24350"
"In post","2021","16-19","HM Prison and Probation Service","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Wales","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","West Midlands (England)","AA/AO","15","15","22340","22850"
"In post","2021","16-19","HM Prison and Probation Service","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Prison and Probation Service","Yorkshire and The Humber","AA/AO","10","10","20590","20600"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","East Midlands (England)","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","North East (England)","AA/AO","45","45","20140","20140"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","North West (England)","AA/AO","45","40","20140","20140"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Scotland","AA/AO","40","35","20140","20140"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Wales","AA/AO","20","20","20140","20140"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","West Midlands (England)","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","AA/AO","30","30","20140","20140"
"In post","2021","16-19","HM Treasury (excl. agencies)","London","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","HM Treasury (excl. agencies)","London","EO","20","20","24550","24300"
"In post","2021","16-19","Home Office (incl. agencies)","East of England","AA/AO","15","15","21430","21430"
"In post","2021","16-19","Home Office (incl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","London","EO","5","5","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","North West (England)","AA/AO","10","5","21430","21430"
"In post","2021","16-19","Home Office (incl. agencies)","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","South East (England)","AA/AO","25","25","21290","21430"
"In post","2021","16-19","Home Office (incl. agencies)","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office (incl. agencies)","Yorkshire and The Humber","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Insolvency Service","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Insolvency Service","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Institute for Apprenticeships and Technical Education","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal Aid Agency","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal Aid Agency","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Maritime and Coastguard Agency","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Medicines and Healthcare Products Regulatory Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Met Office","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","Scotland","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","South East (England)","AA/AO","15","15","21530","20920"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","South West (England)","AA/AO","10","10","20320","20400"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence (excl. agencies)","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice (excl. agencies)","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Records of Scotland","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Budget Responsibility","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education, Children's Services and Skills","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of the Public Guardian","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Public Health England","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Public Health England","London","AA/AO","10","5","[c]","[c]"
"In post","2021","16-19","Public Health England","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Public Health England","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Public Health England","South West (England)","AA/AO","10","5","[c]","[c]"
"In post","2021","16-19","Public Health England","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Registers of Scotland","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Royal Fleet Auxiliary","Unknown","Unknown","35","35","18640","15940"
"In post","2021","16-19","Rural Payments Agency","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Courts and Tribunals Service","Scotland","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Scottish Government (excl. agencies)","Scotland","AA/AO","40","40","21060","21150"
"In post","2021","16-19","Scottish Government (excl. agencies)","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Prison Service","Scotland","AA/AO","10","10","20240","20810"
"In post","2021","16-19","Social Security Scotland","Scotland","AA/AO","10","10","[c]","[c]"
"In post","2021","16-19","Social Security Scotland","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Student Awards Agency for Scotland","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Submarine Delivery Agency","South West (England)","Unknown","15","15","16840","16780"
"In post","2021","16-19","The National Archives","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Transport Scotland","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","UK Hydrographic Office","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","UK Intellectual Property Office","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","South East (England)","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Wales","AA/AO","5","5","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Wales","EO","5","5","[c]","[c]"
"In post","2021","16-19","Valuation Office Agency","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Valuation Office Agency","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Valuation Office Agency","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Valuation Office Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Valuation Office Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Valuation Office Agency","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Valuation Office Agency","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Valuation Office Agency","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Valuation Office Agency","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Valuation Office Agency","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Valuation Office Agency","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Valuation Office Agency","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Vehicle Certification Agency","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government (excl. agencies)","Wales","AA/AO","5","5","[c]","[c]"
"In post","2021","20-29","Accountant in Bankruptcy","Scotland","AA/AO","5","5","[c]","[c]"
"In post","2021","20-29","Accountant in Bankruptcy","Scotland","EO","5","5","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","East Midlands (England)","AA/AO","5","5","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","East Midlands (England)","EO","10","10","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","London","EO","10","10","26280","24780"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","North East (England)","EO","15","10","24280","24250"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","North West (England)","EO","15","15","24250","24250"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","North West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","Wales","EO","5","5","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","West Midlands (England)","EO","10","10","24250","24250"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Animal and Plant Health Agency","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Animal and Plant Health Agency","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Animal and Plant Health Agency","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
