"Status","Year","Age","Function_of_post","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","No function","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Birmingham","Outside London","10","10","19820","19930"
"In post","2021","16-19","No function","Blackburn with Darwen","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Brent","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Bristol, City of","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","No function","Buckinghamshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Cardiff and Vale of Glamorgan","Outside London","25","25","20050","20140"
"In post","2021","16-19","No function","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","City of Edinburgh","Outside London","15","15","21100","20760"
"In post","2021","16-19","No function","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Croydon","London","5","5","[c]","[c]"
"In post","2021","16-19","No function","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Durham CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Greater Manchester South West","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","No function","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Hertfordshire","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","No function","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Inverclyde, East Renfrewshire and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Kent Thames Gateway","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","No function","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Lambeth","London","5","5","[c]","[c]"
"In post","2021","16-19","No function","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Leeds","Outside London","35","35","20300","20140"
"In post","2021","16-19","No function","Leicester","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","No function","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Liverpool","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","No function","Manchester","Outside London","15","10","21780","20880"
"In post","2021","16-19","No function","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Mid Lancashire","Outside London","10","10","20120","20140"
"In post","2021","16-19","No function","Milton Keynes","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","No function","Monmouthshire and Newport","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","No function","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Nottingham","Outside London","10","10","20910","20600"
"In post","2021","16-19","No function","Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Perth and Kinross and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Sefton","Outside London","20","20","20180","20140"
"In post","2021","16-19","No function","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","South Hampshire","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","No function","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Staffordshire CC","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","No function","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Suffolk","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","No function","Sunderland","Outside London","15","15","20140","20140"
"In post","2021","16-19","No function","Swansea","Outside London","40","30","19380","18060"
"In post","2021","16-19","No function","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Tyneside","Outside London","15","15","20170","20140"
"In post","2021","16-19","No function","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Westminster","London","40","40","24880","24300"
"In post","2021","16-19","No function","Wiltshire","Outside London","20","20","17900","17710"
"In post","2021","16-19","No function","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Worcestershire","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Project Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","80","80","17790","17780"
"In post","2021","16-19","Project Delivery","Buckinghamshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","East Ayrshire and North Ayrshire mainland","Outside London","10","10","17080","16780"
"In post","2021","16-19","Project Delivery","Flintshire and Wrexham","Outside London","15","15","16570","16780"
"In post","2021","16-19","Project Delivery","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Plymouth","Outside London","10","10","17720","16780"
"In post","2021","16-19","Project Delivery","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Westminster","London","5","5","[c]","[c]"
"In post","2021","16-19","Project Delivery","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Brent","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Durham CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Milton Keynes","Outside London","10","10","[c]","[c]"
"In post","2021","16-19","Property","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Suffolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Westminster","London","5","5","[c]","[c]"
"In post","2021","16-19","Security","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Birmingham","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Blackpool","Outside London","15","15","21010","21010"
"In post","2021","16-19","Unknown","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Buckinghamshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Central Valleys","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","City of Edinburgh","Outside London","40","40","21520","21150"
"In post","2021","16-19","Unknown","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Derby","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Durham CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Ealing","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Kent","Outside London","30","30","21700","21430"
"In post","2021","16-19","Unknown","East Sussex CC","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Enfield","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Essex Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Glasgow City","Outside London","30","30","21020","21010"
"In post","2021","16-19","Unknown","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Greater Manchester South East","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Leeds","Outside London","10","10","21050","21010"
"In post","2021","16-19","Unknown","Leicester","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Liverpool","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Na h-Eileanan Siar","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Orkney Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Peterborough","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Sheffield","Outside London","15","15","21650","21010"
"In post","2021","16-19","Unknown","Shropshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","South West Wales","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Suffolk","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Swansea","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Thurrock","Outside London","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Tyneside","Outside London","30","30","21670","21010"
"In post","2021","16-19","Unknown","Unknown","Unknown","40","40","18870","15940"
