"Status","Year","Age","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","No function","Knowledge and Information Management","205","195","38000","36330"
"In post","2021","30-39","No function","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Medicine","70","65","74370","83320"
"In post","2021","30-39","No function","Operational Delivery","26915","25240","28210","26000"
"In post","2021","30-39","No function","Operational Research","80","75","44240","46080"
"In post","2021","30-39","No function","Other","545","520","39360","35000"
"In post","2021","30-39","No function","Planning","40","40","43820","40720"
"In post","2021","30-39","No function","Planning Inspectors","45","45","51610","47660"
"In post","2021","30-39","No function","Policy","5805","5655","49070","52290"
"In post","2021","30-39","No function","Project Delivery","60","55","38880","35890"
"In post","2021","30-39","No function","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Psychology","585","555","35040","31180"
"In post","2021","30-39","No function","Science and Engineering","1655","1575","38360","37360"
"In post","2021","30-39","No function","Security","55","50","46330","44030"
"In post","2021","30-39","No function","Social Research","15","15","44710","41130"
"In post","2021","30-39","No function","Statistics","10","5","[c]","[c]"
"In post","2021","30-39","No function","Tax","2805","2705","33910","31810"
"In post","2021","30-39","No function","Unknown","1895","1835","39970","33250"
"In post","2021","30-39","No function","Veterinarian","105","100","38790","37240"
"In post","2021","30-39","Project Delivery","Commercial","235","225","36280","34770"
"In post","2021","30-39","Project Delivery","Communications","5","5","[c]","[c]"
"In post","2021","30-39","Project Delivery","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Project Delivery","Digital, Data and Technology","110","110","42870","45850"
"In post","2021","30-39","Project Delivery","Economics","55","50","54760","55620"
"In post","2021","30-39","Project Delivery","Finance","115","110","42600","42000"
"In post","2021","30-39","Project Delivery","Human Resources","5","5","[c]","[c]"
"In post","2021","30-39","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Project Delivery","Knowledge and Information Management","45","40","36610","35700"
"In post","2021","30-39","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Project Delivery","Operational Delivery","415","400","35020","32570"
"In post","2021","30-39","Project Delivery","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Project Delivery","Other","620","590","33820","30680"
"In post","2021","30-39","Project Delivery","Policy","685","670","51900","53000"
"In post","2021","30-39","Project Delivery","Project Delivery","3195","3105","40750","38630"
"In post","2021","30-39","Project Delivery","Property","55","55","47750","49860"
"In post","2021","30-39","Project Delivery","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Project Delivery","Science and Engineering","555","550","39090","39820"
"In post","2021","30-39","Project Delivery","Security","25","25","42160","41000"
"In post","2021","30-39","Project Delivery","Statistics","15","15","53040","53800"
"In post","2021","30-39","Project Delivery","Tax","30","30","43480","40200"
"In post","2021","30-39","Project Delivery","Unknown","130","125","43070","36610"
"In post","2021","30-39","Property","Commercial","10","10","[c]","[c]"
"In post","2021","30-39","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Property","Digital, Data and Technology","10","10","37200","37130"
"In post","2021","30-39","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Property","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2021","30-39","Property","Operational Delivery","280","255","28300","24500"
"In post","2021","30-39","Property","Other","70","70","29570","28870"
"In post","2021","30-39","Property","Planning","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Property","Policy","5","5","[c]","[c]"
"In post","2021","30-39","Property","Project Delivery","20","20","46820","45750"
"In post","2021","30-39","Property","Property","935","905","35300","33300"
"In post","2021","30-39","Property","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Property","Unknown","175","170","31970","28120"
"In post","2021","30-39","Security","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2021","30-39","Security","Intelligence Analysis","60","55","43400","39220"
"In post","2021","30-39","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Security","1385","1370","32020","30660"
"In post","2021","30-39","Security","Unknown","145","140","35090","33300"
"In post","2021","30-39","Unknown","Commercial","25","25","40100","37450"
"In post","2021","30-39","Unknown","Communications","125","120","45480","43160"
"In post","2021","30-39","Unknown","Counter Fraud","40","35","26170","25130"
"In post","2021","30-39","Unknown","Digital, Data and Technology","350","340","45300","41970"
"In post","2021","30-39","Unknown","Economics","40","40","57280","61260"
"In post","2021","30-39","Unknown","Finance","140","135","42970","37560"
"In post","2021","30-39","Unknown","Human Resources","155","150","39880","35200"
"In post","2021","30-39","Unknown","Intelligence Analysis","540","520","32510","30830"
"In post","2021","30-39","Unknown","Internal Audit","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Knowledge and Information Management","50","50","35230","34490"
"In post","2021","30-39","Unknown","Legal","40","40","55270","60830"
"In post","2021","30-39","Unknown","Medicine","495","445","38760","34840"
"In post","2021","30-39","Unknown","Operational Delivery","6390","5955","27550","25310"
"In post","2021","30-39","Unknown","Operational Research","50","50","48890","46580"
"In post","2021","30-39","Unknown","Other","2255","2175","31420","28650"
"In post","2021","30-39","Unknown","Planning","15","10","36680","37410"
"In post","2021","30-39","Unknown","Policy","1535","1490","47400","44930"
"In post","2021","30-39","Unknown","Project Delivery","370","365","43740","41950"
"In post","2021","30-39","Unknown","Property","25","25","36420","34130"
"In post","2021","30-39","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Science and Engineering","370","365","38960","37410"
"In post","2021","30-39","Unknown","Security","65","60","30570","28710"
"In post","2021","30-39","Unknown","Social Research","65","65","47560","47000"
"In post","2021","30-39","Unknown","Statistics","55","55","44550","43560"
"In post","2021","30-39","Unknown","Tax","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Unknown","18295","16925","29780","27570"
"In post","2021","30-39","Unknown","Veterinarian","5","5","[c]","[c]"
"In post","2021","40-49","Analysis","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Digital, Data and Technology","65","60","46670","45250"
"In post","2021","40-49","Analysis","Economics","135","125","67300","64920"
"In post","2021","40-49","Analysis","Finance","15","15","50370","46590"
"In post","2021","40-49","Analysis","Human Resources","10","10","[c]","[c]"
"In post","2021","40-49","Analysis","Intelligence Analysis","70","65","54590","53360"
"In post","2021","40-49","Analysis","Knowledge and Information Management","15","15","41520","35390"
"In post","2021","40-49","Analysis","Operational Delivery","135","130","33940","31090"
"In post","2021","40-49","Analysis","Operational Research","135","125","49510","46720"
"In post","2021","40-49","Analysis","Other","50","45","81370","82690"
"In post","2021","40-49","Analysis","Policy","55","50","50640","50630"
"In post","2021","40-49","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Science and Engineering","170","155","37830","36580"
"In post","2021","40-49","Analysis","Social Research","165","150","47970","49100"
"In post","2021","40-49","Analysis","Statistics","375","355","50120","49690"
"In post","2021","40-49","Analysis","Unknown","20","20","43820","41950"
"In post","2021","40-49","Commercial","Commercial","1025","990","42820","39860"
"In post","2021","40-49","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Finance","20","20","37280","33640"
"In post","2021","40-49","Commercial","Knowledge and Information Management","150","145","35610","33300"
"In post","2021","40-49","Commercial","Operational Delivery","105","105","45660","41000"
"In post","2021","40-49","Commercial","Other","15","15","50640","45900"
"In post","2021","40-49","Commercial","Policy","5","5","[c]","[c]"
"In post","2021","40-49","Commercial","Project Delivery","20","20","49390","43640"
"In post","2021","40-49","Commercial","Science and Engineering","25","25","43590","42630"
"In post","2021","40-49","Commercial","Tax","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Unknown","500","495","72910","66950"
"In post","2021","40-49","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Communications","900","855","46000","41580"
"In post","2021","40-49","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Human Resources","5","5","[c]","[c]"
"In post","2021","40-49","Communications","Operational Delivery","350","330","30010","28130"
"In post","2021","40-49","Communications","Other","45","40","31850","23000"
"In post","2021","40-49","Communications","Policy","5","5","[c]","[c]"
"In post","2021","40-49","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Tax","355","345","27950","25560"
"In post","2021","40-49","Communications","Unknown","165","160","41930","34550"
"In post","2021","40-49","Counter Fraud","Counter Fraud","150","145","41470","39490"
"In post","2021","40-49","Counter Fraud","Intelligence Analysis","50","45","39680","38630"
"In post","2021","40-49","Counter Fraud","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Legal","850","820","32100","31810"
"In post","2021","40-49","Counter Fraud","Operational Delivery","680","630","30140","28130"
"In post","2021","40-49","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Other","85","80","39580","31810"
"In post","2021","40-49","Counter Fraud","Policy","10","5","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Tax","390","375","39140","36160"
"In post","2021","40-49","Counter Fraud","Unknown","45","45","43180","36160"
"In post","2021","40-49","Debt","Operational Delivery","695","625","24210","21440"
"In post","2021","40-49","Debt","Tax","140","135","21400","20140"
"In post","2021","40-49","Debt","Unknown","15","15","31940","25560"
"In post","2021","40-49","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Digital, Data and Technology","3045","2985","43910","40000"
"In post","2021","40-49","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Knowledge and Information Management","40","40","41900","39860"
"In post","2021","40-49","Digital, Data & Technology","Operational Delivery","120","115","36170","31810"
"In post","2021","40-49","Digital, Data & Technology","Operational Research","5","5","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Other","10","5","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Project Delivery","15","15","56110","54760"
"In post","2021","40-49","Digital, Data & Technology","Science and Engineering","170","155","44200","41900"
"In post","2021","40-49","Digital, Data & Technology","Security","10","10","39330","36960"
"In post","2021","40-49","Digital, Data & Technology","Tax","15","15","38080","37390"
"In post","2021","40-49","Digital, Data & Technology","Unknown","395","385","54320","54700"
"In post","2021","40-49","Finance","Commercial","5","5","[c]","[c]"
"In post","2021","40-49","Finance","Corporate Finance","40","35","47230","39780"
"In post","2021","40-49","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
