"Status","Year","Function_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Communications","SCS level","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","SEO/HEO","Heterosexual / straight","185","[c]","34930","32650"
"New entrant CS","2021","Communications","SEO/HEO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Communications","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Communications","SEO/HEO","Unknown","155","[c]","34380","31810"
"New entrant CS","2021","Counter Fraud","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","AA/AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","EO","Heterosexual / straight","50","[c]","26160","25560"
"New entrant CS","2021","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","EO","Unknown","45","[c]","26370","25560"
"New entrant CS","2021","Counter Fraud","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SEO/HEO","Heterosexual / straight","35","[c]","33320","32350"
"New entrant CS","2021","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SEO/HEO","Unknown","30","[c]","32860","31810"
"New entrant CS","2021","Debt","AA/AO","Heterosexual / straight","235","[c]","20410","20140"
"New entrant CS","2021","Debt","AA/AO","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2021","Debt","AA/AO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Debt","AA/AO","Unknown","660","[c]","20290","20140"
"New entrant CS","2021","Debt","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Debt","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Debt","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","AA/AO","Heterosexual / straight","50","[c]","21520","21040"
"New entrant CS","2021","Digital, Data & Technology","AA/AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","AA/AO","Unknown","40","[c]","21240","20920"
"New entrant CS","2021","Digital, Data & Technology","EO","Heterosexual / straight","170","[c]","26370","26130"
"New entrant CS","2021","Digital, Data & Technology","EO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","EO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","EO","Unknown","170","[c]","26320","25560"
"New entrant CS","2021","Digital, Data & Technology","G6/G7","Heterosexual / straight","265","[c]","56550","54700"
"New entrant CS","2021","Digital, Data & Technology","G6/G7","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","G6/G7","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","G6/G7","Unknown","170","[c]","58480","56000"
"New entrant CS","2021","Digital, Data & Technology","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","SCS level","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","SEO/HEO","Heterosexual / straight","405","[c]","36570","36420"
"New entrant CS","2021","Digital, Data & Technology","SEO/HEO","LGBO","45","[c]","36390","36160"
"New entrant CS","2021","Digital, Data & Technology","SEO/HEO","Undeclared","45","[c]","36420","36030"
"New entrant CS","2021","Digital, Data & Technology","SEO/HEO","Unknown","365","[c]","36220","35900"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Heterosexual / straight","55","[c]","20880","20920"
"New entrant CS","2021","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Unknown","45","[c]","20030","20140"
"New entrant CS","2021","Finance","EO","Heterosexual / straight","125","[c]","24940","25000"
"New entrant CS","2021","Finance","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Unknown","40","[c]","24430","23450"
"New entrant CS","2021","Finance","G6/G7","Heterosexual / straight","60","[c]","58360","57800"
"New entrant CS","2021","Finance","G6/G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Heterosexual / straight","215","[c]","36630","36500"
"New entrant CS","2021","Finance","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Unknown","145","[c]","35470","33500"
"New entrant CS","2021","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","AA/AO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Heterosexual / straight","130","[c]","21020","20920"
"New entrant CS","2021","Human Resources","AA/AO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Unknown","50","[c]","19980","19360"
"New entrant CS","2021","Human Resources","EO","Heterosexual / straight","135","[c]","25860","26270"
"New entrant CS","2021","Human Resources","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Unknown","60","[c]","25610","26510"
"New entrant CS","2021","Human Resources","G6/G7","Heterosexual / straight","70","[c]","58000","55500"
"New entrant CS","2021","Human Resources","G6/G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","G6/G7","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Heterosexual / straight","200","[c]","34170","34010"
"New entrant CS","2021","Human Resources","SEO/HEO","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","Unknown","70","[c]","34120","32790"
"New entrant CS","2021","Human Resources","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","AA/AO","Heterosexual / straight","220","[c]","20580","20120"
"New entrant CS","2021","Legal","AA/AO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Legal","AA/AO","Undeclared","80","[c]","20590","20850"
"New entrant CS","2021","Legal","AA/AO","Unknown","70","[c]","19970","20120"
"New entrant CS","2021","Legal","EO","Heterosexual / straight","130","[c]","27140","26950"
"New entrant CS","2021","Legal","EO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Legal","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","EO","Unknown","45","[c]","26110","26410"
"New entrant CS","2021","Legal","G6/G7","Heterosexual / straight","305","[c]","53180","50520"
"New entrant CS","2021","Legal","G6/G7","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Legal","G6/G7","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Legal","G6/G7","Unknown","80","[c]","55080","55000"
"New entrant CS","2021","Legal","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SEO/HEO","Heterosexual / straight","240","[c]","36300","38000"
"New entrant CS","2021","Legal","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SEO/HEO","Unknown","90","[c]","31470","30850"
"New entrant CS","2021","No function","AA/AO","Heterosexual / straight","4635","[c]","21860","21050"
"New entrant CS","2021","No function","AA/AO","LGBO","505","[c]","21550","20600"
"New entrant CS","2021","No function","AA/AO","Undeclared","285","[c]","21240","20140"
"New entrant CS","2021","No function","AA/AO","Unknown","4655","[c]","21490","20600"
"New entrant CS","2021","No function","EO","Heterosexual / straight","1905","[c]","27060","26350"
"New entrant CS","2021","No function","EO","LGBO","260","[c]","26680","26370"
"New entrant CS","2021","No function","EO","Undeclared","195","[c]","26370","26370"
"New entrant CS","2021","No function","EO","Unknown","860","[c]","25700","25560"
"New entrant CS","2021","No function","G6/G7","Heterosexual / straight","695","[c]","57070","53420"
"New entrant CS","2021","No function","G6/G7","LGBO","60","[c]","57740","53380"
"New entrant CS","2021","No function","G6/G7","Undeclared","85","[c]","59080","57000"
"New entrant CS","2021","No function","G6/G7","Unknown","315","[c]","56440","53400"
"New entrant CS","2021","No function","SCS level","Heterosexual / straight","95","[c]","93180","87000"
"New entrant CS","2021","No function","SCS level","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","SCS level","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","No function","SCS level","Unknown","60","[c]","102000","90000"
"New entrant CS","2021","No function","SEO/HEO","Heterosexual / straight","2795","[c]","34720","33570"
"New entrant CS","2021","No function","SEO/HEO","LGBO","335","[c]","33710","33210"
"New entrant CS","2021","No function","SEO/HEO","Undeclared","370","[c]","34650","33570"
"New entrant CS","2021","No function","SEO/HEO","Unknown","1600","[c]","32180","31370"
"New entrant CS","2021","No function","Unknown","Heterosexual / straight","920","[c]","23140","22920"
"New entrant CS","2021","No function","Unknown","LGBO","85","[c]","22920","22920"
"New entrant CS","2021","No function","Unknown","Undeclared","45","[c]","22520","22920"
"New entrant CS","2021","No function","Unknown","Unknown","390","[c]","22450","22920"
"New entrant CS","2021","Project Delivery","AA/AO","Heterosexual / straight","40","[c]","21920","21050"
"New entrant CS","2021","Project Delivery","AA/AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Heterosexual / straight","270","[c]","24640","26180"
"New entrant CS","2021","Project Delivery","EO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","EO","Unknown","140","[c]","20470","17930"
"New entrant CS","2021","Project Delivery","G6/G7","Heterosexual / straight","175","[c]","55940","54120"
"New entrant CS","2021","Project Delivery","G6/G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","G6/G7","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","G6/G7","Unknown","65","[c]","56230","53500"
"New entrant CS","2021","Project Delivery","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SCS level","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SEO/HEO","Heterosexual / straight","650","[c]","36080","35000"
"New entrant CS","2021","Project Delivery","SEO/HEO","LGBO","45","[c]","34760","33300"
"New entrant CS","2021","Project Delivery","SEO/HEO","Undeclared","40","[c]","36300","36250"
"New entrant CS","2021","Project Delivery","SEO/HEO","Unknown","165","[c]","36230","36030"
"New entrant CS","2021","Project Delivery","Unknown","Heterosexual / straight","105","[c]","39100","39000"
"New entrant CS","2021","Project Delivery","Unknown","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Unknown","30","[c]","26540","16780"
"New entrant CS","2021","Property","AA/AO","Heterosexual / straight","115","[c]","20220","20880"
"New entrant CS","2021","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","AA/AO","Unknown","135","[c]","21820","20880"
"New entrant CS","2021","Property","EO","Heterosexual / straight","90","[c]","25450","25560"
"New entrant CS","2021","Property","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","EO","Unknown","55","[c]","25610","24500"
"New entrant CS","2021","Property","G6/G7","Heterosexual / straight","55","[c]","55350","53500"
"New entrant CS","2021","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","G6/G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Heterosexual / straight","180","[c]","34670","33300"
"New entrant CS","2021","Property","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","Unknown","50","[c]","35190","34130"
"New entrant CS","2021","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","Heterosexual / straight","330","[c]","23920","20920"
"New entrant CS","2021","Security","AA/AO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","Unknown","235","[c]","25550","23540"
"New entrant CS","2021","Security","EO","Heterosexual / straight","65","[c]","26920","24620"
"New entrant CS","2021","Security","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","EO","Unknown","35","[c]","25670","24620"
"New entrant CS","2021","Security","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Heterosexual / straight","60","[c]","35320","34080"
"New entrant CS","2021","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","Unknown","30","[c]","34660","34140"
"New entrant CS","2021","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Heterosexual / straight","5385","[c]","21480","21010"
"New entrant CS","2021","Unknown","AA/AO","LGBO","510","[c]","21390","21010"
"New entrant CS","2021","Unknown","AA/AO","Undeclared","310","[c]","21480","21010"
"New entrant CS","2021","Unknown","AA/AO","Unknown","1285","[c]","21490","21010"
"New entrant CS","2021","Unknown","EO","Heterosexual / straight","8990","[c]","28460","27570"
"New entrant CS","2021","Unknown","EO","LGBO","950","[c]","28300","27570"
"New entrant CS","2021","Unknown","EO","Undeclared","535","[c]","28550","27570"
"New entrant CS","2021","Unknown","EO","Unknown","2040","[c]","27860","27570"
"New entrant CS","2021","Unknown","G6/G7","Heterosexual / straight","370","[c]","59260","56530"
"New entrant CS","2021","Unknown","G6/G7","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Undeclared","45","[c]","61430","56120"
"New entrant CS","2021","Unknown","G6/G7","Unknown","365","[c]","59550","57430"
"New entrant CS","2021","Unknown","SCS level","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS level","Unknown","40","[c]","96720","87520"
"New entrant CS","2021","Unknown","SEO/HEO","Heterosexual / straight","965","[c]","35970","35310"
"New entrant CS","2021","Unknown","SEO/HEO","LGBO","100","[c]","34360","32650"
"New entrant CS","2021","Unknown","SEO/HEO","Undeclared","65","[c]","35260","34670"
"New entrant CS","2021","Unknown","SEO/HEO","Unknown","730","[c]","36070","35050"
"New entrant CS","2021","Unknown","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","330","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","The Department for Work and Pensions provided aggregated functions data for 2021, which are available in the Civil Service Statistics publication. However, figures in this browser are derived from individual level data and so are not available for this department in 2021.","","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
