"Status","Year","Parent_department","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Work and Pensions","East Merseyside","SEO/HEO","HEO","55","50","33390","33180"
"In post","2021","Department for Work and Pensions","East Merseyside","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","East Riding of Yorkshire","AA/AO","AO","10","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","East Riding of Yorkshire","EO","EO","90","80","27530","27570"
"In post","2021","Department for Work and Pensions","East Riding of Yorkshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","East Riding of Yorkshire","SEO/HEO","HEO","10","10","33110","32860"
"In post","2021","Department for Work and Pensions","East Riding of Yorkshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","East Surrey","AA/AO","AO","20","20","24170","24180"
"In post","2021","Department for Work and Pensions","East Surrey","EO","EO","110","105","29720","29290"
"In post","2021","Department for Work and Pensions","East Surrey","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","East Surrey","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","East Surrey","SEO/HEO","HEO","10","10","36380","37740"
"In post","2021","Department for Work and Pensions","East Surrey","SEO/HEO","SEO","20","15","44460","46090"
"In post","2021","Department for Work and Pensions","East Sussex CC","AA/AO","AA","15","15","19930","20230"
"In post","2021","Department for Work and Pensions","East Sussex CC","AA/AO","AO","535","455","20900","21010"
"In post","2021","Department for Work and Pensions","East Sussex CC","EO","EO","575","515","27460","27570"
"In post","2021","Department for Work and Pensions","East Sussex CC","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","East Sussex CC","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","East Sussex CC","SEO/HEO","HEO","60","55","32930","32050"
"In post","2021","Department for Work and Pensions","East Sussex CC","SEO/HEO","SEO","15","15","36700","35950"
"In post","2021","Department for Work and Pensions","Enfield","AA/AO","AO","35","30","24490","25110"
"In post","2021","Department for Work and Pensions","Enfield","EO","EO","225","210","31010","31060"
"In post","2021","Department for Work and Pensions","Enfield","SEO/HEO","HEO","15","15","37460","36650"
"In post","2021","Department for Work and Pensions","Enfield","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Essex Haven Gateway","AA/AO","AO","40","35","24440","24180"
"In post","2021","Department for Work and Pensions","Essex Haven Gateway","EO","EO","240","225","30080","29290"
"In post","2021","Department for Work and Pensions","Essex Haven Gateway","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Essex Haven Gateway","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Essex Haven Gateway","SEO/HEO","HEO","25","20","36520","36150"
"In post","2021","Department for Work and Pensions","Essex Haven Gateway","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","Essex Thames Gateway","AA/AO","AO","295","255","24060","24180"
"In post","2021","Department for Work and Pensions","Essex Thames Gateway","EO","EO","365","330","29950","29290"
"In post","2021","Department for Work and Pensions","Essex Thames Gateway","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Essex Thames Gateway","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","Essex Thames Gateway","SEO/HEO","HEO","45","40","36540","36400"
"In post","2021","Department for Work and Pensions","Essex Thames Gateway","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","Falkirk","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Falkirk","AA/AO","AO","625","520","20920","21010"
"In post","2021","Department for Work and Pensions","Falkirk","EO","EO","405","360","27460","27570"
"In post","2021","Department for Work and Pensions","Falkirk","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Falkirk","G6/G7","G7","10","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","Falkirk","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Falkirk","SEO/HEO","HEO","60","55","32670","31990"
"In post","2021","Department for Work and Pensions","Falkirk","SEO/HEO","SEO","15","15","36430","36520"
"In post","2021","Department for Work and Pensions","Flintshire and Wrexham","AA/AO","AO","310","270","20830","21010"
"In post","2021","Department for Work and Pensions","Flintshire and Wrexham","EO","EO","275","245","27440","27570"
"In post","2021","Department for Work and Pensions","Flintshire and Wrexham","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Flintshire and Wrexham","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Flintshire and Wrexham","SEO/HEO","HEO","30","30","32660","32170"
"In post","2021","Department for Work and Pensions","Flintshire and Wrexham","SEO/HEO","SEO","20","20","40240","37150"
"In post","2021","Department for Work and Pensions","Glasgow City","AA/AO","AA","10","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","Glasgow City","AA/AO","AO","1110","975","20680","21010"
"In post","2021","Department for Work and Pensions","Glasgow City","EO","EO","1195","1060","27390","27570"
"In post","2021","Department for Work and Pensions","Glasgow City","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","Glasgow City","G6/G7","G7","25","25","52360","49170"
"In post","2021","Department for Work and Pensions","Glasgow City","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Glasgow City","SEO/HEO","HEO","175","160","32660","31990"
"In post","2021","Department for Work and Pensions","Glasgow City","SEO/HEO","SEO","65","60","41580","41000"
"In post","2021","Department for Work and Pensions","Gloucestershire","AA/AO","AO","65","50","20900","21010"
"In post","2021","Department for Work and Pensions","Gloucestershire","EO","EO","275","245","27530","27570"
"In post","2021","Department for Work and Pensions","Gloucestershire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Gloucestershire","SEO/HEO","HEO","25","25","33240","34170"
"In post","2021","Department for Work and Pensions","Gloucestershire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Greater Manchester North East","AA/AO","AA","10","10","[c]","[c]"
"In post","2021","Department for Work and Pensions","Greater Manchester North East","AA/AO","AO","155","130","20570","21010"
"In post","2021","Department for Work and Pensions","Greater Manchester North East","EO","EO","515","485","27490","27570"
"In post","2021","Department for Work and Pensions","Greater Manchester North East","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Greater Manchester North East","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","Greater Manchester North East","SEO/HEO","HEO","50","50","32840","31990"
"In post","2021","Department for Work and Pensions","Greater Manchester North East","SEO/HEO","SEO","15","15","36860","36540"
"In post","2021","Department for Work and Pensions","Greater Manchester North West","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Greater Manchester North West","AA/AO","AO","730","635","20660","21010"
"In post","2021","Department for Work and Pensions","Greater Manchester North West","EO","EO","575","510","27330","27570"
"In post","2021","Department for Work and Pensions","Greater Manchester North West","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Department for Work and Pensions","Greater Manchester North West","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Greater Manchester North West","SEO/HEO","HEO","65","65","32750","31990"
"In post","2021","Department for Work and Pensions","Greater Manchester North West","SEO/HEO","SEO","15","15","36250","35430"
"In post","2021","Department for Work and Pensions","Greater Manchester South East","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Greater Manchester South East","AA/AO","AO","445","400","20770","21010"
"In post","2021","Department for Work and Pensions","Greater Manchester South East","EO","EO","315","295","27390","27570"
"In post","2021","Department for Work and Pensions","Greater Manchester South East","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Greater Manchester South East","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Greater Manchester South East","SEO/HEO","HEO","35","35","32740","31990"
"In post","2021","Department for Work and Pensions","Greater Manchester South East","SEO/HEO","SEO","10","10","36880","36480"
"In post","2021","Department for Work and Pensions","Greater Manchester South West","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Greater Manchester South West","AA/AO","AO","275","245","20810","21010"
"In post","2021","Department for Work and Pensions","Greater Manchester South West","EO","EO","300","280","27440","27570"
"In post","2021","Department for Work and Pensions","Greater Manchester South West","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Greater Manchester South West","SEO/HEO","HEO","45","40","32690","31990"
"In post","2021","Department for Work and Pensions","Greater Manchester South West","SEO/HEO","SEO","15","15","36700","35410"
"In post","2021","Department for Work and Pensions","Gwent Valleys","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Gwent Valleys","AA/AO","AO","220","185","20750","21010"
"In post","2021","Department for Work and Pensions","Gwent Valleys","EO","EO","410","380","27490","27570"
"In post","2021","Department for Work and Pensions","Gwent Valleys","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Gwent Valleys","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Gwent Valleys","SEO/HEO","HEO","45","40","33070","33160"
"In post","2021","Department for Work and Pensions","Gwent Valleys","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","Gwynedd","AA/AO","AO","290","260","20950","21010"
"In post","2021","Department for Work and Pensions","Gwynedd","EO","EO","120","110","27540","27570"
"In post","2021","Department for Work and Pensions","Gwynedd","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Gwynedd","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Gwynedd","SEO/HEO","HEO","15","15","32990","32580"
"In post","2021","Department for Work and Pensions","Gwynedd","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Hackney and Newham","AA/AO","AA","10","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","Hackney and Newham","AA/AO","AO","430","375","24010","23210"
"In post","2021","Department for Work and Pensions","Hackney and Newham","EO","EO","700","650","30990","31060"
"In post","2021","Department for Work and Pensions","Hackney and Newham","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Hackney and Newham","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","Hackney and Newham","SEO/HEO","HEO","50","45","37940","36810"
"In post","2021","Department for Work and Pensions","Hackney and Newham","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Department for Work and Pensions","Haringey and Islington","AA/AO","AO","45","45","24800","25110"
"In post","2021","Department for Work and Pensions","Haringey and Islington","EO","EO","385","360","31100","31060"
"In post","2021","Department for Work and Pensions","Haringey and Islington","SEO/HEO","HEO","20","15","37670","37900"
"In post","2021","Department for Work and Pensions","Haringey and Islington","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Harrow and Hillingdon","AA/AO","AO","75","60","24560","25110"
"In post","2021","Department for Work and Pensions","Harrow and Hillingdon","EO","EO","370","350","31140","31060"
"In post","2021","Department for Work and Pensions","Harrow and Hillingdon","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Harrow and Hillingdon","SEO/HEO","HEO","40","40","37720","37610"
"In post","2021","Department for Work and Pensions","Harrow and Hillingdon","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","Hartlepool and Stockton-on-Tees","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Hartlepool and Stockton-on-Tees","AA/AO","AO","325","275","20780","21010"
"In post","2021","Department for Work and Pensions","Hartlepool and Stockton-on-Tees","EO","EO","405","360","27480","27570"
"In post","2021","Department for Work and Pensions","Hartlepool and Stockton-on-Tees","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Hartlepool and Stockton-on-Tees","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Hartlepool and Stockton-on-Tees","SEO/HEO","HEO","45","40","32700","31990"
"In post","2021","Department for Work and Pensions","Hartlepool and Stockton-on-Tees","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","Heart of Essex","AA/AO","AO","10","10","23040","23170"
"In post","2021","Department for Work and Pensions","Heart of Essex","EO","EO","140","130","29510","29290"
"In post","2021","Department for Work and Pensions","Heart of Essex","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Heart of Essex","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Department for Work and Pensions","Heart of Essex","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Heart of Essex","SEO/HEO","HEO","10","10","34400","35120"
"In post","2021","Department for Work and Pensions","Heart of Essex","SEO/HEO","SEO","20","20","48430","46320"
"In post","2021","Department for Work and Pensions","Herefordshire, County of","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","Herefordshire, County of","EO","EO","60","55","27480","27570"
"In post","2021","Department for Work and Pensions","Herefordshire, County of","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","Herefordshire, County of","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Hertfordshire","AA/AO","AA","10","10","[c]","[c]"
"In post","2021","Department for Work and Pensions","Hertfordshire","AA/AO","AO","130","115","24110","24180"
"In post","2021","Department for Work and Pensions","Hertfordshire","EO","EO","520","480","29940","29290"
"In post","2021","Department for Work and Pensions","Hertfordshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Hertfordshire","SEO/HEO","HEO","55","50","36720","36810"
"In post","2021","Department for Work and Pensions","Hertfordshire","SEO/HEO","SEO","10","10","41460","41340"
"In post","2021","Department for Work and Pensions","Hounslow and Richmond upon Thames","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Hounslow and Richmond upon Thames","AA/AO","AO","35","30","24940","25110"
"In post","2021","Department for Work and Pensions","Hounslow and Richmond upon Thames","EO","EO","225","210","31200","31060"
"In post","2021","Department for Work and Pensions","Hounslow and Richmond upon Thames","SEO/HEO","HEO","15","10","38000","37610"
"In post","2021","Department for Work and Pensions","Hounslow and Richmond upon Thames","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Inverclyde, East Renfrewshire and Renfrewshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Inverclyde, East Renfrewshire and Renfrewshire","AA/AO","AO","155","130","20610","21010"
"In post","2021","Department for Work and Pensions","Inverclyde, East Renfrewshire and Renfrewshire","EO","EO","210","185","27410","27570"
"In post","2021","Department for Work and Pensions","Inverclyde, East Renfrewshire and Renfrewshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Inverclyde, East Renfrewshire and Renfrewshire","SEO/HEO","HEO","20","20","33600","34290"
"In post","2021","Department for Work and Pensions","Inverclyde, East Renfrewshire and Renfrewshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Inverness and Nairn and Moray, Badenoch and Strathspey","AA/AO","AO","55","45","20740","21010"
"In post","2021","Department for Work and Pensions","Inverness and Nairn and Moray, Badenoch and Strathspey","EO","EO","165","155","27430","27570"
"In post","2021","Department for Work and Pensions","Inverness and Nairn and Moray, Badenoch and Strathspey","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","HEO","15","15","32790","32470"
"In post","2021","Department for Work and Pensions","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Department for Work and Pensions","Isle of Anglesey","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Department for Work and Pensions","Isle of Anglesey","EO","EO","55","50","27370","27570"
"In post","2021","Department for Work and Pensions","Isle of Anglesey","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","Isle of Anglesey","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Isle of Wight","AA/AO","AO","90","75","20880","21010"
"In post","2021","Department for Work and Pensions","Isle of Wight","EO","EO","120","105","27540","27570"
"In post","2021","Department for Work and Pensions","Isle of Wight","SEO/HEO","HEO","10","10","32180","31990"
"In post","2021","Department for Work and Pensions","Isle of Wight","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","AO","25","25","25030","25110"
"In post","2021","Department for Work and Pensions","Kensington & Chelsea and Hammersmith & Fulham","EO","EO","205","195","31050","31060"
"In post","2021","Department for Work and Pensions","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","HEO","15","15","37080","36700"
"In post","2021","Department for Work and Pensions","Kent Thames Gateway","AA/AO","AO","55","50","24170","24180"
"In post","2021","Department for Work and Pensions","Kent Thames Gateway","EO","EO","225","210","29820","29290"
"In post","2021","Department for Work and Pensions","Kent Thames Gateway","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Kent Thames Gateway","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Kent Thames Gateway","SEO/HEO","HEO","15","15","35830","35210"
"In post","2021","Department for Work and Pensions","Kent Thames Gateway","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Kingston upon Hull, City of","AA/AO","AO","195","150","20740","21010"
"In post","2021","Department for Work and Pensions","Kingston upon Hull, City of","EO","EO","345","300","27470","27570"
"In post","2021","Department for Work and Pensions","Kingston upon Hull, City of","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Kingston upon Hull, City of","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Kingston upon Hull, City of","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Kingston upon Hull, City of","SEO/HEO","HEO","40","40","32770","32320"
"In post","2021","Department for Work and Pensions","Kingston upon Hull, City of","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","Lambeth","AA/AO","AO","65","60","24620","25110"
"In post","2021","Department for Work and Pensions","Lambeth","EO","EO","410","390","31160","31060"
"In post","2021","Department for Work and Pensions","Lambeth","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Lambeth","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Lambeth","SEO/HEO","HEO","30","30","37670","36650"
"In post","2021","Department for Work and Pensions","Lambeth","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Lancaster and Wyre","AA/AO","AO","90","85","20940","21010"
"In post","2021","Department for Work and Pensions","Lancaster and Wyre","EO","EO","145","135","27530","27570"
"In post","2021","Department for Work and Pensions","Lancaster and Wyre","SEO/HEO","HEO","15","15","32840","32400"
"In post","2021","Department for Work and Pensions","Lancaster and Wyre","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Leeds","AA/AO","AO","405","370","20960","21010"
"In post","2021","Department for Work and Pensions","Leeds","EO","EO","1020","935","27500","27570"
"In post","2021","Department for Work and Pensions","Leeds","G6/G7","G6","100","100","65240","64820"
"In post","2021","Department for Work and Pensions","Leeds","G6/G7","G7","250","235","52820","52080"
"In post","2021","Department for Work and Pensions","Leeds","SCS level","SCS level","15","15","89240","89750"
"In post","2021","Department for Work and Pensions","Leeds","SEO/HEO","HEO","365","335","32930","32030"
"In post","2021","Department for Work and Pensions","Leeds","SEO/HEO","SEO","380","355","39190","37270"
"In post","2021","Department for Work and Pensions","Leicester","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Leicester","AA/AO","AO","405","340","20760","21010"
"In post","2021","Department for Work and Pensions","Leicester","EO","EO","445","405","27460","27570"
"In post","2021","Department for Work and Pensions","Leicester","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Leicester","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Leicester","SEO/HEO","HEO","45","45","32250","31990"
"In post","2021","Department for Work and Pensions","Leicester","SEO/HEO","SEO","10","10","36300","35310"
"In post","2021","Department for Work and Pensions","Leicestershire CC and Rutland","AA/AO","AO","10","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","Leicestershire CC and Rutland","EO","EO","85","75","27550","27570"
"In post","2021","Department for Work and Pensions","Leicestershire CC and Rutland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Leicestershire CC and Rutland","SEO/HEO","HEO","10","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","Leicestershire CC and Rutland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Lewisham and Southwark","AA/AO","AO","50","45","24690","25110"
"In post","2021","Department for Work and Pensions","Lewisham and Southwark","EO","EO","340","330","31000","31060"
"In post","2021","Department for Work and Pensions","Lewisham and Southwark","SEO/HEO","HEO","15","15","37420","36760"
"In post","2021","Department for Work and Pensions","Lewisham and Southwark","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Lincolnshire","AA/AO","AO","150","120","20850","21010"
"In post","2021","Department for Work and Pensions","Lincolnshire","EO","EO","345","310","27510","27570"
"In post","2021","Department for Work and Pensions","Lincolnshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Lincolnshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Lincolnshire","SEO/HEO","HEO","45","40","32810","32250"
"In post","2021","Department for Work and Pensions","Lincolnshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","Liverpool","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Liverpool","AA/AO","AO","175","140","20910","21010"
"In post","2021","Department for Work and Pensions","Liverpool","EO","EO","400","345","27470","27570"
"In post","2021","Department for Work and Pensions","Liverpool","SEO/HEO","HEO","65","60","32790","32520"
"In post","2021","Department for Work and Pensions","Liverpool","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Department for Work and Pensions","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","EO","EO","40","40","27310","27570"
"In post","2021","Department for Work and Pensions","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Luton","AA/AO","AO","40","35","21620","21010"
"In post","2021","Department for Work and Pensions","Luton","EO","EO","135","125","27870","27570"
"In post","2021","Department for Work and Pensions","Luton","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Department for Work and Pensions","Luton","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Manchester","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Manchester","AA/AO","AO","205","175","20630","21010"
"In post","2021","Department for Work and Pensions","Manchester","EO","EO","780","730","27440","27570"
"In post","2021","Department for Work and Pensions","Manchester","G6/G7","G6","70","70","68160","69140"
"In post","2021","Department for Work and Pensions","Manchester","G6/G7","G7","130","130","53740","53010"
"In post","2021","Department for Work and Pensions","Manchester","SCS level","SCS level","20","20","95440","94050"
"In post","2021","Department for Work and Pensions","Manchester","SEO/HEO","HEO","185","180","32550","31990"
"In post","2021","Department for Work and Pensions","Manchester","SEO/HEO","SEO","140","140","37250","36850"
"In post","2021","Department for Work and Pensions","Medway","AA/AO","AO","45","40","24560","25110"
"In post","2021","Department for Work and Pensions","Medway","EO","EO","165","155","29950","29290"
"In post","2021","Department for Work and Pensions","Medway","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Medway","SEO/HEO","HEO","20","15","36280","35210"
"In post","2021","Department for Work and Pensions","Medway","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Merton, Kingston upon Thames and Sutton","AA/AO","AO","30","30","24700","25110"
"In post","2021","Department for Work and Pensions","Merton, Kingston upon Thames and Sutton","EO","EO","265","255","31070","31060"
"In post","2021","Department for Work and Pensions","Merton, Kingston upon Thames and Sutton","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Merton, Kingston upon Thames and Sutton","SEO/HEO","HEO","10","10","36860","36650"
"In post","2021","Department for Work and Pensions","Merton, Kingston upon Thames and Sutton","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Mid Kent","AA/AO","AO","20","20","23950","24180"
"In post","2021","Department for Work and Pensions","Mid Kent","EO","EO","150","145","29800","29290"
"In post","2021","Department for Work and Pensions","Mid Kent","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Mid Kent","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Mid Kent","SEO/HEO","HEO","10","10","35380","35210"
"In post","2021","Department for Work and Pensions","Mid Kent","SEO/HEO","SEO","10","10","44110","44440"
"In post","2021","Department for Work and Pensions","Mid Lancashire","AA/AO","AA","10","10","19830","19600"
"In post","2021","Department for Work and Pensions","Mid Lancashire","AA/AO","AO","1030","895","20770","21010"
"In post","2021","Department for Work and Pensions","Mid Lancashire","EO","EO","600","540","27370","27570"
"In post","2021","Department for Work and Pensions","Mid Lancashire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Mid Lancashire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Mid Lancashire","SEO/HEO","HEO","80","75","32680","32170"
"In post","2021","Department for Work and Pensions","Mid Lancashire","SEO/HEO","SEO","20","15","36390","36000"
"In post","2021","Department for Work and Pensions","Milton Keynes","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Milton Keynes","AA/AO","AO","45","35","21370","21010"
"In post","2021","Department for Work and Pensions","Milton Keynes","EO","EO","165","145","27840","27570"
"In post","2021","Department for Work and Pensions","Milton Keynes","SEO/HEO","HEO","20","20","34050","34290"
"In post","2021","Department for Work and Pensions","Milton Keynes","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Monmouthshire and Newport","AA/AO","AO","105","85","20800","21010"
"In post","2021","Department for Work and Pensions","Monmouthshire and Newport","EO","EO","290","265","27530","27570"
"In post","2021","Department for Work and Pensions","Monmouthshire and Newport","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Monmouthshire and Newport","SEO/HEO","HEO","15","15","32460","31990"
