"Status","Year","Function_of_post","Parent_department","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Greater Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - West","Heterosexual / straight","195","195","44940","37850"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - West","LGBO","25","25","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - West","Undeclared","25","25","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Inner London - West","Unknown","45","45","37120","35640"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","West Midlands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Inner London - West","Heterosexual / straight","110","105","52430","50400"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Inner London - West","LGBO","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Inner London - West","Undeclared","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Inner London - West","Unknown","15","15","[c]","[c]"
"In post","2021","Analysis","Department for Education","Derbyshire and Nottinghamshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Education","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Education","Greater Manchester","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Analysis","Department for Education","Greater Manchester","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Education","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education","Greater Manchester","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Education","Inner London - West","Heterosexual / straight","120","110","45620","45250"
"In post","2021","Analysis","Department for Education","Inner London - West","LGBO","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Education","Inner London - West","Undeclared","15","15","[c]","[c]"
"In post","2021","Analysis","Department for Education","Inner London - West","Unknown","35","35","52160","53760"
"In post","2021","Analysis","Department for Education","South Yorkshire","Heterosexual / straight","95","90","44270","42420"
"In post","2021","Analysis","Department for Education","South Yorkshire","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Education","South Yorkshire","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Education","South Yorkshire","Unknown","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Education","Tees Valley and Durham","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Analysis","Department for Education","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education","West Midlands","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Education","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Cheshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Cumbria","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Cumbria","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Dorset and Somerset","Heterosexual / straight","45","45","33790","29990"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Dorset and Somerset","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Dorset and Somerset","Unknown","60","55","32890","29270"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","East Anglia","Heterosexual / straight","125","115","32790","29270"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","East Anglia","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","East Anglia","Undeclared","20","20","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","East Anglia","Unknown","200","190","35310","31070"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Inner London - West","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","North Yorkshire","Heterosexual / straight","40","40","34970","30400"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","North Yorkshire","Unknown","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Northumberland and Tyne and Wear","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Northumberland and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs","Northumberland and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Inner London - West","Heterosexual / straight","150","150","44070","38540"
"In post","2021","Analysis","Department for International Trade","Inner London - West","LGBO","20","20","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Inner London - West","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Inner London - West","Unknown","55","55","39590","31800"
"In post","2021","Analysis","Department for Transport","Derbyshire and Nottinghamshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Greater Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Hampshire and Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Inner London - West","Heterosexual / straight","255","250","47770","43440"
"In post","2021","Analysis","Department for Transport","Inner London - West","LGBO","30","30","42930","38360"
"In post","2021","Analysis","Department for Transport","Inner London - West","Undeclared","25","25","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Inner London - West","Unknown","70","65","42990","42470"
"In post","2021","Analysis","Department for Transport","Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Northumberland and Tyne and Wear","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Northumberland and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Outer London - South","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Shropshire and Staffordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Surrey, East and West Sussex","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","West Midlands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","West Midlands","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Transport","West Wales and The Valleys","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","Department for Transport","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","West Wales and The Valleys","Undeclared","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Transport","West Yorkshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Transport","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Derbyshire and Nottinghamshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Inner London - East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Merseyside","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Merseyside","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","North Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Northumberland and Tyne and Wear","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","Northumberland and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","South Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","West Midlands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Work and Pensions","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","Inner London - West","Heterosexual / straight","65","60","52580","53360"
"In post","2021","Analysis","Department of Health and Social Care","Inner London - West","LGBO","10","10","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","Inner London - West","Undeclared","10","5","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","Inner London - West","Unknown","120","115","55140","53360"
"In post","2021","Analysis","Department of Health and Social Care","Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","West Yorkshire","Heterosexual / straight","60","55","49980","51100"
"In post","2021","Analysis","Department of Health and Social Care","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care","West Yorkshire","Unknown","25","25","[c]","[c]"
"In post","2021","Analysis","ESTYN","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Inner London - West","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","North Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","Inner London - West","Heterosexual / straight","45","45","58390","58370"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","Inner London - West","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","Inner London - West","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","Inner London - West","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","Surrey, East and West Sussex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Derbyshire and Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
