"Status","Year","Disability","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","Department for International Trade","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Transport (excl. agencies)","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Transport (excl. agencies)","EO","EO","50","[c]","26660","29970"
"New entrant CS","2021","Undeclared","Department for Transport (excl. agencies)","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Transport (excl. agencies)","G6/G7","G7","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Transport (excl. agencies)","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Transport (excl. agencies)","SEO/HEO","HEO","80","[c]","31790","34710"
"New entrant CS","2021","Undeclared","Department for Transport (excl. agencies)","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Work and Pensions (excl. agencies)","AA/AO","AO","205","[c]","21660","21010"
"New entrant CS","2021","Undeclared","Department for Work and Pensions (excl. agencies)","EO","EO","415","[c]","28660","27570"
"New entrant CS","2021","Undeclared","Department for Work and Pensions (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Work and Pensions (excl. agencies)","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Work and Pensions (excl. agencies)","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Work and Pensions (excl. agencies)","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Driver and Vehicle Licensing Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Driver and Vehicle Licensing Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Driver and Vehicle Licensing Agency","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Driver and Vehicle Licensing Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Driver and Vehicle Licensing Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Driver and Vehicle Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Driver and Vehicle Standards Agency","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Driver and Vehicle Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Driver and Vehicle Standards Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Food Standards Agency","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Food Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Food Standards Agency","SEO/HEO","HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Food Standards Agency","SEO/HEO","SEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Food Standards Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Government Internal Audit Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Government Internal Audit Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Government Internal Audit Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Government Internal Audit Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Government Internal Audit Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Government Internal Audit Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Government Legal Department","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Government Legal Department","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Government Property Agency","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Government Property Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Government Property Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Government Property Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Health and Safety Executive","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Health and Safety Executive","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Health and Safety Executive","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Courts and Tribunals Service","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Courts and Tribunals Service","AA/AO","AO","30","[c]","20190","19930"
"New entrant CS","2021","Undeclared","HM Courts and Tribunals Service","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Courts and Tribunals Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Courts and Tribunals Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Courts and Tribunals Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Land Registry","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Land Registry","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Prison and Probation Service","AA/AO","AA","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Prison and Probation Service","AA/AO","AO","50","[c]","24280","22850"
"New entrant CS","2021","Undeclared","HM Prison and Probation Service","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Prison and Probation Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Prison and Probation Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Prison and Probation Service","Unknown","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Revenue and Customs (excl. agencies)","AA/AO","AO","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Revenue and Customs (excl. agencies)","EO","EO","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Revenue and Customs (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Revenue and Customs (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Revenue and Customs (excl. agencies)","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Revenue and Customs (excl. agencies)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Treasury (excl. agencies)","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Treasury (excl. agencies)","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Treasury (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Treasury (excl. agencies)","G6/G7","G7","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Treasury (excl. agencies)","SEO/HEO","HEO","60","[c]","31850","32320"
"New entrant CS","2021","Undeclared","Home Office (incl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Home Office (incl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Home Office (incl. agencies)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Institute for Apprenticeships and Technical Education","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Institute for Apprenticeships and Technical Education","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Maritime and Coastguard Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Maritime and Coastguard Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Maritime and Coastguard Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Defence (excl. agencies)","AA/AO","AA","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Defence (excl. agencies)","AA/AO","AO","35","[c]","23370","20920"
"New entrant CS","2021","Undeclared","Ministry of Defence (excl. agencies)","EO","EO","30","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Defence (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Defence (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Defence (excl. agencies)","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Defence (excl. agencies)","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Justice (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Justice (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Justice (excl. agencies)","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Justice (excl. agencies)","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Justice (excl. agencies)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Justice (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","National Infrastructure Commission","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","National Infrastructure Commission","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","National Infrastructure Commission","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","National Infrastructure Commission","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Qualifications and Examinations Regulation","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Rail and Road","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Planning Inspectorate","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Planning Inspectorate","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Public Health England","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Public Health England","AA/AO","AO","35","[c]","20190","19630"
"New entrant CS","2021","Undeclared","Public Health England","EO","EO","30","[c]","24800","23630"
"New entrant CS","2021","Undeclared","Public Health England","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Public Health England","G6/G7","G7","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Public Health England","SCS level","SCS level","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Public Health England","SEO/HEO","HEO","65","[c]","31380","31370"
"New entrant CS","2021","Undeclared","Public Health England","SEO/HEO","SEO","55","[c]","39330","40060"
"New entrant CS","2021","Undeclared","Scottish Government (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scottish Government (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scottish Government (excl. agencies)","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Serious Fraud Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Social Security Scotland","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Social Security Scotland","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Social Security Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Social Security Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Student Awards Agency for Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Submarine Delivery Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","UK Hydrographic Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","UK Space Agency","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","United Kingdom Statistics Authority","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","United Kingdom Statistics Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","United Kingdom Statistics Authority","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","United Kingdom Statistics Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","United Kingdom Statistics Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","United Kingdom Statistics Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Valuation Office Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Valuation Office Agency","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Valuation Office Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Vehicle Certification Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Veterinary Medicines Directorate","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Welsh Government (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Welsh Government (excl. agencies)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Advisory, Conciliation and Arbitration Service","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Advisory, Conciliation and Arbitration Service","EO","EO","80","[c]","24310","24250"
"New entrant CS","2021","Unknown","Advisory, Conciliation and Arbitration Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Advisory, Conciliation and Arbitration Service","SEO/HEO","HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Advisory, Conciliation and Arbitration Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Animal and Plant Health Agency","AA/AO","AO","50","[c]","22750","23660"
"New entrant CS","2021","Unknown","Animal and Plant Health Agency","EO","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Animal and Plant Health Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Animal and Plant Health Agency","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office (excl. agencies)","AA/AO","AO","80","[c]","20890","20800"
"New entrant CS","2021","Unknown","Cabinet Office (excl. agencies)","EO","EO","65","[c]","26580","27500"
"New entrant CS","2021","Unknown","Cabinet Office (excl. agencies)","G6/G7","G6","60","[c]","83690","88500"
"New entrant CS","2021","Unknown","Cabinet Office (excl. agencies)","G6/G7","G7","55","[c]","54890","54700"
"New entrant CS","2021","Unknown","Cabinet Office (excl. agencies)","SCS level","SCS level","165","[c]","82260","71500"
"New entrant CS","2021","Unknown","Cabinet Office (excl. agencies)","SEO/HEO","HEO","610","[c]","28650","28000"
"New entrant CS","2021","Unknown","Cabinet Office (excl. agencies)","SEO/HEO","SEO","30","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Companies House","AA/AO","AO","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Companies House","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Companies House","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Companies House","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Companies House","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Companies House","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Criminal Injuries Compensation Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Criminal Injuries Compensation Authority","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Criminal Injuries Compensation Authority","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Criminal Injuries Compensation Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Commercial Service","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Commercial Service","EO","EO","35","[c]","23230","22230"
"New entrant CS","2021","Unknown","Crown Commercial Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Commercial Service","G6/G7","G7","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Commercial Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Commercial Service","SEO/HEO","HEO","30","[c]","28790","27770"
"New entrant CS","2021","Unknown","Crown Commercial Service","SEO/HEO","SEO","30","[c]","37120","35740"
"New entrant CS","2021","Unknown","Crown Office and Procurator Fiscal Service","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Office and Procurator Fiscal Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Prosecution Service","AA/AO","AO","300","[c]","20400","20120"
"New entrant CS","2021","Unknown","Crown Prosecution Service","EO","EO","80","[c]","26680","26970"
"New entrant CS","2021","Unknown","Crown Prosecution Service","G6/G7","G7","205","[c]","51510","50520"
"New entrant CS","2021","Unknown","Crown Prosecution Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Prosecution Service","SEO/HEO","HEO","95","[c]","37840","38000"
"New entrant CS","2021","Unknown","Crown Prosecution Service","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt Management Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt Management Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt Management Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Equipment and Support","EO","EO","105","[c]","19180","16780"
"New entrant CS","2021","Unknown","Defence Equipment and Support","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Equipment and Support","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Equipment and Support","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Equipment and Support","SEO/HEO","HEO","30","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Equipment and Support","SEO/HEO","SEO","35","[c]","42280","41500"
"New entrant CS","2021","Unknown","Defence Science and Technology Laboratory","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Science and Technology Laboratory","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Science and Technology Laboratory","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Science and Technology Laboratory","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Science and Technology Laboratory","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Science and Technology Laboratory","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Science and Technology Laboratory","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","EO","35","[c]","28480","27680"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G7","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","HEO","100","[c]","33980","33570"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","SEO","40","[c]","40510","40050"
"New entrant CS","2021","Unknown","Department for Digital, Culture, Media and Sport","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Digital, Culture, Media and Sport","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Digital, Culture, Media and Sport","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Digital, Culture, Media and Sport","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Digital, Culture, Media and Sport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","30","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","EO","EO","200","[c]","26100","25000"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","G6/G7","G6","30","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","G6/G7","G7","80","[c]","51670","49970"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","SEO/HEO","HEO","130","[c]","31500","30480"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","SEO/HEO","SEO","105","[c]","38010","36500"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","EO","65","[c]","22300","22430"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G6","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G7","45","[c]","52290","52290"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","HEO","80","[c]","31810","32560"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","SEO","45","[c]","37850","38750"
"New entrant CS","2021","Unknown","Department for International Trade","AA/AO","AO","45","[c]","18650","18200"
"New entrant CS","2021","Unknown","Department for International Trade","EO","EO","30","[c]","25550","26250"
"New entrant CS","2021","Unknown","Department for International Trade","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for International Trade","G6/G7","G7","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for International Trade","SEO/HEO","HEO","55","[c]","31970","31800"
"New entrant CS","2021","Unknown","Department for International Trade","SEO/HEO","SEO","30","[c]","40370","38540"
"New entrant CS","2021","Unknown","Department for Transport (excl. agencies)","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport (excl. agencies)","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport (excl. agencies)","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","AA/AO","AO","505","[c]","21410","21010"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","EO","EO","1265","[c]","28670","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","G6/G7","G7","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","SEO/HEO","HEO","35","[c]","34570","34290"
