"Status","Year","Disability","Ethnicity","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Other ethnicity","Scotland","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","South East (England)","Outside London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","South West (England)","Outside London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Wales","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","West Midlands (England)","Outside London","25","25","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Yorkshire and The Humber","Outside London","20","20","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","East Midlands (England)","Outside London","115","105","27910","27370"
"In post","2021","Declared disabled","Undeclared","East of England","Outside London","100","90","30840","29050"
"In post","2021","Declared disabled","Undeclared","London","London","405","380","38050","31880"
"In post","2021","Declared disabled","Undeclared","North East (England)","Outside London","100","90","28050","25560"
"In post","2021","Declared disabled","Undeclared","North West (England)","Outside London","265","235","28050","27570"
"In post","2021","Declared disabled","Undeclared","Northern Ireland","Outside London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Overseas","Overseas","15","15","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Scotland","Outside London","150","140","30480","27570"
"In post","2021","Declared disabled","Undeclared","South East (England)","Outside London","215","195","29530","27570"
"In post","2021","Declared disabled","Undeclared","South West (England)","Outside London","265","245","33490","29360"
"In post","2021","Declared disabled","Undeclared","Unknown","Unknown","10","5","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Wales","Outside London","105","100","29200","27570"
"In post","2021","Declared disabled","Undeclared","West Midlands (England)","Outside London","135","125","29230","27570"
"In post","2021","Declared disabled","Undeclared","Yorkshire and The Humber","Outside London","150","135","29660","27570"
"In post","2021","Declared disabled","Unknown","East Midlands (England)","Outside London","55","50","29490","27570"
"In post","2021","Declared disabled","Unknown","East of England","Outside London","40","40","28050","27690"
"In post","2021","Declared disabled","Unknown","London","London","250","240","39450","35630"
"In post","2021","Declared disabled","Unknown","North East (England)","Outside London","95","80","25120","21440"
"In post","2021","Declared disabled","Unknown","North West (England)","Outside London","135","120","27360","26000"
"In post","2021","Declared disabled","Unknown","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Overseas","Overseas","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Scotland","Outside London","250","220","31960","33430"
"In post","2021","Declared disabled","Unknown","South East (England)","Outside London","110","95","28500","26700"
"In post","2021","Declared disabled","Unknown","South West (England)","Outside London","95","90","33370","28430"
"In post","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Wales","Outside London","60","55","28100","25890"
"In post","2021","Declared disabled","Unknown","West Midlands (England)","Outside London","75","65","29500","27570"
"In post","2021","Declared disabled","Unknown","Yorkshire and The Humber","Outside London","65","60","27830","26000"
"In post","2021","Declared disabled","White","East Midlands (England)","Outside London","2170","1985","28670","27570"
"In post","2021","Declared disabled","White","East of England","Outside London","2145","1965","29870","27570"
"In post","2021","Declared disabled","White","London","London","5450","5210","43590","37920"
"In post","2021","Declared disabled","White","North East (England)","Outside London","3125","2745","26950","25560"
"In post","2021","Declared disabled","White","North West (England)","Outside London","6105","5485","28300","27370"
"In post","2021","Declared disabled","White","Northern Ireland","Outside London","305","280","27280","25560"
"In post","2021","Declared disabled","White","Overseas","Overseas","170","170","49400","52430"
"In post","2021","Declared disabled","White","Scotland","Outside London","3965","3605","30300","27570"
"In post","2021","Declared disabled","White","South East (England)","Outside London","3930","3615","30270","27570"
"In post","2021","Declared disabled","White","South West (England)","Outside London","4175","3860","32170","28200"
"In post","2021","Declared disabled","White","Unknown","Unknown","140","130","31450","27570"
"In post","2021","Declared disabled","White","Wales","Outside London","3260","2910","28640","26780"
"In post","2021","Declared disabled","White","West Midlands (England)","Outside London","2715","2465","29220","27570"
"In post","2021","Declared disabled","White","Yorkshire and The Humber","Outside London","3405","3060","30230","27570"
"In post","2021","Declared non-disabled","Asian","East Midlands (England)","Outside London","1315","1185","27010","25560"
"In post","2021","Declared non-disabled","Asian","East of England","Outside London","890","800","29530","27570"
"In post","2021","Declared non-disabled","Asian","London","London","10670","10075","36860","31800"
"In post","2021","Declared non-disabled","Asian","North East (England)","Outside London","315","290","27380","23140"
"In post","2021","Declared non-disabled","Asian","North West (England)","Outside London","2020","1860","27410","25560"
"In post","2021","Declared non-disabled","Asian","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Overseas","Overseas","125","125","45880","39980"
"In post","2021","Declared non-disabled","Asian","Scotland","Outside London","380","355","31870","27260"
"In post","2021","Declared non-disabled","Asian","South East (England)","Outside London","1080","1000","30270","27850"
"In post","2021","Declared non-disabled","Asian","South West (England)","Outside London","620","590","34400","31600"
"In post","2021","Declared non-disabled","Asian","Unknown","Unknown","130","115","28880","27570"
"In post","2021","Declared non-disabled","Asian","Wales","Outside London","345","325","30160","25560"
"In post","2021","Declared non-disabled","Asian","West Midlands (England)","Outside London","3240","3015","27540","25790"
"In post","2021","Declared non-disabled","Asian","Yorkshire and The Humber","Outside London","1870","1720","27850","25560"
"In post","2021","Declared non-disabled","Black","East Midlands (England)","Outside London","385","360","27080","26090"
"In post","2021","Declared non-disabled","Black","East of England","Outside London","470","445","30370","29290"
"In post","2021","Declared non-disabled","Black","London","London","7675","7430","34570","31060"
"In post","2021","Declared non-disabled","Black","North East (England)","Outside London","120","115","27290","25560"
"In post","2021","Declared non-disabled","Black","North West (England)","Outside London","575","545","28110","26550"
"In post","2021","Declared non-disabled","Black","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Overseas","Overseas","50","50","42160","37500"
"In post","2021","Declared non-disabled","Black","Scotland","Outside London","185","175","31180","27570"
"In post","2021","Declared non-disabled","Black","South East (England)","Outside London","675","650","30530","29290"
"In post","2021","Declared non-disabled","Black","South West (England)","Outside London","425","410","32380","31020"
"In post","2021","Declared non-disabled","Black","Unknown","Unknown","45","45","30330","30410"
"In post","2021","Declared non-disabled","Black","Wales","Outside London","145","135","28670","26290"
"In post","2021","Declared non-disabled","Black","West Midlands (England)","Outside London","915","860","27770","26550"
"In post","2021","Declared non-disabled","Black","Yorkshire and The Humber","Outside London","400","380","28670","27570"
"In post","2021","Declared non-disabled","Chinese","East Midlands (England)","Outside London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","East of England","Outside London","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","London","London","475","465","43440","39830"
"In post","2021","Declared non-disabled","Chinese","North East (England)","Outside London","40","35","28550","25560"
"In post","2021","Declared non-disabled","Chinese","North West (England)","Outside London","115","110","28690","25190"
"In post","2021","Declared non-disabled","Chinese","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Overseas","Overseas","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Scotland","Outside London","40","40","31460","26580"
"In post","2021","Declared non-disabled","Chinese","South East (England)","Outside London","75","70","31350","28750"
"In post","2021","Declared non-disabled","Chinese","South West (England)","Outside London","45","45","30420","27570"
"In post","2021","Declared non-disabled","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Wales","Outside London","50","50","31470","29720"
"In post","2021","Declared non-disabled","Chinese","West Midlands (England)","Outside London","35","30","29070","26160"
"In post","2021","Declared non-disabled","Chinese","Yorkshire and The Humber","Outside London","40","40","29140","24970"
"In post","2021","Declared non-disabled","Mixed","East Midlands (England)","Outside London","250","230","30120","27570"
"In post","2021","Declared non-disabled","Mixed","East of England","Outside London","295","275","30160","28080"
"In post","2021","Declared non-disabled","Mixed","London","London","2555","2480","40960","35700"
"In post","2021","Declared non-disabled","Mixed","North East (England)","Outside London","155","145","28670","25560"
"In post","2021","Declared non-disabled","Mixed","North West (England)","Outside London","535","500","29840","26470"
"In post","2021","Declared non-disabled","Mixed","Northern Ireland","Outside London","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Overseas","Overseas","90","90","48410","50940"
"In post","2021","Declared non-disabled","Mixed","Scotland","Outside London","185","175","34940","27570"
"In post","2021","Declared non-disabled","Mixed","South East (England)","Outside London","480","460","31290","28650"
"In post","2021","Declared non-disabled","Mixed","South West (England)","Outside London","465","440","32810","29000"
"In post","2021","Declared non-disabled","Mixed","Unknown","Unknown","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Wales","Outside London","265","250","30950","27570"
"In post","2021","Declared non-disabled","Mixed","West Midlands (England)","Outside London","385","360","28950","26780"
"In post","2021","Declared non-disabled","Mixed","Yorkshire and The Humber","Outside London","355","330","31080","27570"
"In post","2021","Declared non-disabled","Other ethnicity","East Midlands (England)","Outside London","50","45","33150","27570"
"In post","2021","Declared non-disabled","Other ethnicity","East of England","Outside London","80","75","32250","27670"
"In post","2021","Declared non-disabled","Other ethnicity","London","London","915","870","40750","34940"
"In post","2021","Declared non-disabled","Other ethnicity","North East (England)","Outside London","30","25","30480","25500"
"In post","2021","Declared non-disabled","Other ethnicity","North West (England)","Outside London","115","110","30800","27570"
"In post","2021","Declared non-disabled","Other ethnicity","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Overseas","Overseas","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Scotland","Outside London","65","60","33930","27570"
"In post","2021","Declared non-disabled","Other ethnicity","South East (England)","Outside London","160","150","29870","27570"
"In post","2021","Declared non-disabled","Other ethnicity","South West (England)","Outside London","130","125","31020","27620"
"In post","2021","Declared non-disabled","Other ethnicity","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Wales","Outside London","70","65","32950","27570"
"In post","2021","Declared non-disabled","Other ethnicity","West Midlands (England)","Outside London","110","105","28990","26120"
"In post","2021","Declared non-disabled","Other ethnicity","Yorkshire and The Humber","Outside London","80","70","32290","26510"
"In post","2021","Declared non-disabled","Undeclared","East Midlands (England)","Outside London","395","360","29160","27570"
"In post","2021","Declared non-disabled","Undeclared","East of England","Outside London","460","420","29290","27680"
"In post","2021","Declared non-disabled","Undeclared","London","London","2150","2030","40330","35050"
"In post","2021","Declared non-disabled","Undeclared","North East (England)","Outside London","425","380","27810","25560"
"In post","2021","Declared non-disabled","Undeclared","North West (England)","Outside London","1000","900","29170","27570"
"In post","2021","Declared non-disabled","Undeclared","Northern Ireland","Outside London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Overseas","Overseas","85","85","47400","41760"
"In post","2021","Declared non-disabled","Undeclared","Scotland","Outside London","645","595","31360","27570"
"In post","2021","Declared non-disabled","Undeclared","South East (England)","Outside London","905","825","31670","28550"
"In post","2021","Declared non-disabled","Undeclared","South West (England)","Outside London","970","905","35220","33000"
"In post","2021","Declared non-disabled","Undeclared","Unknown","Unknown","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Wales","Outside London","525","480","30550","27570"
"In post","2021","Declared non-disabled","Undeclared","West Midlands (England)","Outside London","640","570","28220","27570"
"In post","2021","Declared non-disabled","Undeclared","Yorkshire and The Humber","Outside London","690","630","30480","27570"
"In post","2021","Declared non-disabled","Unknown","East Midlands (England)","Outside London","470","425","30050","27570"
"In post","2021","Declared non-disabled","Unknown","East of England","Outside London","460","420","30440","28220"
"In post","2021","Declared non-disabled","Unknown","London","London","1745","1655","43290","36580"
"In post","2021","Declared non-disabled","Unknown","North East (England)","Outside London","685","605","27890","25190"
"In post","2021","Declared non-disabled","Unknown","North West (England)","Outside London","1495","1370","28070","26610"
"In post","2021","Declared non-disabled","Unknown","Northern Ireland","Outside London","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Overseas","Overseas","45","45","51680","51500"
"In post","2021","Declared non-disabled","Unknown","Scotland","Outside London","675","605","28710","24500"
"In post","2021","Declared non-disabled","Unknown","South East (England)","Outside London","700","635","30440","28270"
"In post","2021","Declared non-disabled","Unknown","South West (England)","Outside London","1000","920","32300","28570"
"In post","2021","Declared non-disabled","Unknown","Unknown","Unknown","35","30","32910","27570"
"In post","2021","Declared non-disabled","Unknown","Wales","Outside London","695","630","31480","27570"
"In post","2021","Declared non-disabled","Unknown","West Midlands (England)","Outside London","815","745","29610","27570"
"In post","2021","Declared non-disabled","Unknown","Yorkshire and The Humber","Outside London","755","685","31740","27570"
"In post","2021","Declared non-disabled","White","East Midlands (England)","Outside London","11370","10520","30550","27570"
"In post","2021","Declared non-disabled","White","East of England","Outside London","12825","11905","30770","27920"
"In post","2021","Declared non-disabled","White","London","London","41100","39510","47710","42410"
"In post","2021","Declared non-disabled","White","North East (England)","Outside London","18545","16655","28810","26290"
"In post","2021","Declared non-disabled","White","North West (England)","Outside London","34410","31675","29940","27570"
"In post","2021","Declared non-disabled","White","Northern Ireland","Outside London","2235","2105","28610","25560"
"In post","2021","Declared non-disabled","White","Overseas","Overseas","2135","2125","49920","49870"
"In post","2021","Declared non-disabled","White","Scotland","Outside London","24800","23020","32650","27570"
"In post","2021","Declared non-disabled","White","South East (England)","Outside London","23865","22235","31720","28540"
"In post","2021","Declared non-disabled","White","South West (England)","Outside London","28020","26315","34630","31640"
"In post","2021","Declared non-disabled","White","Unknown","Unknown","755","710","33510","27570"
"In post","2021","Declared non-disabled","White","Wales","Outside London","22885","21080","31740","27570"
"In post","2021","Declared non-disabled","White","West Midlands (England)","Outside London","14680","13555","31250","27570"
"In post","2021","Declared non-disabled","White","Yorkshire and The Humber","Outside London","20805","19115","31930","27570"
"In post","2021","Undeclared","Asian","East Midlands (England)","Outside London","70","60","25970","25400"
"In post","2021","Undeclared","Asian","East of England","Outside London","35","35","29490","27550"
"In post","2021","Undeclared","Asian","London","London","565","530","36900","31180"
"In post","2021","Undeclared","Asian","North East (England)","Outside London","15","15","[c]","[c]"
"In post","2021","Undeclared","Asian","North West (England)","Outside London","130","120","27870","27570"
"In post","2021","Undeclared","Asian","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Scotland","Outside London","15","15","[c]","[c]"
"In post","2021","Undeclared","Asian","South East (England)","Outside London","65","60","29780","29290"
"In post","2021","Undeclared","Asian","South West (England)","Outside London","35","35","34920","29540"
"In post","2021","Undeclared","Asian","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Undeclared","Asian","Wales","Outside London","10","10","[c]","[c]"
"In post","2021","Undeclared","Asian","West Midlands (England)","Outside London","175","160","26670","25860"
"In post","2021","Undeclared","Asian","Yorkshire and The Humber","Outside London","100","95","28710","27570"
"In post","2021","Undeclared","Black","East Midlands (England)","Outside London","35","35","26710","27570"
"In post","2021","Undeclared","Black","East of England","Outside London","35","30","32940","29290"
"In post","2021","Undeclared","Black","London","London","510","490","33450","31060"
"In post","2021","Undeclared","Black","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","North West (England)","Outside London","30","30","25670","24320"
"In post","2021","Undeclared","Black","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","Undeclared","Black","South East (England)","Outside London","45","40","29830","29290"
"In post","2021","Undeclared","Black","South West (England)","Outside London","25","20","[c]","[c]"
"In post","2021","Undeclared","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","West Midlands (England)","Outside London","55","55","27850","27570"
"In post","2021","Undeclared","Black","Yorkshire and The Humber","Outside London","20","20","[c]","[c]"
"In post","2021","Undeclared","Chinese","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","London","London","25","25","[c]","[c]"
"In post","2021","Undeclared","Chinese","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Undeclared","Chinese","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2021","Undeclared","Chinese","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","East Midlands (England)","Outside London","20","15","[c]","[c]"
"In post","2021","Undeclared","Mixed","East of England","Outside London","25","25","[c]","[c]"
"In post","2021","Undeclared","Mixed","London","London","155","150","40760","35090"
"In post","2021","Undeclared","Mixed","North East (England)","Outside London","15","15","[c]","[c]"
"In post","2021","Undeclared","Mixed","North West (England)","Outside London","40","40","26490","23730"
"In post","2021","Undeclared","Mixed","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Scotland","Outside London","10","10","[c]","[c]"
"In post","2021","Undeclared","Mixed","South East (England)","Outside London","45","40","31620","29290"
"In post","2021","Undeclared","Mixed","South West (England)","Outside London","30","30","[c]","[c]"
"In post","2021","Undeclared","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Wales","Outside London","20","15","[c]","[c]"
"In post","2021","Undeclared","Mixed","West Midlands (England)","Outside London","20","20","[c]","[c]"
"In post","2021","Undeclared","Mixed","Yorkshire and The Humber","Outside London","30","30","32130","30920"
"In post","2021","Undeclared","Other ethnicity","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","East of England","Outside London","10","10","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","London","London","75","70","45390","39300"
"In post","2021","Undeclared","Other ethnicity","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","South East (England)","Outside London","20","20","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","South West (England)","Outside London","20","20","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Wales","Outside London","10","10","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Yorkshire and The Humber","Outside London","15","15","[c]","[c]"
"In post","2021","Undeclared","Undeclared","East Midlands (England)","Outside London","355","330","31400","29280"
"In post","2021","Undeclared","Undeclared","East of England","Outside London","440","415","32620","30590"
"In post","2021","Undeclared","Undeclared","London","London","1605","1545","44350","39800"
"In post","2021","Undeclared","Undeclared","North East (England)","Outside London","435","400","30350","27230"
"In post","2021","Undeclared","Undeclared","North West (England)","Outside London","800","750","32340","28210"
"In post","2021","Undeclared","Undeclared","Northern Ireland","Outside London","50","50","27800","26500"
"In post","2021","Undeclared","Undeclared","Overseas","Overseas","85","85","46070","41620"
"In post","2021","Undeclared","Undeclared","Scotland","Outside London","370","345","33380","27570"
"In post","2021","Undeclared","Undeclared","South East (England)","Outside London","925","875","33770","31810"
"In post","2021","Undeclared","Undeclared","South West (England)","Outside London","945","910","37690","36500"
"In post","2021","Undeclared","Undeclared","Unknown","Unknown","20","20","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Wales","Outside London","465","435","33410","28850"
"In post","2021","Undeclared","Undeclared","West Midlands (England)","Outside London","400","375","32290","27800"
"In post","2021","Undeclared","Undeclared","Yorkshire and The Humber","Outside London","490","460","32340","28570"
"In post","2021","Undeclared","Unknown","East Midlands (England)","Outside London","95","85","29780","29200"
"In post","2021","Undeclared","Unknown","East of England","Outside London","80","75","28750","28820"
"In post","2021","Undeclared","Unknown","London","London","865","840","42240","36360"
"In post","2021","Undeclared","Unknown","North East (England)","Outside London","85","75","28860","27850"
"In post","2021","Undeclared","Unknown","North West (England)","Outside London","220","200","29550","27570"
"In post","2021","Undeclared","Unknown","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Scotland","Outside London","55","50","32040","27570"
"In post","2021","Undeclared","Unknown","South East (England)","Outside London","175","165","34930","31650"
"In post","2021","Undeclared","Unknown","South West (England)","Outside London","110","100","29880","27470"
"In post","2021","Undeclared","Unknown","Wales","Outside London","80","70","29220","26000"
"In post","2021","Undeclared","Unknown","West Midlands (England)","Outside London","115","110","30160","27570"
"In post","2021","Undeclared","Unknown","Yorkshire and The Humber","Outside London","135","125","31110","30620"
"In post","2021","Undeclared","White","East Midlands (England)","Outside London","920","850","29250","27570"
"In post","2021","Undeclared","White","East of England","Outside London","1105","1020","30960","30030"
"In post","2021","Undeclared","White","London","London","2285","2200","43940","37890"
"In post","2021","Undeclared","White","North East (England)","Outside London","1205","1095","28940","27570"
