"Status","Year","Disability","Ethnicity","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Other ethnicity","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Grants Management","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Grants Management","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Legal","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Legal","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Legal","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Legal","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","No function","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","No function","East of England","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","No function","London","70","70","37620","35030"
"In post","2021","Declared disabled","Other ethnicity","No function","North East (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","No function","North West (England)","15","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","No function","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","No function","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","No function","South East (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","No function","South West (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","No function","Wales","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","No function","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","No function","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","London","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","South West (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","East of England","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","London","45","45","34490","31060"
"In post","2021","Declared disabled","Other ethnicity","Unknown","North East (England)","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","North West (England)","20","15","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Scotland","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","South East (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Analysis","London","5","5","[c]","[c]"
