"Status","Year","Function_of_post","Profession_of_post","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Human Resources","Westminster","London","15","15","50070","46050"
"In post","2021","Analysis","Intelligence Analysis","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Leeds","Outside London","60","55","48980","49530"
"In post","2021","Analysis","Intelligence Analysis","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","Tower Hamlets","London","30","30","53750","46940"
"In post","2021","Analysis","Intelligence Analysis","Westminster","London","180","175","54060","53360"
"In post","2021","Analysis","Intelligence Analysis","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Bristol, City of","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Nottingham","Outside London","10","10","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","Westminster","London","15","10","38040","33000"
"In post","2021","Analysis","Knowledge and Information Management","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Camden and City of London","London","10","10","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Central Hampshire","Outside London","10","10","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","East Cumbria","Outside London","10","10","29950","30040"
"In post","2021","Analysis","Operational Delivery","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Manchester","Outside London","10","10","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Monmouthshire and Newport","Outside London","330","305","30790","29540"
"In post","2021","Analysis","Operational Delivery","Sefton","Outside London","15","10","32450","29750"
"In post","2021","Analysis","Operational Delivery","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","South Hampshire","Outside London","85","80","29690","29540"
"In post","2021","Analysis","Operational Delivery","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Tower Hamlets","London","25","25","36940","30210"
"In post","2021","Analysis","Operational Delivery","Tyneside","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Westminster","London","50","50","36510","32540"
"In post","2021","Analysis","Operational Delivery","Wiltshire","Outside London","10","10","38130","37320"
"In post","2021","Analysis","Operational Delivery","York","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Research","Birmingham","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Research","Bristol, City of","Outside London","10","10","32680","31620"
"In post","2021","Analysis","Operational Research","Central Hampshire","Outside London","240","230","41890","46080"
"In post","2021","Analysis","Operational Research","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Leeds","Outside London","15","15","29410","22540"
"In post","2021","Analysis","Operational Research","Liverpool","Outside London","20","20","41040","38630"
"In post","2021","Analysis","Operational Research","Manchester","Outside London","35","35","41910","38630"
"In post","2021","Analysis","Operational Research","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Monmouthshire and Newport","Outside London","20","20","34380","34030"
"In post","2021","Analysis","Operational Research","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","South Hampshire","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Research","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Tower Hamlets","London","110","105","48400","42350"
"In post","2021","Analysis","Operational Research","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Westminster","London","160","155","50000","48870"
"In post","2021","Analysis","Operational Research","Wiltshire","Outside London","15","15","43310","46080"
"In post","2021","Analysis","Operational Research","Worcestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","Camden and City of London","London","170","155","68990","65470"
"In post","2021","Analysis","Other","City of Edinburgh","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Other","Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","Tower Hamlets","London","15","15","58550","52000"
"In post","2021","Analysis","Other","Westminster","London","25","25","34460","30720"
"In post","2021","Analysis","Policy","Bristol, City of","Outside London","15","10","41630","41990"
"In post","2021","Analysis","Policy","Camden and City of London","London","15","10","78480","61540"
"In post","2021","Analysis","Policy","Coventry","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Policy","Darlington","Outside London","10","10","[c]","[c]"
"In post","2021","Analysis","Policy","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","Manchester","Outside London","25","25","38280","41990"
"In post","2021","Analysis","Policy","Nottingham","Outside London","10","10","[c]","[c]"
"In post","2021","Analysis","Policy","Sheffield","Outside London","70","65","43450","42500"
"In post","2021","Analysis","Policy","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","Westminster","London","200","190","48920","46030"
"In post","2021","Analysis","Project Delivery","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","Tower Hamlets","London","5","5","[c]","[c]"
"In post","2021","Analysis","Project Delivery","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Psychology","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Birmingham","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Central Hampshire","Outside London","80","75","38050","37320"
"In post","2021","Analysis","Science and Engineering","Cornwall and Isles of Scilly","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Dorset CC","Outside London","115","110","33040","29270"
"In post","2021","Analysis","Science and Engineering","Glasgow City","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","North Yorkshire CC","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Suffolk","Outside London","350","330","34260","30220"
"In post","2021","Analysis","Science and Engineering","Tower Hamlets","London","5","5","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Westminster","London","10","10","62490","54760"
"In post","2021","Analysis","Science and Engineering","Wiltshire","Outside London","70","65","35320","37320"
"In post","2021","Analysis","Social Research","Birmingham","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Social Research","Bristol, City of","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Social Research","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","City of Edinburgh","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Social Research","Croydon","London","10","10","[c]","[c]"
"In post","2021","Analysis","Social Research","Greater Manchester South West","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Social Research","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","Leeds","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Social Research","Liverpool","Outside London","15","15","41710","38630"
"In post","2021","Analysis","Social Research","Manchester","Outside London","15","15","40450","32010"
"In post","2021","Analysis","Social Research","Monmouthshire and Newport","Outside London","260","245","38170","37020"
"In post","2021","Analysis","Social Research","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","South Hampshire","Outside London","215","200","37370","37020"
"In post","2021","Analysis","Social Research","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","Tower Hamlets","London","85","80","49690","49430"
"In post","2021","Analysis","Social Research","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","Westminster","London","240","235","45180","42280"
"In post","2021","Analysis","Social Research","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","55","50","40280","37050"
"In post","2021","Analysis","Statistics","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Birmingham","Outside London","10","10","41430","39100"
"In post","2021","Analysis","Statistics","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Bristol, City of","Outside London","105","100","39210","32010"
"In post","2021","Analysis","Statistics","Buckinghamshire CC","Outside London","10","10","35540","33180"
"In post","2021","Analysis","Statistics","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Camden and City of London","London","15","15","42310","36160"
"In post","2021","Analysis","Statistics","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Central Hampshire","Outside London","15","15","37120","33460"
"In post","2021","Analysis","Statistics","City of Edinburgh","Outside London","30","30","39430","36780"
"In post","2021","Analysis","Statistics","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Croydon","London","15","15","41300","41760"
"In post","2021","Analysis","Statistics","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Hackney and Newham","London","10","10","[c]","[c]"
"In post","2021","Analysis","Statistics","Leeds","Outside London","45","45","40240","37720"
"In post","2021","Analysis","Statistics","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Liverpool","Outside London","25","25","39360","31960"
"In post","2021","Analysis","Statistics","Manchester","Outside London","80","80","36320","31810"
"In post","2021","Analysis","Statistics","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Monmouthshire and Newport","Outside London","305","300","41160","37020"
"In post","2021","Analysis","Statistics","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Nottingham","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Statistics","Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Portsmouth","Outside London","15","15","34150","31480"
"In post","2021","Analysis","Statistics","Sefton","Outside London","15","15","48710","48700"
"In post","2021","Analysis","Statistics","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","South Hampshire","Outside London","130","125","41790","37520"
"In post","2021","Analysis","Statistics","Southend-on-Sea","Outside London","25","25","43620","38630"
"In post","2021","Analysis","Statistics","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Tower Hamlets","London","160","150","49020","43330"
"In post","2021","Analysis","Statistics","Tyneside","Outside London","15","15","44960","51000"
"In post","2021","Analysis","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Westminster","London","595","575","46610","42850"
"In post","2021","Analysis","Statistics","Wiltshire","Outside London","10","10","41990","39990"
"In post","2021","Analysis","Statistics","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","York","Outside London","50","45","35600","31350"
"In post","2021","Analysis","Tax","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","Suffolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","Westminster","London","5","5","[c]","[c]"
"In post","2021","Analysis","Unknown","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Durham CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Manchester","Outside London","5","5","[c]","[c]"
"In post","2021","Analysis","Unknown","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Tower Hamlets","London","25","25","48590","46850"
"In post","2021","Analysis","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Westminster","London","45","45","44740","41760"
"In post","2021","Commercial","Commercial","Aberdeen City and Aberdeenshire","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Commercial","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Barnet","London","15","15","44730","40470"
"In post","2021","Commercial","Commercial","Barnsley, Doncaster and Rotherham","Outside London","10","10","37890","31190"
"In post","2021","Commercial","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","390","375","40900","38710"
"In post","2021","Commercial","Commercial","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Berkshire","Outside London","20","20","35720","37070"
"In post","2021","Commercial","Commercial","Bexley and Greenwich","London","10","10","[c]","[c]"
"In post","2021","Commercial","Commercial","Birmingham","Outside London","60","60","39430","38000"
"In post","2021","Commercial","Commercial","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Bournemouth and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Brighton and Hove","Outside London","5","5","[c]","[c]"
"In post","2021","Commercial","Commercial","Bristol, City of","Outside London","70","65","40190","39390"
"In post","2021","Commercial","Commercial","Buckinghamshire CC","Outside London","55","50","36230","36800"
"In post","2021","Commercial","Commercial","Cambridgeshire CC","Outside London","50","50","36410","34800"
"In post","2021","Commercial","Commercial","Cardiff and Vale of Glamorgan","Outside London","25","25","43390","40080"
"In post","2021","Commercial","Commercial","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Central Hampshire","Outside London","135","130","34750","34800"
"In post","2021","Commercial","Commercial","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Chorley and West Lancashire","Outside London","15","15","46320","44760"
"In post","2021","Commercial","Commercial","City of Edinburgh","Outside London","55","50","36660","34190"
"In post","2021","Commercial","Commercial","Clackmannanshire and Fife","Outside London","10","10","31150","27750"
"In post","2021","Commercial","Commercial","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Coventry","Outside London","30","25","38450","38140"
"In post","2021","Commercial","Commercial","Croydon","London","105","100","44730","44250"
"In post","2021","Commercial","Commercial","Darlington","Outside London","20","20","43810","38280"
"In post","2021","Commercial","Commercial","Derby","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Devon CC","Outside London","200","190","42960","40140"
