"Status","Year","Organisation","Region_ITL2","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Worcestershire","G6/G7","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Worcestershire","SEO/HEO","70","65","34620","32160"
"In post","2021","Animal and Plant Health Agency","Highlands and Islands","Caithness and Sutherland and Ross and Cromarty","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Highlands and Islands","Caithness and Sutherland and Ross and Cromarty","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","AA/AO","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inner London - West","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inner London - West","Westminster","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inner London - West","Westminster","G6/G7","15","15","57960","56210"
"In post","2021","Animal and Plant Health Agency","Inner London - West","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Kent","East Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Kent","East Kent","EO","30","25","26380","24920"
"In post","2021","Animal and Plant Health Agency","Kent","East Kent","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Kent","Mid Kent","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Kent","Mid Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lancashire","Mid Lancashire","AA/AO","15","15","21210","21050"
"In post","2021","Animal and Plant Health Agency","Lancashire","Mid Lancashire","EO","25","20","25530","25190"
"In post","2021","Animal and Plant Health Agency","Lancashire","Mid Lancashire","G6/G7","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lancashire","Mid Lancashire","SEO/HEO","25","20","37050","32780"
"In post","2021","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","EO","10","10","25580","25210"
"In post","2021","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","Lincolnshire","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","Lincolnshire","G6/G7","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","Lincolnshire","SEO/HEO","10","10","33750","35900"
"In post","2021","Animal and Plant Health Agency","North Eastern Scotland","Aberdeen City and Aberdeenshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Eastern Scotland","Aberdeen City and Aberdeenshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Eastern Scotland","Aberdeen City and Aberdeenshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Yorkshire","North Yorkshire CC","AA/AO","15","15","21640","21050"
"In post","2021","Animal and Plant Health Agency","North Yorkshire","North Yorkshire CC","EO","50","45","25910","25320"
"In post","2021","Animal and Plant Health Agency","North Yorkshire","North Yorkshire CC","G6/G7","15","15","53310","54450"
"In post","2021","Animal and Plant Health Agency","North Yorkshire","North Yorkshire CC","SEO/HEO","50","45","34090","34840"
"In post","2021","Animal and Plant Health Agency","North Yorkshire","York","AA/AO","45","45","21910","21050"
"In post","2021","Animal and Plant Health Agency","North Yorkshire","York","EO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Yorkshire","York","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Yorkshire","York","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Northumberland and Tyne and Wear","Northumberland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Northumberland and Tyne and Wear","Tyneside","AA/AO","10","10","21070","21050"
"In post","2021","Animal and Plant Health Agency","Northumberland and Tyne and Wear","Tyneside","EO","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Northumberland and Tyne and Wear","Tyneside","G6/G7","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Northumberland and Tyne and Wear","Tyneside","SEO/HEO","15","15","38030","36970"
"In post","2021","Animal and Plant Health Agency","Outer London - West and North West","Harrow and Hillingdon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Outer London - West and North West","Harrow and Hillingdon","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Outer London - West and North West","Harrow and Hillingdon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Outer London - West and North West","Harrow and Hillingdon","SEO/HEO","10","10","43350","44120"
"In post","2021","Animal and Plant Health Agency","Outer London - West and North West","Hounslow and Richmond upon Thames","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Outer London - West and North West","Hounslow and Richmond upon Thames","EO","50","50","31080","31460"
"In post","2021","Animal and Plant Health Agency","Outer London - West and North West","Hounslow and Richmond upon Thames","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Outer London - West and North West","Hounslow and Richmond upon Thames","SEO/HEO","15","15","35970","36620"
"In post","2021","Animal and Plant Health Agency","Shropshire and Staffordshire","Shropshire CC","AA/AO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire and Staffordshire","Shropshire CC","EO","15","15","24970","24920"
"In post","2021","Animal and Plant Health Agency","Shropshire and Staffordshire","Shropshire CC","G6/G7","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire and Staffordshire","Shropshire CC","SEO/HEO","20","15","38550","37360"
"In post","2021","Animal and Plant Health Agency","Shropshire and Staffordshire","Staffordshire CC","AA/AO","30","30","21050","21050"
"In post","2021","Animal and Plant Health Agency","Shropshire and Staffordshire","Staffordshire CC","EO","15","15","25160","24920"
"In post","2021","Animal and Plant Health Agency","Shropshire and Staffordshire","Staffordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Shropshire and Staffordshire","Staffordshire CC","SEO/HEO","10","10","34040","34340"
"In post","2021","Animal and Plant Health Agency","Shropshire and Staffordshire","Telford and Wrekin","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Southern Scotland","Dumfries and Galloway","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Southern Scotland","Dumfries and Galloway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Southern Scotland","Scottish Borders","AA/AO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Southern Scotland","Scottish Borders","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Southern Scotland","Scottish Borders","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Southern Scotland","Scottish Borders","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Southern Scotland","South Ayrshire","AA/AO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Southern Scotland","South Ayrshire","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Southern Scotland","South Ayrshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Southern Scotland","South Ayrshire","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Southern Scotland","South Lanarkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Southern Scotland","South Lanarkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Southern Scotland","South Lanarkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Southern Scotland","South Lanarkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Surrey, East and West Sussex","West Surrey","AA/AO","180","165","24250","24370"
"In post","2021","Animal and Plant Health Agency","Surrey, East and West Sussex","West Surrey","EO","140","130","28460","28270"
"In post","2021","Animal and Plant Health Agency","Surrey, East and West Sussex","West Surrey","G6/G7","50","50","58450","55880"
"In post","2021","Animal and Plant Health Agency","Surrey, East and West Sussex","West Surrey","SCS level","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Surrey, East and West Sussex","West Surrey","SEO/HEO","190","180","37140","35820"
"In post","2021","Animal and Plant Health Agency","Surrey, East and West Sussex","West Sussex (North East)","EO","10","10","25530","25100"
"In post","2021","Animal and Plant Health Agency","Surrey, East and West Sussex","West Sussex (North East)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Surrey, East and West Sussex","West Sussex (North East)","SEO/HEO","15","15","35450","35900"
"In post","2021","Animal and Plant Health Agency","West Wales and The Valleys","Gwynedd","AA/AO","35","25","21080","21050"
"In post","2021","Animal and Plant Health Agency","West Wales and The Valleys","Gwynedd","EO","15","15","26170","26130"
