"Status","Year","Function_of_post","Organisation","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","No function","National Savings and Investments","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Northern Ireland Office","Northern Ireland Office","London","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Northern Ireland Office","Northern Ireland Office","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","London","35","[c]","51820","51360"
"New entrant CS","2021","No function","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Outside London","85","[c]","55770","51360"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","95","[c]","36860","27000"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Outside London","135","[c]","26840","23450"
"New entrant CS","2021","No function","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Outside London","35","[c]","42060","31000"
"New entrant CS","2021","No function","Office of Rail and Road","Office of Rail and Road","London","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Rail and Road","Office of Rail and Road","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of the Public Guardian","Ministry of Justice","Outside London","20","[c]","25660","21170"
"New entrant CS","2021","No function","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Outside London","65","[c]","27410","21270"
"New entrant CS","2021","No function","Public Health England","Department of Health and Social Care","London","850","[c]","38360","32330"
"New entrant CS","2021","No function","Public Health England","Department of Health and Social Care","Outside London","1085","[c]","32350","28590"
"New entrant CS","2021","No function","Registers of Scotland","Scottish Government","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Scottish Prison Service","Scottish Government","Outside London","230","[c]","21530","20810"
"New entrant CS","2021","No function","Serious Fraud Office","Attorney General's Departments","London","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Standards and Testing Agency","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Standards and Testing Agency","Department for Education","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Teaching Regulation Agency","Department for Education","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","The National Archives","The National Archives","London","35","[c]","30860","28040"
"New entrant CS","2021","No function","UK Hydrographic Office","Ministry of Defence","Outside London","50","[c]","25680","20170"
"New entrant CS","2021","No function","UK Hydrographic Office","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","135","[c]","25230","23320"
"New entrant CS","2021","No function","United Kingdom Statistics Authority","United Kingdom Statistics Authority","London","50","[c]","37020","32540"
"New entrant CS","2021","No function","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Outside London","310","[c]","26890","23090"
"New entrant CS","2021","No function","Vehicle Certification Agency","Department for Transport","Outside London","20","[c]","26370","21590"
"New entrant CS","2021","No function","Wales Office","Wales Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Wales Office","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Water Services Regulation Authority","Water Services Regulation Authority","London","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Water Services Regulation Authority","Water Services Regulation Authority","Outside London","10","[c]","59950","66500"
"New entrant CS","2021","Project Delivery","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Cabinet Office (excl. agencies)","Cabinet Office","London","35","[c]","58890","54700"
"New entrant CS","2021","Project Delivery","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Charity Commission","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Competition and Markets Authority","Competition and Markets Authority","London","25","[c]","47040","36000"
"New entrant CS","2021","Project Delivery","Competition and Markets Authority","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Crown Commercial Service","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Defence Equipment and Support","Ministry of Defence","Outside London","540","[c]","32210","29000"
"New entrant CS","2021","Project Delivery","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","15","[c]","37980","33570"
"New entrant CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","40","[c]","42870","34020"
"New entrant CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Outside London","25","[c]","39370","34020"
"New entrant CS","2021","Project Delivery","Department for Education (excl. agencies)","Department for Education","London","10","[c]","49240","53420"
"New entrant CS","2021","Project Delivery","Department for Education (excl. agencies)","Department for Education","Outside London","25","[c]","43830","49860"
"New entrant CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","10","[c]","49490","38750"
"New entrant CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","30","[c]","35980","35900"
"New entrant CS","2021","Project Delivery","Department for International Trade","Department for International Trade","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Transport (excl. agencies)","Department for Transport","London","55","[c]","39500","34710"
"New entrant CS","2021","Project Delivery","Department for Transport (excl. agencies)","Department for Transport","Outside London","10","[c]","31760","30730"
"New entrant CS","2021","Project Delivery","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Driver and Vehicle Standards Agency","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Education and Skills Funding Agency","Department for Education","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Forestry and Land Scotland","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Government Actuary's Department","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Government Property Agency","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Courts and Tribunals Service","Ministry of Justice","London","40","[c]","36590","30940"
"New entrant CS","2021","Project Delivery","HM Courts and Tribunals Service","Ministry of Justice","Outside London","15","[c]","29900","28700"
"New entrant CS","2021","Project Delivery","HM Land Registry","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Land Registry","HM Land Registry","Outside London","30","[c]","32610","33840"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","10","[c]","49380","50460"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","80","[c]","39600","38630"
"New entrant CS","2021","Project Delivery","HM Treasury (excl. agencies)","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Insolvency Service","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Insolvency Service","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Institute for Apprenticeships and Technical Education","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Met Office","Department for Business, Energy and Industrial Strategy","Outside London","30","[c]","38930","32060"
