"Status","Year","Function_of_post","Parent_department","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","London","Inner London - East","330","315","46840","41250"
"In post","2021","Analysis","Ministry of Justice","London","Inner London - West","35","30","44920","40480"
"In post","2021","Analysis","Ministry of Justice","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Yorkshire and The Humber","West Yorkshire","35","35","32360","30430"
"In post","2021","Analysis","Office for Standards in Education","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","London","Inner London - West","35","35","45600","42850"
"In post","2021","Analysis","Office for Standards in Education","North West (England)","Greater Manchester","10","10","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","90","85","39150","32010"
"In post","2021","Analysis","Office for Standards in Education","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","London","Inner London - East","55","55","54980","52000"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Scotland","West Central Scotland","10","10","54880","63750"
"In post","2021","Analysis","Office of Rail and Road","London","Inner London - East","30","30","53850","55430"
"In post","2021","Analysis","Office of Rail and Road","North West (England)","Greater Manchester","5","5","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Yorkshire and The Humber","North Yorkshire","5","5","[c]","[c]"
"In post","2021","Analysis","Scottish Government","Scotland","Eastern Scotland","25","25","38080","36780"
"In post","2021","Analysis","Scottish Government","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Government","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","London","Inner London - West","25","25","44760","38200"
"In post","2021","Analysis","United Kingdom Statistics Authority","London","Inner London - West","225","225","40680","32540"
"In post","2021","Analysis","United Kingdom Statistics Authority","Scotland","Eastern Scotland","10","10","44440","45040"
"In post","2021","Analysis","United Kingdom Statistics Authority","South East (England)","Hampshire and Isle of Wight","440","420","37170","36030"
"In post","2021","Analysis","United Kingdom Statistics Authority","Wales","East Wales","1025","975","36210","36030"
"In post","2021","Analysis","Wales Office","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","London","Inner London - West","20","20","71600","71740"
"In post","2021","Analysis","Water Services Regulation Authority","West Midlands (England)","West Midlands","15","15","53360","49810"
"In post","2021","Analysis","Welsh Government","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","London","Inner London - West","10","10","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","Yorkshire and The Humber","North Yorkshire","10","10","41500","38180"
"In post","2021","Commercial","Cabinet Office","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","East of England","East Anglia","65","65","57230","54620"
"In post","2021","Commercial","Cabinet Office","London","Inner London - East","110","110","60160","56510"
"In post","2021","Commercial","Cabinet Office","London","Inner London - West","640","630","78260","69150"
"In post","2021","Commercial","Cabinet Office","London","Outer London - South","20","15","70260","68170"
"In post","2021","Commercial","Cabinet Office","North East (England)","Northumberland and Tyne and Wear","15","15","60310","56470"
"In post","2021","Commercial","Cabinet Office","North East (England)","Tees Valley and Durham","10","10","68480","66810"
"In post","2021","Commercial","Cabinet Office","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","North West (England)","Greater Manchester","90","85","61760","56210"
"In post","2021","Commercial","Cabinet Office","North West (England)","Lancashire","30","30","56540","49700"
"In post","2021","Commercial","Cabinet Office","North West (England)","Merseyside","70","70","63830","55750"
"In post","2021","Commercial","Cabinet Office","Scotland","Southern Scotland","20","20","65780","62130"
"In post","2021","Commercial","Cabinet Office","Scotland","West Central Scotland","15","15","64460","67610"
"In post","2021","Commercial","Cabinet Office","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","15","15","72830","74000"
"In post","2021","Commercial","Cabinet Office","South East (England)","Hampshire and Isle of Wight","50","45","66180","64500"
"In post","2021","Commercial","Cabinet Office","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","85","85","73750","64500"
"In post","2021","Commercial","Cabinet Office","Unknown","Unknown","15","15","62420","54700"
"In post","2021","Commercial","Cabinet Office","Wales","East Wales","15","15","57450","53570"
"In post","2021","Commercial","Cabinet Office","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","West Midlands (England)","Shropshire and Staffordshire","10","10","70410","54400"
"In post","2021","Commercial","Cabinet Office","West Midlands (England)","West Midlands","20","20","84110","71390"
"In post","2021","Commercial","Cabinet Office","Yorkshire and The Humber","North Yorkshire","5","5","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Yorkshire and The Humber","South Yorkshire","40","40","61060","50760"
"In post","2021","Commercial","Cabinet Office","Yorkshire and The Humber","West Yorkshire","65","60","67060","64500"
"In post","2021","Commercial","Chancellor's other departments","London","Inner London - West","10","10","56690","47940"
"In post","2021","Commercial","Chancellor's other departments","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Charity Commission","North West (England)","Merseyside","5","5","[c]","[c]"
"In post","2021","Commercial","Competition and Markets Authority","London","Inner London - East","10","10","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","London","Inner London - West","25","25","45730","44480"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","South West (England)","Devon","180","170","43100","40140"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Wales","East Wales","20","20","42460","41920"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","West Midlands (England)","West Midlands","10","10","[c]","[c]"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","London","Inner London - West","25","25","53430","51730"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Education","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","48620","49860"
"In post","2021","Commercial","Department for Education","London","Inner London - West","15","15","51680","53950"
"In post","2021","Commercial","Department for Education","North East (England)","Northumberland and Tyne and Wear","10","10","[c]","[c]"
"In post","2021","Commercial","Department for Education","North East (England)","Tees Valley and Durham","20","20","43810","38280"
"In post","2021","Commercial","Department for Education","North West (England)","Greater Manchester","60","60","38230","36780"
"In post","2021","Commercial","Department for Education","West Midlands (England)","West Midlands","35","30","39780","38280"
"In post","2021","Commercial","Department for Education","Yorkshire and The Humber","South Yorkshire","55","55","38580","38000"
"In post","2021","Commercial","Department for Education","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","East Midlands (England)","Derbyshire and Nottinghamshire","20","15","26360","24920"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","East of England","East Anglia","25","25","40520","37130"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","London","Inner London - West","20","20","39850","40200"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","North West (England)","Cheshire","10","10","35920","35900"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","15","15","34680","35900"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","South East (England)","Surrey, East and West Sussex","25","20","35930","32680"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","South West (England)","Devon","10","10","43390","38370"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","25","25","40970","36970"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","15","15","36520","36970"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","North Yorkshire","15","15","37370","37240"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","West Yorkshire","5","5","[c]","[c]"
"In post","2021","Commercial","Department for International Trade","London","Inner London - West","25","25","37120","38160"
"In post","2021","Commercial","Department for Transport","East Midlands (England)","Derbyshire and Nottinghamshire","15","10","32590","31040"
