"Status","Year","Region_ITL1","Region_ITL3","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East Midlands (England)","North Northamptonshire","Female","LGBO","10","10","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","Female","Undeclared","25","20","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","Female","Unknown","70","60","24620","21010"
"In post","2021","East Midlands (England)","North Northamptonshire","Male","Heterosexual / straight","95","90","27530","27570"
"In post","2021","East Midlands (England)","North Northamptonshire","Male","LGBO","10","10","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","Male","Unknown","35","30","25000","27570"
"In post","2021","East Midlands (England)","North Northamptonshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Northamptonshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","Female","Heterosexual / straight","370","340","29030","27570"
"In post","2021","East Midlands (England)","North Nottinghamshire","Female","LGBO","25","25","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","Female","Undeclared","45","40","31340","27570"
"In post","2021","East Midlands (England)","North Nottinghamshire","Female","Unknown","80","70","26480","27570"
"In post","2021","East Midlands (England)","North Nottinghamshire","Male","Heterosexual / straight","315","305","29790","27380"
"In post","2021","East Midlands (England)","North Nottinghamshire","Male","LGBO","10","10","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","Male","Undeclared","40","35","29400","27810"
"In post","2021","East Midlands (England)","North Nottinghamshire","Male","Unknown","105","100","26990","27150"
"In post","2021","East Midlands (England)","North Nottinghamshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","North Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Nottingham","Female","Heterosexual / straight","2830","2565","32040","27570"
"In post","2021","East Midlands (England)","Nottingham","Female","LGBO","160","155","30730","27570"
"In post","2021","East Midlands (England)","Nottingham","Female","Undeclared","390","350","30900","27570"
"In post","2021","East Midlands (England)","Nottingham","Female","Unknown","1045","955","28970","25980"
"In post","2021","East Midlands (England)","Nottingham","Male","Heterosexual / straight","2125","2060","33720","31100"
"In post","2021","East Midlands (England)","Nottingham","Male","LGBO","160","155","31700","27130"
"In post","2021","East Midlands (England)","Nottingham","Male","Undeclared","295","280","32810","30950"
"In post","2021","East Midlands (England)","Nottingham","Male","Unknown","955","920","29990","26520"
"In post","2021","East Midlands (England)","Nottingham","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Nottingham","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","Female","Heterosexual / straight","440","390","30790","27570"
"In post","2021","East Midlands (England)","South and West Derbyshire","Female","LGBO","35","35","30430","29750"
"In post","2021","East Midlands (England)","South and West Derbyshire","Female","Undeclared","70","60","35900","31650"
"In post","2021","East Midlands (England)","South and West Derbyshire","Female","Unknown","120","105","30730","27570"
"In post","2021","East Midlands (England)","South and West Derbyshire","Male","Heterosexual / straight","330","315","35050","31650"
"In post","2021","East Midlands (England)","South and West Derbyshire","Male","LGBO","15","15","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","Male","Undeclared","60","60","39830","35470"
"In post","2021","East Midlands (England)","South and West Derbyshire","Male","Unknown","85","75","32520","28990"
"In post","2021","East Midlands (England)","South and West Derbyshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","South and West Derbyshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","South Nottinghamshire","Female","Heterosexual / straight","280","260","30280","27380"
"In post","2021","East Midlands (England)","South Nottinghamshire","Female","LGBO","15","15","[c]","[c]"
"In post","2021","East Midlands (England)","South Nottinghamshire","Female","Undeclared","35","35","26630","23240"
"In post","2021","East Midlands (England)","South Nottinghamshire","Female","Unknown","50","40","28880","27080"
"In post","2021","East Midlands (England)","South Nottinghamshire","Male","Heterosexual / straight","265","255","31340","28220"
"In post","2021","East Midlands (England)","South Nottinghamshire","Male","LGBO","10","10","[c]","[c]"
"In post","2021","East Midlands (England)","South Nottinghamshire","Male","Undeclared","50","50","31370","29330"
"In post","2021","East Midlands (England)","South Nottinghamshire","Male","Unknown","70","70","29890","28530"
"In post","2021","East Midlands (England)","South Nottinghamshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","South Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","West Northamptonshire","Female","Heterosexual / straight","485","430","26060","23490"
"In post","2021","East Midlands (England)","West Northamptonshire","Female","LGBO","35","30","26910","24440"
"In post","2021","East Midlands (England)","West Northamptonshire","Female","Undeclared","75","65","25250","23490"
"In post","2021","East Midlands (England)","West Northamptonshire","Female","Unknown","90","80","24520","22920"
"In post","2021","East Midlands (England)","West Northamptonshire","Male","Heterosexual / straight","260","255","27910","25880"
"In post","2021","East Midlands (England)","West Northamptonshire","Male","LGBO","20","20","[c]","[c]"
"In post","2021","East Midlands (England)","West Northamptonshire","Male","Undeclared","50","50","29210","25830"
"In post","2021","East Midlands (England)","West Northamptonshire","Male","Unknown","85","85","25550","23970"
"In post","2021","East Midlands (England)","West Northamptonshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","West Northamptonshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Bedford","Female","Heterosexual / straight","325","300","28840","27570"
"In post","2021","East of England","Bedford","Female","LGBO","25","25","[c]","[c]"
"In post","2021","East of England","Bedford","Female","Undeclared","35","35","30930","28990"
"In post","2021","East of England","Bedford","Female","Unknown","80","70","28010","27570"
"In post","2021","East of England","Bedford","Male","Heterosexual / straight","250","245","32910","30400"
"In post","2021","East of England","Bedford","Male","LGBO","15","15","[c]","[c]"
"In post","2021","East of England","Bedford","Male","Undeclared","45","40","32140","31780"
"In post","2021","East of England","Bedford","Male","Unknown","70","65","28730","27850"
"In post","2021","East of England","Bedford","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Bedford","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Breckland and South Norfolk","Female","Heterosexual / straight","155","145","27420","26740"
"In post","2021","East of England","Breckland and South Norfolk","Female","LGBO","15","15","[c]","[c]"
"In post","2021","East of England","Breckland and South Norfolk","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","East of England","Breckland and South Norfolk","Female","Unknown","35","35","30150","26800"
"In post","2021","East of England","Breckland and South Norfolk","Male","Heterosexual / straight","225","220","29700","27260"
"In post","2021","East of England","Breckland and South Norfolk","Male","LGBO","5","5","[c]","[c]"
"In post","2021","East of England","Breckland and South Norfolk","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","East of England","Breckland and South Norfolk","Male","Unknown","55","55","26560","26580"
"In post","2021","East of England","Breckland and South Norfolk","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Breckland and South Norfolk","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Cambridgeshire CC","Female","Heterosexual / straight","1175","1090","33190","29610"
"In post","2021","East of England","Cambridgeshire CC","Female","LGBO","50","45","28610","27020"
"In post","2021","East of England","Cambridgeshire CC","Female","Undeclared","170","160","33540","29780"
"In post","2021","East of England","Cambridgeshire CC","Female","Unknown","225","200","32440","27570"
"In post","2021","East of England","Cambridgeshire CC","Male","Heterosexual / straight","1210","1175","35550","31900"
"In post","2021","East of England","Cambridgeshire CC","Male","LGBO","60","60","29650","27570"
"In post","2021","East of England","Cambridgeshire CC","Male","Undeclared","190","185","36150","33300"
"In post","2021","East of England","Cambridgeshire CC","Male","Unknown","295","280","32530","31220"
"In post","2021","East of England","Cambridgeshire CC","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Cambridgeshire CC","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","Female","Heterosexual / straight","145","140","28610","26670"
"In post","2021","East of England","Central Bedfordshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","Female","Unknown","15","15","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","Male","Heterosexual / straight","190","185","31350","29670"
"In post","2021","East of England","Central Bedfordshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","Male","Undeclared","40","35","33730","33300"
"In post","2021","East of England","Central Bedfordshire","Male","Unknown","15","15","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex Haven Gateway","Female","Heterosexual / straight","425","395","29470","29290"
"In post","2021","East of England","Essex Haven Gateway","Female","LGBO","20","20","[c]","[c]"
"In post","2021","East of England","Essex Haven Gateway","Female","Undeclared","60","55","28190","26670"
"In post","2021","East of England","Essex Haven Gateway","Female","Unknown","65","60","30170","29290"
"In post","2021","East of England","Essex Haven Gateway","Male","Heterosexual / straight","400","390","35370","29290"
"In post","2021","East of England","Essex Haven Gateway","Male","LGBO","15","15","[c]","[c]"
"In post","2021","East of England","Essex Haven Gateway","Male","Undeclared","75","75","37390","32700"
"In post","2021","East of England","Essex Haven Gateway","Male","Unknown","65","65","31680","29290"
"In post","2021","East of England","Essex Haven Gateway","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex Haven Gateway","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex Thames Gateway","Female","Heterosexual / straight","465","410","27840","29290"
"In post","2021","East of England","Essex Thames Gateway","Female","LGBO","25","20","[c]","[c]"
"In post","2021","East of England","Essex Thames Gateway","Female","Undeclared","50","45","26430","25110"
"In post","2021","East of England","Essex Thames Gateway","Female","Unknown","145","120","26830","25110"
"In post","2021","East of England","Essex Thames Gateway","Male","Heterosexual / straight","160","150","28690","29290"
"In post","2021","East of England","Essex Thames Gateway","Male","LGBO","10","10","[c]","[c]"
"In post","2021","East of England","Essex Thames Gateway","Male","Undeclared","20","15","[c]","[c]"
"In post","2021","East of England","Essex Thames Gateway","Male","Unknown","60","60","27660","29290"
"In post","2021","East of England","Essex Thames Gateway","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex Thames Gateway","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Heart of Essex","Female","Heterosexual / straight","440","405","31160","29290"
"In post","2021","East of England","Heart of Essex","Female","LGBO","30","30","31510","29340"
"In post","2021","East of England","Heart of Essex","Female","Undeclared","55","50","27590","28000"
"In post","2021","East of England","Heart of Essex","Female","Unknown","110","100","32670","26970"
"In post","2021","East of England","Heart of Essex","Male","Heterosexual / straight","325","320","33170","31220"
"In post","2021","East of England","Heart of Essex","Male","LGBO","15","15","[c]","[c]"
"In post","2021","East of England","Heart of Essex","Male","Undeclared","30","30","36810","29770"
"In post","2021","East of England","Heart of Essex","Male","Unknown","100","95","31480","29290"
"In post","2021","East of England","Heart of Essex","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Heart of Essex","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Hertfordshire","Female","Heterosexual / straight","1120","1030","33760","29920"
"In post","2021","East of England","Hertfordshire","Female","LGBO","55","50","32810","30400"
"In post","2021","East of England","Hertfordshire","Female","Undeclared","130","120","33560","29970"
"In post","2021","East of England","Hertfordshire","Female","Unknown","290","260","33860","30730"
"In post","2021","East of England","Hertfordshire","Male","Heterosexual / straight","775","760","36310","31960"
"In post","2021","East of England","Hertfordshire","Male","LGBO","40","40","34440","31280"
"In post","2021","East of England","Hertfordshire","Male","Undeclared","100","100","36630","32610"
"In post","2021","East of England","Hertfordshire","Male","Unknown","205","200","36360","31880"
"In post","2021","East of England","Hertfordshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Hertfordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Luton","Female","Heterosexual / straight","240","215","25470","25040"
"In post","2021","East of England","Luton","Female","LGBO","10","10","[c]","[c]"
"In post","2021","East of England","Luton","Female","Undeclared","30","25","[c]","[c]"
"In post","2021","East of England","Luton","Female","Unknown","50","45","25410","26670"
"In post","2021","East of England","Luton","Male","Heterosexual / straight","165","145","27530","27460"
"In post","2021","East of England","Luton","Male","LGBO","10","10","[c]","[c]"
"In post","2021","East of England","Luton","Male","Undeclared","20","15","[c]","[c]"
"In post","2021","East of England","Luton","Male","Unknown","25","20","[c]","[c]"
"In post","2021","East of England","Luton","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Luton","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","North and West Norfolk","Female","Heterosexual / straight","320","285","25890","25250"
"In post","2021","East of England","North and West Norfolk","Female","LGBO","20","20","[c]","[c]"
"In post","2021","East of England","North and West Norfolk","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","East of England","North and West Norfolk","Female","Unknown","45","40","26700","27570"
"In post","2021","East of England","North and West Norfolk","Male","Heterosexual / straight","405","390","29240","27570"
"In post","2021","East of England","North and West Norfolk","Male","LGBO","5","5","[c]","[c]"
"In post","2021","East of England","North and West Norfolk","Male","Undeclared","50","45","32060","31650"
"In post","2021","East of England","North and West Norfolk","Male","Unknown","60","55","28920","27570"
"In post","2021","East of England","North and West Norfolk","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East of England","North and West Norfolk","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Norwich and East Norfolk","Female","Heterosexual / straight","655","570","28180","27570"
"In post","2021","East of England","Norwich and East Norfolk","Female","LGBO","30","30","27940","23760"
"In post","2021","East of England","Norwich and East Norfolk","Female","Undeclared","80","70","28910","27570"
"In post","2021","East of England","Norwich and East Norfolk","Female","Unknown","185","145","29460","27570"
"In post","2021","East of England","Norwich and East Norfolk","Male","Heterosexual / straight","565","545","30610","27570"
"In post","2021","East of England","Norwich and East Norfolk","Male","LGBO","35","30","28850","27570"
"In post","2021","East of England","Norwich and East Norfolk","Male","Undeclared","95","90","31080","27570"
"In post","2021","East of England","Norwich and East Norfolk","Male","Unknown","145","140","31770","27570"
"In post","2021","East of England","Norwich and East Norfolk","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Norwich and East Norfolk","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Peterborough","Female","Heterosexual / straight","780","685","27520","24890"
"In post","2021","East of England","Peterborough","Female","LGBO","20","20","[c]","[c]"
"In post","2021","East of England","Peterborough","Female","Undeclared","110","100","27190","26310"
"In post","2021","East of England","Peterborough","Female","Unknown","110","95","27310","26120"
"In post","2021","East of England","Peterborough","Male","Heterosexual / straight","460","435","29430","27130"
"In post","2021","East of England","Peterborough","Male","LGBO","20","20","[c]","[c]"
"In post","2021","East of England","Peterborough","Male","Undeclared","85","75","29890","27250"
"In post","2021","East of England","Peterborough","Male","Unknown","75","70","28650","27130"
"In post","2021","East of England","Peterborough","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Peterborough","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Southend-on-Sea","Female","Heterosexual / straight","445","390","30900","29290"
"In post","2021","East of England","Southend-on-Sea","Female","LGBO","25","25","[c]","[c]"
"In post","2021","East of England","Southend-on-Sea","Female","Undeclared","85","70","30500","29290"
"In post","2021","East of England","Southend-on-Sea","Female","Unknown","245","210","30050","28130"
"In post","2021","East of England","Southend-on-Sea","Male","Heterosexual / straight","300","285","35330","31870"
"In post","2021","East of England","Southend-on-Sea","Male","LGBO","20","20","[c]","[c]"
"In post","2021","East of England","Southend-on-Sea","Male","Undeclared","50","50","35130","32100"
"In post","2021","East of England","Southend-on-Sea","Male","Unknown","175","160","32990","31810"
"In post","2021","East of England","Southend-on-Sea","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Southend-on-Sea","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Suffolk","Female","Heterosexual / straight","1435","1300","27430","26630"
"In post","2021","East of England","Suffolk","Female","LGBO","60","60","27510","27570"
"In post","2021","East of England","Suffolk","Female","Undeclared","175","160","26920","25560"
"In post","2021","East of England","Suffolk","Female","Unknown","475","420","27680","26750"
"In post","2021","East of England","Suffolk","Male","Heterosexual / straight","1255","1225","29820","27570"
"In post","2021","East of England","Suffolk","Male","LGBO","60","60","27870","27370"
"In post","2021","East of England","Suffolk","Male","Undeclared","215","205","29220","27720"
"In post","2021","East of England","Suffolk","Male","Unknown","495","480","31220","29270"
"In post","2021","East of England","Suffolk","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Suffolk","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Thurrock","Female","Heterosexual / straight","115","105","26680","26790"
"In post","2021","East of England","Thurrock","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Thurrock","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","East of England","Thurrock","Female","Unknown","25","25","[c]","[c]"
"In post","2021","East of England","Thurrock","Male","Heterosexual / straight","140","140","26370","25310"
"In post","2021","East of England","Thurrock","Male","LGBO","10","10","[c]","[c]"
"In post","2021","East of England","Thurrock","Male","Undeclared","30","25","[c]","[c]"
"In post","2021","East of England","Thurrock","Male","Unknown","20","20","[c]","[c]"
"In post","2021","East of England","Thurrock","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Thurrock","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","East of England","West Essex","Female","Heterosexual / straight","280","250","29940","29290"
"In post","2021","East of England","West Essex","Female","LGBO","10","10","[c]","[c]"
"In post","2021","East of England","West Essex","Female","Undeclared","35","30","28990","27370"
"In post","2021","East of England","West Essex","Female","Unknown","35","30","37210","29290"
"In post","2021","East of England","West Essex","Male","Heterosexual / straight","275","240","30460","27370"
"In post","2021","East of England","West Essex","Male","LGBO","10","10","[c]","[c]"
"In post","2021","East of England","West Essex","Male","Undeclared","40","35","29070","27370"
"In post","2021","East of England","West Essex","Male","Unknown","20","20","[c]","[c]"
"In post","2021","East of England","West Essex","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","East of England","West Essex","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","Barking & Dagenham and Havering","Female","Heterosexual / straight","270","240","30480","31060"
"In post","2021","London","Barking & Dagenham and Havering","Female","LGBO","5","5","[c]","[c]"
"In post","2021","London","Barking & Dagenham and Havering","Female","Undeclared","35","30","28590","30330"
"In post","2021","London","Barking & Dagenham and Havering","Female","Unknown","80","70","29460","31060"
"In post","2021","London","Barking & Dagenham and Havering","Male","Heterosexual / straight","135","130","30610","31060"
"In post","2021","London","Barking & Dagenham and Havering","Male","LGBO","5","5","[c]","[c]"
"In post","2021","London","Barking & Dagenham and Havering","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","London","Barking & Dagenham and Havering","Male","Unknown","55","55","31730","31060"
"In post","2021","London","Barking & Dagenham and Havering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","London","Barking & Dagenham and Havering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","Barnet","Female","Heterosexual / straight","725","670","36600","32330"
"In post","2021","London","Barnet","Female","LGBO","35","35","35500","31060"
"In post","2021","London","Barnet","Female","Undeclared","80","75","36630","32330"
"In post","2021","London","Barnet","Female","Unknown","225","205","44810","36650"
"In post","2021","London","Barnet","Male","Heterosexual / straight","410","400","39790","33350"
"In post","2021","London","Barnet","Male","LGBO","30","30","47410","44310"
"In post","2021","London","Barnet","Male","Undeclared","65","65","47670","41960"
"In post","2021","London","Barnet","Male","Unknown","110","105","48860","44950"
"In post","2021","London","Barnet","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","London","Barnet","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","Bexley and Greenwich","Female","Heterosexual / straight","605","570","30650","31060"
"In post","2021","London","Bexley and Greenwich","Female","LGBO","45","40","32810","31590"
"In post","2021","London","Bexley and Greenwich","Female","Undeclared","70","65","30320","30780"
"In post","2021","London","Bexley and Greenwich","Female","Unknown","200","185","29590","30150"
"In post","2021","London","Bexley and Greenwich","Male","Heterosexual / straight","530","525","33580","33180"
"In post","2021","London","Bexley and Greenwich","Male","LGBO","20","20","[c]","[c]"
"In post","2021","London","Bexley and Greenwich","Male","Undeclared","80","70","34990","34750"
"In post","2021","London","Bexley and Greenwich","Male","Unknown","215","205","31910","32600"
"In post","2021","London","Bexley and Greenwich","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","London","Bexley and Greenwich","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","Brent","Female","Heterosexual / straight","235","215","30730","31060"
"In post","2021","London","Brent","Female","LGBO","5","5","[c]","[c]"
"In post","2021","London","Brent","Female","Undeclared","60","55","29840","30330"
"In post","2021","London","Brent","Female","Unknown","95","80","30340","29450"
"In post","2021","London","Brent","Male","Heterosexual / straight","135","130","32470","31060"
"In post","2021","London","Brent","Male","LGBO","10","10","[c]","[c]"
"In post","2021","London","Brent","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","London","Brent","Male","Unknown","45","45","32980","31060"
"In post","2021","London","Brent","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","London","Brent","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","Bromley","Female","Heterosexual / straight","230","205","29240","31060"
"In post","2021","London","Bromley","Female","LGBO","10","10","[c]","[c]"
"In post","2021","London","Bromley","Female","Undeclared","35","30","31140","31060"
"In post","2021","London","Bromley","Female","Unknown","60","50","29440","31060"
"In post","2021","London","Bromley","Male","Heterosexual / straight","85","80","29350","31060"
"In post","2021","London","Bromley","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","London","Bromley","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","London","Bromley","Male","Unknown","30","25","[c]","[c]"
