"Status","Year","Disability","Region_ITL3","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Bradford","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bradford","Outside London","SEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Bradford","Outside London","Unknown","30","25","[c]","[c]"
"In post","2021","Declared disabled","Breckland and South Norfolk","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Breckland and South Norfolk","Outside London","AO","20","15","[c]","[c]"
"In post","2021","Declared disabled","Breckland and South Norfolk","Outside London","EO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Breckland and South Norfolk","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Breckland and South Norfolk","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Breckland and South Norfolk","Outside London","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Breckland and South Norfolk","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Breckland and South Norfolk","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Breckland and South Norfolk","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Brent","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Brent","London","AO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Brent","London","EO","35","30","30520","31060"
"In post","2021","Declared disabled","Brent","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Brent","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Brent","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Brent","London","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Brent","London","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Bridgend and Neath Port Talbot","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bridgend and Neath Port Talbot","Outside London","AO","35","30","20560","21010"
"In post","2021","Declared disabled","Bridgend and Neath Port Talbot","Outside London","EO","45","40","27650","27570"
"In post","2021","Declared disabled","Bridgend and Neath Port Talbot","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bridgend and Neath Port Talbot","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bridgend and Neath Port Talbot","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Bridgend and Neath Port Talbot","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bridgend and Neath Port Talbot","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Brighton and Hove","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Brighton and Hove","Outside London","AO","25","20","[c]","[c]"
"In post","2021","Declared disabled","Brighton and Hove","Outside London","EO","45","45","27320","27570"
"In post","2021","Declared disabled","Brighton and Hove","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Brighton and Hove","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Brighton and Hove","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Brighton and Hove","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Brighton and Hove","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Brighton and Hove","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Bristol, City of","Outside London","AA","20","15","[c]","[c]"
"In post","2021","Declared disabled","Bristol, City of","Outside London","AO","165","150","21490","21010"
"In post","2021","Declared disabled","Bristol, City of","Outside London","EO","165","145","27100","27570"
"In post","2021","Declared disabled","Bristol, City of","Outside London","G6","30","30","63510","63110"
"In post","2021","Declared disabled","Bristol, City of","Outside London","G7","60","60","52630","52580"
"In post","2021","Declared disabled","Bristol, City of","Outside London","HEO","105","95","32020","31810"
"In post","2021","Declared disabled","Bristol, City of","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Declared disabled","Bristol, City of","Outside London","SEO","90","85","39990","38630"
"In post","2021","Declared disabled","Bristol, City of","Outside London","Unknown","30","25","29480","30210"
"In post","2021","Declared disabled","Bromley","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bromley","London","AO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Bromley","London","EO","40","35","31160","31060"
"In post","2021","Declared disabled","Bromley","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bromley","London","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Bromley","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bromley","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Buckinghamshire CC","Outside London","AA","15","15","[c]","[c]"
"In post","2021","Declared disabled","Buckinghamshire CC","Outside London","AO","50","50","26040","23130"
"In post","2021","Declared disabled","Buckinghamshire CC","Outside London","EO","60","60","28600","27570"
"In post","2021","Declared disabled","Buckinghamshire CC","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Buckinghamshire CC","Outside London","G7","10","5","[c]","[c]"
"In post","2021","Declared disabled","Buckinghamshire CC","Outside London","HEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Buckinghamshire CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Buckinghamshire CC","Outside London","SEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Buckinghamshire CC","Outside London","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Caithness and Sutherland and Ross and Cromarty","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Caithness and Sutherland and Ross and Cromarty","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Caithness and Sutherland and Ross and Cromarty","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Caithness and Sutherland and Ross and Cromarty","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Caithness and Sutherland and Ross and Cromarty","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Caithness and Sutherland and Ross and Cromarty","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Caithness and Sutherland and Ross and Cromarty","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Calderdale and Kirklees","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Calderdale and Kirklees","Outside London","AO","40","30","20800","21010"
"In post","2021","Declared disabled","Calderdale and Kirklees","Outside London","EO","110","95","27370","27570"
"In post","2021","Declared disabled","Calderdale and Kirklees","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Calderdale and Kirklees","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Calderdale and Kirklees","Outside London","HEO","10","5","[c]","[c]"
"In post","2021","Declared disabled","Calderdale and Kirklees","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Calderdale and Kirklees","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Calderdale and Kirklees","Outside London","Unknown","25","20","[c]","[c]"
"In post","2021","Declared disabled","Cambridgeshire CC","Outside London","AA","20","15","[c]","[c]"
"In post","2021","Declared disabled","Cambridgeshire CC","Outside London","AO","80","75","26250","25850"
"In post","2021","Declared disabled","Cambridgeshire CC","Outside London","EO","95","85","28020","27570"
"In post","2021","Declared disabled","Cambridgeshire CC","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cambridgeshire CC","Outside London","G7","20","20","[c]","[c]"
"In post","2021","Declared disabled","Cambridgeshire CC","Outside London","HEO","80","75","33580","33300"
"In post","2021","Declared disabled","Cambridgeshire CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cambridgeshire CC","Outside London","SEO","40","40","44010","42780"
"In post","2021","Declared disabled","Cambridgeshire CC","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Camden and City of London","London","AA","20","20","[c]","[c]"
"In post","2021","Declared disabled","Camden and City of London","London","AO","80","75","23920","23500"
"In post","2021","Declared disabled","Camden and City of London","London","EO","80","75","30020","29570"
"In post","2021","Declared disabled","Camden and City of London","London","G6","10","10","[c]","[c]"
"In post","2021","Declared disabled","Camden and City of London","London","G7","25","25","[c]","[c]"
"In post","2021","Declared disabled","Camden and City of London","London","HEO","45","40","36290","36160"
"In post","2021","Declared disabled","Camden and City of London","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Camden and City of London","London","SEO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Camden and City of London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","AA","20","20","[c]","[c]"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","AO","315","280","21300","21010"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","EO","305","280","27020","27570"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","G6","25","25","[c]","[c]"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","G7","85","80","55740","54620"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","HEO","185","170","32960","31990"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","SCS level","15","15","[c]","[c]"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","SEO","85","80","42310","39820"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","Unknown","45","40","31560","30210"
"In post","2021","Declared disabled","Causeway Coast and Glens","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Causeway Coast and Glens","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Causeway Coast and Glens","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Outside London","AA","5","5","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Outside London","AO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Outside London","EO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Outside London","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","Outside London","AA","20","20","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","Outside London","AO","65","60","23500","21130"
"In post","2021","Declared disabled","Central Hampshire","Outside London","EO","75","70","26950","26670"
"In post","2021","Declared disabled","Central Hampshire","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","Outside London","G7","70","65","50590","47610"
"In post","2021","Declared disabled","Central Hampshire","Outside London","HEO","115","110","32240","33300"
"In post","2021","Declared disabled","Central Hampshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","Outside London","SEO","80","80","40020","40580"
"In post","2021","Declared disabled","Central Hampshire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","Outside London","AO","50","45","21310","21010"
"In post","2021","Declared disabled","Central Valleys","Outside London","EO","80","70","27420","27570"
"In post","2021","Declared disabled","Central Valleys","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","Outside London","HEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","Outside London","SEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","Outside London","AA","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","Outside London","AO","15","10","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","Outside London","EO","45","40","27560","27570"
"In post","2021","Declared disabled","Cheshire East","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","Outside London","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","Outside London","AO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","Outside London","EO","45","40","27220","27570"
"In post","2021","Declared disabled","Cheshire West and Chester","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","Outside London","Unknown","15","10","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","Outside London","AA","15","15","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","Outside London","AO","50","45","27070","26630"
"In post","2021","Declared disabled","Chorley and West Lancashire","Outside London","EO","30","30","28180","27570"
"In post","2021","Declared disabled","Chorley and West Lancashire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","Outside London","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","Outside London","SEO","5","5","[c]","[c]"
